code,level,state,partisan_lean,gcb,environment,demo_env_adj,pres_2024_margin,trump_approve,trump_disapprove,trump_net,demo_approval_adj,white_pct,black_pct,hispanic_pct,asian_pct,native_pct,pacific_pct
AK-01,district,AK,-13.27,4.91,-9.42,-1.06,-13.8,45.1,51.6,-6.5,0.5,61.0,4.2,6.0,7.8,18.9,2.0
AL-01,district,AL,-34.82,4.91,-30.47,-0.56,-36.34,55.3,41.5,13.8,2.5,67.1,24.7,3.3,1.9,2.9,0.1
AL-02,district,AL,-13.04,4.91,-8.41,-0.28,-14.46,46.1,50.6,-4.5,2.7,52.3,39.8,3.7,2.2,1.9,0.2
AL-03,district,AL,-45.59,4.91,-41.29,-0.61,-47.04,59.8,36.9,22.9,2.4,71.7,20.7,3.1,2.1,2.3,0.1
AL-04,district,AL,-65.84,4.91,-61.6,-0.67,-66.99,68.1,28.6,39.5,1.8,82.7,7.2,6.1,0.8,3.1,0.1
AL-05,district,AL,-29.38,4.91,-25.03,-0.56,-29.51,52.7,44.0,8.7,2.0,70.1,18.3,5.3,2.5,3.6,0.2
AL-06,district,AL,-34.9,4.91,-30.54,-0.54,-34.79,55.1,41.6,13.6,2.2,71.7,19.3,4.7,2.2,2.1,0.1
AL-07,district,AL,19.33,4.91,24.12,-0.12,17.99,32.5,64.2,-31.7,3.0,42.5,50.5,3.6,1.7,1.6,0.1
AR-01,district,AR,-44.75,4.91,-40.52,-0.68,-46.4,59.4,37.3,22.1,2.4,76.0,16.9,3.1,1.0,2.8,0.2
AR-02,district,AR,-15.55,4.91,-11.16,-0.52,-16.22,46.9,49.9,-3.0,2.1,69.1,20.3,5.1,2.3,3.0,0.1
AR-03,district,AR,-25.74,4.91,-21.17,-0.34,-25.81,50.3,46.4,3.8,0.2,71.5,3.6,13.9,4.2,5.6,1.3
AR-04,district,AR,-39.11,4.91,-34.69,-0.49,-40.73,56.8,39.9,17.0,2.0,69.7,19.8,6.0,1.1,3.3,0.2
AZ-01,district,AZ,-2.26,4.91,2.35,-0.3,-3.14,40.3,56.4,-16.1,0.3,73.4,4.0,13.8,5.5,3.1,0.3
AZ-02,district,AZ,-13.39,4.91,-9.15,-0.67,-15.12,44.8,52.0,-7.2,-0.3,59.7,2.7,14.6,2.0,20.7,0.3
AZ-03,district,AZ,43.44,4.91,50.46,2.1,40.31,18.0,78.7,-60.7,-5.5,23.0,11.5,56.4,3.7,5.0,0.4
AZ-04,district,AZ,7.29,4.91,12.4,0.21,6.76,35.6,61.1,-25.6,-1.1,58.6,6.5,22.8,7.2,4.3,0.6
AZ-05,district,AZ,-19.62,4.91,-14.9,-0.2,-20.19,47.6,49.2,-1.6,0.0,70.0,4.5,15.3,7.2,2.5,0.5
AZ-06,district,AZ,-0.81,4.91,4.21,0.11,-0.76,39.2,57.5,-18.2,-0.6,66.6,4.3,21.1,4.3,3.2,0.5
AZ-07,district,AZ,25.49,4.91,32.26,1.86,22.39,25.8,71.0,-45.2,-5.2,32.1,4.8,54.1,2.9,5.7,0.4
AZ-08,district,AZ,-16.11,4.91,-11.24,-0.05,-16.48,46.0,50.8,-4.8,-0.2,68.2,5.3,18.0,5.3,2.9,0.4
AZ-09,district,AZ,-30.23,4.91,-24.97,0.35,-31.34,51.5,45.3,6.2,-1.2,61.6,5.2,25.5,3.4,3.7,0.5
CA-01,district,CA,13.96,4.91,18.99,0.11,12.63,32.8,63.9,-31.2,-1.0,63.8,2.5,22.6,4.8,5.5,0.7
CA-02,district,CA,26.34,4.91,30.82,-0.42,25.45,28.2,68.6,-40.4,0.3,72.6,2.5,13.0,5.5,5.8,0.6
CA-03,district,CA,11.32,4.91,16.1,-0.13,10.55,34.2,62.6,-28.4,-0.5,60.3,6.6,16.3,12.4,3.4,1.1
CA-04,district,CA,16.79,4.91,22.09,0.39,14.96,31.1,65.6,-34.6,-2.0,53.7,3.1,27.0,11.4,4.0,0.7
CA-05,district,CA,-19.72,4.91,-14.54,0.28,-21.2,46.8,49.9,-3.0,-1.5,58.5,3.2,25.1,7.6,4.7,0.9
CA-06,district,CA,9.76,4.91,14.73,0.06,8.67,34.5,62.2,-27.6,-1.1,53.3,8.2,19.4,14.1,3.6,1.4
CA-07,district,CA,15.15,4.91,20.19,0.13,13.26,31.9,64.8,-32.8,-1.7,42.8,9.9,20.2,21.9,3.3,1.9
CA-08,district,CA,37.69,4.91,43.18,0.58,35.19,22.0,74.7,-52.8,-2.4,32.4,15.1,27.1,20.5,3.4,1.4
CA-09,district,CA,15.82,4.91,21.61,0.87,11.8,30.8,65.9,-35.1,-3.4,28.0,12.6,33.1,21.2,3.6,1.5
CA-10,district,CA,35.99,4.91,40.83,-0.07,34.75,23.2,73.5,-50.2,-1.4,52.0,5.0,17.7,22.1,2.3,0.9
CA-11,district,CA,72.55,4.91,77.15,-0.31,70.62,7.6,89.1,-81.4,-1.5,44.1,6.5,13.0,33.8,1.9,0.7
CA-12,district,CA,79.3,4.91,84.47,0.26,77.64,4.7,92.0,-87.4,-1.7,34.2,17.5,20.6,23.9,3.0,0.9
CA-13,district,CA,5.39,4.91,12.39,2.08,0.51,33.8,62.9,-29.0,-6.2,23.3,4.6,57.9,8.5,4.9,0.8
CA-14,district,CA,39.22,4.91,44.25,0.12,36.2,20.9,75.8,-54.9,-3.3,26.4,5.8,21.2,42.5,2.4,1.8
