race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-GOV,governor,AK,GOV,Tom Begich,Bernadette Wilson,DEM,REP,,REP,-6.42,33.1,66.9,Lean R,-13.27,4.91,-9.42,0.0,0.0,-1.06,-13.8,7.37,True,False,,,0.0,0.0,,,0.0,presumptive,projected,46.99,37.94,3,8.06,0.15,0,0,0,42.87,49.13,8.0,101364,116166,18916,0,236446
AL-GOV,governor,AL,GOV,Doug Jones,Tommy Tuberville,DEM,REP,,REP,-24.49,0.9,99.1,Safe R,-29.66,4.91,-26.08,-4.22,3.37,-0.48,-30.88,6.39,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.1,52.6,1,-15.5,0.15,0,13792994,0,37.75,62.25,0.0,598629,986934,0,0,1585563
AR-GOV,governor,AR,GOV,Fredrick Love,Sarah Huckabee Sanders,DEM,REP,REP,REP,-26.34,0.5,99.5,Safe R,-30.62,4.91,-26.34,0.0,-0.13,-0.51,-31.57,5.22,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,36.83,63.17,0.0,309159,530297,0,0,839457
AZ-GOV,governor,AZ,GOV,Katie Hobbs,Andy Biggs,DEM,REP,DEM,DEM,7.61,76.9,23.1,Likely D,-4.25,4.91,7.93,0.9,6.01,0.36,-5.59,13.19,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,42.7,36.79,11,6.65,0.257,6534592,1923723,0,53.8,46.2,0.0,1276478,1096045,0,0,2372523
CA-GOV,governor,CA,GOV,Xavier Becerra,Steve Hilton,DEM,REP,,DEM,28.15,99.7,0.3,Safe D,23.42,4.91,29.13,-0.1,0.0,0.89,20.82,7.34,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,57.29,33.73,4,23.57,0.175,11283904,12875324,0,64.08,35.92,0.0,7111588,3986955,0,0,11098543
CO-GOV,governor,CO,GOV,Phil Weiser,Victor Marx,DEM,REP,,DEM,17.0,95.0,5.0,Safe D,11.48,4.91,17.83,1.45,0.0,-0.01,11.29,5.71,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.1,37.8,1,12.3,0.15,4661126,628282,0,58.5,41.5,0.0,1307424,927498,0,0,2234922
CT-GOV,governor,CT,GOV,Ned Lamont,Ryan Fazio,DEM,REP,DEM,DEM,18.68,96.5,3.5,Safe D,15.88,4.91,19.68,0.0,-1.03,-0.09,14.76,3.92,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,49.0,36.0,1,13.0,0.15,0,0,0,59.34,40.66,0.0,730528,500612,0,0,1231140
FL-GOV,governor,FL,GOV,David Jolly,Byron Donalds,DEM,REP,,REP,-6.59,26.2,73.8,Lean R,-10.43,4.91,-7.82,-2.35,-0.47,0.51,-13.22,6.63,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,39.05,41.11,15,-3.35,0.276,2814312,65627327,0,46.71,53.29,0.0,3575270,4079556,0,0,7654826
GA-GOV,governor,GA,GOV,Keisha Lance Bottoms,Rick Jackson,DEM,REP,,REP,1.29,55.0,45.0,Toss-up,-1.84,4.91,0.48,-2.47,0.0,-0.12,-2.21,3.5,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,51.22,46.32,4,5.11,0.175,2665880,73526815,0,50.64,49.36,0.0,1861221,1813825,0,0,3675046
HI-GOV,governor,HI,GOV,Josh Green,Gary Cordery,DEM,REP,DEM,DEM,31.84,99.9,0.1,Safe D,25.72,4.91,31.84,0.0,1.67,-0.46,23.56,8.28,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,,,0,,0.0,0,0,0,65.92,34.08,0.0,238425,123265,0,0,361691
