code,level,state,partisan_lean,gcb,environment,demo_env_adj,pres_2024_margin,trump_approve,trump_disapprove,trump_net,demo_approval_adj,white_pct,black_pct,hispanic_pct,asian_pct,native_pct,pacific_pct
AK-01,district,AK,-13.18,5.32,-8.92,-1.06,-13.8,44.8,52.2,-7.5,0.5,61.0,4.2,6.0,7.8,18.9,2.0
AL-01,district,AL,-34.82,5.32,-30.06,-0.56,-36.34,54.9,42.1,12.9,2.5,67.1,24.7,3.3,1.9,2.9,0.1
AL-02,district,AL,-13.03,5.32,-7.99,-0.28,-14.46,45.8,51.2,-5.4,2.7,52.3,39.8,3.7,2.2,1.9,0.2
AL-03,district,AL,-45.58,5.32,-40.87,-0.61,-47.04,59.5,37.5,22.0,2.4,71.7,20.7,3.1,2.1,2.3,0.1
AL-04,district,AL,-65.77,5.32,-61.12,-0.67,-66.99,67.7,29.2,38.5,1.8,82.7,7.2,6.1,0.8,3.1,0.1
AL-05,district,AL,-29.24,5.32,-24.48,-0.56,-29.51,52.3,44.7,7.6,2.0,70.1,18.3,5.3,2.5,3.6,0.2
AL-06,district,AL,-34.75,5.32,-29.98,-0.54,-34.79,54.7,42.2,12.5,2.2,71.7,19.3,4.7,2.2,2.1,0.1
AL-07,district,AL,19.36,5.32,24.56,-0.12,17.99,32.1,64.8,-32.7,3.0,42.5,50.5,3.6,1.7,1.6,0.1
AR-01,district,AR,-44.65,5.32,-40.01,-0.68,-46.4,59.1,37.9,21.1,2.4,76.0,16.9,3.1,1.0,2.8,0.2
AR-02,district,AR,-15.42,5.32,-10.62,-0.52,-16.22,46.5,50.5,-4.0,2.1,69.1,20.3,5.1,2.3,3.0,0.1
AR-03,district,AR,-25.59,5.32,-20.61,-0.34,-25.81,49.9,47.1,2.8,0.2,71.5,3.6,13.9,4.2,5.6,1.3
AR-04,district,AR,-39.02,5.32,-34.19,-0.49,-40.73,56.5,40.5,16.0,2.0,69.7,19.8,6.0,1.1,3.3,0.2
AZ-01,district,AZ,-2.22,5.32,2.8,-0.3,-3.14,40.0,57.0,-17.0,0.3,73.4,4.0,13.8,5.5,3.1,0.3
AZ-02,district,AZ,-13.44,5.32,-8.79,-0.67,-15.12,44.5,52.5,-8.1,-0.3,59.7,2.7,14.6,2.0,20.7,0.3
AZ-03,district,AZ,43.26,5.32,50.68,2.1,40.31,17.8,79.2,-61.4,-5.5,23.0,11.5,56.4,3.7,5.0,0.4
AZ-04,district,AZ,7.35,5.32,12.88,0.21,6.76,35.2,61.7,-26.5,-1.1,58.6,6.5,22.8,7.2,4.3,0.6
AZ-05,district,AZ,-19.54,5.32,-14.42,-0.2,-20.19,47.2,49.8,-2.6,0.0,70.0,4.5,15.3,7.2,2.5,0.5
AZ-06,district,AZ,-0.62,5.32,4.81,0.11,-0.76,38.8,58.1,-19.3,-0.6,66.6,4.3,21.1,4.3,3.2,0.5
AZ-07,district,AZ,25.31,5.32,32.49,1.86,22.39,25.5,71.5,-46.0,-5.2,32.1,4.8,54.1,2.9,5.7,0.4
