cand_id,name,first,last,party,state,incumbent,fec_id,strength
C-0332,Mike Haridopolos,Mike,Haridopolos,REP,FL,1,H4FL08168,0.0
C-0333,Darren Soto,Darren,Soto,DEM,FL,1,H6FL09179,5.98
C-0334,Dan Green,Dan,Green,REP,FL,0,H6FL09294,0.0
C-0335,Maxwell Frost,Maxwell,Frost,DEM,FL,1,H2FL10259,0.67
C-0336,(no Republican filed),(no,Republican filed),REP,FL,0,,0.0
C-0337,James Pericola,James,Pericola,DEM,FL,0,H6FL11357,0.0
C-0338,Anthony Sabatini,Anthony,Sabatini,REP,FL,0,,0.0
C-0339,Kimberly Overman,Kimberly,Overman,DEM,FL,0,H6FL15200,0.0
C-0340,Gus Bilirakis,Gus,Bilirakis,REP,FL,1,H6FL09070,-7.21
C-0341,Leela Gray,Leela,Gray,DEM,FL,0,H6FL13312,0.0
C-0342,Anna Paulina Luna,Anna,Paulina Luna,REP,FL,1,H0FL13158,1.97
C-0343,Kathy Castor,Kathy,Castor,DEM,FL,1,H6FL11126,5.83
C-0344,Mike Beltran,Mike,Beltran,REP,FL,0,H6FL14237,0.0
C-0345,Robert People,Robert,People,DEM,FL,0,H6FL15168,0.0
C-0346,Laurel Lee,Laurel,Lee,REP,FL,1,H2FL15241,-3.04
C-0347,Kelly Kirschner,Kelly,Kirschner,DEM,FL,0,H6FL16158,0.0
C-0348,Sydney Gruters,Sydney,Gruters,REP,FL,0,H6FL16141,0.0
C-0349,Matthew Montavon,Matthew,Montavon,DEM,FL,0,H4FL17060,0.0
C-0350,Greg Steube,Greg,Steube,REP,FL,1,H8FL17053,-4.09
C-0351,Curtis Gibson,Curtis,Gibson,DEM,FL,0,H6FL18212,0.0
C-0352,Scott Franklin,Scott,Franklin,REP,FL,1,H0FL15104,-1.48
C-0353,Victor Arias,Victor,Arias,DEM,FL,0,H6FL19277,0.0
C-0354,Jim Schwartzel,Jim,Schwartzel,REP,FL,0,H6FL19137,0.0
C-0355,Debbie Wasserman Schultz,Debbie,Wasserman Schultz,DEM,FL,1,H4FL20023,0.0
C-0356,Brent Andersen,Brent,Andersen,REP,FL,0,H6FL20143,0.0
C-0357,James Martin,James,Martin,DEM,FL,0,H6FL21075,0.0
C-0358,Brian Mast,Brian,Mast,REP,FL,1,H6FL18097,-7.2
C-0359,Pia Dandiya,Pia,Dandiya,DEM,FL,0,H6FL21059,0.0
C-0360,Casey Askar,Casey,Askar,REP,FL,0,H6FL22248,0.0
C-0361,Lois Frankel,Lois,Frankel,DEM,FL,1,H2FL14053,2.63
C-0362,Deborah Adeimy,Deborah,Adeimy,REP,FL,0,H2FL21132,0.0
C-0363,Oliver Gilbert,Oliver,Gilbert,DEM,FL,0,H6FL24095,0.0
C-0364,Mayonna Te Brown,Mayonna,Te Brown,REP,FL,0,H6FL14203,0.0
C-0365,Jared Moskowitz,Jared,Moskowitz,DEM,FL,1,H2FL22171,1.48
C-0366,Scott Singer,Scott,Singer,REP,FL,0,H6FL23188,0.0
C-0367,Nicole Locklin,Nicole,Locklin,DEM,FL,0,H6FL26058,0.0
C-0368,Mario Diaz-Balart,Mario,Diaz-Balart,REP,FL,1,H2FL25018,-9.76
C-0369,Eliott Rodriguez,Eliott,Rodriguez,DEM,FL,0,H6FL27098,0.0
C-0370,Maria Salazar,Maria,Salazar,REP,FL,1,H8FL27185,-8.15
C-0371,Phil Ehr,Phil,Ehr,DEM,FL,0,H4FL28042,-3.07
C-0372,Carlos Gimenez,Carlos,Gimenez,REP,FL,1,H0FL26036,-6.29
C-0373,Amanda Hollowell,Amanda,Hollowell,DEM,GA,0,H6GA01158,0.0
C-0374,Jim Kingston,Jim,Kingston,REP,GA,0,H6GA01109,0.0
C-0375,Sanford Bishop,Sanford,Bishop,DEM,GA,1,H2GA02031,5.73
C-0376,Matt Day,Matt,Day,REP,GA,0,H6GA01182,0.0
C-0377,Maura Keller,Maura,Keller,DEM,GA,0,H4GA03100,-1.5
C-0378,Brian Jack,Brian,Jack,REP,GA,1,H4GA03126,-4.5
C-0379,Henry Johnson,Henry,Johnson,DEM,GA,1,H6GA04129,-0.51
C-0380,James Duffie,James,Duffie,REP,GA,0,H6GA04194,0.0
C-0381,Nikema Williams,Nikema,Williams,DEM,GA,1,H0GA05301,0.19
C-0382,John Salvesen,John,Salvesen,REP,GA,0,,0.0
C-0383,Lucy McBath,Lucy,McBath,DEM,GA,1,H8GA06393,0.17
C-0384,Kevin Martin,Kevin,Martin,REP,GA,0,H6GA06181,0.0
C-0385,Tony Kozycki,Tony,Kozycki,DEM,GA,0,H6GA07221,0.0
C-0386,Rich McCormick,Rich,McCormick,REP,GA,1,H0GA07273,-6.77
C-0387,Kelly Esti,Kelly,Esti,DEM,GA,0,H6GA08138,0.0
C-0388,Austin Scott,Austin,Scott,REP,GA,1,H0GA08099,-6.52
C-0389,Caitlyn Gegen,Caitlyn,Gegen,DEM,GA,0,H6GA09284,0.0
C-0390,Andrew Clyde,Andrew,Clyde,REP,GA,1,H0GA09246,-2.86
C-0391,Pamela DeLancy,Pamela,DeLancy,DEM,GA,0,H6GA10183,-0.95
C-0392,Houston Gaines,Houston,Gaines,REP,GA,0,H6GA10175,0.0
C-0393,Chris Harden,Chris,Harden,DEM,GA,0,H6GA11116,0.0
C-0394,John Cowan,John,Cowan,REP,GA,0,H0GA14048,0.0
C-0395,Ceretta Smith,Ceretta,Smith,DEM,GA,0,H6GA12080,0.0
C-0396,Rick Allen,Rick,Allen,REP,GA,1,H2GA12121,-5.28
C-0397,Jasmine Clark,Jasmine,Clark,DEM,GA,0,H6GA13070,0.0
C-0398,Jonathan Chavez,Jonathan,Chavez,REP,GA,0,H2GA04201,-0.12
C-0399,Shawn Harris,Shawn,Harris,DEM,GA,0,H4GA14057,12.6
C-0400,Clay Fuller,Clay,Fuller,REP,GA,1,H0GA14030,0.0
C-0401,Ed Case,Ed,Case,DEM,HI,1,H2HI02128,19.05
C-0402,Adriel Lam,Adriel,Lam,REP,HI,0,H6HI01360,0.0
C-0403,Jill Tokuda,Jill,Tokuda,DEM,HI,1,H2HI02581,13.58
C-0404,Brenton Awa,Brenton,Awa,REP,HI,0,H6HI02426,0.0
C-0405,Christina Bohannan,Christina,Bohannan,DEM,IA,0,H2IA02111,10.72
C-0406,Mariannette Miller-Meeks,Mariannette,Miller-Meeks,REP,IA,1,H8IA02043,6.93
C-0407,Lindsay James,Lindsay,James,DEM,IA,0,H6IA02211,0.0
C-0408,Joe Mitchell,Joe,Mitchell,REP,IA,0,H6IA02237,0.0
C-0409,Sarah Trone Garriott,Sarah,Trone Garriott,DEM,IA,0,H6IA03268,0.0
C-0410,Zach Nunn,Zach,Nunn,REP,IA,1,H2IA03119,0.96
C-0411,Dave Dawson,Dave,Dawson,DEM,IA,0,H6IA04217,0.0
C-0412,Chris McGowan,Chris,McGowan,REP,IA,0,H6IA04167,0.0
C-0413,Kaylee Peterson,Kaylee,Peterson,DEM,ID,0,H2ID01192,1.78
C-0414,Russ Fulcher,Russ,Fulcher,REP,ID,1,H8ID01124,-1.22
C-0415,Elinor Gilbreath,Elinor,Gilbreath,DEM,ID,0,H6ID02274,0.0
C-0416,Mike Simpson,Mike,Simpson,REP,ID,1,H8ID02064,-5.33
C-0417,Jonathan Jackson,Jonathan,Jackson,DEM,IL,1,H2IL01349,-1.2
C-0418,Christian Maxwell,Christian,Maxwell,REP,IL,0,H6IL01191,0.0
C-0419,Donna Miller,Donna,Miller,DEM,IL,0,H6IL02355,0.0
C-0420,Michael Noack,Michael,Noack,REP,IL,0,H6IL02389,0.0
C-0421,Delia Ramirez,Delia,Ramirez,DEM,IL,1,H2IL03162,1.9
C-0422,Angel Oakley,Angel,Oakley,REP,IL,0,H6IL03163,0.0
C-0423,Patty Garcia,Patty,Garcia,DEM,IL,0,H6IL04153,0.0
C-0424,Lupe Castillo,Lupe,Castillo,REP,IL,0,H4IL04117,0.0
C-0425,Mike Quigley,Mike,Quigley,DEM,IL,1,H0IL05096,1.66
C-0426,Tommy Hanson,Tommy,Hanson,REP,IL,0,H2IL05241,-1.34
C-0427,Sean Casten,Sean,Casten,DEM,IL,1,H8IL06139,2.56
C-0428,Niki Conforti,Niki,Conforti,REP,IL,0,H2IL06090,-0.08
C-0429,La Shawn Ford,La Shawn,Ford,DEM,IL,0,H6IL07354,0.0
C-0430,Chad Koppie,Chad,Koppie,REP,IL,0,H2IL08203,-2.92
C-0431,Melissa Bean,Melissa,Bean,DEM,IL,0,H6IL08329,0.0
C-0432,Jennifer Davis,Jennifer,Davis,REP,IL,0,H6IL08311,0.0
C-0433,Daniel Biss,Daniel,Biss,DEM,IL,0,H6IL09228,0.0
C-0434,John Elleson,John,Elleson,REP,IL,0,H8IL09224,0.0
C-0435,Brad Schneider,Brad,Schneider,DEM,IL,1,H2IL10068,-0.98
C-0436,Carl Lambrecht,Carl,Lambrecht,REP,IL,0,,0.0
C-0437,Bill Foster,Bill,Foster,DEM,IL,1,H8IL14067,0.95
C-0438,Jeff Walter,Jeff,Walter,REP,IL,0,H6IL11166,0.0
C-0439,Julie Fortier,Julie,Fortier,DEM,IL,0,H6IL12131,0.0
C-0440,Mike Bost,Mike,Bost,REP,IL,1,H4IL12060,-3.58
C-0441,Nikki Budzinski,Nikki,Budzinski,DEM,IL,1,H2IL13153,6.88
C-0442,Jeff Wilson,Jeff,Wilson,REP,IL,0,H6IL13154,0.0
C-0443,Lauren Underwood,Lauren,Underwood,DEM,IL,1,H8IL14174,4.3
C-0444,James Marter,James,Marter,REP,IL,0,H8IL16153,1.85
C-0445,Jennifer Todd,Jennifer,Todd,DEM,IL,0,H6IL15092,0.0
C-0446,Mary Miller,Mary,Miller,REP,IL,1,H0IL15129,0.0
C-0447,Paul Nolley,Paul,Nolley,DEM,IL,0,H6IL16108,0.0
C-0448,Darin LaHood,Darin,LaHood,REP,IL,1,H6IL18088,0.0
C-0449,Eric Sorensen,Eric,Sorensen,DEM,IL,1,H2IL17147,4.78
C-0450,Dillan Vancil,Dillan,Vancil,REP,IL,0,H6IL17247,0.0
C-0451,Frank Mrvan,Frank,Mrvan,DEM,IN,1,H0IN01150,7.5
C-0452,Barb Regnitz,Barb,Regnitz,REP,IN,0,H6IN01231,0.0
C-0453,Jamee Decio,Jamee,Decio,DEM,IN,0,H6IN02189,0.0
C-0454,Rudy Yakym,Rudy,Yakym,REP,IN,1,H2IN02295,-1.6
C-0455,Kelly Thompson,Kelly,Thompson,DEM,IN,0,H6IN03294,0.0
C-0456,Marlin Stutzman,Marlin,Stutzman,REP,IN,1,H0IN03198,0.0
C-0457,Drew Cox,Drew,Cox,DEM,IN,0,H6IN04193,0.0
C-0458,Jim Baird,Jim,Baird,REP,IN,1,H8IN04199,-4.21
C-0459,J.D. Ford,J.D.,Ford,DEM,IN,0,H6IN05307,0.0
C-0460,Victoria Spartz,Victoria,Spartz,REP,IN,1,H0IN05326,-0.5
C-0461,Cynthia Wirth,Cynthia,Wirth,DEM,IN,0,H6IN06230,0.0
C-0462,Jefferson Shreve,Jefferson,Shreve,REP,IN,1,H4IN06185,-2.57
C-0463,Andre Carson,Andre,Carson,DEM,IN,1,H8IN07184,-0.64
C-0464,Patrick McAuley,Patrick,McAuley,REP,IN,0,H6IN07444,0.0
C-0465,Mary Allen,Mary,Allen,DEM,IN,0,H6IN08293,0.0
C-0466,Mark Messmer,Mark,Messmer,REP,IN,1,H4IN08249,-5.49
C-0467,Brad Meyer,Brad,Meyer,DEM,IN,0,H6IN09242,0.0
C-0468,Erin Houchin,Erin,Houchin,REP,IN,1,H6IN09143,-1.53
C-0469,Lauren Reinhold,Lauren,Reinhold,DEM,KS,0,H6KS01203,0.0
C-0470,Tracey Mann,Tracey,Mann,REP,KS,1,H0KS01123,-5.6
C-0471,Don Coover,Don,Coover,DEM,KS,0,H6KS02276,0.0
C-0472,Derek Schmidt,Derek,Schmidt,REP,KS,1,H4KS02164,-5.27
C-0473,Sharice Davids,Sharice,Davids,DEM,KS,1,H8KS03155,8.44
C-0474,Eric Jenkins,Eric,Jenkins,REP,KS,0,H6KS03308,0.0
C-0475,Katy Tyndell,Katy,Tyndell,DEM,KS,0,H6KS04272,0.0
C-0476,Ron Estes,Ron,Estes,REP,KS,1,H8KS04112,-5.43
C-0477,Drew Williams,Drew,Williams,DEM,KY,0,H6KY01169,0.0
C-0478,James Comer,James,Comer,REP,KY,1,H6KY01110,-1.25
C-0479,Megan Wingfield,Megan,Wingfield,DEM,KY,0,H6KY02068,0.0
C-0480,Brett Guthrie,Brett,Guthrie,REP,KY,1,H8KY02031,-4.37
C-0481,Morgan McGarvey,Morgan,McGarvey,DEM,KY,1,H2KY03206,6.0
C-0482,Maria Rodriguez,Maria,Rodriguez,REP,KY,0,H6KY03223,0.0
C-0483,Melissa Strange,Melissa,Strange,DEM,KY,0,H6KY04189,0.0
C-0484,Ed Gallrein,Ed,Gallrein,REP,KY,0,H6KY04171,0.0
C-0485,Ned Pillersdorf,Ned,Pillersdorf,DEM,KY,0,H6KY05152,0.0
C-0486,Harold Rogers,Harold,Rogers,REP,KY,1,H0KY05015,0.0
C-0487,Zach Dembo,Zach,Dembo,DEM,KY,0,H6KY06184,0.0
C-0488,Ralph Alvarado,Ralph,Alvarado,REP,KY,0,H6KY06192,0.0
C-0489,Lauren Jewett,Lauren,Jewett,DEM,LA,0,H6LA01258,0.0
C-0490,Steve Scalise,Steve,Scalise,REP,LA,1,H0LA01087,-11.02
C-0491,Troy Carter,Troy,Carter,DEM,LA,1,H2LA02149,9.84
C-0492,Republican candidate (LA-02),Republican,candidate (LA-02),REP,LA,0,,0.0
C-0493,Tia LeBrun,Tia,LeBrun,IND,LA,0,H2LA03105,0.0
C-0494,Clay Higgins,Clay,Higgins,REP,LA,1,H6LA03148,-3.11
C-0495,Matthew Gromlich,Matthew,Gromlich,DEM,LA,0,H6LA04195,0.0
C-0496,Mike Johnson,Mike,Johnson,REP,LA,1,H6LA04138,-9.12
C-0497,Dan McKay,Dan,McKay,DEM,LA,0,H6LA05291,0.0
C-0498,Blake Miguez,Blake,Miguez,REP,LA,0,H6LA05234,0.0
C-0499,Cleo Fields,Cleo,Fields,DEM,LA,0,,9.5
C-0500,Peter Williams,Peter,Williams,REP,LA,0,H4LA05171,0.0
C-0501,Richard Neal,Richard,Neal,DEM,MA,1,H8MA02041,0.0
C-0502,(no Republican filed),Republican,candidate (MA-01),REP,MA,0,,0.0
C-0503,Jim McGovern,Jim,McGovern,DEM,MA,1,H4MA03022,0.0
C-0504,(no Republican filed),Republican,candidate (MA-02),REP,MA,0,,0.0
C-0505,Lori Trahan,Lori,Trahan,DEM,MA,1,H8MA03106,0.0
C-0506,Gary Grossi,Gary,Grossi,REP,MA,0,H6MA03100,0.0
C-0507,Jake Auchincloss,Jake,Auchincloss,DEM,MA,1,H0MA04192,0.0
C-0508,Republican candidate (MA-04),Republican,candidate (MA-04),REP,MA,0,,0.0
C-0509,Katherine Clark,Katherine,Clark,DEM,MA,1,H4MA05084,0.0
C-0510,(no Republican filed),Republican,candidate (MA-05),REP,MA,0,,0.0
C-0511,Daniel Koh,Daniel,Koh,DEM,MA,0,H8MA03072,0.0
C-0512,John Field,John,Field,REP,MA,0,H6MA06194,0.0
C-0513,Ayanna Pressley,Ayanna,Pressley,DEM,MA,1,H8MA07032,0.0
C-0514,(no Republican filed),Republican,candidate (MA-07),REP,MA,0,,0.0
C-0515,Stephen Lynch,Stephen,Lynch,DEM,MA,1,H2MA09072,13.18
C-0516,Gavin Solomon,Gavin,Solomon,REP,MA,0,,0.0
C-0517,Bill Keating,Bill,Keating,DEM,MA,1,H0MA10082,3.0
C-0518,Robert MacAllister,Robert,MacAllister,REP,MA,0,H6MA09206,0.0
C-0519,Dan Schwartz,Dan,Schwartz,DEM,MD,0,H6MD01320,0.0
C-0520,Andy Harris,Andy,Harris,REP,MD,1,H8MD01094,-2.86
C-0521,Johnny Olszewski,Johnny,Olszewski,DEM,MD,1,H4MD02232,3.83
C-0522,Dave Wallace,Dave,Wallace,REP,MD,0,H2MD06138,0.0
C-0523,Sarah Elfreth,Sarah,Elfreth,DEM,MD,1,H4MD03156,1.38
C-0524,Berney Flowers,Berney,Flowers,REP,MD,0,H4MD03149,0.0
C-0525,Glenn Ivey,Glenn,Ivey,DEM,MD,1,H2MD04232,0.0
C-0526,George McDermott,George,McDermott,REP,MD,0,,0.0
C-0527,Adrian Boafo,Adrian,Boafo,DEM,MD,0,H6MD05321,0.0
C-0528,Chris Chaffee,Chris,Chaffee,REP,MD,0,,-0.67
C-0529,April McClain Delaney,April,McClain Delaney,DEM,MD,1,H4MD06340,3.76
C-0530,Robin Ficker,Robin,Ficker,REP,MD,0,H6MD06287,0.0
C-0531,Kweisi Mfume,Kweisi,Mfume,DEM,MD,1,H6MD07020,3.35
C-0532,Scott Collier,Scott,Collier,REP,MD,0,,0.0
C-0533,Jamie Raskin,Jamie,Raskin,DEM,MD,1,H6MD08457,0.52
C-0534,Cheryl Riley,Cheryl,Riley,REP,MD,0,H4MD08213,-3.05
C-0535,Chellie Pingree,Chellie,Pingree,DEM,ME,1,H8ME01120,3.16
C-0536,Ronald Russell,Ronald,Russell,REP,ME,0,H4ME01160,0.0
C-0537,Matthew Dunlap,Matthew,Dunlap,DEM,ME,0,H6ME02171,0.0
C-0538,Paul LePage,Paul,LePage,REP,ME,0,H6ME02148,0.0
C-0539,Callie Barr,Callie,Barr,DEM,MI,0,H4MI01155,3.5
C-0540,Jack Bergman,Jack,Bergman,REP,MI,1,H6MI01226,0.5
C-0541,Benjamin Ambrose,Benjamin,Ambrose,DEM,MI,0,H6MI02216,0.0
C-0542,John Moolenaar,John,Moolenaar,REP,MI,1,H4MI04126,-3.75
C-0543,Hillary Scholten,Hillary,Scholten,DEM,MI,1,H0MI03316,3.92
C-0544,Terri DeBoer,Terri,DeBoer,REP,MI,0,H6MI03198,0.0
C-0545,Sean McCann,Sean,McCann,DEM,MI,0,H6MI04204,0.0
C-0546,Bill Huizenga,Bill,Huizenga,REP,MI,1,H0MI02094,-4.83
C-0547,Christian Vukasovich,Christian,Vukasovich,DEM,MI,0,H6MI05227,0.0
C-0548,Tim Walberg,Tim,Walberg,REP,MI,1,H4MI07103,-5.11
C-0549,Debbie Dingell,Debbie,Dingell,DEM,MI,1,H4MI12079,6.01
C-0550,Heather Smiley,Heather,Smiley,REP,MI,0,H4MI06154,0.0
C-0551,William Lawrence,William,Lawrence,DEM,MI,0,H6MI07298,0.0
C-0552,Tom Barrett,Tom,Barrett,REP,MI,1,H2MI07123,-3.2
C-0553,Kristen McDonald Rivet,Kristen,McDonald Rivet,DEM,MI,1,H4MI08218,12.29
C-0554,Thomas J. Smith,Thomas,J. Smith,REP,MI,0,H6MI08312,0.0
C-0555,Ray Pooley,Ray,Pooley,DEM,MI,0,H6MI09245,0.0
C-0556,Lisa McClain,Lisa,McClain,REP,MI,1,H0MI10287,-5.33
C-0557,Eric Chung,Eric,Chung,DEM,MI,0,,0.0
C-0558,Robert Lulgjuraj,Robert,Lulgjuraj,REP,MI,0,,0.0
C-0559,Jeremy Moss,Jeremy,Moss,DEM,MI,0,H6MI11191,0.0
C-0560,Ethan Baker,Ethan,Baker,REP,MI,0,H6MI11290,0.0
C-0561,Rashida Tlaib,Rashida,Tlaib,DEM,MI,1,H8MI13250,5.33
C-0562,James D. Hooper,James,D. Hooper,REP,MI,0,H2MI12198,0.0
C-0563,Donavan McKinney,Donavan,McKinney,DEM,MI,0,H6MI13254,0.0
C-0564,T.P. Nykoriak,T.P.,Nykoriak,REP,MI,0,H6MI13312,0.0
C-0565,Jake Johnson,Jake,Johnson,DEM,MN,0,H6MN01190,0.0
C-0566,Brad Finstad,Brad,Finstad,REP,MN,1,H2MN01223,0.0
C-0567,Matt Little,Matt,Little,DEM,MN,0,H6MN02230,0.0
C-0568,Tyler Kistner,Tyler,Kistner,REP,MN,0,,0.0
C-0569,Kelly Morrison,Kelly,Morrison,DEM,MN,1,H4MN03118,0.0
C-0570,Tyler Bass,Tyler,Bass,REP,MN,0,H6MN03170,0.0
C-0571,Betty McCollum,Betty,McCollum,DEM,MN,1,H0MN04049,-0.25
C-0572,Paul Wikstrom,Paul,Wikstrom,REP,MN,0,H6MN04293,0.0
C-0573,Ilhan Omar,Ilhan,Omar,DEM,MN,1,H8MN05239,-12.22
C-0574,John Nagel,John,Nagel,REP,MN,0,H6MN05357,0.0
C-0575,Doug Chapin,Doug,Chapin,DEM,MN,0,H6MN06215,0.0
C-0576,Tom Emmer,Tom,Emmer,REP,MN,1,H4MN06087,0.0
C-0577,Erik Osberg,Erik,Osberg,DEM,MN,0,H6MN07312,0.0
C-0578,Michelle Fischbach,Michelle,Fischbach,REP,MN,1,H0MN07091,0.0
C-0579,Trina Swanson,Trina,Swanson,DEM,MN,0,H6MN08179,0.0
C-0580,Pete Stauber,Pete,Stauber,REP,MN,1,H8MN08043,0.0
C-0581,Wesley Bell,Wesley,Bell,DEM,MO,1,H4MO01134,3.76
C-0582,Paul Berry,Paul,Berry,REP,MO,0,H6MO01261,0.0
C-0583,Fred Wellman,Fred,Wellman,DEM,MO,0,H6MO02343,0.0
C-0584,Ann Wagner,Ann,Wagner,REP,MO,1,H2MO02102,-2.55
C-0585,Bethany Mann,Bethany,Mann,DEM,MO,0,H2MO03167,1.24
C-0586,Bob Onder,Bob,Onder,REP,MO,1,H4MO03221,-1.76
C-0587,Jordan Herrera,Jordan,Herrera,DEM,MO,0,H6MO05254,0.0
C-0588,Mark Alford,Mark,Alford,REP,MO,1,H2MO04207,-2.39
C-0589,Emanuel Cleaver,Emanuel,Cleaver,DEM,MO,1,H4MO05234,2.15
C-0590,Rick Brattin,Rick,Brattin,REP,MO,0,H2MO04199,0.0
C-0591,Josh Smead,Josh,Smead,DEM,MO,0,H6MO06260,0.0
C-0592,Chris Stigall,Chris,Stigall,REP,MO,0,H6MO06310,0.0
C-0593,Missi Hesketh,Missi,Hesketh,DEM,MO,0,H4MO07156,0.78
C-0594,Eric Burlison,Eric,Burlison,REP,MO,1,H2MO07143,-2.22
C-0595,Christopher Reichard,Christopher,Reichard,DEM,MO,0,H6MO08183,0.0
C-0596,Jason Smith,Jason,Smith,REP,MO,1,H4MO08162,-0.24
C-0597,Cliff Johnson,Cliff,Johnson,DEM,MS,0,H6MS01313,0.0
C-0598,Trent Kelly,Trent,Kelly,REP,MS,1,H6MS01131,-1.98
C-0599,Bennie Thompson,Bennie,Thompson,DEM,MS,1,H4MS02068,3.09
C-0600,Ron Eller,Ron,Eller,REP,MS,0,H2MS02203,0.48
C-0601,Michael Chiaradio,Michael,Chiaradio,DEM,MS,0,H6MS03228,0.0
C-0602,Michael Guest,Michael,Guest,REP,MS,1,H8MS03125,0.0
C-0603,Jeffrey Hulum III,Jeffrey,Hulum III,DEM,MS,0,H6MS04242,0.0
C-0604,Mike Ezell,Mike,Ezell,REP,MS,1,H2MS04258,-4.62
C-0605,Sam Forstag,Sam,Forstag,DEM,MT,0,H6MT01137,0.0
C-0606,Aaron Flint,Aaron,Flint,REP,MT,0,H6MT01152,0.0
C-0607,Brian Miller,Brian,Miller,DEM,MT,0,H6MT02150,0.0
C-0608,Troy Downing,Troy,Downing,REP,MT,1,H4MT02098,-3.91
C-0609,Don Davis,Don,Davis,DEM,NC,1,H2NC02287,4.98
C-0610,Laurie Buckhout,Laurie,Buckhout,REP,NC,0,H4NC01137,2.06
C-0611,Deborah Ross,Deborah,Ross,DEM,NC,1,H0NC02125,2.51
C-0612,Eugene Douglass,Eugene,Douglass,REP,NC,0,H4NC02135,0.0
C-0613,Raymond Smith Jr.,Raymond,Smith Jr.,DEM,NC,0,H6NC03229,0.0
C-0614,Greg Murphy,Greg,Murphy,REP,NC,1,H0NC03172,0.0
C-0615,Valerie Foushee,Valerie,Foushee,DEM,NC,1,H2NC06114,2.56
C-0616,Max Ganorkar,Max,Ganorkar,REP,NC,0,H4NC02150,0.0
C-0617,Chuck Hubbard,Chuck,Hubbard,DEM,NC,0,H4NC05294,2.68
C-0618,Virginia Foxx,Virginia,Foxx,REP,NC,1,H4NC05146,0.02
C-0619,Cyril Jefferson,Cyril,Jefferson,DEM,NC,0,H6NC06164,0.0
C-0620,Addison McDowell,Addison,McDowell,REP,NC,1,H4NC06177,0.0
C-0621,Kimberly Hardy,Kimberly,Hardy,DEM,NC,0,H6NC07196,0.0
C-0622,David Rouzer,David,Rouzer,REP,NC,1,H2NC07096,-2.64
C-0623,Colby Watson,Colby,Watson,DEM,NC,0,H6NC08202,0.0
C-0624,Mark Harris,Mark,Harris,REP,NC,1,H4NC08066,-1.81
C-0625,Richard Ojeda,Richard,Ojeda,DEM,NC,0,H6NC09218,0.0
C-0626,Richard Hudson,Richard,Hudson,REP,NC,1,H2NC08185,-2.03
C-0627,Ashley Bell,Ashley,Bell,DEM,NC,0,H6NC10174,0.0
C-0628,Pat Harrigan,Pat,Harrigan,REP,NC,1,H2NC13243,-4.44
C-0629,Jamie Ager,Jamie,Ager,DEM,NC,0,H6NC11248,0.0
C-0630,Jennifer Balkcom,Jennifer,Balkcom,REP,NC,0,H6NC11321,0.0
C-0631,Alma Adams,Alma,Adams,DEM,NC,1,H4NC12100,1.48
C-0632,Jack Codiga,Jack,Codiga,REP,NC,0,H6NC12113,0.0
C-0633,Paul Barringer,Paul,Barringer,DEM,NC,0,H6NC13228,0.0
C-0634,Brad Knott,Brad,Knott,REP,NC,1,H4NC13116,-2.35
C-0635,LaKesha Womack,LaKesha,Womack,DEM,NC,0,H6NC14069,0.0
C-0636,Tim Moore,Tim,Moore,REP,NC,1,H4NC14015,-2.57
C-0637,Trygve Hammer,Trygve,Hammer,DEM,ND,0,H6ND01049,0.0
C-0638,Julie Fedorchak,Julie,Fedorchak,REP,ND,1,H4ND00061,0.0
C-0639,Christopher Backemeyer,Christopher,Backemeyer,DEM,NE,0,H6NE01143,0.0
C-0640,Mike Flood,Mike,Flood,REP,NE,1,H2NE01118,-4.94
C-0641,Denise Powell,Denise,Powell,DEM,NE,0,H6NE02174,0.0
C-0642,Brinker Harding,Brinker,Harding,REP,NE,0,H6NE02208,0.0
C-0643,Becky Stille,Becky,Stille,DEM,NE,0,H6NE03180,0.0
C-0644,Adrian Smith,Adrian,Smith,REP,NE,1,H6NE03115,-5.57
C-0645,Stefany Shaheen,Stefany,Shaheen,DEM,NH,0,H6NH01321,0.0
C-0646,Anthony DiLorenzo,Anthony,DiLorenzo,REP,NH,0,H6NH01420,0.0
C-0647,Maggie Goodlander,Maggie,Goodlander,DEM,NH,1,H4NH02399,5.45
C-0648,Lily Williams,Lily,Williams,REP,NH,0,H2NH02260,2.45
C-0649,Donald Norcross,Donald,Norcross,DEM,NJ,1,H4NJ01084,0.67
C-0650,Damon Galdo,Damon,Galdo,REP,NJ,0,H2NJ01187,0.0
C-0651,Zack Mullock,Zack,Mullock,DEM,NJ,0,H6NJ02251,0.0
C-0652,Jeff Van Drew,Jeff,Van Drew,REP,NJ,1,H8NJ02166,-4.81
C-0653,Herb Conaway,Herb,Conaway,DEM,NJ,1,H4NJ03080,3.32
C-0654,Michael McGuire,Michael,McGuire,REP,NJ,0,H6NJ03184,0.0
C-0655,Rachel Peace,Rachel,Peace,DEM,NJ,0,H6NJ04257,0.0
C-0656,Chris Smith,Chris,Smith,REP,NJ,1,H8NJ04014,-6.34
C-0657,Josh Gottheimer,Josh,Gottheimer,DEM,NJ,1,H6NJ05171,8.05
C-0658,Sean Kirrane,Sean,Kirrane,REP,NJ,0,H6NJ05221,0.0
C-0659,Frank Pallone,Frank,Pallone,DEM,NJ,1,H8NJ03073,7.68
C-0660,Hillary Herzig,Hillary,Herzig,REP,NJ,0,H6NJ06286,0.0
