state,county_fips,cd_code,votes_dem,votes_rep,votes_total,pres16_dem,pres16_rep,pres20_dem,pres20_rep,pop_tot,vap_tot,vap_white,vap_black,vap_hisp,vap_asian,vap_native,vap_pacific
SC,45047,SC-03,10766,19715,30888,10711,16961,12145,19431,69351,54259,33532,15731,2967,541,88,22
SC,45049,SC-06,4328,3801,8233,5170,3488,5323,3906,18561,14708,6340,7462,545,79,35,11
SC,45051,SC-07,62325,141719,205954,39411,89289,59182,118822,351029,290082,229179,30079,15909,3734,977,215
SC,45053,SC-01,1865,2754,4660,832,1203,1371,1990,4581,4368,3687,255,306,38,1,1
SC,45053,SC-06,6279,7146,13567,5124,3984,5814,5088,24210,18734,7929,7205,2937,124,39,15
SC,45055,SC-05,11826,21289,33533,10330,17542,12699,20471,65403,50464,34586,11597,2096,318,111,23
SC,45057,SC-05,20146,33623,54427,13812,23719,18937,30312,96016,74608,52649,14389,3993,1335,173,14
SC,45059,SC-03,8769,21110,30213,8885,16801,10159,20004,67539,52791,36067,12190,2575,241,140,21
SC,45061,SC-05,4505,3078,8076,5199,2803,5329,3008,16531,13586,4917,8135,206,30,41,0
SC,45063,SC-02,47815,96965,146903,35243,80033,49315,92824,293991,225405,167001,30787,13801,4969,708,128
SC,45065,SC-03,2513,3565,6153,2479,2652,2687,2958,9526,8442,4774,3296,103,29,25,2
SC,45067,SC-07,7316,5906,13388,8569,5444,8872,5711,29183,22841,9367,12338,427,92,79,0
SC,45069,SC-07,5137,4896,10152,5954,4267,6290,5044,26667,21584,8866,10655,501,86,877,7
SC,45071,SC-03,5841,12067,18129,6217,10017,6958,11443,37719,29709,18833,7897,2085,105,78,0
SC,45073,SC-03,9987,31772,42264,7998,24178,10414,29698,78607,63579,53790,4035,2807,499,153,12
SC,45075,SC-02,5246,5441,10791,6336,4834,6419,5413,24394,18722,9235,8216,496,106,151,6
SC,45075,SC-06,17586,8309,26179,19982,7097,20876,8190,59829,47845,14014,31248,744,619,221,26
SC,45077,SC-03,13891,45728,60451,10358,36254,13645,42907,131404,107066,88993,6852,4451,2358,264,27
SC,45079,SC-02,66225,43979,112131,50285,39483,68334,44465,223544,170116,87013,59401,11430,5723,461,203
SC,45079,SC-06,54886,14040,70281,57702,12979,64222,13841,192603,157365,58099,83749,6806,3468,304,97
SC,45081,SC-03,2454,6452,9014,2813,5526,2963,6210,18862,14736,9397,3202,1783,22,44,0
SC,45083,SC-04,44116,80360,126055,35467,59900,46413,72893,270242,207805,135733,43778,15743,5399,443,107
SC,45083,SC-05,6594,22672,29542,4527,16369,6510,20659,57755,44207,35499,4206,2060,935,140,17
SC,45085,SC-05,16123,16915,33416,14541,14914,18318,16757,76546,59148,30414,23181,2081,1057,198,53
SC,45085,SC-06,7302,4300,11754,9506,3831,9061,4243,29010,22254,7310,13458,776,88,72,13
SC,45087,SC-05,4084,8102,12289,4731,7065,4937,8187,27244,21422,14061,6487,264,54,48,0
SC,45089,SC-06,8634,5524,14330,9953,4864,10289,5532,31026,24930,8346,15462,485,109,73,1
SC,45091,SC-05,59600,88239,150059,41593,66754,59008,82727,282090,213111,147676,38087,12203,6211,1311,91
SD,46003,SD-01,302,1056,1393,340,974,317,1052,2747,2037,1823,5,149,8,12,0
SD,46005,SD-01,2017,4826,7010,1912,4455,2107,4808,19149,13934,10619,90,1547,1247,150,29
SD,46007,SD-01,389,676,1088,412,666,466,694,3381,2267,865,7,39,5,1221,0
SD,46009,SD-01,697,2236,2992,704,2105,721,2235,7003,5707,4992,104,90,7,429,2
SD,46011,SD-01,0,0,0,4879,6748,6110,8000,34375,27141,24062,459,923,764,250,13
SD,46013,SD-01,0,0,0,5452,9613,6538,10580,38301,29240,25634,379,1076,646,732,37
SD,46015,SD-01,666,1694,2423,571,1565,673,1750,5247,4014,3436,18,75,25,307,5
SD,46017,SD-01,291,164,466,296,171,352,183,1948,1196,211,0,10,0,940,0
SD,46019,SD-01,942,4024,5082,696,3357,939,3731,10243,7767,7075,11,228,21,128,5
SD,46021,SD-01,120,706,836,105,704,117,747,1377,1102,1039,0,25,6,21,0
SD,46023,SD-01,1000,2551,3615,935,2382,1177,2552,9373,6681,4431,11,148,30,1883,13
SD,46025,SD-01,415,1382,1842,398,1139,437,1373,3837,2779,2635,6,102,2,10,0
SD,46027,SD-01,2944,2574,5657,2608,2109,3083,2456,14967,12399,10764,198,339,302,330,1
SD,46029,SD-01,3840,9349,13510,3174,7764,3837,8958,28325,21707,20135,69,444,161,436,3
SD,46031,SD-01,495,631,1143,535,588,622,647,3902,2551,766,6,24,20,1629,0
SD,46033,SD-01,1567,4313,6001,1121,3293,1522,3852,8318,6925,6372,28,120,25,122,0
SD,46035,SD-01,2743,6208,9177,2355,5157,2648,5613,19956,15361,13914,99,583,97,372,0
SD,46037,SD-01,1000,1876,2932,974,1627,1052,1869,5449,4192,3688,3,92,17,316,4
SD,46039,SD-01,528,1717,2298,570,1366,609,1699,4295,3269,3131,0,75,2,10,0
SD,46041,SD-01,1032,793,1871,888,723,1131,790,5239,3595,723,9,38,6,2695,0
SD,46043,SD-01,0,0,0,214,1338,216,1468,2835,2181,2059,3,38,3,20,1
SD,46045,SD-01,384,1618,2031,380,1433,417,1538,3986,3075,2933,12,36,13,30,0
SD,46047,SD-01,1030,3135,4274,821,2511,1053,2878,6973,5772,5035,31,120,38,297,11
SD,46049,SD-01,183,920,1130,204,858,198,964,2125,1652,1560,0,26,3,45,0
SD,46051,SD-01,946,2594,3630,971,2382,1056,2618,7556,5836,5364,0,313,14,40,2
SD,46053,SD-01,426,1790,2267,391,1600,455,1771,3994,3095,2785,9,34,13,161,4
SD,46055,SD-01,0,0,0,77,936,105,1026,1872,1449,1354,2,16,11,22,0
SD,46057,SD-01,610,2560,3226,555,2051,647,2372,6164,4171,3876,3,186,5,27,6
SD,46059,SD-01,365,1376,1764,334,1391,373,1433,3145,2463,2375,7,23,7,11,0
SD,46061,SD-01,399,1611,2046,424,1497,557,1793,3461,2447,2362,3,20,0,3,0
SD,46063,SD-01,48,754,820,38,695,49,748,1311,986,924,5,21,0,11,0
SD,46065,SD-01,0,0,0,2450,5174,2953,5522,17765,13497,11198,57,285,99,1360,4
SD,46067,SD-01,755,2918,3736,692,2517,762,2944,7427,5540,5296,4,110,15,47,0
SD,46069,SD-01,0,0,0,125,543,136,564,1262,988,881,3,15,5,52,0
SD,46071,SD-01,357,753,1129,323,722,359,738,2806,1915,855,6,39,5,909,3
SD,46073,SD-01,276,708,999,264,648,270,721,1663,1283,1193,0,55,1,11,0
SD,46075,SD-01,60,477,550,69,450,90,498,917,691,610,0,4,0,30,0
SD,46077,SD-01,760,1989,2801,703,1680,819,1904,5187,4000,3831,0,72,8,23,7
SD,46079,SD-01,1978,3819,5906,2314,4038,2068,3681,11059,8626,7778,71,419,65,73,11
SD,46081,SD-01,0,0,0,3356,7411,4537,8753,25768,20823,18901,101,602,155,361,9
SD,46083,SD-01,12981,22621,36393,8076,15499,11981,19617,65161,46756,42869,659,976,738,269,6
SD,46085,SD-01,422,993,1447,369,977,525,1042,3718,2622,1532,2,33,4,968,0
SD,46087,SD-01,733,2227,3031,623,1794,769,2068,5682,4237,3999,5,106,4,34,0
SD,46089,SD-01,188,1087,1299,192,892,222,1075,2411,1915,1821,3,37,3,16,0
SD,46091,SD-01,782,1288,2109,754,1056,858,1287,4306,3256,2848,3,153,7,187,1
SD,46093,SD-01,3421,10887,14672,2223,8441,3285,9875,29852,22354,19444,325,800,218,529,39
SD,46095,SD-01,285,434,740,238,402,298,449,1918,1285,556,1,15,2,647,0
SD,46097,SD-01,293,841,1167,281,706,320,787,2298,1776,1702,1,28,6,5,0
SD,46099,SD-01,39923,51842,93986,30618,42053,40482,49249,197214,148004,122458,7026,7286,3421,3273,67
SD,46101,SD-01,1052,2068,3189,1043,1731,1179,1951,6336,4631,3712,6,192,69,481,0
SD,46102,SD-01,2567,406,3062,2510,241,2829,297,13672,8605,400,24,226,30,7801,0
SD,46103,SD-01,20051,35009,56580,14074,29804,20606,35063,109222,84782,67638,1063,3486,1189,7148,67
SD,46105,SD-01,228,1342,1591,188,1333,239,1401,2835,2244,2115,0,23,3,43,3
SD,46107,SD-01,0,0,0,215,1071,227,1139,2472,1989,1898,6,14,10,33,0
SD,46109,SD-01,1560,2514,4149,1540,2144,1828,2404,10280,7395,4588,23,131,20,2378,0
SD,46111,SD-01,259,929,1212,241,819,257,905,2330,1767,1669,0,40,2,13,0
SD,46115,SD-01,921,2145,3139,919,1854,998,2104,6361,4881,4642,13,101,1,46,0
SD,46117,SD-01,447,1260,1735,329,1148,421,1203,2980,2244,1984,11,17,5,102,9
SD,46119,SD-01,0,0,0,137,679,185,726,1446,1140,1066,5,31,0,4,0
SD,46121,SD-01,1570,497,2126,1505,487,1963,532,9319,5615,571,6,101,26,4789,0
SD,46123,SD-01,470,2150,2654,462,2069,495,2161,5624,4284,3495,9,39,4,588,0
SD,46125,SD-01,1044,3374,4538,961,2937,1139,3290,8673,6413,6069,15,138,11,32,2
SD,46127,SD-01,2548,6160,8876,2227,5290,2725,5944,16811,12657,11517,109,387,182,74,27
SD,46129,SD-01,481,1940,2466,457,1896,565,1966,5315,4097,3368,6,59,5,504,0
SD,46135,SD-01,0,0,0,3301,5659,4016,6581,23310,18382,16274,268,853,107,446,4
SD,46137,SD-01,366,388,781,353,368,481,404,2413,1570,361,0,22,0,1148,0
TN,47001,TN-03,11525,24582,36548,9013,19212,11741,23184,77123,60836,53194,2178,1756,803,180,35
TN,47003,TN-09,4122,15772,20090,3395,11486,4453,14354,50237,37654,28841,2756,4543,256,102,12
TN,47005,TN-05,1317,5886,7260,1474,4716,1529,5668,15864,12773,11698,256,246,84,39,4
TN,47007,TN-04,891,5254,6191,897,3622,971,4725,14913,12310,10822,766,307,21,39,0
TN,47009,TN-02,17664,50699,69224,12100,37443,17932,47369,135280,107665,95749,2772,3591,997,262,23
TN,47011,TN-03,9852,38836,49246,7070,29768,9851,35204,108620,84901,70736,3919,5264,907,227,74
TN,47013,TN-02,1157,6792,7994,1195,5136,1261,6350,20748,16503,15797,62,124,10,38,0
TN,47013,TN-06,1148,6323,7534,1053,4734,1180,5981,18524,14745,13888,45,197,55,26,0
TN,47015,TN-04,1132,5682,6881,1127,4007,1261,5190,14506,11408,10387,157,261,37,22,4
TN,47017,TN-08,2233,9547,11882,2327,7756,2559,9205,28440,22484,19072,1978,494,97,65,5
TN,47019,TN-01,4454,20167,24852,3453,16898,4529,19584,56356,45897,42608,563,798,205,126,6
TN,47021,TN-07,5464,14987,20741,3878,11297,5514,14438,41072,32259,28963,628,1176,130,82,20
TN,47023,TN-08,1286,6206,7577,1243,5081,1412,5952,17341,13491,11527,1120,305,57,50,0
TN,47025,TN-02,1971,11463,13534,1832,8602,2202,10604,32043,25936,24304,270,380,139,57,9
TN,47027,TN-06,614,3117,3760,707,2141,735,2733,7581,6038,5756,67,86,5,17,0
TN,47029,TN-01,2415,13105,15663,1981,9791,2533,12162,35999,28934,26628,480,607,108,109,8
TN,47031,TN-04,5440,19174,24932,4743,14417,5705,17883,57889,44600,38768,1597,1983,463,118,17
TN,47033,TN-08,1196,4674,5921,1303,3982,1382,4673,13911,10643,7995,1451,916,25,12,1
TN,47035,TN-06,6996,27399,34642,5202,20413,6728,25168,61145,50574,47111,214,1234,307,121,12
TN,47037,TN-04,42755,24797,69012,38358,21799,51495,25027,229720,173929,77786,43928,36496,9187,287,73
TN,47037,TN-06,74365,35085,111790,58641,26786,81904,33847,270000,223866,139374,47712,20004,7446,540,90
TN,47037,TN-07,64742,42374,109234,51865,35964,66304,41344,216164,175023,115914,38353,9011,5524,297,67
TN,47039,TN-08,819,4596,5466,894,3588,904,4229,11435,9122,8437,226,226,35,9,5
TN,47041,TN-06,1706,7599,9396,1569,5171,1750,6672,20080,15664,13937,185,900,63,44,4
TN,47043,TN-07,5913,19002,25204,4722,13233,6106,17643,54315,42204,37199,1534,1671,243,138,4
TN,47045,TN-05,2707,11603,14394,2816,10180,3158,11768,36801,27943,22235,3812,755,163,56,11
TN,47047,TN-08,2404,5859,8335,2472,4795,2652,5559,16933,13589,8615,3917,482,84,36,10
TN,47047,TN-09,4316,10897,15361,3402,8260,4375,10131,25057,20516,14428,4804,428,150,20,8
TN,47049,TN-06,1149,8555,9771,1100,6038,1214,7441,18489,14688,14016,16,186,32,26,0
TN,47051,TN-04,4529,15016,19728,4375,11533,4865,13988,42774,34398,30090,1600,976,296,104,13
TN,47053,TN-08,5100,16346,21648,5258,13786,5771,16259,50429,38270,29445,6690,863,146,79,11
TN,47055,TN-09,2974,10394,13487,2917,7970,3298,9784,30346,23982,20124,2328,435,137,88,8
TN,47057,TN-02,1432,9630,11130,1154,6626,1467,8565,23527,18704,17466,96,473,50,40,2
TN,47059,TN-01,5145,25586,31095,4216,18562,5199,22259,70152,56339,51450,1056,1585,239,124,7
TN,47061,TN-04,948,5334,6328,999,3636,988,4802,13529,10768,10086,33,117,38,28,0
TN,47063,TN-01,5132,20154,25501,4075,15857,5500,18811,64499,49514,39855,1688,5478,553,104,175
TN,47065,TN-03,74437,97195,174438,55316,78733,75522,92108,366207,289447,206185,48107,17174,6433,618,95
TN,47067,TN-01,334,2558,2908,322,1843,362,2372,6662,5278,5061,21,33,1,20,0
TN,47069,TN-09,3527,5793,9399,4185,4919,4180,5760,25462,20791,11832,8008,380,116,34,6
TN,47071,TN-09,1704,10293,12094,1622,8012,1775,9559,26831,21369,19517,652,378,116,68,0
TN,47073,TN-01,3987,22066,26266,3507,16648,4083,20405,56721,45408,42614,523,548,203,86,13
TN,47075,TN-08,3311,3286,6652,3711,3013,4012,3343,17864,13841,6133,6837,545,26,32,6
TN,47077,TN-08,1902,10083,12047,1800,8138,2092,9797,27842,21559,18786,1522,442,67,53,2
TN,47079,TN-05,3286,11629,15076,3063,9508,3548,11239,32199,25561,22098,1759,559,148,63,7
TN,47081,TN-05,1968,8265,10309,1824,5695,2130,7577,24925,19743,17631,848,434,56,73,0
TN,47083,TN-05,773,2989,3810,866,2182,871,2718,8283,6501,5987,170,90,16,20,7
TN,47085,TN-05,1767,6400,8264,1967,4930,2017,6120,18990,14658,13484,346,268,42,35,0
TN,47087,TN-06,1040,4586,5676,1129,3236,1135,4118,11617,9418,8830,26,160,12,26,0
TN,47089,TN-01,4305,20108,24644,3333,14105,4438,17799,52062,41664,38048,594,1383,203,129,10
TN,47089,TN-02,199,962,1174,161,673,216,854,2621,2067,1868,42,45,3,6,2
TN,47091,TN-01,1212,6829,8102,988,5410,1246,6468,17948,14811,13319,710,340,22,22,9
TN,47093,TN-02,87516,130815,221864,62878,105767,91422,124540,478971,378602,304967,29624,18306,9549,899,210
TN,47095,TN-05,429,1493,1939,577,1357,526,1492,7005,5967,4107,1594,141,4,13,5
TN,47097,TN-05,2571,5633,8266,3056,4884,3193,5674,25143,19634,12247,6270,378,44,106,0
TN,47099,TN-09,2939,16429,19533,2821,12420,3195,15334,44159,33353,30844,500,680,134,79,0
TN,47101,TN-05,991,4852,5890,890,3585,1072,4474,12582,9757,8985,142,219,50,31,5
TN,47103,TN-09,2782,13208,16128,2554,10398,2919,12281,35319,27475,23725,1659,811,141,93,12
TN,47105,TN-02,7625,25226,33209,4919,17610,6948,21713,54886,44686,39123,441,3297,357,74,2
TN,47107,TN-03,4207,19673,24072,3510,14691,4361,18198,53276,42012,36965,1464,1381,332,120,15
TN,47109,TN-09,1727,9437,11267,1848,7841,1943,9093,25866,20415,18228,1234,286,56,51,0
TN,47111,TN-07,1277,8958,10333,1072,6263,1307,8096,25216,19078,17313,91,1002,41,55,3
TN,47113,TN-08,16115,23385,39964,15448,21335,18390,23943,98823,77242,44321,26635,2971,940,152,13
TN,47115,TN-04,3026,10788,13933,2831,7695,3176,9910,28837,22917,20666,771,384,118,88,2
TN,47117,TN-09,3390,12426,15962,2852,8184,3605,11043,34318,26287,22194,1586,1393,119,83,5
TN,47119,TN-05,9919,27755,38084,6352,16943,9888,23108,68192,52630,42727,4612,2807,555,108,20
TN,47119,TN-09,4226,9621,14006,3686,6856,4530,8356,32782,25224,18144,3918,1998,157,97,10
TN,47121,TN-03,968,5085,6099,856,3342,1008,4467,12758,10101,9445,104,125,19,40,1
TN,47123,TN-03,3608,18526,22323,3186,13374,3764,16783,46250,36473,32981,593,1172,166,111,2
TN,47125,TN-05,7091,6839,14169,4869,4380,7200,5660,54332,38357,19676,9619,5078,1117,167,275
TN,47125,TN-07,25645,40956,67586,16830,27961,25272,36527,165737,122265,80817,21896,9356,2941,437,372
TN,47127,TN-09,542,3060,3654,496,2325,573,2888,6461,5128,4802,90,51,27,17,0
TN,47129,TN-06,1054,7427,8560,1054,5441,1167,6930,21035,16898,15193,958,184,33,44,8
TN,47131,TN-05,2221,10596,12900,2426,9526,2589,10790,30787,24096,20031,2325,935,74,33,0
TN,47133,TN-06,1931,9042,11069,1945,6059,2033,7918,22511,17637,16755,59,207,47,53,0
TN,47135,TN-08,558,3139,3716,597,2167,615,2775,8366,6570,6090,165,87,24,29,1
TN,47137,TN-06,487,2441,2954,536,2021,525,2381,5001,4090,3956,8,51,14,8,1
TN,47139,TN-03,1356,7302,8727,1252,5097,1492,6792,17544,14253,13265,50,204,33,51,10
TN,47141,TN-06,8991,25554,34939,6851,19002,9185,23759,79854,63201,54281,1816,3822,894,134,29
TN,47143,TN-03,2299,11877,14332,1929,8596,2355,10966,32670,25463,22586,476,1259,141,87,6
TN,47143,TN-06,13,97,112,13,64,14,84,200,171,157,3,0,4,2,0
TN,47145,TN-03,6073,21011,27412,4837,15880,6043,19230,53404,42981,39218,1039,655,267,123,16
TN,47147,TN-07,8428,26260,35070,6637,19410,8692,24536,72803,55560,45026,3818,4227,336,120,21
TN,47149,TN-04,49543,78191,129648,32286,56793,52245,72179,302303,227051,153165,34569,21847,7840,565,146
TN,47149,TN-09,7113,10620,18008,4420,7722,7096,9301,39183,28495,18839,4302,2704,1533,44,21
TN,47151,TN-06,942,8608,9605,934,6044,986,8004,21850,16531,15937,13,106,42,33,0
TN,47153,TN-04,1292,6522,7890,1053,4441,1298,5855,15826,12505,11563,47,354,48,44,0
TN,47155,TN-01,8322,35205,43967,6297,28627,8720,33781,98380,78359,68564,632,5345,894,256,23
TN,47157,TN-05,51661,9394,62260,62513,8467,66193,10318,220768,169820,37589,116535,8189,2483,365,19
TN,47157,TN-08,86826,92814,182861,73437,93788,100127,102543,439923,335840,191240,93489,25774,13759,586,127
TN,47157,TN-09,63272,16709,81376,73042,14088,79786,16955,269053,200403,32471,142514,15554,5445,250,50
TN,47159,TN-06,1595,7655,9336,1689,5494,1802,7136,19904,15324,14079,291,293,63,51,0
TN,47161,TN-05,1160,5389,6620,1222,3864,1232,4950,13657,10756,9809,135,204,73,70,2
TN,47163,TN-01,16624,58154,75541,12578,46979,17272,55860,158163,127939,117616,2543,2274,985,285,25
TN,47165,TN-06,2762,6134,9008,1859,5268,2761,6319,16249,12549,10255,924,513,369,34,2
TN,47165,TN-07,25112,62633,88753,16302,44861,24919,57135,180032,137113,111840,10177,7712,1802,343,89
TN,47167,TN-05,1924,9283,11305,1616,7558,2029,9098,24635,18772,15758,1495,442,129,84,10
TN,47167,TN-08,4254,11020,15428,4169,9352,4808,10972,36335,27280,18916,6499,581,177,67,18
TN,47169,TN-07,856,3359,4251,946,2103,1012,2936,11615,9424,7112,1746,254,18,17,0
TN,47171,TN-01,1578,6876,8541,1262,5671,1615,6599,17928,14713,13483,26,740,27,27,0
TN,47173,TN-02,1216,7384,8669,1012,5053,1249,6803,19802,15355,14539,33,248,35,33,5
TN,47175,TN-04,524,2718,3265,539,1820,544,2342,6168,4836,4612,20,56,10,2,1
TN,47177,TN-04,3647,13192,17015,3535,9540,3924,11850,40953,31461,26906,870,2409,186,78,5
TN,47179,TN-01,18131,42299,61234,13024,34252,18638,40444,133001,107694,93091,4442,4054,1549,257,46
TN,47181,TN-09,762,6016,6831,717,5036,820,5795,16232,13337,11885,836,255,24,18,1
TN,47183,TN-05,2725,10541,13394,2772,9008,3020,10396,32902,26499,22787,2078,576,154,52,3
TN,47185,TN-06,2105,10717,12931,1845,7671,2143,9606,27351,21367,19583,315,509,99,62,10
TN,47187,TN-05,26341,52214,79876,17671,38377,28038,47943,140695,103085,86339,4495,6281,2536,192,43
TN,47187,TN-09,21354,42348,64792,13342,29835,22123,38526,107031,76358,62449,2641,2594,6146,97,26
TN,47189,TN-06,23855,56425,81254,14385,39406,22254,50296,147737,112798,93340,7558,5249,2209,331,34
TX,48001,TX-05,3635,15597,19381,3369,13206,3955,15110,57922,47381,27667,9809,8350,317,157,10
TX,48003,TX-19,806,5205,6059,838,3924,850,4943,18610,12948,5636,160,6731,72,71,0
TX,48005,TX-36,8146,26049,34476,7538,21668,9143,25076,86395,65058,40104,9429,12872,709,156,30
TX,48007,TX-15,2220,7888,10193,1973,6022,2318,7247,19522,16037,11015,136,3834,317,98,14
TX,48007,TX-27,611,2202,2838,492,1718,598,1992,4308,3779,2920,51,563,71,21,1
TX,48009,TX-13,520,4592,5132,394,3786,446,4300,8560,6612,5811,25,474,17,51,0
TX,48011,TX-13,77,1029,1114,70,924,75,1035,1848,1427,1258,6,85,9,17,0
TX,48013,TX-28,5153,13142,18468,4651,8618,5876,12039,48981,35983,12906,262,21784,139,108,12
TX,48015,TX-27,2816,12457,15415,2320,9637,2951,11447,30167,23157,15123,1787,5357,165,65,8
TX,48017,TX-19,332,1395,1740,397,1344,409,1434,6904,4838,1782,32,2946,8,11,0
TX,48019,TX-21,2532,10939,13600,1726,8163,2505,10057,20851,17349,13395,88,2948,79,95,1
TX,48021,TX-10,197,289,496,118,273,169,339,1540,1141,736,19,335,3,4,0
TX,48021,TX-27,15792,23012,39421,10451,16055,15305,20177,95676,71886,37550,4328,26773,592,259,49
TX,48023,TX-13,183,1469,1672,191,1267,183,1494,3465,2636,2212,41,275,6,11,0
TX,48025,TX-15,2606,6111,8790,3444,4744,3288,6006,31047,25022,7344,2177,14920,187,47,1
TX,48027,TX-17,4144,8544,12846,3239,5920,4206,7393,34971,26135,13743,4015,7127,152,109,30
TX,48027,TX-31,49829,66617,118167,34562,46078,52808,60500,335676,246028,112381,54002,54049,8883,1028,2411
TX,48029,TX-20,143961,79443,226803,131510,53123,171922,72139,764863,576197,106047,52354,385499,16882,1419,716
TX,48029,TX-21,81576,71437,155529,61914,61430,87793,71445,338963,268014,114854,15299,114631,13223,574,348
TX,48029,TX-23,89399,101465,193654,48226,65778,83637,88039,375452,274536,121621,17647,110410,14409,619,383
TX,48029,TX-35,96449,85192,184024,77900,59999,105099,76989,530046,393641,103631,28055,243503,7018,1089,604
TX,48031,TX-21,1973,6447,8546,1244,4212,1911,5443,11374,9421,7461,62,1514,31,18,0
TX,48033,TX-19,16,370,387,31,330,16,397,631,471,414,0,53,0,0,0
TX,48035,TX-17,1524,7969,9586,1278,6339,1561,7469,18235,14456,11392,204,2148,53,55,3
TX,48037,TX-01,7829,19137,27229,7333,18006,9071,19372,70581,53646,32779,14038,3643,746,326,30
TX,48037,TX-04,1453,7985,9482,1505,6918,1676,7744,22312,17891,12204,3087,1620,104,121,16
TX,48039,TX-14,26980,32214,59938,13694,22270,22803,28931,124978,90824,39775,14677,26989,6152,259,37
TX,48039,TX-22,15475,46685,62729,13129,37142,16256,44660,157868,120810,68078,10624,36502,1525,447,31
TX,48039,TX-36,21521,16968,39380,16384,13384,23180,16849,89185,64266,21429,14727,14181,11667,107,40
TX,48041,TX-10,33844,56671,91961,23121,38738,35349,47530,233849,185935,103939,17402,45137,12691,393,173
TX,48043,TX-23,1969,2545,4578,1873,2077,2258,2461,9546,7846,4318,143,2982,77,25,11
TX,48045,TX-13,72,666,745,91,625,78,639,1435,1113,811,13,259,0,4,0
TX,48047,TX-15,1308,1077,2402,1937,613,1470,998,7076,5329,643,8,4593,25,9,0
TX,48049,TX-11,2131,14591,16850,1621,12017,2107,13698,38095,29878,21949,1035,5525,208,120,27
TX,48051,TX-10,1703,7588,9365,1491,5316,1788,6743,17642,13911,9403,1420,2503,58,50,0
TX,48053,TX-11,1280,3715,5039,742,2521,1133,3233,7455,6053,4883,54,850,43,33,0
TX,48053,TX-31,4834,18080,23114,3055,12117,4506,15534,41675,32930,24381,397,6522,297,124,1
TX,48055,TX-27,6618,8880,15737,4793,6689,6670,8029,45883,34034,13943,1827,17100,181,113,4
TX,48057,TX-27,1853,5939,7841,2118,4638,2148,5641,20106,15502,7072,309,6980,824,27,0
TX,48059,TX-19,98,681,788,77,540,88,673,1595,1250,1059,6,113,5,4,1
TX,48059,TX-25,663,5499,6200,492,4325,646,5339,12113,9446,8162,84,754,43,45,6
TX,48061,TX-34,54258,60991,116309,59402,29472,64063,49032,421017,301208,31674,1083,264000,2166,278,59
TX,48063,TX-32,1201,4011,5253,1260,3201,1394,3626,12464,9345,5501,1420,1998,84,27,8
TX,48065,TX-13,290,2866,3177,249,2620,297,2779,5807,4401,3734,16,382,19,34,0
TX,48067,TX-01,2406,11693,14143,2391,9726,2795,11033,28454,22227,16930,3436,844,90,128,10
TX,48069,TX-19,418,1594,2023,526,1414,466,1602,7371,5277,1867,79,3215,20,24,4
TX,48071,TX-36,4187,20557,24958,2948,13339,3997,17353,46571,33464,22476,2401,6781,458,130,0
TX,48073,TX-01,3744,16593,20507,3469,12919,4210,15101,50412,37887,24051,4917,7472,208,117,7
TX,48075,TX-13,263,1991,2274,253,1802,310,1943,6664,5318,3116,523,1461,40,20,0
TX,48077,TX-13,584,5288,5918,536,4377,614,5069,10218,8144,7247,28,394,46,67,0
TX,48079,TX-19,148,735,893,190,679,177,809,2547,1817,709,57,1019,0,2,0
TX,48081,TX-11,179,1623,1814,140,1267,178,1586,3285,2634,2036,7,471,1,15,6
TX,48083,TX-11,428,3712,4164,388,3177,451,3641,7684,6165,4994,111,815,25,33,0
TX,48085,TX-03,121777,167784,298947,71788,115694,121298,147008,602175,435190,241516,45268,72508,56484,1818,298
TX,48085,TX-04,91097,104813,201713,62869,79387,99470,98094,422018,317760,167552,29240,37041,70391,880,182
TX,48085,TX-32,9241,6937,17030,5955,5911,10153,7184,40272,33888,16864,3135,3201,9248,72,5
TX,48087,TX-13,135,1066,1201,145,983,155,1048,2652,1988,1309,88,520,7,18,1
TX,48089,TX-27,2108,7824,10012,1987,6325,2420,7472,20557,16093,9930,1729,4026,67,12,0
TX,48091,TX-21,27680,74756,103491,14238,45136,24826,62740,161501,126535,86680,2886,30300,1498,415,108
TX,48093,TX-25,834,5679,6544,789,4333,853,5177,13594,10566,7677,25,2506,33,38,1
TX,48095,TX-11,153,1038,1198,148,885,197,1058,3303,2851,1885,66,815,19,9,0
TX,48097,TX-26,3310,16975,20447,2352,13181,3210,15596,41668,31523,23797,863,5132,247,244,10
TX,48099,TX-31,6938,16619,23835,5064,12225,7565,15438,83093,62606,36642,9008,11259,1551,321,664
TX,48101,TX-13,89,565,657,92,510,113,540,1380,1097,764,69,226,0,2,1
TX,48103,TX-23,186,1195,1390,299,1049,241,1247,4675,3351,1130,55,2087,21,14,0
TX,48105,TX-23,323,1087,1420,372,980,344,1220,3098,2394,902,14,1416,7,6,0
TX,48107,TX-19,451,1416,1880,468,1181,527,1396,5133,3812,1760,92,1873,11,3,0
TX,48109,TX-23,319,451,781,454,280,438,415,2188,1721,396,20,1252,18,9,0
TX,48111,TX-13,152,1285,1447,222,1261,197,1389,7115,5022,2374,58,2447,10,34,3
TX,48113,TX-05,74374,60949,137897,63746,55003,84619,59947,421320,312683,117672,59250,108704,16818,1028,149
TX,48113,TX-06,24933,21897,48705,24822,18507,32745,21372,207138,155533,39542,20047,73138,18184,479,171
