state,county_fips,cd_code,votes_dem,votes_rep,votes_total,pres16_dem,pres16_rep,pres20_dem,pres20_rep,pop_tot,vap_tot,vap_white,vap_black,vap_hisp,vap_asian,vap_native,vap_pacific
IL,17097,IL-11,5213,5161,10653,4031,4185,5359,5030,21857,16164,12271,266,2381,763,10,0
IL,17099,IL-14,17582,23779,42139,16353,20589,18885,23379,86838,68703,58266,1704,5935,596,96,5
IL,17099,IL-16,3447,6938,10549,3190,6100,3557,6734,22820,17815,15454,328,1342,88,29,0
IL,17101,IL-12,1283,4715,6103,1290,4521,1419,4886,15280,12334,10140,1371,423,51,10,7
IL,17103,IL-16,6105,9680,16172,5528,8612,6407,9630,34145,27405,23040,1688,1603,211,30,10
IL,17105,IL-02,3472,8830,12576,3199,7543,3699,9049,27954,21847,19212,918,1024,113,24,0
IL,17105,IL-16,839,3140,4045,824,2665,916,3159,7861,6116,5738,40,175,29,3,0
IL,17107,IL-15,3543,8757,12621,3313,8181,3840,9136,27987,22539,19732,1391,604,154,41,1
IL,17109,IL-15,1925,4471,6549,1972,4263,2003,4528,12702,10134,9525,79,129,84,15,4
IL,17109,IL-17,2811,2516,5476,3316,2532,2989,2499,14536,12155,9580,1121,611,410,22,2
IL,17111,IL-09,23481,21716,46322,19401,19394,24926,21786,87599,68015,54477,899,8198,2402,74,17
IL,17111,IL-10,9501,15402,25439,7449,12628,9496,14834,44287,34879,30684,176,2456,306,50,2
IL,17111,IL-11,40068,43772,85829,31835,36792,41237,42614,163840,125158,99736,1676,15780,4039,140,19
IL,17111,IL-16,2320,3042,5492,2119,2798,2496,3026,14503,10825,6760,54,3643,63,6,0
IL,17113,IL-16,20900,25659,47798,16030,23562,21057,26728,86085,64688,54433,2477,2007,3690,74,11
IL,17113,IL-17,23595,14631,39317,20166,13675,22876,13774,84869,69440,50725,8379,5079,2381,115,23
IL,17115,IL-13,8591,9093,18044,9823,9545,10039,9971,53150,40701,26038,11035,1036,747,80,11
IL,17115,IL-15,9418,17469,27465,8520,17321,9808,18618,50848,40263,35637,2220,670,401,67,17
IL,17117,IL-13,6892,16065,23503,6689,14322,7365,16153,44967,35590,33423,288,353,140,96,0
IL,17119,IL-13,38976,43107,84193,36942,42513,40839,45059,182016,143613,113701,16144,5624,1722,345,60
IL,17119,IL-15,17367,30824,49398,13645,27977,16997,30972,83843,65527,59075,1880,1563,472,120,10
IL,17121,IL-12,4116,12409,16803,4369,11859,4524,12678,37729,29147,26148,1029,426,311,72,1
IL,17123,IL-16,1913,4119,6127,1789,3785,2005,4197,11742,9305,8717,56,201,42,9,0
IL,17125,IL-15,1773,4464,6402,2014,4058,1985,4654,13086,10430,9922,32,120,26,24,0
IL,17127,IL-12,1683,4939,6703,1558,4846,1725,4997,14169,10953,9594,658,198,33,29,4
IL,17129,IL-15,1834,4499,6423,1817,4231,2022,4764,12297,9507,9026,43,91,33,18,2
IL,17131,IL-15,1475,2591,4176,1529,2464,1659,2792,8151,6375,6022,39,128,11,7,1
IL,17131,IL-17,1475,2624,4197,1542,2343,1621,2626,7548,5914,5537,11,149,13,19,1
IL,17133,IL-12,6473,14055,21014,5535,12629,6569,14142,34962,26998,25449,89,418,144,40,2
IL,17135,IL-15,3573,9378,13246,3504,8630,3905,9544,28288,22522,20478,869,410,111,40,7
IL,17137,IL-15,4848,9607,14649,4696,9076,5076,9950,32915,26419,23243,1527,617,197,47,13
IL,17139,IL-15,1615,4816,6547,1481,4455,1662,4964,14526,10942,10428,55,128,39,26,0
IL,17141,IL-16,8883,16450,25900,8050,14352,9428,16248,51788,39983,34495,366,3654,191,62,0
IL,17143,IL-16,13038,17110,31146,10640,16539,13488,17854,59951,45458,37654,1528,1265,3599,62,8
IL,17143,IL-17,27526,19786,48576,27420,19094,30090,20398,121879,94217,61309,21306,5312,2120,196,39
IL,17145,IL-12,2146,6949,9265,2462,6855,2612,7313,20945,16873,14254,1545,541,99,31,0
IL,17147,IL-13,2085,3578,5814,1719,3379,2226,3627,10294,7981,7555,29,91,41,13,1
IL,17147,IL-15,1119,2526,3732,926,2255,1103,2621,6379,4980,4729,18,58,16,7,0
IL,17149,IL-15,1302,6086,7525,1413,5754,1484,6332,14739,11391,10796,51,158,36,26,6
IL,17151,IL-12,416,1698,2135,375,1678,433,1722,3763,3068,2875,38,49,7,1,0
IL,17153,IL-12,769,1583,2386,962,1675,891,1699,5193,4127,2597,1168,180,13,28,0
IL,17155,IL-14,851,1286,2187,792,1130,893,1264,3719,2974,2701,13,166,13,2,4
IL,17155,IL-16,403,728,1161,355,637,445,729,1918,1581,1480,4,48,3,4,0
IL,17157,IL-12,3461,10624,14373,3439,10023,3592,11076,30163,24201,20534,2107,721,76,40,5
IL,17159,IL-12,1747,5889,7772,1584,5739,1830,6089,15813,12246,11599,59,146,92,28,0
IL,17161,IL-17,34126,28061,63679,32298,26998,36691,28603,144672,112700,81649,11078,12961,2804,186,25
IL,17163,IL-12,19326,29035,49660,14230,27135,18595,29767,93122,70210,57715,5610,2315,1339,113,57
IL,17163,IL-13,44107,24986,70912,46526,26722,49730,27383,164278,126874,64126,49978,5560,1642,273,73
IL,17165,IL-12,2634,7830,10629,2572,8276,2789,8103,23768,18471,16834,485,301,98,57,0
IL,17167,IL-13,35522,34025,71516,32225,33872,38081,35972,148541,115631,88648,16659,2901,2480,238,32
IL,17167,IL-15,10552,16954,28257,8682,16072,10836,17513,47802,37557,33987,975,561,904,47,9
IL,17169,IL-15,961,2720,3767,1075,2524,1068,2773,6902,5621,5085,221,95,19,24,2
IL,17171,IL-15,488,2071,2592,535,1966,572,2114,4949,3866,3733,1,35,11,1,1
IL,17173,IL-15,2240,9267,11703,2288,8229,2504,9426,20990,16515,15936,45,128,55,23,0
IL,17175,IL-16,725,1983,2765,751,1778,815,2004,5400,4217,4011,8,79,18,8,0
IL,17177,IL-16,1703,4500,6327,1546,3885,1865,4388,11504,8979,8542,46,144,15,9,0
IL,17177,IL-17,6575,7847,14749,6222,7198,7190,8133,33126,26152,20775,2998,1196,236,50,7
IL,17179,IL-16,22781,38428,62753,19115,35141,23132,38576,119720,92226,85877,638,1719,795,163,29
IL,17179,IL-17,1544,4023,5689,1570,3566,1687,3937,11623,9344,8188,546,217,21,73,2
IL,17181,IL-12,2285,5837,8268,2402,5790,2579,6161,17244,13732,12416,203,537,42,40,11
IL,17183,IL-02,8288,16858,25699,9009,16304,9278,17588,65140,50241,38874,6907,2307,489,101,6
IL,17183,IL-15,966,2919,3952,1030,2783,1045,3137,9048,6970,6577,90,86,8,15,4
IL,17185,IL-12,1200,4095,5393,1151,4047,1253,4237,11361,8864,8251,31,103,227,11,5
IL,17187,IL-15,766,1882,2696,788,1739,845,1948,5112,4034,3812,17,74,12,11,6
IL,17187,IL-17,1945,2697,4774,2199,2536,2245,2728,11723,9219,7239,438,1065,196,15,9
IL,17189,IL-12,1564,5892,7596,1448,5571,1641,6115,13761,10831,10307,56,147,48,10,7
IL,17191,IL-12,1155,7019,8291,1048,6967,1187,7176,16179,12412,11892,48,114,37,26,1
IL,17193,IL-12,1390,5586,7085,1412,5640,1517,5791,13877,10993,10373,71,131,49,22,15
IL,17195,IL-17,11012,14898,26550,11035,12615,12253,14527,55691,43617,36809,529,4681,247,52,3
IL,17197,IL-01,41559,66714,110760,35528,54876,44488,65752,198577,151184,132171,3184,9299,2455,143,9
IL,17197,IL-02,12520,10119,23081,12295,9674,14170,10489,51288,40380,22622,12425,3566,309,54,2
IL,17197,IL-11,22346,12007,35538,21749,10383,25985,11851,80208,61257,27966,10397,13985,7064,64,10
IL,17197,IL-14,86448,68829,159555,82354,57787,99272,67024,366282,273266,150993,33331,59588,21512,275,42
IL,17199,IL-12,9890,22686,33174,8581,21570,10206,22801,67153,52532,46371,2108,1124,595,212,9
IL,17201,IL-16,28725,37532,67800,24529,34826,29999,38763,131633,104199,87207,3649,6802,2534,165,25
IL,17201,IL-17,31217,21725,54218,31184,20798,34057,22098,153717,115837,65162,22787,19502,3582,281,30
IL,17203,IL-16,5958,14837,21258,5092,13207,6160,14799,38467,28999,27416,177,409,173,34,10
IN,18001,IN-03,3179,10528,13959,2805,9648,3236,10686,35809,24641,22915,90,1038,94,65,3
IN,18003,IN-03,69960,90283,162979,55379,83867,73189,92083,385410,287203,212663,30792,20077,12167,700,104
IN,18005,IN-06,11618,19016,31281,9077,17828,12011,19226,74057,56198,44862,1295,4219,3912,96,31
IN,18005,IN-09,907,3204,4183,764,2811,923,3184,8151,6242,5826,40,152,27,11,1
IN,18007,IN-04,1010,2872,3953,860,2579,1009,3007,8719,6554,5947,33,378,12,15,5
IN,18009,IN-03,1227,3811,5135,1243,3350,1376,3841,12112,9527,8986,43,155,19,29,0
IN,18011,IN-04,16426,22840,40062,10181,19654,15244,22351,70812,52065,45832,1036,1762,1716,93,13
IN,18013,IN-09,2832,5647,8627,2518,5016,3036,5777,15475,12642,11909,48,170,52,29,5
IN,18015,IN-04,2120,6902,9177,1892,6273,2224,7086,20306,15504,14528,80,492,38,23,0
IN,18017,IN-02,1265,4670,6022,1298,4305,1429,4714,12228,9540,8839,48,325,59,34,4
IN,18017,IN-04,2457,5615,8185,2461,5396,2875,5838,25642,19171,14127,379,3739,331,48,3
IN,18019,IN-09,22810,34734,58570,18808,30035,23093,33668,121093,93523,76607,6920,4795,1026,201,82
IN,18021,IN-08,2495,9354,12050,2306,8528,2552,9499,26466,20452,19389,103,282,62,36,2
IN,18023,IN-04,3135,9108,12443,2819,8531,3361,9334,33190,24551,20008,140,3712,53,51,6
IN,18025,IN-08,1235,3668,5011,1323,3015,1355,3483,10526,8221,7871,14,71,14,14,0
IN,18027,IN-08,1963,9322,11445,1800,8545,2169,9576,33381,23699,21435,446,1216,77,32,4
IN,18029,IN-09,5335,20844,26588,4883,18113,5446,19528,50679,39363,37114,211,434,170,66,6
IN,18031,IN-09,2406,9491,12111,2121,8490,2439,9575,26472,20317,19155,62,392,123,35,8
IN,18033,IN-03,5064,14377,19785,3941,12054,4966,14237,43265,32726,30760,114,724,161,59,37
IN,18035,IN-05,18848,26067,45736,18153,24263,20474,26827,111903,90284,76990,6274,2510,1115,166,40
IN,18037,IN-08,5945,14983,21407,5389,13365,6292,15033,43637,33355,29962,138,2471,184,44,5
IN,18039,IN-02,23082,45652,69694,20740,41867,26108,46972,207047,150481,111800,7556,24203,1772,298,38
IN,18041,IN-06,2084,7625,9838,2252,6839,2237,7755,23398,18313,17379,225,183,46,21,2
IN,18043,IN-09,17025,23408,41144,13945,21432,17511,23400,80484,62345,54211,3029,1880,755,135,8
IN,18045,IN-04,644,2428,3126,592,2203,688,2382,6689,5242,4898,15,114,9,21,0
IN,18045,IN-08,882,3883,4855,884,3459,941,3772,9790,7665,7241,19,154,28,11,1
IN,18047,IN-09,2061,9810,12032,1969,8669,2137,9691,22785,17422,16757,14,127,66,25,1
IN,18049,IN-02,2097,6633,8851,1960,6010,2280,6694,20480,15582,14304,101,633,65,57,0
IN,18051,IN-08,3722,11896,15897,3721,11081,4023,11817,33011,25160,23303,475,433,167,50,12
IN,18053,IN-05,7083,17580,25133,7010,17008,8015,18543,66674,52856,44576,3532,2173,430,131,16
IN,18055,IN-08,3270,11132,14633,2929,10277,3389,11103,30803,24000,22823,33,293,80,60,4
IN,18057,IN-05,90394,102318,196441,57263,87404,88390,101587,347467,253195,206224,10390,11216,16755,295,87
IN,18059,IN-06,14312,29288,44431,8904,25074,12895,28996,79840,60833,55126,1711,1353,608,98,27
IN,18061,IN-09,5233,14830,20440,4783,12943,5343,14565,39654,30603,28693,153,521,154,80,5
IN,18063,IN-04,31917,49783,83116,22600,48337,32604,53802,174788,130334,107175,9143,5022,4191,205,55
IN,18065,IN-06,5208,15033,20592,5124,13895,5544,15043,48914,39055,36274,964,652,158,49,4
IN,18067,IN-04,131,472,611,106,451,137,499,1186,857,820,2,7,0,0,0
IN,18067,IN-05,12066,25399,38167,11117,23234,13166,25950,82472,64290,54263,4630,1854,840,171,18
IN,18069,IN-03,4416,12990,17720,3506,11649,4255,13147,36662,28604,26729,155,656,127,110,7
IN,18071,IN-09,4015,14323,18653,3843,12859,4302,14555,46428,34993,29688,349,3674,355,53,4
IN,18073,IN-04,3489,12082,15821,3329,9382,3798,11383,32918,25032,22619,89,1365,64,39,10
IN,18075,IN-03,1747,6217,8102,1889,5697,1926,6361,20478,15233,14200,38,612,51,17,9
IN,18077,IN-09,4442,9614,14325,4326,8546,4731,9663,33147,26165,24005,440,693,219,71,10
IN,18079,IN-09,2328,9273,11809,2364,8224,2523,9490,27613,21054,19839,133,455,35,36,0
IN,18081,IN-06,24880,51588,77794,17318,45456,24736,51219,161765,121314,105312,2562,3836,5319,207,54
IN,18083,IN-08,3625,11236,15105,3772,11077,4067,11655,36282,28289,25954,566,677,214,63,12
IN,18085,IN-02,5917,19652,26084,4692,18030,6208,19777,61966,46834,40051,446,4108,976,99,7
IN,18085,IN-03,2078,6561,8771,1621,5887,2156,6722,18274,14492,13301,39,587,75,31,7
IN,18087,IN-03,2162,8073,10408,2080,7025,2355,8110,40446,27020,25362,66,1061,58,34,0
IN,18089,IN-01,109086,97270,209407,116935,75625,124870,91760,498700,380651,207012,88438,66998,5879,569,75
IN,18091,IN-01,15342,16973,32838,15356,14524,17229,16610,82117,65130,49443,8689,3840,549,176,12
IN,18091,IN-02,4735,9753,14761,4442,8163,5198,9387,30300,23355,20818,250,1244,73,36,2
IN,18093,IN-09,5010,15830,21209,4210,14035,4961,15601,45011,35398,33547,160,452,163,112,4
IN,18095,IN-05,19824,34837,55716,18600,32389,19524,31215,130129,101952,86001,7848,3738,523,219,27
IN,18097,IN-06,32175,47255,80770,25751,46382,34317,49421,223557,164560,120597,11271,10711,15416,317,94
IN,18097,IN-07,189544,77072,271140,187148,83978,213455,84754,753646,577882,291246,180566,70422,12472,1107,197
IN,18099,IN-02,5356,13837,19540,4798,12288,5712,13844,46095,34639,30125,151,3193,199,57,4
IN,18101,IN-08,933,3961,4987,881,3697,1011,4029,9812,7563,7247,10,52,28,18,6
IN,18103,IN-02,3046,10670,13977,2766,9975,3235,10925,35962,28125,24564,1632,724,111,230,4
IN,18105,IN-09,37213,21004,59099,34236,20600,39861,22071,139718,116544,95055,3995,4926,7395,182,28
IN,18107,IN-04,4134,12122,16572,3362,11059,4213,12659,37936,29215,26449,239,1476,189,61,11
IN,18109,IN-04,7765,26965,35340,6040,23674,7781,27512,71780,55773,52548,240,783,216,157,11
IN,18111,IN-04,1370,5131,6601,1404,4074,1509,4942,13830,10867,9655,35,660,31,25,2
IN,18113,IN-03,4462,14209,18962,3904,12198,4660,14195,47457,35539,30853,158,3323,175,60,0
IN,18115,IN-09,666,2381,3091,686,2118,750,2392,5940,4724,4488,16,54,18,4,0
IN,18117,IN-08,1988,6467,8590,2048,5803,2224,6432,19867,15229,14345,137,174,54,37,8
IN,18119,IN-08,2354,7360,9875,1946,6153,2420,7286,21321,16803,15815,61,178,50,32,0
IN,18121,IN-08,1371,5158,6653,1441,4863,1503,5400,16156,12372,11786,177,134,25,44,0
IN,18123,IN-08,2971,5550,8668,3062,4556,3203,5345,19170,15213,14230,384,158,80,26,3
IN,18125,IN-08,1314,4610,6009,1297,4399,1415,4692,12250,9501,9085,29,108,15,31,0
IN,18127,IN-01,37213,46109,84877,33676,38832,39746,45008,173215,134936,110578,5163,12222,1831,216,38
IN,18129,IN-08,3572,9206,12972,3521,8404,3811,9206,25222,19448,18431,160,226,84,37,3
IN,18131,IN-02,1280,4372,5761,1327,3854,1463,4246,12514,9778,9037,51,302,33,19,3
IN,18133,IN-04,3871,12566,16731,3356,10637,3946,12278,36726,29577,26658,971,591,330,65,7
IN,18135,IN-03,1746,5278,7158,1814,5026,1850,5450,17187,13237,12264,71,503,38,24,0
IN,18135,IN-06,603,2730,3389,632,2491,663,2862,7315,5753,5424,15,122,6,12,0
IN,18137,IN-09,2682,11526,14384,2471,9806,2774,11261,28995,22283,21111,49,331,137,34,0
IN,18139,IN-06,1675,5812,7655,1525,5292,1754,6035,16752,12896,12346,74,133,34,19,3
IN,18141,IN-02,55215,53585,110419,52252,52021,59896,53164,272912,210201,153930,24853,16814,5307,600,139
IN,18143,IN-09,2389,7633,10187,2642,6074,2701,7331,24384,18845,17783,56,344,70,25,9
IN,18145,IN-06,4955,14438,19754,4247,12718,5023,14568,45055,34854,31853,425,1372,260,54,3
IN,18147,IN-08,2853,7364,10426,2861,6572,3213,7357,19810,15448,14512,108,395,61,40,1
IN,18149,IN-02,2436,7889,10478,2489,6367,2650,7466,23371,18150,16816,47,584,29,50,0
IN,18151,IN-03,4597,11484,16350,3744,10133,4513,11327,34435,27504,25471,183,886,155,50,2
IN,18153,IN-08,2006,6639,8792,2113,6138,2153,6691,20817,16588,14986,849,229,30,38,5
IN,18155,IN-09,873,3319,4257,930,2558,964,3133,9737,7347,7012,14,66,20,24,0
IN,18157,IN-04,32683,32783,66761,27282,30768,35017,34581,186251,147010,107142,7382,12341,11870,297,38
IN,18159,IN-05,1893,5946,7976,1587,5589,1834,6110,15359,12072,11433,31,277,38,12,0
IN,18161,IN-06,744,2698,3491,715,2445,736,2688,7087,5487,5272,18,48,27,11,0
IN,18163,IN-08,31727,41056,73794,28530,40496,34415,41844,180136,141188,116710,12664,3953,1919,272,379
IN,18165,IN-08,1928,5174,7256,2081,4513,2145,5184,15439,12148,11610,22,109,42,23,11
IN,18167,IN-08,16338,23738,40877,15931,21937,18123,24545,106153,84465,71061,5916,2247,1710,275,24
IN,18169,IN-02,3335,10425,13955,3018,9819,3494,10762,30976,24287,22781,90,565,125,97,7
IN,18171,IN-04,898,3398,4366,839,2896,974,3401,8440,6524,6250,7,119,17,5,0
IN,18173,IN-08,11292,21280,33082,9086,19133,11923,21326,63898,48428,44226,774,811,1169,75,11
IN,18175,IN-09,2764,9739,12722,2636,8209,2784,9114,28182,21658,20653,75,228,75,49,10
IN,18177,IN-06,8828,17526,26797,8322,16028,9524,17567,66553,51683,45112,2398,1499,576,116,12
IN,18179,IN-03,2850,11006,14100,2586,10005,2928,10855,28180,21349,19955,138,636,82,41,5
IN,18181,IN-04,2945,7969,11162,2590,6887,3032,7957,24688,18989,16842,77,1452,76,34,6
IN,18183,IN-03,4275,13122,17726,3379,11358,4234,12862,34191,26370,24830,98,520,134,62,0
KS,20001,KS-02,1445,4029,5600,1433,3651,1570,4218,12526,9789,8771,159,321,57,97,2
KS,20003,KS-03,732,2998,3791,672,2435,782,2929,7836,5831,5448,26,104,28,39,0
KS,20005,KS-02,2201,4911,7255,1989,4049,2359,4906,16348,12749,11110,601,432,71,64,5
KS,20007,KS-04,288,1854,2170,286,1850,291,2014,4228,3292,3041,2,85,14,24,0
KS,20009,KS-01,2207,8205,10570,1839,7888,2340,8608,25493,19337,15810,219,2509,69,78,3
KS,20011,KS-02,1444,5003,6572,1336,4424,1541,5023,14360,10704,9460,359,201,79,68,1
KS,20013,KS-02,1065,3106,4258,863,2906,1104,3262,9508,7159,5992,78,192,25,541,6
KS,20015,KS-04,9150,22426,32236,6573,19073,9181,22634,67380,50070,43175,1160,2206,681,354,28
KS,20017,KS-02,348,1090,1462,316,969,345,1123,2572,2045,1781,18,176,8,3,1
KS,20019,KS-04,211,1299,1527,197,1236,212,1402,3379,2641,2262,19,100,17,118,0
KS,20021,KS-02,1970,6584,8717,2005,6182,2194,6766,19362,14861,12800,59,296,47,544,14
KS,20023,KS-01,206,1185,1422,181,1173,224,1183,2616,2040,1787,6,140,12,0,0
KS,20025,KS-01,129,867,1014,120,825,143,904,1991,1517,1329,1,117,13,14,1
KS,20027,KS-01,867,3150,4113,677,2891,894,3177,8117,6260,5847,39,126,41,27,0
KS,20029,KS-01,767,3218,4047,761,2919,920,3242,9032,6995,6418,105,217,27,26,4
KS,20031,KS-02,934,3371,4377,727,3050,964,3489,8360,6424,5974,29,127,34,27,0
KS,20033,KS-04,130,727,874,102,715,126,762,1689,1293,1196,3,54,0,2,1
KS,20035,KS-04,3919,9360,13505,3551,8270,4273,9656,34549,26392,20921,722,2441,399,461,109
KS,20037,KS-02,5956,10084,16334,5199,8624,6179,10045,38972,30158,25505,677,1620,393,242,117
KS,20039,KS-01,215,1217,1452,178,1210,218,1260,2764,2200,2069,9,43,10,7,0
KS,20041,KS-01,1989,7014,9144,1609,6029,2060,7126,18402,14099,12873,85,534,64,65,10
KS,20043,KS-02,626,2899,3577,587,2606,686,2976,7510,5856,5182,246,135,29,60,12
KS,20045,KS-01,33650,10307,44628,26630,9013,34879,10462,95767,78734,59280,3963,5339,3913,1965,50
KS,20045,KS-02,5932,7216,13413,4565,5675,5906,6824,23018,17582,15735,158,559,129,165,15
KS,20047,KS-04,213,1042,1269,212,1037,271,1141,2907,2262,1783,14,401,1,15,0
KS,20049,KS-04,191,1123,1338,160,1048,195,1140,2483,1923,1769,1,44,3,29,0
KS,20051,KS-01,3511,9743,13511,2742,8466,3737,9758,28934,22952,20241,259,1443,200,51,0
KS,20053,KS-01,636,2078,2758,521,1969,648,2148,6376,5177,4427,248,291,19,38,0
KS,20055,KS-01,3425,7166,10782,3195,6350,4325,7236,38470,27176,11583,997,12748,1085,125,3
KS,20057,KS-01,2461,5616,8224,2149,5114,2947,5803,34287,23674,10037,667,12133,318,83,5
KS,20059,KS-03,3676,8773,12708,2892,7185,3690,8479,25996,19927,17777,253,763,84,155,4
KS,20061,KS-02,3674,5288,9163,2722,4274,3983,5323,36739,25963,14759,4419,3639,999,158,306
KS,20063,KS-01,150,1227,1396,149,1140,166,1291,2718,2018,1885,2,51,11,3,1
KS,20065,KS-01,210,1055,1287,188,1025,228,1080,2415,1908,1746,48,35,8,8,0
KS,20067,KS-01,395,1793,2220,441,1804,518,1936,7352,5156,2546,10,2415,8,43,3
KS,20069,KS-01,324,1837,2193,263,1698,341,1911,5653,4050,3432,7,506,9,5,0
KS,20071,KS-01,75,510,593,83,534,78,549,1284,956,794,0,124,5,0,0
KS,20073,KS-04,541,2299,2884,485,2160,569,2444,6016,4729,4329,23,110,23,31,1
KS,20075,KS-01,131,671,815,121,705,141,698,2518,1792,1046,7,689,5,9,0
KS,20077,KS-04,437,2072,2555,393,1996,461,2168,5485,4167,3692,14,253,15,58,2
KS,20079,KS-04,6202,9591,16086,5068,8668,6747,10182,34024,25911,21608,447,2565,193,143,5
KS,20081,KS-01,221,1045,1278,245,1040,268,1122,3780,2640,1887,6,688,0,6,0
KS,20083,KS-01,136,817,966,124,855,154,875,1723,1295,1205,7,44,10,4,0
KS,20085,KS-01,1728,4267,6105,1460,3672,1814,4216,12542,9318,7649,71,357,29,732,12
KS,20085,KS-02,71,290,369,52,267,67,301,690,525,481,5,7,0,9,2
KS,20087,KS-01,3030,6694,9927,2518,5213,3194,6334,18368,14077,12886,79,333,31,100,23
KS,20089,KS-01,176,1370,1574,180,1223,212,1387,2932,2307,2193,2,31,8,8,0
KS,20091,KS-03,183451,154247,343780,129852,137490,184259,155631,609863,461998,361450,20598,34865,24935,1214,253
KS,20093,KS-01,192,1082,1301,174,1075,267,1164,3983,2833,1847,21,868,0,4,0
KS,20095,KS-04,753,3119,3947,599,2530,752,3130,7470,5794,5371,16,156,23,25,4
KS,20097,KS-04,151,941,1107,114,900,156,980,2460,1898,1694,39,56,10,1,3
KS,20099,KS-02,2385,5410,7921,2291,5335,2655,5735,20184,15103,12463,633,582,70,305,9
KS,20101,KS-01,111,709,843,106,718,115,762,1574,1237,1112,0,83,0,7,2
KS,20103,KS-02,13732,22055,36547,10209,17638,13886,21610,81881,62172,48699,5446,3561,840,496,95
KS,20105,KS-01,250,1233,1507,215,1179,266,1283,2939,2261,2094,6,74,7,13,0
KS,20107,KS-02,854,4093,5016,736,3484,896,4048,9591,7418,6875,28,138,20,42,8
KS,20109,KS-01,183,1186,1400,149,1132,186,1249,2762,2067,1885,0,116,5,0,0
KS,20111,KS-02,5515,7462,13256,4649,6552,6055,7550,32179,25093,18244,504,4786,471,105,5
KS,20113,KS-01,4021,9816,14104,3226,8549,4134,9964,30223,23584,21009,403,1030,177,81,8
KS,20115,KS-02,1429,4312,5870,1204,4003,1516,4465,11823,9237,8532,97,275,31,27,3
KS,20117,KS-01,1205,3644,4968,1072,3307,1259,3729,10038,7639,7258,21,133,30,23,0
KS,20119,KS-01,247,1427,1695,210,1415,263,1523,4055,2985,2371,21,465,13,9,0
KS,20121,KS-03,5472,12854,18685,3991,10003,5247,12308,34191,25740,23367,335,683,132,110,4
KS,20123,KS-01,528,2608,3172,477,2308,558,2504,5796,4460,4223,11,87,13,12,0
KS,20125,KS-02,2934,9287,12441,2637,8679,3228,9931,31486,24064,18822,1184,1441,153,689,24
KS,20127,KS-02,721,2021,2792,601,1820,729,2124,5386,4230,3890,6,146,18,3,1
KS,20129,KS-01,131,909,1060,147,995,150,1034,2701,2043,1528,17,391,23,10,6
KS,20131,KS-02,888,4655,5620,725,4124,927,4664,10273,7593,7215,44,145,32,26,7
KS,20133,KS-02,1696,4961,6784,1501,4431,1796,4970,15904,11978,10581,104,538,61,100,6
KS,20135,KS-01,129,1205,1363,162,1228,149,1339,2687,2150,1918,2,172,0,8,0
KS,20137,KS-01,346,1882,2270,281,1840,364,2007,5459,4400,3821,191,227,33,31,2
KS,20139,KS-02,1946,5736,7892,1753,4826,2136,5705,15766,12113,11328,19,257,43,35,3
KS,20141,KS-01,261,1477,1774,233,1460,281,1629,3500,2753,2609,1,48,17,18,0
KS,20143,KS-01,476,2475,3003,424,2283,506,2610,5735,4411,4105,22,92,4,22,0
KS,20145,KS-01,305,1008,1334,292,996,309,1029,3344,2750,2295,172,181,14,7,0
KS,20145,KS-04,320,995,1341,287,908,334,1016,2909,2224,1881,61,169,8,11,0
KS,20147,KS-01,331,2356,2747,300,2233,318,2418,4981,3870,3659,11,71,15,9,1
KS,20149,KS-01,3394,9811,13472,2225,7612,3313,9452,25348,17895,16026,196,738,129,87,23
KS,20151,KS-04,954,3054,4082,771,2838,933,3108,9157,6982,6124,96,457,35,36,7
KS,20153,KS-01,176,1194,1403,163,1220,214,1261,2561,1983,1804,10,84,9,3,0
KS,20155,KS-01,8554,17847,26940,6837,15513,8886,18443,61898,48143,40253,1467,3946,265,324,31
KS,20157,KS-01,396,2001,2443,375,2024,424,2182,4674,3679,3505,15,49,7,9,7
KS,20159,KS-01,825,3073,3966,695,2837,965,3262,9427,7242,5975,123,807,30,37,0
KS,20161,KS-01,12063,11630,24313,9341,10107,12765,11610,71959,59685,44152,3903,5634,2888,263,163
KS,20163,KS-01,349,2153,2534,275,2031,339,2325,4919,3833,3611,28,74,3,2,5
KS,20165,KS-01,264,1315,1606,233,1197,295,1350,2956,2371,2226,4,87,11,3,0
KS,20167,KS-01,608,2632,3301,461,2574,600,2790,6691,5178,4775,45,131,28,27,0
KS,20169,KS-01,7734,15069,23226,6317,13828,8214,15722,54303,41737,33489,1356,4010,875,185,23
KS,20171,KS-01,248,1843,2135,236,1865,299,2014,5151,3802,3011,10,630,10,15,2
KS,20173,KS-04,90506,120118,214152,69627,104353,95870,122416,523824,392877,268219,32575,51217,17504,3471,368
KS,20175,KS-01,1354,3133,4565,1628,3159,1833,3372,21964,15257,4931,481,9103,415,58,0
KS,20177,KS-02,40308,39901,81819,33926,35934,43015,40443,178909,137135,102176,10180,14863,1975,1257,116
KS,20179,KS-01,126,1229,1373,127,1197,147,1282,2447,1839,1706,0,75,8,7,2
KS,20181,KS-01,379,2161,2593,347,2089,396,2269,5927,4482,3734,99,496,13,12,1
KS,20183,KS-01,300,1675,2006,297,1661,336,1763,3570,2860,2724,6,45,8,14,0
KS,20185,KS-04,326,1548,1909,304,1490,357,1645,4072,3114,2666,14,314,8,14,0
KS,20187,KS-01,115,537,664,115,492,148,614,2084,1486,835,5,589,1,16,0
