code,state,chamber,district,vap_total,vap_white_pct,vap_black_pct,vap_hisp_pct,vap_asian_pct,vap_native_pct,vap_pac_pct,vap_minor_pct
AK-H-33,AK,lower,33,13168.0,75.21,3.65,5.45,4.43,9.91,0.91,24.79
AK-H-34,AK,lower,34,11444.0,77.47,3.09,5.65,3.94,8.13,0.65,22.53
AK-H-27,AK,lower,27,12906.0,76.96,1.99,4.3,3.05,12.4,0.99,23.04
AK-H-39,AK,lower,39,11123.0,11.99,0.75,1.19,1.54,85.1,0.35,88.01
AK-H-14,AK,lower,14,13896.0,52.1,7.0,8.06,13.61,16.13,4.56,47.9
AK-H-24,AK,lower,24,18188.0,73.21,4.98,8.3,4.41,7.94,0.82,26.79
AK-H-5,AK,lower,5,14734.0,56.08,1.97,6.08,18.44,17.15,1.19,43.92
AK-H-31,AK,lower,31,15285.0,55.28,8.78,7.19,7.09,21.27,1.38,44.72
AK-H-1,AK,lower,1,13770.0,59.22,1.38,3.67,8.14,27.62,0.71,40.78
AK-H-3,AK,lower,3,12219.0,71.81,1.65,4.71,6.5,15.25,1.58,28.19
AK-H-8,AK,lower,8,16466.0,81.32,1.12,2.92,2.33,10.84,0.59,18.68
AK-H-11,AK,lower,11,13858.0,66.37,4.04,6.51,11.31,11.17,1.51,33.63
AK-H-13,AK,lower,13,15789.0,54.03,6.24,8.53,14.29,14.96,4.23,45.97
AK-H-16,AK,lower,16,13566.0,63.47,3.7,6.2,12.59,12.1,2.79,36.53
AK-H-19,AK,lower,19,12563.0,33.98,12.64,12.38,16.04,18.78,10.09,66.02
AK-H-21,AK,lower,21,14583.0,55.4,9.76,6.88,11.41,14.31,4.58,44.6
AK-H-23,AK,lower,23,12208.0,76.8,3.54,6.36,4.71,7.87,0.8,23.2
AK-H-26,AK,lower,26,12180.0,78.23,2.08,4.4,3.09,11.01,0.94,21.77
AK-H-29,AK,lower,29,15767.0,80.61,1.35,3.6,2.56,10.4,0.53,19.39
AK-H-32,AK,lower,32,13282.0,61.53,10.21,12.98,5.7,8.19,1.41,38.47
AK-H-35,AK,lower,35,13983.0,72.77,3.62,4.7,4.73,13.61,0.53,27.23
AK-H-36,AK,lower,36,16496.0,64.07,1.26,3.02,2.2,28.62,0.53,35.93
AK-H-40,AK,lower,40,13165.0,26.06,2.15,4.15,4.67,61.96,2.35,73.94
AK-H-30,AK,lower,30,18110.0,78.92,1.68,2.99,2.15,12.86,0.83,21.08
AK-H-25,AK,lower,25,11721.0,78.89,2.02,4.49,3.0,10.62,0.95,21.11
AK-H-12,AK,lower,12,14048.0,54.35,5.31,8.19,16.8,13.84,2.86,45.65
AK-H-38,AK,lower,38,11625.0,10.66,1.04,1.07,1.92,85.84,0.21,89.34
AK-H-7,AK,lower,7,12288.0,77.25,1.22,4.12,2.96,13.58,0.75,22.75
AK-H-22,AK,lower,22,11864.0,41.38,12.75,9.63,14.91,17.23,7.64,58.62
AK-H-15,AK,lower,15,13541.0,62.67,3.83,5.49,14.47,12.05,2.54,37.33
AK-H-28,AK,lower,28,12020.0,78.35,2.05,4.56,3.14,11.32,0.75,21.65
AK-H-2,AK,lower,2,14650.0,61.99,1.47,4.05,5.93,26.69,0.78,38.01
AK-H-9,AK,lower,9,13519.0,80.83,1.81,4.45,5.53,6.3,0.51,19.17
AK-H-4,AK,lower,4,16147.0,62.68,2.13,5.63,10.22,19.6,1.81,37.32
AK-H-37,AK,lower,37,14193.0,25.03,4.92,9.94,16.21,43.37,2.05,74.97
AK-H-17,AK,lower,17,13157.0,56.15,8.79,7.64,9.12,14.52,4.99,43.85
AK-H-20,AK,lower,20,15322.0,50.18,8.78,8.35,14.32,16.79,4.34,49.82
AK-H-6,AK,lower,6,14124.0,84.7,0.74,2.59,1.89,8.11,0.41,15.3
AK-H-18,AK,lower,18,12814.0,50.8,12.06,11.19,8.3,15.8,4.04,49.2
AK-H-10,AK,lower,10,14174.0,58.94,4.26,9.67,13.88,12.23,2.38,41.06
AK-S-R,AK,upper,R,30479.0,68.06,2.34,3.79,3.36,21.73,0.53,31.94
AK-S-S,AK,upper,S,25818.0,18.56,3.17,5.94,9.78,62.49,1.22,81.44
AK-S-T,AK,upper,T,24288.0,19.62,1.51,2.79,3.24,72.56,1.44,80.38
AK-S-I,AK,upper,I,25971.0,53.51,10.41,9.39,8.71,15.15,4.52,46.49
AK-S-J,AK,upper,J,27885.0,42.88,10.52,10.17,15.09,17.69,6.93,57.12
AK-S-K,AK,upper,K,26446.0,49.11,11.1,8.11,12.98,15.62,5.95,50.89
AK-S-L,AK,upper,L,30397.0,74.65,4.4,7.52,4.53,7.91,0.81,25.35
AK-S-M,AK,upper,M,23901.0,78.55,2.05,4.45,3.04,10.82,0.95,21.45
AK-S-N,AK,upper,N,24926.0,77.63,2.02,4.42,3.09,11.88,0.88,22.37
AK-S-O,AK,upper,O,33877.0,79.71,1.53,3.27,2.34,11.72,0.69,20.29
AK-S-P,AK,upper,P,28567.0,58.19,9.45,9.88,6.45,15.19,1.4,41.81
AK-S-Q,AK,upper,Q,24612.0,76.26,3.39,5.54,4.2,9.08,0.79,23.74
AK-S-A,AK,upper,A,28419.0,60.65,1.43,3.87,7.0,27.14,0.75,39.35
AK-S-B,AK,upper,B,28366.0,66.61,1.92,5.24,8.62,17.73,1.71,33.39
AK-S-C,AK,upper,C,28858.0,70.09,1.37,4.37,10.34,12.73,0.81,29.91
AK-S-D,AK,upper,D,28754.0,79.58,1.16,3.43,2.6,12.01,0.66,20.42
AK-S-E,AK,upper,E,27692.0,69.63,3.06,7.12,9.81,9.33,1.47,30.37
AK-S-F,AK,upper,F,27906.0,60.32,4.68,7.35,14.08,12.52,2.19,39.68
AK-S-G,AK,upper,G,29685.0,53.12,6.6,8.31,13.97,15.51,4.38,46.88
AK-S-H,AK,upper,H,27107.0,63.07,3.77,5.85,13.53,12.07,2.66,36.93
AL-H-103,AL,lower,103,34417.0,34.78,57.5,3.65,2.74,1.75,0.16,65.22
AL-H-104,AL,lower,104,39187.0,65.8,24.03,3.97,3.49,2.57,0.13,34.2
AL-H-105,AL,lower,105,36940.0,77.43,11.54,2.77,4.75,2.73,0.18,22.57
AL-H-30,AL,lower,30,35829.0,89.37,3.95,2.44,0.88,3.0,0.07,10.63
AL-H-25,AL,lower,25,36877.0,67.88,19.07,4.47,5.87,2.37,0.3,32.12
AL-H-12,AL,lower,12,35685.0,89.82,1.75,3.77,0.95,3.16,0.13,10.18
AL-H-38,AL,lower,38,38162.0,65.85,27.67,3.11,1.4,1.97,0.1,34.15
AL-H-7,AL,lower,7,36304.0,75.31,13.53,2.6,0.51,7.99,0.11,24.69
AL-H-66,AL,lower,66,40584.0,70.72,21.07,2.05,0.59,5.3,0.13,29.28
AL-H-22,AL,lower,22,38144.0,82.03,7.99,2.95,1.71,4.87,0.18,17.97
AL-H-100,AL,lower,100,36694.0,70.92,17.96,3.87,4.24,2.76,0.15,29.08
AL-H-59,AL,lower,59,34502.0,19.4,70.27,8.84,0.48,1.71,0.32,80.6
AL-H-15,AL,lower,15,36155.0,62.58,26.27,4.57,4.68,1.84,0.1,37.42
AL-H-69,AL,lower,69,37749.0,43.67,52.21,2.38,0.61,1.47,0.15,56.33
AL-H-28,AL,lower,28,38136.0,62.44,28.73,5.2,1.37,2.78,0.06,37.56
AL-H-2,AL,lower,2,39026.0,87.69,4.95,3.51,0.72,2.89,0.09,12.31
AL-H-33,AL,lower,33,37303.0,65.7,30.38,1.61,0.38,1.77,0.11,34.3
AL-H-63,AL,lower,63,40393.0,69.3,16.7,8.36,4.19,1.28,0.13,30.7
AL-H-98,AL,lower,98,35960.0,41.78,54.2,1.03,0.54,2.62,0.07,58.22
AL-H-86,AL,lower,86,36626.0,74.35,18.54,3.29,1.17,2.52,0.13,25.65
AL-H-96,AL,lower,96,36448.0,80.3,10.66,3.82,2.1,2.65,0.13,19.7
AL-H-81,AL,lower,81,36143.0,70.64,23.64,2.2,1.66,1.78,0.03,29.36
AL-H-68,AL,lower,68,38751.0,44.51,52.57,0.92,0.46,1.74,0.06,55.49
AL-H-79,AL,lower,79,44323.0,64.86,19.14,4.57,9.92,1.58,0.12,35.14
AL-H-71,AL,lower,71,38057.0,39.3,55.11,4.17,0.8,1.11,0.1,60.7
AL-H-73,AL,lower,73,33965.0,67.84,14.68,12.62,2.28,2.82,0.16,32.16
AL-H-58,AL,lower,58,34562.0,27.48,65.14,5.6,0.69,1.49,0.08,72.52
AL-H-50,AL,lower,50,36525.0,82.12,11.21,2.22,1.1,2.85,0.03,17.88
AL-H-34,AL,lower,34,35040.0,86.54,2.07,7.49,0.49,3.06,0.12,13.46
AL-H-84,AL,lower,84,38687.0,41.57,52.03,4.57,0.76,1.43,0.23,58.43
AL-H-89,AL,lower,89,36506.0,60.67,30.68,4.04,2.42,2.2,0.24,39.33
AL-H-91,AL,lower,91,35676.0,66.74,19.52,8.25,2.77,3.38,0.36,33.26
AL-H-77,AL,lower,77,35726.0,33.98,59.78,4.22,1.27,1.35,0.14,66.02
AL-H-54,AL,lower,54,37375.0,37.66,55.5,4.73,1.22,1.46,0.09,62.34
AL-H-49,AL,lower,49,42653.0,75.95,12.5,7.78,1.29,2.63,0.15,24.05
AL-H-27,AL,lower,27,38629.0,89.02,2.24,3.91,0.9,3.55,0.07,10.98
AL-H-9,AL,lower,9,35345.0,88.56,3.46,3.04,0.73,3.75,0.05,11.44
AL-H-4,AL,lower,4,39181.0,72.19,13.62,6.03,4.96,3.13,0.18,27.81
AL-H-83,AL,lower,83,35316.0,42.3,50.08,4.58,1.63,2.07,0.19,57.7
AL-H-76,AL,lower,76,35804.0,22.39,68.48,4.09,4.62,1.13,0.1,77.61
AL-H-55,AL,lower,55,37302.0,30.9,61.51,3.45,3.31,1.24,0.09,69.1
AL-H-37,AL,lower,37,38890.0,69.35,23.47,3.58,1.68,2.0,0.07,30.65
AL-H-90,AL,lower,90,36277.0,64.65,31.8,1.1,0.75,1.78,0.12,35.35
AL-H-60,AL,lower,60,37042.0,30.51,64.62,2.85,0.82,1.54,0.15,69.49
AL-H-51,AL,lower,51,35784.0,84.07,9.27,2.4,1.08,2.8,0.09,15.93
AL-H-17,AL,lower,17,35771.0,89.05,6.24,2.05,0.35,2.06,0.07,10.95
AL-H-74,AL,lower,74,36828.0,39.42,53.21,3.7,2.58,1.46,0.13,60.58
AL-H-93,AL,lower,93,36505.0,69.16,21.91,4.33,2.17,2.63,0.21,30.84
AL-H-88,AL,lower,88,35399.0,70.12,20.74,3.59,2.73,2.41,0.12,29.88
AL-H-41,AL,lower,41,38126.0,75.36,16.55,4.38,0.9,2.5,0.08,24.64
AL-H-62,AL,lower,62,36985.0,70.61,21.99,4.34,0.72,2.05,0.07,29.39
AL-H-20,AL,lower,20,40308.0,84.35,5.21,3.5,4.0,2.55,0.16,15.65
AL-H-6,AL,lower,6,37697.0,72.35,18.08,3.63,2.18,3.49,0.16,27.65
AL-H-18,AL,lower,18,35187.0,81.43,4.61,11.21,0.36,3.18,0.07,18.57
AL-H-10,AL,lower,10,39312.0,60.31,22.47,8.82,5.78,3.15,0.27,39.69
AL-H-39,AL,lower,39,38023.0,83.89,3.45,8.87,0.38,4.01,0.06,16.11
AL-H-14,AL,lower,14,40546.0,92.09,2.32,1.73,0.33,3.01,0.08,7.91
AL-H-24,AL,lower,24,36067.0,82.94,1.77,9.63,0.53,6.07,0.05,17.06
AL-H-5,AL,lower,5,40614.0,73.61,16.12,5.92,1.38,2.87,0.17,26.39
AL-H-31,AL,lower,31,38379.0,73.57,21.39,2.04,0.72,2.05,0.09,26.43
AL-H-11,AL,lower,11,37537.0,89.76,0.83,5.22,0.5,2.99,0.09,10.24
AL-H-13,AL,lower,13,38071.0,86.94,6.55,3.18,0.67,2.59,0.05,13.06
AL-H-16,AL,lower,16,37999.0,85.82,9.21,1.93,0.56,2.35,0.07,14.18
AL-H-19,AL,lower,19,39330.0,36.48,54.53,5.08,2.28,2.49,0.23,63.52
AL-H-21,AL,lower,21,39643.0,77.96,12.94,3.27,2.17,3.57,0.14,22.04
AL-H-23,AL,lower,23,39860.0,87.17,3.72,2.54,0.59,5.71,0.05,12.83
AL-H-26,AL,lower,26,34901.0,72.01,3.33,21.01,0.91,4.13,0.31,27.99
AL-H-29,AL,lower,29,38470.0,89.85,4.68,1.61,0.61,2.86,0.11,10.15
AL-H-32,AL,lower,32,36380.0,50.51,44.32,2.98,0.62,1.86,0.09,49.49
AL-H-35,AL,lower,35,31171.0,75.71,18.74,2.55,0.92,2.13,0.12,24.29
AL-H-36,AL,lower,36,43181.0,77.29,15.81,3.12,1.33,2.29,0.14,22.71
AL-H-40,AL,lower,40,39874.0,75.48,16.96,3.13,1.82,2.41,0.2,24.52
AL-H-42,AL,lower,42,37894.0,82.08,10.19,5.0,0.54,2.12,0.07,17.92
AL-H-1,AL,lower,1,39830.0,85.27,8.77,2.49,0.96,2.29,0.09,14.73
AL-H-3,AL,lower,3,38993.0,69.74,22.85,3.47,1.43,2.52,0.07,30.26
AL-H-8,AL,lower,8,35536.0,59.08,23.89,13.24,1.16,2.91,0.14,40.92
AL-H-43,AL,lower,43,40278.0,79.3,9.68,3.65,4.92,2.06,0.1,20.7
AL-H-44,AL,lower,44,37585.0,70.61,22.39,3.08,1.77,2.1,0.07,29.39
AL-H-45,AL,lower,45,35266.0,78.76,12.66,3.9,2.12,2.19,0.06,21.24
AL-H-46,AL,lower,46,37634.0,79.66,12.25,2.66,3.98,1.33,0.05,20.34
AL-H-47,AL,lower,47,35833.0,69.07,17.92,5.45,5.87,1.72,0.11,30.93
AL-H-48,AL,lower,48,36979.0,84.4,6.7,3.06,4.22,1.29,0.07,15.6
AL-H-52,AL,lower,52,37973.0,25.63,65.85,4.94,2.95,1.15,0.13,74.37
AL-H-53,AL,lower,53,39721.0,36.2,50.45,9.57,2.57,2.64,0.4,63.8
AL-H-56,AL,lower,56,35688.0,31.46,58.52,6.21,2.81,1.48,0.06,68.54
AL-H-57,AL,lower,57,36228.0,36.93,57.6,3.58,0.42,1.73,0.06,63.07
AL-H-61,AL,lower,61,33702.0,73.74,19.21,4.09,1.12,2.2,0.11,26.26
AL-H-64,AL,lower,64,39800.0,78.8,10.34,6.06,1.18,3.25,0.13,21.2
AL-H-65,AL,lower,65,36408.0,65.56,29.03,0.88,0.39,4.17,0.08,34.44
AL-H-67,AL,lower,67,35174.0,30.07,68.33,0.79,0.5,0.83,0.1,69.93
AL-H-70,AL,lower,70,36429.0,39.01,54.32,3.59,2.02,1.39,0.14,60.99
AL-H-72,AL,lower,72,38877.0,41.51,55.8,1.28,0.78,0.97,0.11,58.49
AL-H-75,AL,lower,75,37053.0,63.46,24.15,2.83,7.71,1.74,0.12,36.54
AL-H-78,AL,lower,78,35647.0,31.84,60.18,3.91,3.26,1.13,0.12,68.16
AL-H-80,AL,lower,80,38431.0,66.99,25.06,4.18,1.56,2.37,0.25,33.01
AL-H-82,AL,lower,82,33955.0,39.54,51.62,3.03,4.74,1.49,0.16,60.46
AL-H-85,AL,lower,85,35228.0,52.05,42.68,2.67,1.05,1.76,0.16,47.95
AL-H-87,AL,lower,87,37101.0,82.47,9.44,3.73,1.36,2.95,0.15,17.53
AL-H-92,AL,lower,92,35579.0,82.59,12.74,1.36,0.8,2.3,0.03,17.41
AL-H-94,AL,lower,94,38902.0,85.48,6.46,4.24,0.93,2.47,0.14,14.52
AL-H-95,AL,lower,95,40658.0,86.01,3.76,5.32,1.19,2.58,0.08,13.99
AL-H-97,AL,lower,97,35290.0,41.01,54.64,1.74,0.93,1.97,0.11,58.99
AL-H-99,AL,lower,99,35628.0,38.89,55.73,2.88,1.08,1.89,0.06,61.11
AL-H-101,AL,lower,101,35716.0,68.74,22.41,3.69,2.99,2.02,0.14,31.26
AL-H-102,AL,lower,102,35303.0,76.74,13.76,1.85,0.59,6.85,0.09,23.26
AL-S-2,AL,upper,2,114849.0,58.84,28.65,5.02,5.07,2.57,0.3,41.16
AL-S-4,AL,upper,4,110269.0,90.89,1.84,3.19,0.61,2.97,0.1,9.11
AL-S-7,AL,upper,7,118770.0,66.72,22.95,4.98,2.47,3.1,0.2,33.28
AL-S-9,AL,upper,9,113767.0,78.35,5.6,11.0,1.63,3.72,0.19,21.65
AL-S-11,AL,upper,11,115023.0,73.98,20.18,2.46,0.77,2.34,0.06,26.02
AL-S-13,AL,upper,13,117119.0,70.66,23.14,2.96,1.24,2.14,0.12,29.34
AL-S-18,AL,upper,18,112659.0,36.32,54.98,4.4,3.41,1.35,0.12,63.68
AL-S-20,AL,upper,20,105197.0,27.09,64.92,6.15,0.74,1.61,0.16,72.91
AL-S-23,AL,upper,23,110888.0,42.05,55.5,0.94,0.54,1.31,0.08,57.95
AL-S-26,AL,upper,26,114567.0,27.06,66.1,4.36,1.88,1.25,0.13,72.94
AL-S-27,AL,upper,27,117243.0,65.99,21.97,4.12,6.05,1.87,0.12,34.01
AL-S-35,AL,upper,35,106224.0,70.79,18.38,3.54,4.19,2.69,0.16,29.21
AL-S-25,AL,upper,25,115509.0,62.26,29.03,2.3,4.59,1.71,0.1,37.74
AL-S-1,AL,upper,1,122868.0,82.04,10.53,3.5,1.14,2.62,0.11,17.96
AL-S-10,AL,upper,10,118257.0,79.59,11.28,5.22,0.88,3.23,0.07,20.41
AL-S-28,AL,upper,28,114480.0,41.01,53.49,3.51,0.86,1.59,0.2,58.99
AL-S-34,AL,upper,34,106474.0,68.13,22.78,3.02,2.08,3.88,0.11,31.87
AL-S-8,AL,upper,8,115379.0,79.84,9.16,5.0,0.86,5.38,0.08,20.16
AL-S-32,AL,upper,32,119566.0,83.19,7.44,4.76,1.36,2.55,0.12,16.81
AL-S-19,AL,upper,19,106849.0,36.14,57.72,4.04,0.69,1.67,0.07,63.86
AL-S-21,AL,upper,21,115862.0,67.85,21.89,6.33,2.17,1.81,0.11,32.15
AL-S-17,AL,upper,17,105429.0,84.36,7.51,4.06,0.93,2.77,0.09,15.64
AL-S-6,AL,upper,6,106792.0,76.57,12.31,6.02,0.65,4.64,0.08,23.43
AL-S-29,AL,upper,29,110668.0,74.25,17.18,4.16,1.72,2.73,0.17,25.75
AL-S-14,AL,upper,14,106813.0,73.04,15.2,7.9,1.43,2.5,0.12,26.96
AL-S-33,AL,upper,33,102767.0,33.0,62.45,2.21,1.16,1.64,0.1,67.0
AL-S-3,AL,upper,3,117227.0,71.67,15.41,7.51,2.1,3.31,0.12,28.33
AL-S-22,AL,upper,22,107522.0,73.29,18.24,2.74,0.69,4.81,0.12,26.71
AL-S-30,AL,upper,30,105651.0,69.59,23.59,3.25,1.32,2.07,0.11,30.41
AL-S-24,AL,upper,24,110094.0,39.18,57.21,1.87,1.05,1.04,0.1,60.82
AL-S-12,AL,upper,12,118728.0,69.97,23.21,3.12,1.33,2.26,0.17,30.03
AL-S-15,AL,upper,15,106880.0,81.8,9.03,4.15,2.87,1.86,0.08,18.2
AL-S-5,AL,upper,5,107944.0,86.94,7.69,2.36,0.53,2.32,0.06,13.06
AL-S-31,AL,upper,31,106713.0,71.1,20.27,4.25,1.89,2.64,0.21,28.9
AL-S-16,AL,upper,16,112120.0,72.47,15.76,4.3,5.63,1.72,0.1,27.53
AR-H-90,AR,lower,90,24089.0,78.89,13.13,3.22,1.24,2.94,0.2,21.11
AR-H-60,AR,lower,60,23863.0,79.87,12.86,3.21,0.74,2.85,0.14,20.13
AR-H-51,AR,lower,51,23436.0,74.28,5.32,6.43,7.67,6.14,0.14,25.72
AR-H-93,AR,lower,93,23428.0,82.13,11.36,2.29,1.25,2.3,0.17,17.87
AR-H-17,AR,lower,17,22001.0,68.85,1.28,16.89,2.92,10.19,0.27,31.15
AR-H-74,AR,lower,74,25145.0,69.29,21.19,3.68,3.28,2.26,0.13,30.71
AR-H-88,AR,lower,88,23546.0,57.18,28.69,11.08,0.85,2.53,0.1,42.82
AR-H-41,AR,lower,41,24403.0,93.01,0.41,1.84,0.54,3.35,0.07,6.99
AR-H-62,AR,lower,62,22948.0,43.24,53.02,2.15,0.43,1.58,0.08,56.76
AR-H-20,AR,lower,20,23651.0,79.81,5.0,6.0,3.72,4.65,0.58,20.19
AR-H-6,AR,lower,6,23380.0,83.16,0.65,8.77,1.38,4.64,1.02,16.84
AR-H-18,AR,lower,18,21521.0,72.07,3.81,14.01,3.33,4.98,1.88,27.93
AR-H-10,AR,lower,10,22625.0,78.71,2.46,7.9,5.88,4.58,0.24,21.29
AR-H-39,AR,lower,39,23510.0,83.21,10.19,2.68,0.53,2.87,0.04,16.79
AR-H-14,AR,lower,14,20741.0,69.73,4.75,11.57,8.63,5.11,0.57,30.27
AR-H-24,AR,lower,24,22461.0,85.05,1.56,3.89,1.19,7.74,0.11,14.95
AR-H-5,AR,lower,5,23990.0,91.17,0.51,2.19,0.97,4.44,0.1,8.83
AR-H-31,AR,lower,31,23215.0,88.74,2.6,3.34,0.66,3.09,0.72,11.26
AR-H-1,AR,lower,1,23752.0,93.98,0.65,1.51,0.32,2.62,0.07,6.02
AR-H-3,AR,lower,3,25107.0,92.89,0.39,1.99,0.89,3.11,0.09,7.11
AR-H-8,AR,lower,8,21894.0,80.84,1.41,10.26,1.93,5.0,0.45,19.16
AR-H-11,AR,lower,11,21699.0,49.1,2.85,34.36,2.49,4.64,7.97,50.9
AR-H-13,AR,lower,13,21686.0,58.39,3.47,12.67,21.13,3.63,0.9,41.61
AR-H-16,AR,lower,16,20607.0,76.68,2.03,12.65,3.64,4.67,0.6,23.32
AR-H-19,AR,lower,19,23098.0,63.8,3.97,21.27,3.45,4.43,3.86,36.2
AR-H-21,AR,lower,21,25842.0,75.51,7.32,7.75,4.75,4.08,0.51,24.49
AR-H-23,AR,lower,23,22336.0,82.56,1.82,5.47,2.21,7.47,0.19,17.44
AR-H-26,AR,lower,26,23041.0,84.81,0.65,6.55,1.39,5.04,0.94,15.19
AR-H-29,AR,lower,29,20735.0,82.48,9.96,3.49,0.55,3.31,0.17,17.52
AR-H-32,AR,lower,32,22927.0,68.23,20.1,6.43,3.03,2.27,0.1,31.77
AR-H-35,AR,lower,35,23458.0,42.79,51.89,2.74,1.16,1.6,0.07,57.21
AR-H-36,AR,lower,36,23565.0,73.52,16.56,5.78,1.44,2.44,0.07,26.48
AR-H-43,AR,lower,43,23404.0,83.27,7.95,3.32,0.64,4.49,0.17,16.73
AR-H-44,AR,lower,44,21886.0,88.51,1.48,3.66,0.88,4.75,0.1,11.49
AR-H-45,AR,lower,45,23205.0,80.4,2.21,9.54,2.69,4.72,0.19,19.6
AR-H-46,AR,lower,46,22953.0,89.12,1.26,2.46,1.73,4.5,0.11,10.88
AR-H-47,AR,lower,47,23179.0,86.02,0.95,3.57,1.79,6.78,0.15,13.98
AR-H-48,AR,lower,48,22460.0,71.65,4.71,11.92,4.48,7.17,0.21,28.35
AR-H-40,AR,lower,40,22856.0,84.8,2.64,7.22,1.32,3.44,0.1,15.2
AR-H-42,AR,lower,42,23303.0,90.28,2.04,2.27,0.63,4.07,0.06,9.72
AR-H-52,AR,lower,52,22576.0,79.04,1.21,12.88,2.0,4.54,0.09,20.96
AR-H-53,AR,lower,53,23033.0,73.44,6.97,13.54,2.1,3.9,0.12,26.56
AR-H-56,AR,lower,56,22497.0,69.05,19.6,5.86,2.07,3.37,0.13,30.95
AR-H-57,AR,lower,57,22181.0,89.77,1.48,2.88,0.62,4.26,0.09,10.23
AR-H-61,AR,lower,61,23733.0,68.1,26.38,2.37,0.72,2.26,0.15,31.9
AR-H-64,AR,lower,64,24681.0,27.23,67.99,2.91,0.93,1.24,0.06,72.77
AR-H-65,AR,lower,65,21924.0,27.11,69.07,2.17,0.65,1.18,0.18,72.89
AR-H-67,AR,lower,67,24519.0,61.34,28.27,4.41,3.19,2.68,0.16,38.66
AR-H-70,AR,lower,70,25292.0,72.58,18.04,3.82,2.5,2.98,0.09,27.42
AR-H-72,AR,lower,72,20938.0,38.37,49.73,8.51,1.29,3.24,0.17,61.63
AR-H-75,AR,lower,75,22280.0,64.97,20.08,3.91,9.0,2.22,0.06,35.03
AR-H-78,AR,lower,78,26110.0,81.69,6.78,3.81,4.21,2.98,0.1,18.31
AR-H-80,AR,lower,80,23825.0,33.82,53.07,10.62,0.99,2.55,0.15,66.18
AR-H-82,AR,lower,82,23457.0,77.91,10.97,6.2,1.28,3.21,0.1,22.09
AR-H-85,AR,lower,85,24666.0,86.55,3.44,4.29,0.82,4.48,0.17,13.45
AR-H-87,AR,lower,87,21769.0,66.92,10.59,16.51,0.54,5.4,0.7,33.08
AR-H-92,AR,lower,92,23338.0,89.13,3.07,2.8,1.07,3.16,0.06,10.87
AR-H-94,AR,lower,94,22612.0,58.7,32.44,6.28,0.77,1.99,0.19,41.3
AR-H-95,AR,lower,95,22741.0,59.1,34.05,4.72,0.42,1.7,0.11,40.9
AR-H-97,AR,lower,97,23174.0,58.77,34.43,3.94,1.02,1.8,0.04,41.23
AR-H-99,AR,lower,99,23852.0,75.43,18.28,2.65,0.69,2.7,0.09,24.57
AR-H-30,AR,lower,30,22978.0,84.23,8.04,3.41,0.49,3.0,0.09,15.77
AR-H-25,AR,lower,25,22920.0,86.96,0.95,4.05,1.23,6.22,0.19,13.04
AR-H-12,AR,lower,12,24347.0,85.82,0.93,5.05,1.62,5.78,0.23,14.18
AR-H-38,AR,lower,38,23559.0,80.32,11.85,3.07,2.06,2.28,0.16,19.68
AR-H-7,AR,lower,7,22285.0,65.49,0.95,26.27,1.23,5.68,1.02,34.51
AR-H-66,AR,lower,66,22806.0,37.79,53.47,5.3,1.64,2.76,0.15,62.21
AR-H-22,AR,lower,22,23329.0,77.37,6.27,7.64,3.25,5.04,0.36,22.63
AR-H-100,AR,lower,100,21295.0,58.64,34.18,3.55,0.92,2.63,0.12,41.36
AR-H-59,AR,lower,59,22489.0,87.51,3.36,3.24,1.36,3.8,0.22,12.49
AR-H-15,AR,lower,15,21464.0,59.49,2.15,29.96,3.24,4.95,1.21,40.51
AR-H-69,AR,lower,69,23377.0,77.44,11.56,5.11,1.73,3.72,0.21,22.56
AR-H-28,AR,lower,28,24259.0,92.08,1.23,2.12,0.46,3.34,0.12,7.92
AR-H-2,AR,lower,2,24198.0,91.23,0.89,1.52,0.74,3.55,1.45,8.77
AR-H-33,AR,lower,33,23560.0,88.56,4.56,3.45,0.64,2.25,0.08,11.44
AR-H-63,AR,lower,63,22286.0,38.85,56.5,2.75,0.59,1.47,0.09,61.15
AR-H-98,AR,lower,98,24190.0,52.71,42.73,2.01,0.83,1.78,0.09,47.29
AR-H-86,AR,lower,86,23429.0,87.22,0.68,4.73,0.67,5.78,0.15,12.78
AR-H-96,AR,lower,96,23622.0,70.36,24.45,2.41,0.38,2.29,0.18,29.64
AR-H-81,AR,lower,81,19885.0,69.99,14.79,9.21,2.22,3.47,0.07,30.01
AR-H-68,AR,lower,68,22774.0,85.64,3.08,4.62,2.42,3.56,0.18,14.36
AR-H-79,AR,lower,79,21610.0,18.96,57.8,21.24,0.94,2.7,0.09,81.04
AR-H-71,AR,lower,71,22095.0,64.38,25.38,4.52,2.88,2.51,0.12,35.62
AR-H-73,AR,lower,73,23567.0,76.11,14.52,2.76,4.43,1.85,0.09,23.89
AR-H-58,AR,lower,58,24246.0,80.11,9.69,4.65,1.81,2.95,0.14,19.89
AR-H-50,AR,lower,50,23310.0,72.4,8.18,8.67,3.85,7.22,0.13,27.6
AR-H-34,AR,lower,34,21899.0,48.24,46.34,3.22,0.86,1.52,0.03,51.76
AR-H-84,AR,lower,84,23132.0,75.02,13.2,6.19,1.54,3.94,0.11,24.98
AR-H-89,AR,lower,89,22763.0,76.22,14.68,5.09,0.54,3.29,0.08,23.78
AR-H-91,AR,lower,91,23504.0,76.43,10.82,6.91,1.69,3.65,0.13,23.57
