code,state,chamber,district,vap_total,vap_white_pct,vap_black_pct,vap_hisp_pct,vap_asian_pct,vap_native_pct,vap_pac_pct,vap_minor_pct
MN-H-5B,MN,lower,5B,32344.0,91.64,1.13,4.7,0.58,1.56,0.2,8.36
MN-H-57A,MN,lower,57A,30858.0,86.73,3.05,3.9,4.07,1.34,0.1,13.27
MN-H-45A,MN,lower,45A,33447.0,91.71,1.39,2.52,2.41,1.42,0.08,8.29
MN-H-57B,MN,lower,57B,29695.0,81.32,4.71,4.57,7.24,1.37,0.08,18.68
MN-H-33A,MN,lower,33A,30747.0,89.8,2.13,2.57,3.03,1.61,0.08,10.2
MN-H-45B,MN,lower,45B,34341.0,86.48,3.86,2.77,5.14,1.02,0.1,13.52
MN-H-4B,MN,lower,4B,33712.0,91.19,1.14,2.04,0.89,4.1,0.15,8.81
MN-H-56A,MN,lower,56A,33306.0,73.38,9.27,7.49,7.59,1.66,0.18,26.62
MN-H-21A,MN,lower,21A,32359.0,91.77,0.89,4.07,1.62,1.56,0.15,8.23
MN-H-33B,MN,lower,33B,33691.0,89.39,3.39,2.27,2.19,2.02,0.23,10.61
MN-H-21B,MN,lower,21B,31715.0,72.35,2.68,19.62,3.95,2.25,0.32,27.65
MN-H-61A,MN,lower,61A,39259.0,70.03,15.55,5.53,6.66,2.3,0.18,29.97
MN-H-61B,MN,lower,61B,34152.0,84.7,4.66,4.01,4.54,1.58,0.13,15.3
MN-H-18A,MN,lower,18A,32935.0,87.79,4.32,4.1,2.03,1.39,0.12,12.21
MN-H-6A,MN,lower,6A,34144.0,94.46,0.62,0.78,0.56,2.4,0.08,5.54
MN-H-18B,MN,lower,18B,34745.0,80.02,7.96,5.12,5.01,1.51,0.15,19.98
MN-H-6B,MN,lower,6B,32556.0,93.28,1.02,1.33,1.02,2.3,0.08,6.72
MN-H-58A,MN,lower,58A,33391.0,84.14,2.27,7.0,3.92,1.29,0.08,15.86
MN-H-58B,MN,lower,58B,33480.0,87.42,3.03,3.12,4.06,1.46,0.13,12.58
MN-H-46A,MN,lower,46A,35093.0,79.07,8.78,4.62,5.4,1.68,0.21,20.93
MN-S-30,MN,upper,30,61016.0,88.71,3.59,2.65,2.51,1.6,0.13,11.29
MN-S-31,MN,upper,31,64752.0,88.72,3.0,2.22,3.16,1.83,0.11,11.28
MN-S-32,MN,upper,32,63496.0,79.31,5.72,4.1,8.42,1.95,0.12,20.69
MN-S-33,MN,upper,33,64438.0,89.58,2.79,2.42,2.59,1.82,0.16,10.42
MN-S-34,MN,upper,34,65061.0,71.03,12.33,3.92,10.84,1.47,0.16,28.97
MN-S-35,MN,upper,35,65282.0,79.91,8.38,3.65,5.31,2.26,0.11,20.09
MN-S-36,MN,upper,36,67279.0,85.78,3.71,3.01,5.27,1.58,0.13,14.22
MN-S-37,MN,upper,37,64955.0,83.06,4.92,2.86,7.04,1.39,0.08,16.94
MN-S-38,MN,upper,38,60811.0,40.05,31.64,9.67,17.21,2.35,0.16,59.95
MN-S-39,MN,upper,39,64059.0,66.12,15.39,8.85,7.13,2.61,0.13,33.88
MN-S-40,MN,upper,40,70254.0,77.86,6.56,4.36,9.28,1.61,0.12,22.14
MN-S-41,MN,upper,41,67844.0,84.87,3.93,4.0,4.72,1.74,0.12,15.13
MN-S-42,MN,upper,42,64736.0,77.3,6.23,3.17,11.73,1.2,0.12,22.7
MN-S-43,MN,upper,43,67843.0,73.62,14.0,5.43,4.82,2.02,0.12,26.38
MN-S-44,MN,upper,44,65598.0,66.6,9.97,6.82,14.64,1.99,0.18,33.4
MN-S-1,MN,upper,1,64998.0,90.46,1.66,3.41,1.18,2.87,0.14,9.54
MN-S-45,MN,upper,45,67788.0,89.06,2.64,2.65,3.79,1.22,0.09,10.94
MN-S-2,MN,upper,2,64314.0,74.58,1.23,1.63,0.82,21.43,0.1,25.42
MN-S-46,MN,upper,46,69093.0,78.59,9.08,4.49,5.8,1.6,0.17,21.41
MN-S-3,MN,upper,3,69449.0,92.11,1.03,1.05,0.8,3.94,0.09,7.89
MN-S-47,MN,upper,47,63067.0,74.41,7.67,4.25,11.77,1.41,0.12,25.59
MN-S-4,MN,upper,4,64182.0,87.35,3.67,3.03,1.61,3.81,0.15,12.65
MN-S-48,MN,upper,48,62259.0,86.98,2.34,4.47,4.46,1.12,0.1,13.02
MN-S-5,MN,upper,5,65342.0,92.67,0.88,2.96,0.6,2.29,0.14,7.33
MN-S-49,MN,upper,49,65863.0,77.25,5.96,3.72,11.37,1.19,0.11,22.75
MN-S-6,MN,upper,6,66700.0,93.89,0.82,1.05,0.79,2.35,0.08,6.11
MN-S-8,MN,upper,8,69230.0,86.31,4.21,2.02,2.28,4.57,0.16,13.69
MN-S-9,MN,upper,9,66182.0,93.15,1.12,2.61,0.72,1.72,0.1,6.85
MN-S-50,MN,upper,50,66786.0,80.2,5.53,3.75,8.5,1.27,0.09,19.8
MN-S-51,MN,upper,51,68707.0,65.11,11.97,13.08,7.64,2.55,0.18,34.89
MN-S-52,MN,upper,52,65761.0,75.46,8.61,5.25,8.85,1.45,0.14,24.54
MN-S-53,MN,upper,53,63944.0,75.64,6.77,10.78,4.28,2.38,0.15,24.36
MN-S-10,MN,upper,10,65578.0,93.86,0.58,1.22,0.56,3.03,0.07,6.14
MN-S-54,MN,upper,54,62704.0,76.25,5.63,6.56,8.5,2.56,0.15,23.75
MN-S-11,MN,upper,11,66963.0,87.95,2.59,1.63,0.94,6.0,0.15,12.05
MN-S-55,MN,upper,55,64682.0,70.34,11.75,8.09,7.82,1.68,0.21,29.66
MN-S-12,MN,upper,12,65828.0,92.63,0.86,4.07,0.72,1.38,0.18,7.37
MN-S-56,MN,upper,56,61467.0,77.59,7.25,5.89,7.21,1.53,0.16,22.41
MN-S-13,MN,upper,13,65636.0,92.76,1.68,2.34,1.59,1.07,0.06,7.24
MN-S-57,MN,upper,57,60552.0,84.07,3.86,4.23,5.62,1.35,0.09,15.93
MN-S-14,MN,upper,14,65300.0,75.22,14.83,3.83,4.11,1.9,0.16,24.78
MN-S-58,MN,upper,58,66872.0,85.78,2.65,5.06,3.99,1.37,0.11,14.22
MN-S-15,MN,upper,15,64907.0,90.11,1.59,3.64,2.09,2.35,0.06,9.89
MN-S-59,MN,upper,59,63867.0,46.19,32.75,8.52,10.28,3.61,0.19,53.81
MN-S-16,MN,upper,16,64698.0,85.68,2.73,8.43,0.98,1.48,0.36,14.32
MN-S-17,MN,upper,17,64279.0,91.63,0.92,4.45,1.19,1.15,0.13,8.37
MN-S-7,MN,upper,7,67693.0,93.12,1.13,1.01,0.61,3.27,0.09,6.88
MN-S-18,MN,upper,18,67680.0,83.8,6.19,4.62,3.56,1.45,0.13,16.2
MN-S-19,MN,upper,19,64571.0,83.55,5.54,7.41,1.41,1.67,0.19,16.45
MN-S-60,MN,upper,60,73545.0,66.82,12.86,6.51,11.77,2.17,0.14,33.18
MN-S-61,MN,upper,61,73412.0,76.86,10.48,4.82,5.68,1.96,0.16,23.14
MN-S-62,MN,upper,62,66071.0,49.88,24.29,18.09,4.14,5.41,0.17,50.12
MN-S-63,MN,upper,63,68335.0,73.96,12.54,7.05,3.65,2.83,0.16,26.04
MN-S-20,MN,upper,20,65331.0,92.44,1.13,2.93,1.08,1.73,0.08,7.56
MN-S-64,MN,upper,64,70306.0,79.2,9.33,4.54,4.83,1.67,0.15,20.8
MN-S-21,MN,upper,21,64074.0,82.16,1.78,11.77,2.77,1.9,0.23,17.84
MN-S-65,MN,upper,65,63716.0,49.91,22.22,11.72,14.16,3.19,0.2,50.09
MN-S-22,MN,upper,22,64867.0,91.5,0.95,4.89,0.84,1.34,0.12,8.5
MN-S-66,MN,upper,66,62770.0,57.68,15.13,6.6,18.57,2.4,0.18,42.32
MN-S-23,MN,upper,23,64729.0,84.01,2.36,8.17,3.51,1.3,0.33,15.99
MN-S-67,MN,upper,67,60106.0,38.33,17.22,11.78,30.8,3.06,0.22,61.67
MN-S-24,MN,upper,24,63136.0,84.77,3.85,4.75,4.77,1.15,0.13,15.23
MN-S-25,MN,upper,25,65803.0,76.35,8.19,4.9,8.65,1.46,0.15,23.65
MN-S-26,MN,upper,26,67724.0,93.29,1.51,2.0,1.49,1.14,0.09,6.71
MN-S-27,MN,upper,27,62952.0,92.22,1.54,1.89,1.36,1.89,0.1,7.78
MN-S-28,MN,upper,28,64538.0,92.69,1.02,1.81,1.53,1.86,0.08,7.31
MN-S-29,MN,upper,29,63231.0,92.15,1.34,2.84,1.33,1.43,0.05,7.85
MO-H-3,MO,lower,3,29917.0,86.28,4.19,4.57,2.66,2.24,0.08,13.72
MO-H-13,MO,lower,13,34770.0,86.69,3.64,3.79,2.07,2.66,0.44,13.31
MO-H-23,MO,lower,23,26996.0,22.68,50.13,21.84,3.91,3.46,0.35,77.32
MO-H-26,MO,lower,26,28097.0,35.8,53.22,6.43,2.62,3.0,0.23,64.2
MO-H-29,MO,lower,29,30702.0,75.48,9.57,8.83,2.25,3.29,0.8,24.52
MO-H-35,MO,lower,35,30163.0,70.87,19.81,4.07,2.88,2.15,0.19,29.13
MO-H-47,MO,lower,47,28219.0,83.83,5.72,2.78,4.35,2.5,0.14,16.17
MO-H-48,MO,lower,48,28906.0,88.96,5.61,1.48,0.62,2.56,0.15,11.04
MO-H-52,MO,lower,52,27284.0,82.07,4.36,8.41,1.14,3.21,0.37,17.93
MO-H-53,MO,lower,53,28391.0,90.28,2.1,2.47,0.65,3.55,0.17,9.72
MO-H-57,MO,lower,57,30079.0,89.0,2.4,3.15,1.52,3.16,0.32,11.0
MO-H-64,MO,lower,64,28367.0,87.52,4.95,2.69,1.84,2.26,0.19,12.48
MO-H-65,MO,lower,65,32818.0,85.96,5.08,3.1,2.82,2.32,0.12,14.04
MO-H-67,MO,lower,67,29437.0,21.88,74.07,1.41,1.67,1.28,0.09,78.12
MO-H-70,MO,lower,70,28948.0,54.19,36.11,4.45,2.82,2.39,0.16,45.81
MO-H-72,MO,lower,72,30005.0,58.25,24.65,8.26,5.89,2.75,0.14,41.75
MO-H-75,MO,lower,75,28263.0,41.19,53.15,2.48,1.48,1.97,0.09,58.81
MO-H-78,MO,lower,78,26523.0,35.84,54.5,5.46,3.09,1.97,0.14,64.16
MO-H-80,MO,lower,80,32824.0,55.36,26.99,7.66,8.06,2.07,0.07,44.64
MO-H-82,MO,lower,82,33787.0,83.95,6.94,3.44,3.18,1.79,0.12,16.05
MO-H-85,MO,lower,85,27285.0,6.71,91.42,1.01,0.54,1.01,0.05,93.29
MO-H-87,MO,lower,87,30216.0,65.57,13.41,3.94,14.83,1.62,0.11,34.43
MO-H-92,MO,lower,92,29243.0,88.88,2.51,2.38,3.66,1.85,0.09,11.12
MO-H-94,MO,lower,94,30901.0,88.27,3.75,2.56,2.91,1.97,0.08,11.73
MO-H-95,MO,lower,95,29766.0,91.36,1.59,1.91,2.75,1.44,0.08,8.64
MO-H-97,MO,lower,97,29038.0,88.88,1.63,3.05,1.9,3.25,0.06,11.12
MO-H-99,MO,lower,99,28413.0,71.62,11.59,2.98,12.4,0.84,0.12,28.38
MO-H-101,MO,lower,101,29255.0,78.4,3.0,3.06,13.86,0.99,0.05,21.6
MO-H-102,MO,lower,102,33587.0,88.03,3.75,2.5,3.01,2.03,0.13,11.97
MO-H-103,MO,lower,103,27661.0,83.08,6.38,4.17,2.95,2.58,0.11,16.92
MO-H-104,MO,lower,104,28579.0,84.97,5.88,2.79,3.23,2.21,0.16,15.03
MO-H-105,MO,lower,105,30121.0,76.46,9.71,6.02,5.08,2.2,0.2,23.54
MO-H-106,MO,lower,106,25686.0,85.19,6.35,3.66,2.09,2.02,0.09,14.81
MO-H-109,MO,lower,109,29273.0,93.3,0.95,1.73,0.89,2.23,0.13,6.7
MO-H-110,MO,lower,110,28741.0,86.95,1.9,2.69,6.23,1.43,0.05,13.05
MO-H-113,MO,lower,113,29659.0,90.64,1.11,2.26,1.52,2.88,0.13,9.36
MO-H-114,MO,lower,114,29008.0,90.22,2.6,1.71,0.97,3.33,0.13,9.78
MO-H-117,MO,lower,117,34453.0,88.97,4.86,1.27,0.74,2.94,0.1,11.03
MO-H-118,MO,lower,118,28047.0,93.54,0.88,1.05,0.55,2.76,0.1,6.46
MO-H-120,MO,lower,120,29091.0,92.13,0.81,1.52,0.6,3.95,0.11,7.87
MO-H-121,MO,lower,121,28044.0,60.35,17.41,13.47,6.22,2.92,1.14,39.65
MO-H-123,MO,lower,123,31625.0,92.06,0.81,2.59,0.83,2.76,0.14,7.94
MO-H-125,MO,lower,125,29802.0,92.09,1.11,1.74,0.68,3.24,0.19,7.91
MO-H-128,MO,lower,128,28755.0,92.18,1.0,1.87,0.66,3.41,0.09,7.82
MO-H-130,MO,lower,130,26640.0,86.19,3.07,3.79,2.14,3.98,0.2,13.81
MO-H-139,MO,lower,139,27789.0,89.95,1.17,2.91,1.34,3.68,0.15,10.05
MO-H-142,MO,lower,142,24856.0,91.87,0.84,1.9,0.52,3.88,0.14,8.13
MO-H-144,MO,lower,144,33331.0,91.5,2.31,1.24,0.47,3.56,0.07,8.5
MO-H-146,MO,lower,146,31407.0,91.19,2.8,1.56,1.21,2.49,0.04,8.81
MO-H-147,MO,lower,147,29975.0,77.75,13.32,3.12,3.15,2.27,0.08,22.25
MO-H-149,MO,lower,149,29297.0,72.15,23.67,1.49,0.41,2.04,0.1,27.85
MO-H-151,MO,lower,151,29962.0,93.65,1.15,1.43,0.43,2.66,0.05,6.35
MO-H-152,MO,lower,152,27857.0,86.34,6.93,1.71,1.06,3.34,0.11,13.66
MO-H-153,MO,lower,153,31909.0,92.81,0.54,1.17,0.42,4.11,0.1,7.19
MO-H-156,MO,lower,156,28606.0,81.38,2.51,8.74,1.99,4.2,0.79,18.62
MO-H-157,MO,lower,157,28412.0,87.57,0.6,6.05,0.6,4.44,0.09,12.43
MO-H-160,MO,lower,160,29184.0,82.74,1.44,5.9,1.62,6.0,1.59,17.26
MO-H-161,MO,lower,161,26350.0,79.75,4.88,5.46,2.22,7.04,0.65,20.25
MO-H-132,MO,lower,132,28570.0,78.8,8.45,4.93,2.54,4.45,0.59,21.2
MO-H-135,MO,lower,135,32615.0,81.38,6.4,5.05,2.44,4.04,0.33,18.62
MO-H-137,MO,lower,137,30069.0,89.77,1.16,2.35,2.96,2.98,0.11,10.23
MO-H-162,MO,lower,162,28276.0,86.14,1.73,3.99,1.57,5.86,0.23,13.86
MO-H-140,MO,lower,140,29138.0,90.24,1.17,2.96,1.17,3.63,0.2,9.76
MO-H-141,MO,lower,141,34343.0,92.19,0.92,1.7,0.67,3.62,0.14,7.81
MO-H-126,MO,lower,126,28983.0,92.16,0.98,1.67,0.6,3.57,0.12,7.84
MO-H-127,MO,lower,127,27167.0,90.76,0.68,2.14,0.47,4.73,0.11,9.24
MO-H-30,MO,lower,30,27884.0,81.41,8.29,4.09,3.24,2.61,0.17,18.59
MO-H-12,MO,lower,12,27398.0,76.36,10.0,6.1,3.54,2.94,0.7,23.64
MO-H-158,MO,lower,158,29979.0,84.39,0.58,7.02,2.0,5.44,0.17,15.61
MO-H-159,MO,lower,159,29341.0,79.54,1.75,6.91,1.83,7.58,2.23,20.46
MO-H-100,MO,lower,100,28941.0,82.38,3.38,2.82,9.21,1.68,0.06,17.62
MO-H-59,MO,lower,59,29122.0,88.93,4.44,2.57,1.26,2.32,0.13,11.07
MO-H-138,MO,lower,138,31472.0,91.98,0.56,1.98,0.61,3.97,0.16,8.02
MO-H-69,MO,lower,69,30209.0,86.7,4.48,2.79,3.48,1.76,0.09,13.3
MO-H-150,MO,lower,150,30572.0,82.1,9.81,4.55,0.44,2.57,0.11,17.9
MO-H-33,MO,lower,33,30401.0,83.97,6.45,4.05,1.88,2.98,0.35,16.03
MO-H-145,MO,lower,145,29090.0,93.56,1.39,1.4,0.65,2.11,0.09,6.44
MO-H-98,MO,lower,98,30339.0,81.98,3.92,3.52,8.19,1.81,0.06,18.02
MO-H-86,MO,lower,86,30614.0,50.72,35.58,3.64,8.63,1.35,0.13,49.28
MO-H-96,MO,lower,96,28729.0,90.55,1.76,2.04,3.26,1.61,0.07,9.45
MO-H-81,MO,lower,81,29532.0,60.77,24.52,7.18,4.44,2.94,0.16,39.23
MO-H-68,MO,lower,68,28301.0,42.96,51.71,2.17,1.35,1.95,0.07,57.04
MO-H-71,MO,lower,71,30279.0,72.61,10.91,3.1,11.36,1.28,0.11,27.39
MO-H-73,MO,lower,73,28096.0,26.87,63.65,6.58,1.27,2.25,0.17,73.13
MO-H-84,MO,lower,84,30444.0,34.62,53.65,3.53,6.93,1.49,0.12,65.38
MO-H-89,MO,lower,89,28581.0,82.17,2.98,3.67,9.67,0.98,0.12,17.83
MO-H-91,MO,lower,91,28339.0,84.6,7.6,2.84,2.83,1.62,0.05,15.4
MO-H-77,MO,lower,77,33114.0,36.64,49.12,3.37,9.49,1.21,0.14,63.36
MO-H-112,MO,lower,112,28799.0,91.05,1.12,2.08,1.23,3.02,0.1,8.95
MO-H-27,MO,lower,27,29161.0,32.72,57.09,6.65,2.07,2.47,0.18,67.28
MO-H-116,MO,lower,116,26613.0,89.85,4.13,1.75,0.88,2.65,0.12,10.15
MO-H-9,MO,lower,9,32261.0,91.08,3.21,1.81,0.7,2.66,0.07,8.92
MO-H-148,MO,lower,148,28934.0,83.28,11.04,1.9,0.55,2.58,0.06,16.72
MO-H-4,MO,lower,4,28661.0,95.29,1.07,1.05,0.53,1.83,0.11,4.71
MO-H-83,MO,lower,83,30564.0,81.15,8.25,3.24,5.24,1.63,0.1,18.85
MO-H-76,MO,lower,76,33943.0,26.46,68.41,2.93,1.51,1.63,0.1,73.54
MO-H-55,MO,lower,55,29439.0,89.19,2.59,2.97,1.0,3.37,0.1,10.81
MO-H-163,MO,lower,163,28696.0,76.94,2.41,13.22,1.61,5.28,0.62,23.06
MO-H-111,MO,lower,111,27413.0,92.15,0.83,1.67,0.82,3.26,0.07,7.85
MO-H-136,MO,lower,136,29772.0,84.47,3.89,4.27,3.46,3.49,0.24,15.53
MO-H-37,MO,lower,37,29085.0,46.46,41.42,7.38,2.8,2.78,0.28,53.54
MO-H-90,MO,lower,90,27978.0,88.62,5.01,2.15,2.31,1.33,0.11,11.38
MO-H-60,MO,lower,60,31033.0,76.09,16.35,3.02,2.0,2.0,0.23,23.91
MO-H-122,MO,lower,122,30601.0,85.24,3.1,2.43,4.91,3.42,0.13,14.76
MO-H-119,MO,lower,119,29449.0,90.8,1.83,1.89,0.88,3.21,0.09,9.2
MO-H-51,MO,lower,51,29862.0,82.48,5.15,7.34,0.79,2.41,1.01,17.52
MO-H-131,MO,lower,131,34783.0,90.54,1.43,2.22,1.01,3.74,0.1,9.46
MO-H-129,MO,lower,129,28332.0,92.69,0.76,1.63,0.63,3.53,0.07,7.31
MO-H-107,MO,lower,107,25365.0,84.23,4.42,2.76,6.22,1.78,0.09,15.77
MO-H-93,MO,lower,93,28950.0,83.63,4.23,3.49,5.67,2.27,0.14,16.37
MO-H-17,MO,lower,17,30582.0,75.03,9.81,7.87,3.59,3.08,0.43,24.97
MO-H-74,MO,lower,74,28440.0,24.41,68.04,4.6,2.09,1.9,0.09,75.59
MO-H-133,MO,lower,133,30461.0,79.62,6.23,6.56,3.01,4.23,0.28,20.38
MO-H-134,MO,lower,134,24534.0,84.87,3.19,3.52,4.32,3.42,0.28,15.13
MO-H-115,MO,lower,115,30214.0,92.66,0.75,1.3,0.6,3.39,0.04,7.34
MO-H-88,MO,lower,88,29609.0,87.41,3.29,2.46,4.3,1.85,0.09,12.59
MO-H-124,MO,lower,124,31498.0,88.67,2.87,3.03,1.41,3.34,0.43,11.33
MO-H-154,MO,lower,154,28435.0,91.5,0.78,1.72,0.87,4.2,0.14,8.5
MO-H-155,MO,lower,155,33360.0,91.3,0.77,2.43,0.68,4.08,0.14,8.7
MO-H-108,MO,lower,108,24524.0,85.76,5.06,3.05,3.23,1.96,0.12,14.24
MO-H-143,MO,lower,143,30638.0,90.7,2.82,1.7,0.55,3.34,0.12,9.3
MO-H-36,MO,lower,36,29147.0,53.23,32.27,9.28,2.86,3.13,0.17,46.77
MO-H-63,MO,lower,63,23688.0,85.9,6.05,2.96,2.18,2.35,0.14,14.1
MO-H-46,MO,lower,46,28027.0,66.64,19.92,5.39,4.83,3.08,0.3,33.36
MO-H-54,MO,lower,54,30097.0,83.72,5.88,3.66,2.53,3.47,0.45,16.28
MO-H-43,MO,lower,43,29968.0,89.33,4.75,2.08,0.65,2.58,0.11,10.67
MO-H-41,MO,lower,41,28298.0,89.4,2.83,2.43,0.88,3.33,0.09,10.6
MO-H-66,MO,lower,66,25801.0,14.77,82.65,1.34,0.55,1.51,0.07,85.23
MO-H-79,MO,lower,79,27279.0,36.92,54.14,2.98,4.9,1.49,0.13,63.08
MO-H-22,MO,lower,22,28752.0,33.55,52.39,10.5,1.17,3.56,0.42,66.45
MO-H-42,MO,lower,42,29820.0,89.83,2.37,2.93,0.77,3.08,0.06,10.17
MO-H-62,MO,lower,62,30401.0,88.8,2.98,2.97,0.95,3.34,0.15,11.2
MO-H-44,MO,lower,44,27910.0,87.03,5.3,2.35,1.51,2.98,0.14,12.97
MO-H-61,MO,lower,61,29341.0,94.28,0.76,1.06,0.47,2.7,0.16,5.72
MO-H-50,MO,lower,50,27990.0,77.4,8.52,4.41,7.39,1.95,0.13,22.6
MO-H-45,MO,lower,45,33104.0,74.22,12.32,4.32,6.94,1.81,0.17,25.78
MO-H-56,MO,lower,56,26510.0,78.78,9.02,6.19,1.78,3.37,0.31,21.22
MO-H-20,MO,lower,20,29899.0,78.6,6.98,7.18,1.64,4.06,1.21,21.4
MO-H-7,MO,lower,7,30350.0,93.22,1.85,1.38,0.54,2.4,0.09,6.78
MO-H-19,MO,lower,19,29561.0,38.77,14.81,36.62,7.84,3.52,0.43,61.23
MO-H-28,MO,lower,28,29300.0,55.37,32.71,6.99,1.81,3.15,0.47,44.63
MO-H-16,MO,lower,16,27213.0,77.17,9.02,6.95,3.65,2.92,0.41,22.83
MO-H-15,MO,lower,15,28225.0,75.57,9.51,7.47,3.14,3.5,0.94,24.43
MO-H-1,MO,lower,1,29079.0,92.94,1.52,1.5,1.59,1.84,0.09,7.06
MO-H-34,MO,lower,34,27758.0,77.46,10.9,5.22,3.01,3.13,0.27,22.54
MO-H-6,MO,lower,6,28936.0,88.86,5.42,1.7,0.76,2.58,0.09,11.14
MO-H-18,MO,lower,18,30495.0,69.1,12.61,9.03,5.47,3.34,0.76,30.9
MO-H-58,MO,lower,58,27943.0,90.98,1.61,2.99,0.54,3.06,0.15,9.02
MO-H-21,MO,lower,21,29171.0,71.46,9.83,11.96,1.36,4.69,0.95,28.54
MO-H-32,MO,lower,32,30124.0,86.63,2.8,4.27,1.2,3.85,0.42,13.37
MO-H-10,MO,lower,10,28449.0,80.29,8.27,6.23,1.47,3.13,0.64,19.71
MO-H-39,MO,lower,39,27662.0,88.14,2.94,3.53,1.51,3.0,0.1,11.86
MO-H-14,MO,lower,14,27821.0,75.89,9.97,6.59,4.09,2.55,0.8,24.11
MO-H-25,MO,lower,25,30484.0,83.99,5.2,4.65,3.7,1.99,0.09,16.01
MO-H-24,MO,lower,24,32051.0,68.69,14.46,9.32,5.34,2.68,0.27,31.31
MO-H-38,MO,lower,38,27490.0,84.77,5.44,4.47,2.04,2.77,0.22,15.23
MO-H-11,MO,lower,11,28884.0,83.23,5.53,6.02,1.8,2.75,0.59,16.77
MO-H-5,MO,lower,5,30013.0,90.61,4.25,1.35,0.7,2.33,0.15,9.39
MO-H-49,MO,lower,49,30143.0,87.87,5.56,1.85,0.9,3.05,0.16,12.13
MO-H-8,MO,lower,8,26298.0,90.08,1.81,3.04,1.24,3.08,0.16,9.92
MO-H-40,MO,lower,40,29601.0,90.26,3.98,1.72,0.46,2.64,0.1,9.74
MO-H-2,MO,lower,2,28187.0,94.1,0.81,1.56,0.63,2.29,0.2,5.9
MO-H-31,MO,lower,31,25378.0,80.84,8.06,5.21,2.05,3.29,0.36,19.16
MO-S-2,MO,upper,2,136194.0,86.03,4.7,2.94,3.55,2.04,0.12,13.97
MO-S-7,MO,upper,7,144802.0,62.56,18.52,11.75,4.91,2.79,0.23,37.44
MO-S-9,MO,upper,9,137938.0,32.78,55.26,8.34,1.77,2.91,0.3,67.22
MO-S-11,MO,upper,11,138223.0,73.12,8.38,11.82,1.97,4.02,0.82,26.88
MO-S-13,MO,upper,13,140351.0,27.94,67.73,1.85,1.23,1.65,0.08,72.06
MO-S-26,MO,upper,26,139790.0,91.87,1.69,1.86,0.83,2.73,0.12,8.13
MO-S-1,MO,upper,1,146969.0,87.81,3.5,2.63,3.57,1.85,0.09,12.19
MO-S-10,MO,upper,10,134685.0,88.79,4.32,2.16,1.07,2.84,0.12,11.21
MO-S-28,MO,upper,28,141919.0,90.35,1.52,3.0,0.73,3.42,0.17,9.65
MO-S-8,MO,upper,8,133151.0,81.17,8.46,4.45,2.58,2.85,0.26,18.83
MO-S-21,MO,upper,21,140824.0,87.54,3.75,3.77,0.94,2.99,0.34,12.46
MO-S-6,MO,upper,6,141732.0,87.91,5.1,2.6,1.07,2.62,0.17,12.09
MO-S-14,MO,upper,14,144337.0,40.95,47.91,5.23,4.16,2.03,0.13,59.05
MO-S-24,MO,upper,24,146054.0,80.1,7.24,2.8,7.69,1.42,0.09,19.9
MO-S-12,MO,upper,12,143305.0,92.33,1.9,2.07,0.84,2.31,0.11,7.67
MO-S-17,MO,upper,17,133101.0,75.15,9.75,7.54,3.88,3.13,0.58,24.85
MO-S-3,MO,upper,3,139262.0,90.86,2.94,1.33,0.63,3.1,0.08,9.14
MO-S-15,MO,upper,15,144761.0,81.8,3.2,3.21,9.82,1.38,0.06,18.2
MO-S-29,MO,upper,29,137857.0,86.7,1.02,5.23,1.32,4.62,0.57,13.3
MO-S-5,MO,upper,5,145378.0,31.18,58.61,4.28,4.74,1.74,0.12,68.82
MO-S-4,MO,upper,4,154118.0,71.91,14.99,4.4,6.56,1.73,0.12,28.09
MO-S-25,MO,upper,25,137930.0,84.92,8.91,2.14,0.55,2.9,0.09,15.08
MO-S-27,MO,upper,27,138124.0,87.24,6.16,1.97,1.31,2.64,0.07,12.76
MO-S-22,MO,upper,22,138429.0,90.56,1.47,2.17,1.32,3.11,0.1,9.44
MO-S-31,MO,upper,31,135876.0,85.5,4.84,3.9,1.6,3.33,0.29,14.5
MO-S-16,MO,upper,16,135982.0,83.0,5.27,4.63,2.97,3.53,0.39,17.0
MO-S-32,MO,upper,32,137057.0,82.41,2.28,6.46,1.66,6.18,0.7,17.59
MO-S-18,MO,upper,18,137717.0,90.28,4.12,1.71,1.09,2.26,0.11,9.72
MO-S-34,MO,upper,34,140462.0,80.28,7.55,5.81,2.63,2.83,0.65,19.72
MO-S-33,MO,upper,33,141424.0,89.29,1.53,3.34,0.93,3.97,0.27,10.71
MO-S-20,MO,upper,20,131612.0,89.91,1.53,2.3,1.65,3.68,0.12,10.09
MO-S-23,MO,upper,23,141219.0,83.52,6.45,3.79,3.31,2.16,0.14,16.48
MO-S-30,MO,upper,30,149059.0,82.04,5.57,4.94,2.96,3.89,0.33,17.96
MO-S-19,MO,upper,19,145250.0,77.7,10.42,3.87,5.07,2.44,0.18,22.3
MS-H-3,MS,lower,3,19255.0,85.2,10.63,1.94,0.33,1.64,0.07,14.8
MS-H-13,MS,lower,13,23331.0,75.9,18.57,2.74,1.27,1.42,0.06,24.1
MS-H-23,MS,lower,23,18028.0,77.06,17.62,3.17,0.23,1.88,0.06,22.94
MS-H-26,MS,lower,26,17889.0,26.36,70.66,2.27,0.76,0.62,0.07,73.64
MS-H-29,MS,lower,29,18850.0,31.13,64.73,2.73,0.9,0.9,0.01,68.87
