code,geoid,state,chamber,district,name,pres16_total,pres16_dem,pres16_rep,pres20_total,pres20_dem,pres20_rep,pres24_total,pres24_dem,pres24_rep,margin_2016,margin_2020,margin_2024
AK-H-33,02033,AK,lower,33,State House District 33,7839.0,1313.0,5533.0,8650.0,1994.0,6237.0,8862.0,2019.0,6548.0,-61.64183464796962,-51.54902199003766,-52.86564725107973
AK-H-34,02034,AK,lower,34,State House District 34,7432.0,2192.0,4315.0,8308.0,3050.0,4881.0,10028.0,3770.0,5840.0,-32.626402335945905,-23.08662211574833,-21.54006243496358
AK-H-27,02027,AK,lower,27,State House District 27,6680.0,1122.0,4895.0,8145.0,1703.0,6144.0,8859.0,1810.0,6781.0,-62.705667276051194,-56.59487702306614,-57.86287975788616
AK-H-39,02039,AK,lower,39,State House District 39,4980.0,2705.0,1273.0,5229.0,3136.0,1743.0,4208.0,2182.0,1690.0,35.99798893916541,28.55093256814921,12.706611570247933
AK-H-14,02014,AK,lower,14,State House District 14,7304.0,3683.0,2800.0,7651.0,4494.0,2879.0,7437.0,4357.0,2768.0,13.620237544346752,21.90424521904245,22.301754385964912
AK-H-24,02024,AK,lower,24,State House District 24,11272.0,2797.0,7109.0,12982.0,4320.0,8080.0,10128.0,3242.0,6483.0,-43.529174237835655,-30.32258064516129,-33.32647814910026
AK-H-5,02005,AK,lower,5,State House District 5,8013.0,2914.0,4028.0,8902.0,3765.0,4753.0,8029.0,3335.0,4353.0,-16.047248631518293,-11.598966893637003,-13.241415192507805
AK-H-31,02031,AK,lower,31,State House District 31,7603.0,2952.0,3629.0,8382.0,3969.0,4040.0,6996.0,3241.0,3467.0,-10.287190396596262,-0.88650268447996,-3.3691115086463927
AK-H-1,02001,AK,lower,1,State House District 1,8173.0,2624.0,4449.0,9190.0,3706.0,5108.0,8584.0,3373.0,4855.0,-25.80234695320232,-15.906512366689357,-18.01166747690812
AK-H-3,02003,AK,lower,3,State House District 3,8705.0,4018.0,3468.0,9907.0,5600.0,3936.0,11116.0,6143.0,4493.0,7.34704782260219,17.449664429530202,15.513350883790899
AK-H-8,02008,AK,lower,8,State House District 8,10587.0,2048.0,7485.0,12202.0,3023.0,8810.0,10832.0,2591.0,7961.0,-57.03346270848632,-48.905602974731686,-50.89082638362395
AK-H-11,02011,AK,lower,11,State House District 11,9296.0,3609.0,4715.0,10419.0,4697.0,5415.0,9853.0,4645.0,4865.0,-13.286881307063911,-7.100474683544304,-2.3133543638275498
AK-H-13,02013,AK,lower,13,State House District 13,8427.0,3458.0,3993.0,9428.0,4716.0,4360.0,7586.0,3690.0,3589.0,-7.180244262515098,3.922432789775231,1.387553235334524
AK-H-16,02016,AK,lower,16,State House District 16,8981.0,4359.0,3664.0,9840.0,5555.0,3952.0,9646.0,5339.0,3912.0,8.662595039262122,16.86126012411907,15.425359420603177
AK-H-19,02019,AK,lower,19,State House District 19,5041.0,2803.0,1721.0,5561.0,3267.0,2078.0,5032.0,2832.0,1971.0,23.91688770999116,22.24508886810103,17.926296064959402
AK-H-21,02021,AK,lower,21,State House District 21,9093.0,3863.0,4215.0,9887.0,5082.0,4456.0,9055.0,4723.0,3984.0,-4.357514236197078,6.5632208010065005,8.487423911795107
AK-H-23,02023,AK,lower,23,State House District 23,9334.0,2742.0,5330.0,10259.0,3856.0,5969.0,10716.0,4132.0,6115.0,-32.06144697720516,-21.506361323155215,-19.352005465014148
AK-H-26,02026,AK,lower,26,State House District 26,6888.0,1126.0,5100.0,8452.0,1762.0,6397.0,9457.0,2019.0,7146.0,-63.82910375843238,-56.808432405932095,-55.94108019639934
AK-H-29,02029,AK,lower,29,State House District 29,9596.0,2058.0,6434.0,11870.0,3087.0,8283.0,10510.0,2715.0,7421.0,-51.530852567122,-45.699208443271765,-46.42857142857143
AK-H-32,02032,AK,lower,32,State House District 32,5034.0,1373.0,3018.0,5627.0,1836.0,3451.0,5881.0,1892.0,3750.0,-37.46299248462765,-30.54662379421222,-32.93158454448777
AK-H-35,02035,AK,lower,35,State House District 35,9120.0,4041.0,3869.0,9947.0,5213.0,4305.0,9662.0,4843.0,4368.0,2.1744627054361567,9.539819289766758,5.156877646292476
AK-H-36,02036,AK,lower,36,State House District 36,11002.0,3990.0,5582.0,12123.0,4879.0,6705.0,9696.0,3600.0,5665.0,-16.631842875052236,-15.763121546961326,-22.288181327576904
AK-H-40,02040,AK,lower,40,State House District 40,4430.0,2224.0,1339.0,4420.0,2193.0,1945.0,3295.0,1364.0,1688.0,24.83861914117317,5.993233446109231,-10.615989515072084
AK-H-30,02030,AK,lower,30,State House District 30,10084.0,2182.0,6895.0,12098.0,3303.0,8411.0,10346.0,2718.0,7334.0,-51.92244133524292,-43.60594160833191,-45.92120970951055
AK-H-25,02025,AK,lower,25,State House District 25,7783.0,1777.0,5114.0,8696.0,2569.0,5801.0,10472.0,3180.0,6894.0,-48.425482513423304,-38.614097968936676,-36.8671828469327
AK-H-12,02012,AK,lower,12,State House District 12,8334.0,3491.0,3883.0,9552.0,4718.0,4508.0,8526.0,4180.0,4059.0,-5.315975047464063,2.2761760242792106,1.4686248331108143
AK-H-38,02038,AK,lower,38,State House District 38,4669.0,2586.0,1042.0,4907.0,2959.0,1643.0,3996.0,2030.0,1558.0,42.55788313120176,28.596262494567583,13.154960981047935
AK-H-7,02007,AK,lower,7,State House District 7,7698.0,1568.0,5329.0,8815.0,2249.0,6257.0,9619.0,2519.0,6781.0,-54.53095548789329,-47.11968022572302,-45.82795698924731
AK-H-22,02022,AK,lower,22,State House District 22,5189.0,2167.0,2357.0,5962.0,3047.0,2686.0,5471.0,2667.0,2594.0,-4.199823165340407,6.296877725449154,1.3875689032503327
AK-H-15,02015,AK,lower,15,State House District 15,8637.0,3432.0,4279.0,9792.0,4632.0,4861.0,9304.0,4375.0,4595.0,-10.984308131241084,-2.412303802802065,-2.4526198439241917
AK-H-28,02028,AK,lower,28,State House District 28,7238.0,1327.0,5145.0,8316.0,1981.0,6005.0,9289.0,2220.0,6716.0,-58.992583436341164,-50.38817931379916,-50.313339301700985
AK-H-2,02002,AK,lower,2,State House District 2,9648.0,4096.0,4284.0,10808.0,5473.0,4973.0,9593.0,4591.0,4543.0,-2.243436754176611,4.786521156423511,0.5255090869279615
AK-H-9,02009,AK,lower,9,State House District 9,10759.0,4429.0,5135.0,12061.0,5889.0,5861.0,11852.0,5862.0,5584.0,-7.3818485989125895,0.23829787234042554,2.4287960859688975
AK-H-4,02004,AK,lower,4,State House District 4,10474.0,6076.0,3166.0,11550.0,7549.0,3597.0,9286.0,6174.0,2692.0,31.486691192382597,35.45666606854477,39.27362959621024
AK-H-37,02037,AK,lower,37,State House District 37,5280.0,2591.0,1916.0,5329.0,2781.0,2319.0,4352.0,1923.0,2208.0,14.97670290658975,9.058823529411764,-6.899055918663762
AK-H-17,02017,AK,lower,17,State House District 17,7028.0,4174.0,2103.0,7390.0,4820.0,2353.0,7730.0,5002.0,2407.0,32.993468217301256,34.392862121845816,35.024969631529224
AK-H-20,02020,AK,lower,20,State House District 20,8121.0,3812.0,3279.0,8674.0,4723.0,3577.0,7277.0,3933.0,3042.0,7.516570300380765,13.80722891566265,12.774193548387098
AK-H-6,02006,AK,lower,6,State House District 6,9311.0,3355.0,4957.0,11300.0,4832.0,6115.0,12015.0,4786.0,6707.0,-19.273339749759383,-11.720105965104596,-16.714521882885233
AK-H-18,02018,AK,lower,18,State House District 18,4864.0,2031.0,2200.0,5199.0,2765.0,2188.0,4806.0,1928.0,2675.0,-3.9943275821318838,11.649505350292753,-16.22854660004345
AK-H-10,02010,AK,lower,10,State House District 10,8662.0,3346.0,4340.0,9740.0,4585.0,4869.0,8774.0,4080.0,4357.0,-12.932604735883423,-3.0040194626613075,-3.2831575204456556
AK-S-R,0200R,AK,upper,R,State Senate District R,20122.0,8031.0,9450.0,22070.0,10092.0,11010.0,19358.0,8443.0,10033.0,-8.117384588982324,-4.350298549900483,-8.605758822255899
AK-S-S,0200S,AK,upper,S,State Senate District S,9949.0,5177.0,2958.0,10235.0,5740.0,3961.0,8348.0,3953.0,3766.0,27.277197295636142,18.338315637563138,2.4225936002072808
AK-S-T,0200T,AK,upper,T,State Senate District T,9410.0,4929.0,2612.0,9649.0,5329.0,3688.0,7503.0,3546.0,3378.0,30.72536798833046,18.198957524675613,2.4263431542461005
AK-S-I,0200I,AK,upper,I,State Senate District I,11892.0,6205.0,4303.0,12588.0,7585.0,4541.0,12536.0,6930.0,5082.0,18.10049486105824,25.103084281708725,15.384615384615385
AK-S-J,0200J,AK,upper,J,State Senate District J,13161.0,6615.0,5000.0,14236.0,7991.0,5655.0,12309.0,6765.0,5013.0,13.904433921653034,17.118569544188773,14.875191034131433
AK-S-K,0200K,AK,upper,K,State Senate District K,14282.0,6030.0,6572.0,15849.0,8129.0,7142.0,14526.0,7390.0,6578.0,-4.300904618314553,6.463230960644359,5.813287514318442
AK-S-L,0200L,AK,upper,L,State Senate District L,20606.0,5540.0,12438.0,23241.0,8176.0,14049.0,20844.0,7374.0,12598.0,-38.36911781065747,-26.4251968503937,-26.156619266973763
AK-S-M,0200M,AK,upper,M,State Senate District M,14670.0,2903.0,10214.0,17148.0,4332.0,12198.0,19929.0,5199.0,14040.0,-55.73683006785088,-47.58620689655172,-45.95353188835178
AK-S-N,0200N,AK,upper,N,State Senate District N,13918.0,2449.0,10040.0,16461.0,3684.0,12149.0,18148.0,4030.0,13497.0,-60.78148770918408,-53.46428345859913,-54.01380726878531
AK-S-O,0200O,AK,upper,O,State Senate District O,19680.0,4240.0,13329.0,23968.0,6390.0,16693.0,20856.0,5433.0,14755.0,-51.73316637258808,-44.63457956071568,-46.17594610659798
AK-S-P,0200P,AK,upper,P,State Senate District P,12637.0,4324.0,6647.0,14009.0,5804.0,7492.0,12878.0,5134.0,7217.0,-21.17400419287212,-12.695547533092661,-16.865031171565057
AK-S-Q,0200Q,AK,upper,Q,State Senate District Q,15271.0,3505.0,9848.0,16958.0,5044.0,11118.0,18890.0,5789.0,12388.0,-47.50243390998278,-37.58198242791734,-36.30412059195687
AK-S-A,0200A,AK,upper,A,State Senate District A,17821.0,6720.0,8733.0,19999.0,9180.0,10081.0,18177.0,7964.0,9397.0,-13.026596777324793,-4.677846425419241,-8.254132826450089
AK-S-B,0200B,AK,upper,B,State Senate District B,19179.0,10094.0,6633.0,21456.0,13148.0,7533.0,20403.0,12317.0,7185.0,20.691098224427574,27.15052463613945,26.315249717977647
AK-S-C,0200C,AK,upper,C,State Senate District C,17324.0,6268.0,8985.0,20202.0,8596.0,10868.0,20044.0,8121.0,11060.0,-17.812889267685044,-11.672831894780106,-15.322454512277774
AK-S-D,0200D,AK,upper,D,State Senate District D,18284.0,3617.0,12814.0,21017.0,5272.0,15067.0,20451.0,5110.0,14742.0,-55.97346479216115,-48.15870986774178,-48.51904090267983
AK-S-E,0200E,AK,upper,E,State Senate District E,19421.0,7775.0,9475.0,21801.0,10474.0,10730.0,20626.0,9942.0,9941.0,-9.855072463768117,-1.2073193737030747,0.005029422119398481
AK-S-F,0200F,AK,upper,F,State Senate District F,17630.0,7100.0,8598.0,19971.0,9415.0,9923.0,18379.0,8825.0,8924.0,-9.54261689387183,-2.6269521150067225,-0.5577779029804496
AK-S-G,0200G,AK,upper,G,State Senate District G,15730.0,7141.0,6793.0,17080.0,9210.0,7239.0,15023.0,8047.0,6357.0,2.4974881584613176,11.982491336859384,11.732851985559567
AK-S-H,0200H,AK,upper,H,State Senate District H,17619.0,7791.0,7943.0,19632.0,10187.0,8813.0,18950.0,9714.0,8507.0,-0.9660607601372823,7.231578947368421,6.6242247955655555
AL-H-103,01103,AL,lower,103,State House District 103,17186.0,10693.0,5951.0,17964.0,11677.0,6014.0,15600.0,9849.0,5479.0,28.49074741648642,32.01062687242101,28.50991649269311
AL-H-104,01104,AL,lower,104,State House District 104,20712.0,6476.0,13395.0,21802.0,8027.0,13412.0,21351.0,7939.0,13078.0,-34.81958633184037,-25.117776015672373,-24.45163439120712
AL-H-105,01105,AL,lower,105,State House District 105,19075.0,3766.0,14771.0,21774.0,4653.0,16861.0,21225.0,4012.0,17042.0,-59.36775098451746,-56.744445477363584,-61.888477248978816
AL-H-30,01030,AL,lower,30,State House District 30,20644.0,2432.0,17649.0,23365.0,3056.0,20055.0,23308.0,2678.0,20447.0,-75.77809870026393,-73.55371900826447,-76.83891891891892
AL-H-25,01025,AL,lower,25,State House District 25,21912.0,7592.0,12486.0,25668.0,10970.0,13962.0,26935.0,12265.0,13924.0,-24.37493774280307,-12.000641745547892,-6.334720684256749
AL-H-12,01012,AL,lower,12,State House District 12,19789.0,2161.0,17016.0,21850.0,2563.0,18998.0,22896.0,2357.0,20308.0,-77.46258538874694,-76.22559250498585,-79.20141186851974
AL-H-38,01038,AL,lower,38,State House District 38,18316.0,5598.0,12257.0,21471.0,6706.0,14492.0,21481.0,5991.0,15275.0,-37.294875385046204,-36.72988017737522,-43.656540957396786
AL-H-7,01007,AL,lower,7,State House District 7,20575.0,5472.0,14553.0,22350.0,5666.0,16476.0,22193.0,4659.0,17362.0,-45.348314606741575,-48.82124469334297,-57.68584532945824
AL-H-66,01066,AL,lower,66,State House District 66,21140.0,5170.0,15462.0,23217.0,5754.0,17265.0,22954.0,4756.0,18031.0,-49.88367584335013,-50.0065163560537,-58.25690086452801
AL-H-22,01022,AL,lower,22,State House District 22,21082.0,4265.0,15716.0,26347.0,6519.0,19334.0,28398.0,7036.0,20921.0,-57.30944397177319,-49.56871542954396,-49.6655578209393
AL-H-100,01100,AL,lower,100,State House District 100,19813.0,4482.0,14619.0,21727.0,6043.0,15359.0,22493.0,6580.0,15593.0,-53.07051986806973,-43.528642182973556,-40.64853650836603
AL-H-59,01059,AL,lower,59,State House District 59,19129.0,15360.0,3397.0,19967.0,16613.0,3171.0,16075.0,13195.0,2708.0,63.778855893799644,67.94379296401132,65.94353266679242
AL-H-15,01015,AL,lower,15,State House District 15,20189.0,6645.0,12642.0,22935.0,9160.0,13412.0,23358.0,10073.0,12814.0,-31.093482656711775,-18.837497784866205,-11.976231048193299
AL-H-69,01069,AL,lower,69,State House District 69,25693.0,15182.0,10077.0,25933.0,15092.0,10638.0,23605.0,12675.0,10736.0,20.21061799754543,17.310532452390206,8.282431335696895
AL-H-28,01028,AL,lower,28,State House District 28,18619.0,7331.0,10680.0,19329.0,7742.0,11303.0,17842.0,6428.0,11211.0,-18.594192437954582,-18.697820950380677,-27.11604966267929
AL-H-2,01002,AL,lower,2,State House District 2,22378.0,3999.0,17605.0,25113.0,4622.0,20148.0,26060.0,4265.0,21493.0,-62.97907794852805,-62.680662091239405,-66.88407485053187
AL-H-33,01033,AL,lower,33,State House District 33,20474.0,7071.0,13019.0,21743.0,7727.0,13843.0,20402.0,6345.0,13916.0,-29.606769537083128,-28.354195642095505,-37.3673560041459
AL-H-63,01063,AL,lower,63,State House District 63,14580.0,5426.0,8144.0,14144.0,6000.0,7832.0,13315.0,5405.0,7634.0,-20.029476787030216,-13.24465008675535,-17.09486923843853
AL-H-98,01098,AL,lower,98,State House District 98,22817.0,13346.0,9013.0,23251.0,13143.0,9901.0,21272.0,10976.0,10075.0,19.379220895388883,14.068738066307931,4.280081706332241
AL-H-86,01086,AL,lower,86,State House District 86,18928.0,3659.0,14772.0,21226.0,4749.0,16197.0,20574.0,4236.0,16119.0,-60.295154902067175,-54.654826697221424,-58.37877671333824
AL-H-96,01096,AL,lower,96,State House District 96,21068.0,4972.0,14948.0,23077.0,6652.0,15990.0,25190.0,6803.0,17956.0,-50.08032128514056,-41.24193975797191,-45.04624580960459
AL-H-81,01081,AL,lower,81,State House District 81,20869.0,6011.0,14405.0,22995.0,6603.0,16184.0,22353.0,5761.0,16383.0,-41.114811912225704,-42.045903365954274,-47.96784682080925
AL-H-68,01068,AL,lower,68,State House District 68,27545.0,14602.0,12647.0,27745.0,14639.0,12957.0,24899.0,12429.0,12329.0,7.174575213769313,6.095086244383244,0.40390984732207774
AL-H-79,01079,AL,lower,79,State House District 79,16605.0,6597.0,8462.0,18449.0,8214.0,9673.0,18356.0,7548.0,10318.0,-12.384620492728601,-8.156761894113043,-15.504309862308297
AL-H-71,01071,AL,lower,71,State House District 71,22476.0,13562.0,8557.0,22807.0,13763.0,8837.0,19844.0,10971.0,8695.0,22.627605226276053,21.79646017699115,11.573273670293908
AL-H-73,01073,AL,lower,73,State House District 73,19911.0,5115.0,13661.0,21410.0,7259.0,13759.0,20025.0,7079.0,12619.0,-45.51555176821474,-30.925873061185648,-28.12468270890446
AL-H-58,01058,AL,lower,58,State House District 58,17466.0,12213.0,4782.0,18226.0,14134.0,3885.0,16835.0,13066.0,3538.0,43.724624889673436,56.87885010266941,57.383762948687064
AL-H-50,01050,AL,lower,50,State House District 50,20338.0,2842.0,16822.0,23667.0,4229.0,19147.0,24940.0,4885.0,19791.0,-71.09438567941416,-63.81759069130732,-60.40687307505268
AL-H-34,01034,AL,lower,34,State House District 34,20209.0,1676.0,18085.0,21621.0,2059.0,19360.0,22074.0,2075.0,19813.0,-83.03729568341683,-80.7740790886596,-81.03983918128655
AL-H-84,01084,AL,lower,84,State House District 84,19842.0,11018.0,8535.0,20871.0,11637.0,9080.0,19602.0,10275.0,9151.0,12.698818595611927,12.342520635227109,5.786059919695254
AL-H-89,01089,AL,lower,89,State House District 89,17174.0,5794.0,10842.0,18305.0,6593.0,11476.0,17376.0,5673.0,11555.0,-30.343832652079826,-27.024185068349105,-34.14209426514976
AL-H-91,01091,AL,lower,91,State House District 91,17744.0,4009.0,13112.0,18869.0,4794.0,13801.0,18883.0,4381.0,14300.0,-53.168623328076634,-48.43775208389352,-53.09672929714684
AL-H-77,01077,AL,lower,77,State House District 77,18993.0,13562.0,4758.0,18443.0,13676.0,4453.0,15310.0,11044.0,3974.0,48.056768558951966,50.87428981190358,47.07684112398455
AL-H-54,01054,AL,lower,54,State House District 54,19975.0,15707.0,3289.0,21023.0,17010.0,3587.0,17655.0,13792.0,3499.0,65.37165719098758,65.16968490556877,59.5280781909664
AL-H-49,01049,AL,lower,49,State House District 49,23225.0,5113.0,17106.0,26388.0,6877.0,19130.0,26597.0,6822.0,19417.0,-53.97632656735226,-47.11423847425693,-48.00106711383818
AL-H-27,01027,AL,lower,27,State House District 27,20559.0,2930.0,16927.0,23408.0,3480.0,19616.0,24299.0,3431.0,20608.0,-70.48899632371456,-69.86491167301698,-71.45471941428512
AL-H-9,01009,AL,lower,9,State House District 9,20114.0,2783.0,16629.0,21125.0,2988.0,17848.0,21799.0,2962.0,18588.0,-71.32701421800948,-71.31887118448839,-72.51044083526682
AL-H-4,01004,AL,lower,4,State House District 4,20577.0,5539.0,13783.0,24167.0,7823.0,15774.0,25653.0,8571.0,16498.0,-42.6663906427906,-33.69496122388439,-31.620726794048426
AL-H-83,01083,AL,lower,83,State House District 83,16725.0,9303.0,6975.0,19075.0,10833.0,8039.0,18526.0,9450.0,8835.0,14.301511242167342,14.805002119542179,3.3634126333059884
AL-H-76,01076,AL,lower,76,State House District 76,18290.0,13265.0,4552.0,19391.0,14842.0,4343.0,17343.0,13059.0,4051.0,48.90273334455857,54.72504560854835,52.64757451782584
AL-H-55,01055,AL,lower,55,State House District 55,19628.0,16681.0,2130.0,20145.0,17564.0,2247.0,16752.0,14311.0,2157.0,77.35367604061454,77.3156327292918,73.80374058780666
AL-H-37,01037,AL,lower,37,State House District 37,21917.0,6492.0,14830.0,24933.0,7655.0,17014.0,25108.0,6838.0,17999.0,-39.1051496107307,-37.93830313348737,-44.93698916938438
AL-H-90,01090,AL,lower,90,State House District 90,22156.0,7337.0,14516.0,23899.0,7801.0,15929.0,22366.0,6445.0,15790.0,-32.85132476090239,-34.252001685630006,-42.028333708117835
AL-H-60,01060,AL,lower,60,State House District 60,21582.0,15337.0,5794.0,21988.0,16285.0,5474.0,19207.0,14219.0,4800.0,45.161137665041885,49.685187738407095,49.52416005047584
AL-H-51,01051,AL,lower,51,State House District 51,22996.0,2980.0,19373.0,25574.0,4566.0,20692.0,24802.0,4953.0,19609.0,-73.3369122712835,-63.84511837833558,-59.66940802866216
AL-H-17,01017,AL,lower,17,State House District 17,20728.0,2538.0,17784.0,21834.0,2517.0,19127.0,21234.0,2068.0,19007.0,-75.022143489814,-76.74182221400851,-80.37485172004745
AL-H-74,01074,AL,lower,74,State House District 74,20783.0,11124.0,8923.0,21097.0,12847.0,7930.0,18840.0,11979.0,6526.0,10.979198882625829,23.665591760119362,29.467711429343417
AL-H-93,01093,AL,lower,93,State House District 93,19517.0,4590.0,14329.0,20278.0,5408.0,14573.0,19796.0,4895.0,14667.0,-51.47735081135366,-45.86857514638907,-49.953992434311424
AL-H-88,01088,AL,lower,88,State House District 88,19033.0,4506.0,13776.0,21186.0,6194.0,14621.0,21912.0,6649.0,14962.0,-50.70561207745323,-40.48522699975979,-38.4665216787747
AL-H-41,01041,AL,lower,41,State House District 41,21025.0,4391.0,15902.0,24698.0,6387.0,17965.0,25961.0,6817.0,18853.0,-56.723993495293946,-47.54434954007885,-46.88741721854305
AL-H-62,01062,AL,lower,62,State House District 62,18309.0,4614.0,13142.0,21177.0,6279.0,14636.0,20250.0,5807.0,14250.0,-48.02883532327101,-39.956968682763566,-42.09502916687441
AL-H-20,01020,AL,lower,20,State House District 20,26171.0,7072.0,17078.0,30286.0,10722.0,18717.0,29509.0,10867.0,17862.0,-41.43271221532091,-27.15785182920615,-24.348219569076544
AL-H-6,01006,AL,lower,6,State House District 6,21496.0,6121.0,14199.0,25961.0,8488.0,16900.0,26973.0,9136.0,17346.0,-39.753937007874015,-33.133763982984085,-31.002190166905823
AL-H-18,01018,AL,lower,18,State House District 18,18209.0,3383.0,14264.0,19748.0,3408.0,16159.0,19220.0,2633.0,16400.0,-61.6592055306851,-65.16584044564829,-72.33226501339777
AL-H-10,01010,AL,lower,10,State House District 10,19145.0,7534.0,9965.0,23043.0,11100.0,11272.0,24792.0,12029.0,12138.0,-13.892222412709298,-0.768818165564098,-0.4510282616791493
AL-H-39,01039,AL,lower,39,State House District 39,18932.0,2731.0,15705.0,21274.0,3032.0,18062.0,21945.0,2698.0,19078.0,-70.37318290301585,-71.25248885939129,-75.22042615723733
AL-H-14,01014,AL,lower,14,State House District 14,23218.0,2361.0,20370.0,25407.0,2587.0,22557.0,24755.0,2260.0,22329.0,-79.22660683647882,-79.42252624880688,-81.61779657570459
AL-H-24,01024,AL,lower,24,State House District 24,18079.0,2498.0,15028.0,20384.0,2873.0,17289.0,20722.0,2613.0,17914.0,-71.49378066872075,-71.50084317032041,-74.54084863837872
AL-H-5,01005,AL,lower,5,State House District 5,20505.0,5146.0,14480.0,24494.0,7122.0,16915.0,26462.0,7502.0,18564.0,-47.5593600326098,-40.741357074510134,-42.43842553517993
AL-H-31,01031,AL,lower,31,State House District 31,19176.0,4093.0,14546.0,21708.0,4850.0,16637.0,21503.0,4120.0,17172.0,-56.08133483555985,-54.856424815004424,-61.300018786398645
AL-H-11,01011,AL,lower,11,State House District 11,20425.0,1883.0,18041.0,22565.0,2238.0,20122.0,22821.0,1941.0,20692.0,-81.09817305761895,-79.98211091234347,-82.84805372685902
AL-H-13,01013,AL,lower,13,State House District 13,21475.0,3331.0,17590.0,22683.0,3626.0,18803.0,21854.0,3117.0,18569.0,-68.15639787773051,-67.6668598689197,-71.25334317070921
AL-H-16,01016,AL,lower,16,State House District 16,21816.0,2593.0,18699.0,24513.0,3192.0,21094.0,24011.0,2860.0,20984.0,-75.64343415367274,-73.71325043234785,-76.01073645361517
AL-H-19,01019,AL,lower,19,State House District 19,19062.0,12786.0,5375.0,22632.0,15876.0,6392.0,22870.0,14875.0,7589.0,40.8072242717912,42.590264056044546,32.43411680911681
AL-H-21,01021,AL,lower,21,State House District 21,22892.0,6947.0,14484.0,27155.0,9862.0,16670.0,28983.0,11420.0,16958.0,-35.16868088283328,-25.65958088346148,-19.515117344421736
AL-H-23,01023,AL,lower,23,State House District 23,19852.0,3510.0,15732.0,22341.0,3546.0,18557.0,22361.0,3126.0,19045.0,-63.51730589335828,-67.91385784735104,-71.80100130801497
AL-H-26,01026,AL,lower,26,State House District 26,14758.0,1987.0,12306.0,16247.0,2463.0,13575.0,16089.0,2122.0,13826.0,-72.1961799482264,-69.28544706322484,-73.38851266616504
AL-H-29,01029,AL,lower,29,State House District 29,22191.0,2969.0,18593.0,24642.0,3424.0,20941.0,24435.0,3159.0,21075.0,-72.46081068546518,-71.89411040426842,-73.9291903936618
AL-H-32,01032,AL,lower,32,State House District 32,17097.0,8893.0,7832.0,17749.0,9232.0,8363.0,15866.0,7319.0,8387.0,6.343796711509716,4.938903097470872,-6.799949064051955
AL-H-35,01035,AL,lower,35,State House District 35,17079.0,3929.0,12742.0,18179.0,4301.0,13690.0,17212.0,3610.0,13472.0,-52.864255293623664,-52.18720471346785,-57.73328650040979
AL-H-36,01036,AL,lower,36,State House District 36,23320.0,5508.0,17008.0,25058.0,6578.0,18134.0,22828.0,5858.0,16733.0,-51.07479125954877,-46.76270637746844,-48.138639281129656
AL-H-40,01040,AL,lower,40,State House District 40,20643.0,3895.0,15924.0,22514.0,4737.0,17473.0,22429.0,4199.0,17992.0,-60.694283263534984,-57.34353894642054,-62.15582893966022
AL-H-42,01042,AL,lower,42,State House District 42,21079.0,3284.0,17358.0,22977.0,3677.0,19092.0,23509.0,3264.0,20053.0,-68.18137777347157,-67.70169967938864,-72.00325942445426
AL-H-1,01001,AL,lower,1,State House District 1,20721.0,5217.0,14585.0,23398.0,6412.0,16597.0,22658.0,5623.0,16697.0,-47.30835269164731,-44.26528749619714,-49.61469534050179
AL-H-3,01003,AL,lower,3,State House District 3,19588.0,7042.0,11751.0,21802.0,8409.0,13050.0,20350.0,6926.0,13155.0,-25.0572021497366,-21.627289249266042,-31.019371545241768
AL-H-8,01008,AL,lower,8,State House District 8,17596.0,5795.0,11160.0,18704.0,7072.0,11355.0,17531.0,6151.0,11160.0,-31.642583308758475,-23.243067238291637,-28.935359020276124
AL-H-43,01043,AL,lower,43,State House District 43,26200.0,5850.0,18641.0,28900.0,8666.0,19617.0,28711.0,7966.0,20071.0,-52.22734882201625,-38.719372060955344,-43.17509005956415
AL-H-44,01044,AL,lower,44,State House District 44,23241.0,5090.0,17242.0,25646.0,8229.0,16997.0,25436.0,9126.0,15947.0,-54.41518896650547,-34.75778958217712,-27.20456267698321
AL-H-45,01045,AL,lower,45,State House District 45,21247.0,4804.0,15480.0,25130.0,6857.0,17865.0,24989.0,6924.0,17670.0,-52.63261684085979,-44.527141817005095,-43.69358380092706
AL-H-46,01046,AL,lower,46,State House District 46,24243.0,7625.0,14603.0,27211.0,10825.0,15644.0,26004.0,10201.0,14857.0,-31.392837862155837,-18.20620348332011,-18.580892329794878
AL-H-47,01047,AL,lower,47,State House District 47,20528.0,7003.0,12030.0,22244.0,9572.0,12107.0,20980.0,8426.0,11865.0,-26.412021226291177,-11.693343788920153,-16.94840076881376
AL-H-48,01048,AL,lower,48,State House District 48,23413.0,5828.0,16058.0,25867.0,7795.0,17513.0,25242.0,8058.0,16508.0,-46.742209631728045,-38.398925241030504,-34.39713425059024
AL-H-52,01052,AL,lower,52,State House District 52,21407.0,17766.0,2714.0,22011.0,18749.0,2906.0,17584.0,14494.0,2769.0,73.49609375,73.1609328099746,67.91982853501709
AL-H-53,01053,AL,lower,53,State House District 53,14745.0,10103.0,3843.0,17859.0,13210.0,4251.0,14318.0,10041.0,4002.0,44.887422916965434,51.30863066261955,43.003631702627644
AL-H-56,01056,AL,lower,56,State House District 56,18654.0,13516.0,4704.0,19748.0,14493.0,5030.0,18088.0,12980.0,4864.0,48.36443468715697,48.471034164831224,45.48307554360009
