code,level,state,district,pres16_total,pres16_dem,pres16_rep,pres20_total,pres20_dem,pres20_rep,pres24_total,pres24_dem,pres24_rep,margin_2016,margin_2020,margin_2024
CA-22,district,CA,22,148327,85332,54863,189956,108930,76598,171160,81761,84855,21.733300046363993,17.427019102237935,-1.8569645172132327
CA-23,district,CA,23,239572,93385,132767,301409,128992,165463,276563,107871,161464,-17.413951678517105,-12.385933334465369,-19.898267956262647
CA-24,district,CA,24,324394,191795,110312,378599,239698,129955,351365,214059,126370,26.971569675644723,29.688112905887415,25.75838133649013
CA-25,district,CA,25,217741,122676,85098,283332,162219,115733,270081,139917,124154,18.085997285512143,16.724470412157494,5.969227972780048
CA-26,district,CA,26,309914,177503,114648,377422,227110,142642,343374,193089,140597,21.51455925189371,22.84450117916874,15.730956647866556
CA-27,district,CA,27,257839,145107,97256,329919,193710,128922,296071,157992,129114,19.743525208055683,20.081083091571823,10.05830599151533
CA-28,district,CA,28,288234,184398,87774,368031,240596,120216,326776,199321,116646,35.501080199285745,33.36363535580856,26.165707178281277
CA-29,district,CA,29,217818,167798,38126,278708,205835,66753,239025,156032,75625,62.97080476292224,51.022788970901146,34.709505864273474
CA-30,district,CA,30,309258,225759,66999,382071,273452,101697,341501,233206,96623,54.22909023835386,45.7831421648465,41.410245915307634
CA-31,district,CA,31,256037,157364,83888,330596,203333,120410,291926,159433,123733,30.456120571021174,25.6138356659449,12.607445809172004
CA-32,district,CA,32,322638,212185,93210,396309,261121,127773,359671,219580,129616,38.957743250544375,34.28903505839638,25.76318170883973
CA-33,district,CA,33,209314,130175,67605,275681,170325,99061,248383,132778,108364,31.63616139144504,26.454232959396556,10.124325086463577
CA-34,district,CA,34,198317,166571,20440,253311,205047,42312,214522,156727,48089,78.14032329649058,65.78899494257334,53.04175455042574
CA-35,district,CA,35,214097,131214,71126,290094,176058,107853,260394,136333,116142,29.69655036077889,24.023373521984002,7.997227448262204
CA-36,district,CA,36,358360,248098,88950,421859,299632,113497,385607,261900,111111,47.21820037502077,45.054934415158456,40.42481320926192
CA-37,district,CA,37,231849,204880,16919,279706,239694,34727,235123,184949,42949,84.74384465214,74.69071244547611,62.308576643937194
CA-38,district,CA,38,239041,154188,72172,305247,192239,106965,261693,142692,110315,36.23254992048065,28.500287429312444,12.796879137731368
CA-39,district,CA,39,206876,126878,67779,266320,164929,95580,235122,125176,102730,30.36058297415454,26.62057740807419,9.84879731117215
CA-40,district,CA,40,301368,121928,163266,397465,179744,210083,381054,161580,208158,-14.494694839302369,-7.782683087626049,-12.59756908946335
CA-41,district,CA,41,277244,170270,90662,348655,215396,125512,310791,172644,128621,30.509098155841368,26.36605770471799,14.612716379267424
CA-42,district,CA,42,313401,173517,119343,388327,227988,151313,349656,192310,146354,18.498258553575088,20.214816201380962,13.569791888125105
CA-43,district,CA,43,220096,185173,25041,270712,218705,46038,223391,162810,53414,76.17570666083134,65.22061017666189,50.5938286221696
CA-44,district,CA,44,210652,167919,32208,261940,197434,58412,219761,145044,67751,67.81243910117075,54.33815654729799,36.322751944359595
CA-45,district,CA,45,254163,147086,93147,336493,182099,148046,300328,151753,139878,22.45278542082062,10.314558754486665,4.07192650987035
CA-46,district,CA,46,203064,130126,60820,260764,164307,90684,227530,128596,91799,36.29612560619233,28.872783745308656,16.695932303364415
CA-47,district,CA,47,295756,155989,122746,383910,219008,157105,357754,190234,154166,11.926381688700738,16.458617489956477,10.472706155632986
CA-48,district,CA,48,261942,122931,123869,341175,179202,154412,328054,165384,154132,-0.38006482982171796,7.4307433141295025,3.5215763842812255
CA-49,district,CA,49,322115,166708,136094,406458,229526,167891,388330,211925,164898,10.110237052595425,15.50889871344205,12.47986455179222
CA-50,district,CA,50,327981,177367,129599,404074,239765,154464,371751,214074,146224,15.56133252542627,21.63742393380497,18.83163381423155
CA-51,district,CA,51,318830,180744,118963,388146,233972,145350,355638,205084,140213,20.613799477489682,23.36326392879928,18.787015236159014
CA-52,district,CA,52,244110,166832,64326,306819,201155,99185,272681,156736,108793,44.34456086313258,33.95152160884331,18.055654937878725
CO-01,district,CO,1,334973,246634,63455,397329,315919,72380,366354,280662,75479,59.073040320682125,62.71945073255404,57.61285558247997
CO-02,district,CO,2,399225,242986,121475,446101,306343,128381,431937,295692,123973,33.33991840004829,40.93677827771184,40.91811325700261
CO-03,district,CO,3,357266,139358,189660,412129,184177,218192,406766,178501,218065,-15.28852524785878,-8.45368306206492,-9.976649536268868
CO-04,district,CO,4,365046,117337,217525,442213,174566,256598,461578,182901,267114,-29.919190591945338,-19.02570715551391,-18.71337622079264
CO-05,district,CO,5,314303,107229,175679,373442,160890,198634,375473,165522,199615,-24.195144711354928,-10.498325563801025,-9.337043356329268
CO-06,district,CO,6,332723,173994,130081,383801,232523,141218,360369,210533,139305,14.441502918687824,24.430019719538397,20.360281044369106
CO-07,district,CO,7,394772,185568,173918,459883,256137,190958,445768,249924,183164,3.240738165046761,14.578333463805231,15.41488104034284
CO-08,district,CO,8,281939,125764,130691,342082,173797,158246,344500,164426,170726,-1.9211947515158603,4.683429555810543,-1.8797441161025445
CT-01,district,CT,1,327259,194466,118324,359968,227813,126734,343970,208405,129726,24.34284983535279,28.509337266991402,23.26879227281734
CT-02,district,CT,2,353384,172514,160603,391663,214323,169390,388589,205994,175984,3.575620577754963,11.710054128997454,7.856473409463373
CT-03,district,CT,3,326342,179608,134228,359611,212970,142041,342043,191715,143619,14.459781541951847,19.979380920591193,14.342715024423411
CT-04,district,CT,4,316448,190493,113120,355029,230421,119649,338461,206080,127034,25.484086649781133,31.642814294284,23.729413954381982
CT-05,district,CT,5,321222,160336,146834,357356,195183,156794,345708,179741,160435,4.395611550607156,10.906678561383272,5.6752974930624145
DE-01,district,DE,1,441052,235154,185062,504010,296268,200603,510775,288933,214262,11.920536105241114,19.253488329968945,14.839376384900484
FL-01,district,FL,1,367242,103970,243249,423264,139203,275564,422612,130047,286312,-40.11272424608101,-32.87653067867019,-37.531313121608996
FL-02,district,FL,2,381032,159976,204914,411700,180593,225707,413134,166349,241011,-12.315492340157308,-11.103618016244155,-18.32826001571092
FL-03,district,FL,3,348275,141371,192669,393522,166674,222024,400758,155705,239803,-15.35684349179739,-14.239846873408146,-21.2632867097505
FL-04,district,FL,4,347759,149004,185561,400821,184068,210863,398747,173074,220114,-10.926725748359809,-6.784729484390945,-11.963742535377477
FL-05,district,FL,5,358884,131386,209914,427864,176973,244305,439074,169106,262791,-23.008496923527687,-15.982795208864456,-21.69151441200101
FL-06,district,FL,6,365067,133086,218572,427616,161022,262093,442572,152600,285318,-24.30941426044623,-23.887359228578518,-30.3065870779461
FL-07,district,FL,7,374512,163729,192372,433846,202046,226041,428617,184389,237638,-8.043504511360542,-5.605169042741312,-12.617439168584
FL-08,district,FL,8,383313,156158,206745,434539,190788,237424,432353,177979,247784,-13.939537562378929,-10.89086714057523,-16.395271547785974
FL-09,district,FL,9,305876,144139,150585,373055,171889,197172,375543,152205,218724,-2.1871310107083235,-6.850629028805537,-17.93308153312359
FL-10,district,FL,10,299763,193520,91818,335396,220525,110247,299915,183316,111659,35.642641358669366,33.33958134303992,24.29256716670904
FL-11,district,FL,11,337842,142011,183528,423819,189517,230117,450673,187138,257579,-12.753310663238507,-9.675097823341293,-15.839511419621916
FL-12,district,FL,12,337176,153722,168020,398692,185004,208306,384441,159992,218925,-4.443933337891851,-5.9245887467900635,-15.553010289852395
FL-13,district,FL,13,389140,166993,202454,438499,199274,233340,409293,174633,228934,-9.598399770467752,-7.874456212697694,-13.45526269491807
FL-14,district,FL,14,324372,145385,162884,395901,189458,200699,389451,171478,212233,-5.676535752865193,-2.8811478456108692,-10.621274865719252
FL-15,district,FL,15,334307,143745,176208,394126,173755,215554,400234,157393,236555,-10.146177719852604,-10.736715565270774,-20.094530242570087
FL-16,district,FL,16,362284,163344,183465,427170,199416,222824,433163,184339,243417,-5.801752549674316,-5.543766578249336,-13.811144671261186
FL-17,district,FL,17,374268,152684,207803,443876,189104,250655,453507,174415,274186,-15.290149159331682,-13.996529917523008,-22.24047650361903
FL-18,district,FL,18,303199,131343,159066,365753,162062,199004,372105,152345,215216,-9.546191750255675,-10.231370441969059,-17.104915918718252
FL-19,district,FL,19,361337,132367,217409,427434,165037,259154,424197,145965,273568,-24.313274781574492,-22.18741085973064,-30.415485790152385
FL-20,district,FL,20,318861,237566,73584,359683,265212,91710,325400,221083,100489,52.701912260967376,48.61062080790761,37.50139937556752
FL-21,district,FL,21,374757,162763,199110,441689,199523,238441,451872,186840,259933,-10.044131504699163,-8.886118493757477,-16.36020977095751
FL-22,district,FL,22,324737,168161,146477,388260,198114,186929,388170,171280,211914,6.891729543157534,2.9048703651280507,-10.604028246788832
FL-23,district,FL,23,311337,198452,104281,360417,226632,130749,339960,191314,144504,31.106949027691066,26.829350189293777,13.939097963778
FL-24,district,FL,24,283529,237143,40004,316184,246096,67594,278540,191452,83867,71.13156555907155,56.90394975931652,39.07648945405148
FL-25,district,FL,25,346258,188436,148040,400621,209005,188734,379038,169978,204494,12.00561109856275,5.096558295766822,-9.217244546988827
FL-26,district,FL,26,290150,169889,112089,345108,169398,173413,327045,131900,191796,20.498053039598833,-1.1711992905711894,-18.5037813256883
FL-27,district,FL,27,307874,175715,121689,358962,177712,178550,338423,142685,191851,18.165861925192665,-0.235220146970488,-14.696774039266328
FL-28,district,FL,28,284266,158917,115376,343052,158945,181518,336629,124038,209511,15.873901266164284,-6.630089025826595,-25.625320417689757
GA-01,district,GA,1,274027,110607,155973,338540,144348,189659,363903,152157,209766,-17.017780778753096,-13.565883349750155,-15.917474158868048
GA-02,district,GA,2,280721,150531,124987,317651,173868,140913,316657,169767,145620,9.271263583504526,10.469183336986667,7.656307964500757
GA-03,district,GA,3,317474,97676,210579,385087,132203,248167,418466,145846,270151,-36.62649429855153,-30.487157241633145,-29.88122510498874
GA-04,district,GA,4,264373,201353,55295,317434,248553,65339,309227,234107,71829,56.90985318412768,58.36848342742089,53.04312012970033
GA-05,district,GA,5,292351,245682,36974,347624,298153,45247,352020,300220,48212,73.83816370429072,73.6476412347117,72.32630757220922
GA-06,district,GA,6,299005,208026,81373,367502,272522,90694,375844,280228,92564,43.764145695043865,50.060570018941895,50.34013605442177
GA-07,district,GA,7,317129,103939,199602,407587,161754,239986,432225,166107,261295,-31.515676630175165,-19.47329118335242,-22.271304298997197
GA-08,district,GA,8,279771,93873,179794,330378,117855,209131,345695,119189,225077,-31.396185875534865,-27.91434495666481,-30.75761184665346
GA-09,district,GA,9,283542,79279,194713,365652,121435,239400,401625,130883,267731,-42.130427165756664,-32.6922277495254,-34.33095676519139
GA-10,district,GA,10,301949,105431,187360,376507,145845,225968,413992,162653,248788,-27.982075951788136,-21.549273425081964,-20.934957867592193
GA-11,district,GA,11,316537,101813,200830,390391,149122,234735,420715,159375,257408,-32.717426142352544,-22.30335776083281,-23.52135283828755
GA-12,district,GA,12,287771,121481,159486,340904,151132,185716,348841,148916,198212,-13.526499553328328,-10.266945328456751,-14.201101610933142
GA-13,district,GA,13,290158,183801,98554,356715,248790,104145,364772,257798,103643,30.19142568752103,40.98346721067619,42.6501144031806
GA-14,district,GA,14,287565,74471,203584,356510,108927,242737,386084,120771,262821,-46.43433853014691,-38.050525501615176,-37.03153350434837
HI-01,district,HI,1,208431,131565,63534,279671,178661,96350,248838,153038,91497,34.86998908246582,29.93007552425176,25.166540577013514
HI-02,district,HI,2,220506,135326,65313,294798,187469,100514,267863,160006,102164,34.89501044163896,30.194490647017357,22.062783689972154
IA-01,district,IA,1,396628,177850,189883,428058,203400,215742,424688,190502,226309,-3.272211087936084,-2.9445867987460095,-8.590704180072024
IA-02,district,IA,2,408684,180282,198955,434421,203246,222312,421282,186017,227941,-4.923833908611238,-4.480235361572336,-10.127597485735269
IA-03,district,IA,3,370226,165874,177109,421197,205591,207043,424026,199043,217645,-3.275672555199529,-0.35188569046661206,-4.464251430326768
IA-04,district,IA,4,390493,129663,235036,407195,146824,252575,393510,131716,255124,-28.893142015744488,-26.477532492570088,-31.901561369041463
ID-01,district,ID,1,344543,86263,221000,447601,132143,302954,482396,126546,343895,-43.85070769991831,-39.25814243720366,-46.20111767469247
ID-02,district,ID,2,345881,103499,188058,419680,154878,251165,422665,148413,261355,-29.00256210620908,-23.71349832406913,-27.56242556763827
IL-01,district,IL,1,359512,258515,86153,369706,260608,103962,329810,213695,109427,50.00812375967598,42.967331376690346,32.26892628790364
IL-02,district,IL,2,330104,228009,88360,334633,231875,98019,299486,196546,97680,44.14117691682814,40.57545757121985,33.60206100072733
IL-03,district,IL,3,267054,184409,65684,297753,207606,84237,268964,171937,88946,47.472340289412344,42.272386180240744,31.811578370380595
IL-04,district,IL,4,227807,164935,49530,242648,175347,62773,213559,134061,74126,53.81064509360501,47.27616327901899,28.789021408637428
IL-05,district,IL,5,360070,235988,98390,402055,277279,117413,377272,253925,115297,41.15043453815741,40.503987919694346,37.54597505024078
IL-06,district,IL,6,356452,180640,151235,396781,216291,173135,375294,190515,170076,8.860263653483992,11.08195138485874,5.668194713678378
IL-07,district,IL,7,317580,272562,31019,321152,274990,41089,279610,227681,46425,79.56459725740413,74.00080359656921,66.12624313221892
IL-08,district,IL,8,290368,158507,113058,333617,189421,138008,311069,162605,141292,16.735956400861674,15.70203005842488,7.0132314567106615
IL-09,district,IL,9,342357,233480,88297,380325,265636,108344,351559,234667,107823,45.11913530177732,42.058933632814586,37.035825863528856
IL-10,district,IL,10,322655,186067,112732,355626,220431,128452,333562,199021,126349,24.543254830170113,26.363852638277013,22.335187632541416
IL-11,district,IL,11,332333,171819,136492,380397,215293,157092,365895,198881,157533,11.458235353263426,15.629254669226741,11.601115556627967
IL-12,district,IL,12,366997,95310,251552,383343,106247,270231,374175,102485,264356,-45.044426890233005,-43.55739246383587,-44.125656619625396
IL-13,district,IL,13,348727,176530,147579,358871,195381,155133,336281,180960,146195,8.932488761496904,11.482565603656344,10.626461463220798
IL-14,district,IL,14,310095,157151,130645,349032,191041,151038,338702,173956,156555,9.20999596936719,11.694082361092029,5.264877719652296
IL-15,district,IL,15,370924,102580,244940,395364,117022,270205,382709,111340,262935,-40.964548802946595,-39.558966704284565,-40.50364037138468
IL-16,district,IL,16,367027,125721,213029,400455,152607,238749,392642,147464,235918,-25.773579335793357,-22.01116119338914,-23.072027377393827
IL-17,district,IL,17,319863,158506,137320,331680,174840,149011,319035,163124,148146,7.1616423167672885,7.975581363034234,4.811899636971118
IN-01,district,IN,1,313114,165956,128967,340696,181830,153362,327083,161625,160330,12.541917720896642,8.49304279338409,0.40223012532807384
IN-02,district,IN,2,290652,99794,172718,311444,117691,187982,299606,107779,187184,-26.759922498825738,-22.995488643092454,-26.920325600160023
IN-03,district,IN,3,293561,87898,187915,328595,111653,209896,321169,107772,207943,-36.262612712236184,-30.55304168260514,-31.7282992572415
IN-04,district,IN,4,303286,89720,192817,345295,118416,219016,333989,115001,212994,-36.48973408792477,-29.813414258280186,-29.876370066616868
IN-05,district,IN,5,325741,113722,189864,369018,151395,210211,369170,150105,212150,-25.080866706633376,-16.26521683821618,-17.12743785454997
IN-06,district,IN,6,297501,83828,194382,331732,109388,215299,325610,107010,212902,-39.737608281513964,-32.61941500583639,-33.100352596964164
IN-07,district,IN,7,289346,187181,84036,303733,213497,84812,271247,189586,77134,38.030433195559276,43.13815540261943,42.161067786442715
IN-08,district,IN,8,320574,96921,206009,343954,112349,225278,332397,103783,223052,-36.010959627636744,-33.44785813930758,-36.49211375770649
IN-09,district,IN,9,326753,108135,200532,356789,126279,224001,353491,121011,226651,-29.93420093498819,-27.898252826310383,-30.3858345174336
KS-01,district,KS,1,287317,85010,182300,324068,110565,206461,310550,103889,200988,-36.3959447832105,-30.24862314131964,-31.848581559120564
KS-02,district,KS,2,284752,105015,158407,321506,130814,183254,307903,120738,181316,-20.268618414559146,-16.697021027293452,-20.055354340614592
KS-03,district,KS,3,340884,146168,164241,401920,205619,187733,397590,203405,187105,-5.822318296183422,4.547072342329517,4.174028834088755
KS-04,district,KS,4,280732,90812,166070,324809,123325,193958,311548,116821,189393,-29.29671989473766,-22.261829344780526,-23.69976552345745
KY-01,district,KY,1,325717,84440,228580,351934,98067,248605,342821,88125,250232,-46.04817583540988,-43.42375501915355,-47.91004767154219
KY-02,district,KY,2,312050,86587,210823,351844,108585,237267,351430,100536,245734,-41.77263710029925,-37.207244717393564,-41.93201836717012
KY-03,district,KY,3,336720,185507,133555,365925,220409,138631,332660,194712,131797,16.282728748644466,22.776849376114082,19.26899411654809
KY-04,district,KY,4,327274,94420,214576,375259,122873,245599,375012,117644,250916,-38.88594027107147,-33.30673701122473,-36.16019101367484
KY-05,district,KY,5,302043,55923,237010,327434,64518,258770,316791,55275,257630,-61.818572847716034,-60.08636262403802,-64.66978795481056
KY-06,district,KY,6,319571,121970,178413,363040,158022,197774,355813,147751,201182,-18.79034432707577,-11.172694465367796,-15.312681804243223
LA-01,district,LA,1,348685,92289,240287,377164,111184,258965,360811,107889,246297,-44.50050514769556,-39.92473301292183,-39.07777269570226
LA-02,district,LA,2,326542,241973,74262,354537,266954,81693,313903,228669,78875,53.033661675652596,53.137127237578405,48.70652654579508
LA-03,district,LA,3,345131,110617,223214,352107,116088,230069,338601,105807,228229,-33.728742986720825,-32.927544437928454,-36.64934318456694
LA-04,district,LA,4,333156,113427,209966,349637,119767,224410,319566,103232,212403,-29.851913925162265,-30.40383291155423,-34.58773583411219
LA-05,district,LA,5,336773,116519,211865,348684,121180,222382,320890,103973,212971,-29.03491034885987,-29.45669195079782,-34.39030238780352
LA-06,district,LA,6,338745,105329,219044,365933,120861,238257,353204,117300,229730,-35.05686354906234,-32.69009072226956,-32.39777540846613
MA-01,district,MA,1,366617,201248,137157,394516,235201,150047,381359,211784,160045,18.939140970139327,22.10368386078578,13.91472962033623
MA-02,district,MA,2,363362,209107,123066,397528,254519,132540,384958,231966,141308,25.9024664858372,31.514316938761272,24.287252795533576
MA-03,district,MA,3,344439,195231,121845,374196,233535,131371,358902,208626,140854,23.14460886349014,27.997347262034605,19.39223989927893
MA-04,district,MA,4,378162,217826,132524,418353,263665,145116,406811,237730,158054,24.34765234765235,29.00061402071036,20.13118266529218
MA-05,district,MA,5,372341,255386,92837,401879,298874,94414,374885,265591,97371,46.67957027536952,51.98734769431053,46.346449490580284
MA-06,district,MA,6,410546,227630,152986,452222,283227,158964,433167,255729,166654,19.611366836916996,28.10165742857724,21.088680178889778
MA-07,district,MA,7,297480,247479,34540,316358,269379,41247,280351,222689,47009,75.50519645839465,73.44266094918004,65.13952643326981
MA-08,district,MA,8,377770,228502,124147,416707,277345,130314,393116,242627,139502,29.591747034586795,36.06715416561391,26.986959900975847
MA-09,district,MA,9,414034,212641,171656,459400,266298,183106,460119,249776,200506,10.664928427752493,18.51162873494673,10.942031882242684
MD-01,district,MD,1,376493,133884,220643,412885,171274,230936,427049,171555,243356,-24.471760966019513,-14.833544665721888,-17.30515700957555
MD-02,district,MD,2,369798,193450,152487,394208,232384,150935,395335,227251,154851,11.841173392843206,21.248359721276536,18.94782021554454
MD-03,district,MD,3,371892,197828,147068,417218,255269,149735,416995,249542,151360,14.71748005195769,26.057520419551413,24.490274431157737
MD-04,district,MD,4,302958,270118,22449,304435,271634,26252,283398,240880,33369,84.65377161470707,82.37446539951524,75.66518018297242
MD-05,district,MD,5,346917,205347,122588,419204,280869,128856,431467,280941,138217,25.23640355558266,37.10122643236317,34.05016724003836
MD-06,district,MD,6,339332,160786,156713,373942,200390,163854,390367,200059,177663,1.282838686106098,10.03063880256092,5.92922837430703
MD-07,district,MD,7,310142,240979,54435,312583,251744,54311,303970,236114,58120,63.1466348920498,64.50899348156376,60.49402856230075
MD-08,district,MD,8,363914,275536,66786,402553,321459,71532,389753,296235,78614,60.98059721548717,63.5961128880814,58.05564373921233
ME-01,district,ME,1,382326,205601,150452,430149,258033,159936,436532,261038,165742,15.488986190258192,23.4699224105137,22.329068841089086
ME-02,district,ME,2,365609,152134,185141,389220,177037,200831,394843,174614,212235,-9.786376102586908,-6.296907914933257,-9.724983132953685
MI-01,district,MI,1,401079,142954,236371,465110,182980,274976,485804,187848,290861,-24.62716667765109,-20.088392771357945,-21.51891859146162
MI-02,district,MI,2,347334,114523,212052,414576,145232,262161,441630,151095,283938,-29.86419658577662,-28.701769544395706,-30.536304142444365
MI-03,district,MI,3,355420,166808,166206,416867,222082,186676,427618,226939,193503,0.18077318070711743,8.661848820084256,7.9525832338348685
MI-04,district,MI,4,360411,152485,186625,417546,196710,213174,433918,201639,225611,-10.067529710123559,-4.016746201364288,-5.6107665301345815
MI-05,district,MI,5,347875,120334,208566,405858,150373,248444,422372,151101,265208,-26.826391000304046,-24.590476333757085,-27.40920806420231
MI-06,district,MI,6,391114,227231,145719,456476,286129,164372,464272,280092,171956,21.856012870357958,27.027021027700272,23.92135348458571
MI-07,district,MI,7,386370,174627,189235,447468,221984,217748,463108,224818,230862,-4.014708873144214,0.9633140185385645,-1.326369382022472
MI-08,district,MI,8,381587,183253,179216,429210,215709,206999,433786,209506,218087,1.1137504172770638,2.0605240496986097,-2.0068148917311555
MI-09,district,MI,9,390276,120932,249882,464802,160625,297506,486616,161398,318624,-34.77484668863635,-29.878135293180335,-32.753915445542084
MI-10,district,MI,10,370004,166889,186837,429829,209969,214177,436229,199324,227882,-5.639393202648377,-0.9921112069900458,-6.684831205554229
MI-11,district,MI,11,399697,218132,162525,462264,273913,182216,460402,262383,188356,14.608164305398299,20.103304109144563,16.423473451376516
MI-12,district,MI,12,348166,250125,85669,387387,285421,97504,372561,247356,106968,48.97526459674681,49.07410067245544,39.62136349781556
MI-13,district,MI,13,310993,230545,70638,340833,252919,83911,334915,232935,94494,53.092970054750765,50.17605320191194,42.28122738059243
MN-01,district,MN,1,357115,137508,186985,389730,172290,208063,389557,167186,213794,-15.247478373955678,-9.405210422949208,-12.233713055803454
MN-02,district,MN,2,368772,165768,169685,422175,221065,190867,426655,220555,195780,-1.1676747562251641,7.330821591913228,5.9507367864820395
MN-03,district,MN,3,387267,197818,155180,435974,258519,167389,424914,251791,161935,12.078821976328477,21.39663964987744,21.718722052759556
