race_code,poll_id,pollster,end_date,n,rating,lean,dem,rep,margin,oth,oth_party,oth_name,dem2,rep2,dem_name,rep_name
FL-SEN,0c1d5568-d122-4047-b18a-d2ae1f2bc8c1,Emerson College,2026-03-31,1125,2.5,,37.6,45.3,-7.7,0.0,,,0.0,0.0,Hector Mujica,Ashley Moody
FL-SEN,0c1d5568-d122-4047-b18a-d2ae1f2bc8c1,Emerson College,2026-03-31,1125,2.5,,36.3,47.3,-11.0,0.0,,,0.0,0.0,Angie Nixon,Ashley Moody
FL-SEN,6de9b68d-c895-4d9d-ae37-a4a63cc6e7da,MDW Communications,2026-04-03,1834,1.3,,42.2,43.4,-1.2,0.0,,,0.0,0.0,Alexander Vindman,Ashley Moody
FL-SEN,cd9f4a7f-1185-4e27-89ae-9e8998e548b4,Public Policy Polling,2026-04-03,574,1.8,D,40.0,43.0,-3.0,0.0,,,0.0,0.0,Alexander Vindman,Ashley Moody
FL-SEN,49b05a6f-e105-4f0b-8a6e-a05e9b0bbeae,Echelon Insights,2026-04-09,406,2.0,R,43.0,50.0,-7.0,0.0,,,0.0,0.0,Alexander Vindman,Ashley Moody
FL-SEN,e0c4d5f9-c97e-4b62-993b-32cda2a43ce8,Stetson University Center for Public Opinion Research,2026-04-13,414,1.3,,38.0,51.0,-13.0,0.0,,,0.0,0.0,Angie Nixon,Ashley Moody
FL-SEN,e0c4d5f9-c97e-4b62-993b-32cda2a43ce8,Stetson University Center for Public Opinion Research,2026-04-13,434,1.3,,42.0,49.0,-7.0,0.0,,,0.0,0.0,Alexander Vindman,Ashley Moody
FL-SEN,fba38c00-600a-4853-8185-203913c2ab61,Cherry Communications,2026-05-09,604,1.3,R,40.0,48.0,-8.0,0.0,,,0.0,0.0,Alexander Vindman,Ashley Moody
FL-SEN,d3c0332e-4eb3-40ce-9ca1-23424e5f5d79,Change Research,2026-05-16,1593,1.7,D,47.0,45.0,2.0,0.0,,,0.0,0.0,Alexander Vindman,Ashley Moody
FL-SEN,82abb093-a035-4baf-8454-9e8414a28e65,Global Strategy Group,2026-05-21,1000,1.8,D,43.0,46.0,-3.0,0.0,,,0.0,0.0,Alexander Vindman,Ashley Moody
FL-SEN,4d861c8b-85ec-4c48-b202-172e27f1f06d,Change Research,2026-06-14,1273,1.7,D,42.0,46.0,-4.0,0.0,,,0.0,0.0,Alexander Vindman,Ashley Moody
FL-SEN,4d861c8b-85ec-4c48-b202-172e27f1f06d,Change Research,2026-06-14,1015,1.7,D,46.0,46.0,0.0,0.0,,,0.0,0.0,Alexander Vindman,Ashley Moody
GA-GOV,e154d9f8-b73d-4cec-b9db-b5df7f368768,Echelon Insights,2026-04-09,407,2.0,R,49.0,43.0,6.0,0.0,,,0.0,0.0,Keisha Lance Bottoms,Burt Jones
GA-GOV,e154d9f8-b73d-4cec-b9db-b5df7f368768,Echelon Insights,2026-04-09,407,2.0,R,46.0,44.0,2.0,0.0,,,0.0,0.0,Keisha Lance Bottoms,Brad Raffensperger
GA-GOV,e154d9f8-b73d-4cec-b9db-b5df7f368768,Echelon Insights,2026-04-09,407,2.0,R,49.0,43.0,6.0,0.0,,,0.0,0.0,Keisha Lance Bottoms,Rick Jackson
GA-GOV,0e593d7b-c6db-4e3e-9971-2ca674972da1,Concord Public Opinion Partners,2026-06-02,510,1.3,D,53.0,38.0,15.0,0.0,,,0.0,0.0,Keisha Lance Bottoms,Rick Jackson
GA-GOV,0e593d7b-c6db-4e3e-9971-2ca674972da1,Concord Public Opinion Partners,2026-06-02,510,1.3,D,52.0,42.0,10.0,0.0,,,0.0,0.0,Keisha Lance Bottoms,Burt Jones
GA-GOV,218f0f52-9f5d-4b50-ae1d-bae3778ef88e,Beacon Research/Shaw & Company Research,2026-06-27,1002,2.5,,52.0,47.0,5.0,0.0,,,0.0,0.0,Keisha Lance Bottoms,Rick Jackson
GA-SEN,3d0cc21f-86f0-5d6b-97a9-a9ed929600b5,WPA Intelligence,2025-01-15,500,1.3,R,44.0,33.0,11.0,0.0,,,0.0,0.0,Jon Ossoff,Rich McCormick
GA-SEN,3d0cc21f-86f0-5d6b-97a9-a9ed929600b5,WPA Intelligence,2025-01-15,500,1.3,R,45.0,32.0,13.0,0.0,,,0.0,0.0,Jon Ossoff,Buddy Carter
GA-SEN,3d0cc21f-86f0-5d6b-97a9-a9ed929600b5,WPA Intelligence,2025-01-15,500,1.3,R,46.0,32.0,14.0,0.0,,,0.0,0.0,Jon Ossoff,Brad Raffensperger
GA-SEN,3d0cc21f-86f0-5d6b-97a9-a9ed929600b5,WPA Intelligence,2025-01-15,500,1.3,R,44.0,34.0,10.0,0.0,,,0.0,0.0,Jon Ossoff,Mike Collins
GA-SEN,3d0cc21f-86f0-5d6b-97a9-a9ed929600b5,WPA Intelligence,2025-01-15,500,1.3,R,47.0,31.0,16.0,0.0,,,0.0,0.0,Jon Ossoff,John King
GA-SEN,3d0cc21f-86f0-5d6b-97a9-a9ed929600b5,WPA Intelligence,2025-01-15,500,1.3,R,40.0,46.0,-6.0,0.0,,,0.0,0.0,Jon Ossoff,Brian Kemp
GA-SEN,94664497-4ecc-5101-99f0-9312c1c742a5,The Tyson Group,2025-01-31,600,1.3,,42.0,49.0,-7.0,0.0,,,0.0,0.0,Jon Ossoff,Brian Kemp
GA-SEN,94664497-4ecc-5101-99f0-9312c1c742a5,The Tyson Group,2025-01-31,600,1.3,,51.0,39.0,12.0,0.0,,,0.0,0.0,Jon Ossoff,Marjorie Taylor Greene
GA-SEN,94664497-4ecc-5101-99f0-9312c1c742a5,The Tyson Group,2025-01-31,600,1.3,,47.0,39.0,8.0,0.0,,,0.0,0.0,Jon Ossoff,Buddy Carter
GA-SEN,6b809f01-b50c-5e36-829e-2beeeeb8b6d7,Quantus Insights,2025-02-13,800,1.0,R,44.5,48.3,-3.8,0.0,,,0.0,0.0,Jon Ossoff,Brian Kemp
GA-SEN,4594c46a-f4c3-435f-9e7a-2fbfd4545209,Cygnal Political,2025-03-10,600,1.4,R,43.7,43.9,-0.2,0.0,,,0.0,0.0,Jon Ossoff,Generic Republican
GA-SEN,88cf1205-1d9c-4264-8a4f-5464d6681ae6,University of Georgia,2025-04-24,1000,1.3,,50.9,38.2,12.7,0.0,,,0.0,0.0,Jon Ossoff,John King
GA-SEN,88cf1205-1d9c-4264-8a4f-5464d6681ae6,University of Georgia,2025-04-24,1000,1.3,,48.4,38.8,9.6,0.0,,,0.0,0.0,Jon Ossoff,Brad Raffensperger
GA-SEN,88cf1205-1d9c-4264-8a4f-5464d6681ae6,University of Georgia,2025-04-24,1000,1.3,,45.7,49.0,-3.3,0.0,,,0.0,0.0,Jon Ossoff,Brian Kemp
GA-SEN,88cf1205-1d9c-4264-8a4f-5464d6681ae6,University of Georgia,2025-04-24,1000,1.3,,54.2,37.3,16.9,0.0,,,0.0,0.0,Jon Ossoff,Marjorie Taylor Greene
GA-SEN,d58ed767-bc6f-4924-a6a9-fca28ac2e4f6,Trafalgar Group,2025-04-27,1426,1.2,R,47.5,42.8,4.7,0.0,,,0.0,0.0,Jon Ossoff,Mike Collins
GA-SEN,d58ed767-bc6f-4924-a6a9-fca28ac2e4f6,Trafalgar Group,2025-04-27,1426,1.2,R,48.3,36.5,11.8,0.0,,,0.0,0.0,Jon Ossoff,Marjorie Taylor Greene
GA-SEN,d58ed767-bc6f-4924-a6a9-fca28ac2e4f6,Trafalgar Group,2025-04-27,1426,1.2,R,46.4,37.5,8.9,0.0,,,0.0,0.0,Jon Ossoff,Brad Raffensperger
GA-SEN,ee7a9f19-c33f-487e-bd2e-18ab99fd67a4,Cygnal Political,2025-05-17,800,1.4,R,46.3,42.8,3.5,0.0,,,0.0,0.0,Jon Ossoff,Kelly Loeffler
GA-SEN,ee7a9f19-c33f-487e-bd2e-18ab99fd67a4,Cygnal Political,2025-05-17,800,1.4,R,46.0,42.1,3.9,0.0,,,0.0,0.0,Jon Ossoff,Buddy Carter
GA-SEN,ee7a9f19-c33f-487e-bd2e-18ab99fd67a4,Cygnal Political,2025-05-17,800,1.4,R,45.7,43.3,2.4,0.0,,,0.0,0.0,Jon Ossoff,Mike Collins
GA-SEN,ee7a9f19-c33f-487e-bd2e-18ab99fd67a4,Cygnal Political,2025-05-17,800,1.4,R,44.7,42.1,2.6,0.0,,,0.0,0.0,Jon Ossoff,John King
GA-SEN,ee7a9f19-c33f-487e-bd2e-18ab99fd67a4,Cygnal Political,2025-05-17,800,1.4,R,44.1,44.3,-0.2,0.0,,,0.0,0.0,Jon Ossoff,Brad Raffensperger
GA-SEN,813bd1f1-6548-48db-99c0-f776354028e1,Cygnal Political,2025-06-18,610,1.4,R,49.8,40.0,9.8,0.0,,,0.0,0.0,Jon Ossoff,John King
GA-SEN,9cad2382-393f-45bb-8603-a0e7328c7393,TIPP Insights,2025-08-01,2395,1.5,R,45.2,42.0,3.2,0.0,,,0.0,0.0,Jon Ossoff,Derek Dooley
GA-SEN,46ad4875-aab2-462d-a5e7-0b60d3965034,Quantus Insights,2025-09-12,624,1.0,R,40.2,37.1,3.1,0.0,,,0.0,0.0,Jon Ossoff,Buddy Carter
GA-SEN,46ad4875-aab2-462d-a5e7-0b60d3965034,Quantus Insights,2025-09-12,624,1.0,R,42.1,35.4,6.7,0.0,,,0.0,0.0,Jon Ossoff,Derek Dooley
GA-SEN,46ad4875-aab2-462d-a5e7-0b60d3965034,Quantus Insights,2025-09-12,624,1.0,R,37.8,37.7,0.1,0.0,,,0.0,0.0,Jon Ossoff,Mike Collins
GA-SEN,7720f3fa-d9be-461e-a9ab-0ddb661a7672,Emerson College,2026-03-02,1000,2.5,,48.9,41.4,7.5,0.0,,,0.0,0.0,Jon Ossoff,Derek Dooley
GA-SEN,7720f3fa-d9be-461e-a9ab-0ddb661a7672,Emerson College,2026-03-02,1000,2.5,,47.7,43.3,4.4,0.0,,,0.0,0.0,Jon Ossoff,Mike Collins
GA-SEN,7720f3fa-d9be-461e-a9ab-0ddb661a7672,Emerson College,2026-03-02,1000,2.5,,47.1,43.7,3.4,0.0,,,0.0,0.0,Jon Ossoff,Buddy Carter
GA-SEN,e154d9f8-b73d-4cec-b9db-b5df7f368768,Echelon Insights,2026-04-09,407,2.0,R,52.0,43.0,9.0,0.0,,,0.0,0.0,Jon Ossoff,Buddy Carter
GA-SEN,e154d9f8-b73d-4cec-b9db-b5df7f368768,Echelon Insights,2026-04-09,407,2.0,R,51.0,44.0,7.0,0.0,,,0.0,0.0,Jon Ossoff,Mike Collins
GA-SEN,218f0f52-9f5d-4b50-ae1d-bae3778ef88e,Beacon Research/Shaw & Company Research,2026-06-27,1002,2.5,,56.0,43.0,13.0,0.0,,,0.0,0.0,Jon Ossoff,Mike Collins
IA-01,0dfde340-4dea-40c1-8e1c-eba2fefde7ce,Public Policy Polling,2025-06-19,555,1.8,D,43.0,39.0,4.0,0.0,,,0.0,0.0,Christina Bohannan,Mariannette Miller-Meeks
IA-01,0dfde340-4dea-40c1-8e1c-eba2fefde7ce,Public Policy Polling,2025-06-19,555,1.8,D,42.0,45.0,-3.0,0.0,,,0.0,0.0,Generic Democrat,Generic Republican
IA-02,97b470d5-8f93-40aa-84d0-ee987957190f,Public Policy Polling,2026-04-14,673,1.8,D,36.0,33.0,3.0,0.0,,,0.0,0.0,Lindsay James,Joe Mitchell
IA-03,8cb6ba34-5d90-40ff-9ae9-ca8bb6cbc364,Public Policy Polling,2025-09-18,717,1.8,D,44.0,44.0,0.0,0.0,,,0.0,0.0,Jennifer Konfrst,Zach Nunn
IA-03,6d0afbbc-6513-448d-9dca-d5389a793d59,Change Research,2025-10-27,638,1.7,D,45.0,42.0,3.0,0.0,,,0.0,0.0,Generic Democrat,Generic Republican
IA-03,81e0fd68-8ee5-4c75-b333-de5c2fe8c73f,Ragnar Research Partners,2026-03-14,400,1.3,R,43.0,44.0,-1.0,0.0,,,0.0,0.0,Generic Democrat,Generic Republican
IA-03,81e0fd68-8ee5-4c75-b333-de5c2fe8c73f,Ragnar Research Partners,2026-03-14,400,1.3,R,42.0,48.0,-6.0,0.0,,,0.0,0.0,Sarah Trone Garriott,Zach Nunn
IA-GOV,e6cb5ea0-a482-40b1-aa49-45f7eef8eb57,GBAO,2026-03-16,1200,1.7,D,50.0,42.0,8.0,0.0,,,0.0,0.0,Rob Sand,Randy Feenstra
IA-GOV,bfdc9478-9560-4666-9689-c10a7f491db2,Echelon Insights,2026-04-09,377,2.0,R,51.0,39.0,12.0,0.0,,,0.0,0.0,Rob Sand,Randy Feenstra
IA-GOV,bd892042-2c29-4d6c-8bed-1af4d4368916,Global Strategy Group,2026-04-28,0,1.8,D,50.0,41.0,9.0,0.0,,,0.0,0.0,Rob Sand,Zach Lahn
IA-GOV,24dd386f-3111-4c4a-9e7e-08d902516a53,Cygnal,2026-06-19,600,1.4,R,47.7,43.4,4.3,0.0,,,0.0,0.0,Rob Sand,Zach Lahn
IA-GOV,29db67fd-4e3f-48b5-bc3e-a47216e0df73,Beacon Research/Shaw & Company Research,2026-06-27,1003,2.5,,53.0,44.0,9.0,0.0,,,0.0,0.0,Rob Sand,Zach Lahn
IA-GOV,0adcbad6-4f3a-4ede-9d94-ab1ffe58c64f,The New York Times/Siena University,2026-06-27,600,3.0,,48.2,46.5,1.6,0.0,,,0.0,0.0,Rob Sand,Zach Lahn
IA-SEN,39375afc-d9f8-471e-82c0-adf6483528c2,Public Policy Polling,2025-06-03,568,1.8,D,43.0,45.0,-2.0,0.0,,,0.0,0.0,Generic Democrat,Joni K. Ernst
IA-SEN,721758b1-a6cd-45d9-a764-99959b17c7a2,Public Policy Polling,2025-08-19,572,1.8,D,45.0,43.0,2.0,0.0,,,0.0,0.0,Zach Wahls,Joni K. Ernst
IA-SEN,721758b1-a6cd-45d9-a764-99959b17c7a2,Public Policy Polling,2025-08-19,572,1.8,D,42.0,44.0,-2.0,0.0,,,0.0,0.0,Nathan Sage,Joni K. Ernst
IA-SEN,721758b1-a6cd-45d9-a764-99959b17c7a2,Public Policy Polling,2025-08-19,572,1.8,D,43.0,44.0,-1.0,0.0,,,0.0,0.0,Jackie Norris,Joni K. Ernst
IA-SEN,721758b1-a6cd-45d9-a764-99959b17c7a2,Public Policy Polling,2025-08-19,572,1.8,D,43.0,44.0,-1.0,0.0,,,0.0,0.0,Josh Turek,Joni K. Ernst
IA-SEN,9a2b0ab0-8dd8-452c-8846-9a8d620d9d01,Change Research,2026-01-11,1108,1.7,D,41.0,44.0,-3.0,0.0,,,0.0,0.0,Nathan Sage,Ashley Hinson
IA-SEN,9a2b0ab0-8dd8-452c-8846-9a8d620d9d01,Change Research,2026-01-11,1108,1.7,D,41.0,44.0,-3.0,0.0,,,0.0,0.0,Josh Turek,Ashley Hinson
IA-SEN,9a2b0ab0-8dd8-452c-8846-9a8d620d9d01,Change Research,2026-01-11,1108,1.7,D,41.0,44.0,-3.0,0.0,,,0.0,0.0,Zach Wahls,Ashley Hinson
IA-SEN,e6cb5ea0-a482-40b1-aa49-45f7eef8eb57,GBAO,2026-03-16,1200,1.7,D,43.0,47.0,-4.0,0.0,,,0.0,0.0,Josh Turek,Ashley Hinson
IA-SEN,e6cb5ea0-a482-40b1-aa49-45f7eef8eb57,GBAO,2026-03-16,1200,1.7,D,44.0,47.0,-3.0,0.0,,,0.0,0.0,Zach Wahls,Ashley Hinson
IA-SEN,bfdc9478-9560-4666-9689-c10a7f491db2,Echelon Insights,2026-04-09,377,2.0,R,46.0,44.0,2.0,0.0,,,0.0,0.0,Zach Wahls,Ashley Hinson
IA-SEN,bfdc9478-9560-4666-9689-c10a7f491db2,Echelon Insights,2026-04-09,377,2.0,R,46.0,45.0,1.0,0.0,,,0.0,0.0,Josh Turek,Ashley Hinson
IA-SEN,f592df59-2938-4f60-9b35-8bb8c1797b2d,Public Policy Polling,2026-06-04,557,1.8,D,46.0,46.0,0.0,0.0,,,0.0,0.0,Josh Turek,Ashley Hinson
IA-SEN,451d8bec-3834-470b-ac9a-1ba5e1a05a5b,Global Strategy Group,2026-06-11,1000,1.8,D,45.0,47.0,-2.0,0.0,,,0.0,0.0,Generic Democrat,Generic Republican
IA-SEN,451d8bec-3834-470b-ac9a-1ba5e1a05a5b,Global Strategy Group,2026-06-11,1000,1.8,D,47.0,45.0,2.0,0.0,,,0.0,0.0,Josh Turek,Ashley Hinson
IA-SEN,24dd386f-3111-4c4a-9e7e-08d902516a53,Cygnal,2026-06-19,600,1.4,R,44.2,46.0,-1.8,0.0,,,0.0,0.0,Josh Turek,Ashley Hinson
IA-SEN,0adcbad6-4f3a-4ede-9d94-ab1ffe58c64f,The New York Times/Siena University,2026-06-27,600,3.0,,46.0,48.5,-2.5,0.0,,,0.0,0.0,Josh Turek,Ashley Hinson
IA-SEN,29db67fd-4e3f-48b5-bc3e-a47216e0df73,Beacon Research/Shaw & Company Research,2026-06-27,1003,2.5,,50.0,46.0,4.0,0.0,,,0.0,0.0,Josh Turek,Ashley Hinson
ID-SEN,c122ad52-5f1f-4e63-adb5-0e3e0218943e,Peak Insights,2026-06-07,500,1.3,R,15.0,55.0,-40.0,7.0,IND,Todd Achilles,0.0,0.0,David Roth,James E. Risch
IL-GOV,8fe3ba32-52bc-45e8-b8c2-2fc650cd2e1c,Victory Research,2025-11-24,1200,1.3,,54.3,34.0,20.3,0.0,,,0.0,0.0,J.B. Pritzker,Darren Bailey
KS-SEN,1609f740-bfac-4e97-967a-7a4609268938,Tavern Research,2026-01-28,1013,1.3,,46.0,54.0,-8.0,0.0,,,0.0,0.0,Patrick Schmidt,Roger Marshall
KS-SEN,1609f740-bfac-4e97-967a-7a4609268938,Tavern Research,2026-01-28,1013,1.3,,45.0,55.0,-10.0,0.0,,,0.0,0.0,Noah Taylor,Roger Marshall
KS-SEN,1609f740-bfac-4e97-967a-7a4609268938,Tavern Research,2026-01-28,1013,1.3,,46.0,54.0,-8.0,0.0,,,0.0,0.0,Adam Hamilton,Roger Marshall
KS-SEN,1609f740-bfac-4e97-967a-7a4609268938,Tavern Research,2026-01-28,1013,1.3,,46.0,54.0,-8.0,0.0,,,0.0,0.0,Generic Democrat,Roger Marshall
KS-SEN,db1fc453-f2fa-46e8-a6cf-dc61581e548b,GQR,2026-04-27,500,1.3,D,45.0,49.0,-4.0,0.0,,,0.0,0.0,Patrick Schmidt,Roger Marshall
KY-06,06ea0f7c-6312-40e6-becc-56fc917c0a38,Public Policy Polling,2026-04-25,675,1.8,D,36.0,37.0,-1.0,0.0,,,0.0,0.0,Cherlynn Stevenson,Ralph Alvarado
KY-06,06ea0f7c-6312-40e6-becc-56fc917c0a38,Public Policy Polling,2026-04-25,675,1.8,D,38.0,33.0,5.0,0.0,,,0.0,0.0,Zach Dembo,Ryan Dotson
KY-06,06ea0f7c-6312-40e6-becc-56fc917c0a38,Public Policy Polling,2026-04-25,675,1.8,D,37.0,37.0,0.0,0.0,,,0.0,0.0,Zach Dembo,Ralph Alvarado
KY-06,06ea0f7c-6312-40e6-becc-56fc917c0a38,Public Policy Polling,2026-04-25,675,1.8,D,36.0,37.0,-1.0,0.0,,,0.0,0.0,Cherlynn Stevenson,Ryan Dotson
KY-SEN,0b7fff34-7e98-4953-92ba-f7035a5f7e8f,Public Policy Polling,2025-12-19,650,1.8,D,39.0,46.0,-7.0,0.0,,,0.0,0.0,Charles Booker,Daniel Cameron
KY-SEN,0b7fff34-7e98-4953-92ba-f7035a5f7e8f,Public Policy Polling,2025-12-19,648,1.8,D,35.0,51.0,-16.0,0.0,,,0.0,0.0,Amy McGrath,Generic Republican
KY-SEN,0b7fff34-7e98-4953-92ba-f7035a5f7e8f,Public Policy Polling,2025-12-19,650,1.8,D,40.0,41.0,-1.0,0.0,,,0.0,0.0,Charles Booker,Nate Morris
KY-SEN,0b7fff34-7e98-4953-92ba-f7035a5f7e8f,Public Policy Polling,2025-12-19,650,1.8,D,38.0,49.0,-11.0,0.0,,,0.0,0.0,Charles Booker,Andy Barr
KY-SEN,0b7fff34-7e98-4953-92ba-f7035a5f7e8f,Public Policy Polling,2025-12-19,649,1.8,D,36.0,50.0,-14.0,0.0,,,0.0,0.0,Charles Booker,Generic Republican
MA-GOV,732db927-e4bc-43f7-abcb-17a12248964a,YouGov,2025-02-20,700,2.3,,44.0,12.0,32.0,0.0,,,0.0,0.0,Maura Healey,Brian Shortsleeve
MA-GOV,732db927-e4bc-43f7-abcb-17a12248964a,YouGov,2025-02-20,700,2.3,,41.0,14.0,27.0,0.0,,,0.0,0.0,Maura Healey,Peter Durant
MA-GOV,732db927-e4bc-43f7-abcb-17a12248964a,YouGov,2025-02-20,700,2.3,,40.0,15.0,25.0,0.0,,,0.0,0.0,Maura Healey,Mike Kennealy
MA-GOV,732db927-e4bc-43f7-abcb-17a12248964a,YouGov,2025-02-20,700,2.3,,44.0,14.0,30.0,0.0,,,0.0,0.0,Maura Healey,Lew Evangelidis
MA-GOV,732db927-e4bc-43f7-abcb-17a12248964a,YouGov,2025-02-20,700,2.3,,45.0,25.0,20.0,0.0,,,0.0,0.0,Maura Healey,John Deaton
MA-GOV,b45b423a-6030-4efe-aa55-b1c0226839ac,Advantage Inc.,2025-09-25,750,1.3,,46.0,31.3,14.7,0.0,,,0.0,0.0,Maura Healey,Brian Shortsleeve
MA-GOV,b45b423a-6030-4efe-aa55-b1c0226839ac,Advantage Inc.,2025-09-25,750,1.3,,44.9,34.1,10.8,0.0,,,0.0,0.0,Maura Healey,Mike Kennealy
MA-GOV,50ae1ae8-f389-430b-a43a-db848b697b56,YouGov,2025-10-29,800,2.3,,48.0,27.0,21.0,0.0,,,0.0,0.0,Maura Healey,Brian Shortsleeve
MA-GOV,50ae1ae8-f389-430b-a43a-db848b697b56,YouGov,2025-10-29,800,2.3,,51.0,26.0,25.0,0.0,,,0.0,0.0,Maura Healey,Mike Minogue
MA-GOV,50ae1ae8-f389-430b-a43a-db848b697b56,YouGov,2025-10-29,800,2.3,,49.0,27.0,22.0,0.0,,,0.0,0.0,Maura Healey,Mike Kennealy
MA-GOV,747b9db8-e140-45f5-b3ef-3ba1054bd8b1,University of New Hampshire,2026-02-16,612,1.3,,55.0,28.0,27.0,0.0,,,0.0,0.0,Maura Healey,Mike Kennealy
MA-GOV,747b9db8-e140-45f5-b3ef-3ba1054bd8b1,University of New Hampshire,2026-02-16,612,1.3,,58.0,28.0,30.0,0.0,,,0.0,0.0,Maura Healey,Brian Shortsleeve
MA-GOV,747b9db8-e140-45f5-b3ef-3ba1054bd8b1,University of New Hampshire,2026-02-16,612,1.3,,56.0,27.0,29.0,0.0,,,0.0,0.0,Maura Healey,Mike Minogue
MA-GOV,d402ce3b-830d-4b62-a170-3c6f99f55879,University of New Hampshire,2026-04-20,603,1.3,,51.0,29.0,22.0,0.0,,,0.0,0.0,Maura Healey,Brian Shortsleeve
MA-GOV,d402ce3b-830d-4b62-a170-3c6f99f55879,University of New Hampshire,2026-04-20,597,1.3,,53.0,32.0,21.0,0.0,,,0.0,0.0,Maura Healey,Mike Kennealy
MA-GOV,d402ce3b-830d-4b62-a170-3c6f99f55879,University of New Hampshire,2026-04-20,599,1.3,,52.0,32.0,20.0,0.0,,,0.0,0.0,Maura Healey,Mike Minogue
MA-GOV,bf0901ac-25b5-40c3-b526-3fa10c20dbcf,Polity Research Consulting,2026-05-07,608,1.3,,59.0,30.0,29.0,0.0,,,0.0,0.0,Maura Healey,Brian Shortsleeve
MA-GOV,bf0901ac-25b5-40c3-b526-3fa10c20dbcf,Polity Research Consulting,2026-05-07,608,1.3,,58.0,31.0,27.0,0.0,,,0.0,0.0,Maura Healey,Mike Minogue
MA-GOV,47a39d12-58de-4b2d-914b-9a03d338c607,Suffolk University,2026-06-12,500,1.3,,56.2,31.0,25.2,0.0,,,0.0,0.0,Maura Healey,Mike Minogue
MA-GOV,47a39d12-58de-4b2d-914b-9a03d338c607,Suffolk University,2026-06-12,500,1.3,,56.4,29.4,27.0,0.0,,,0.0,0.0,Maura Healey,Brian Shortsleeve
MA-GOV,28aaca86-3405-459d-bde1-783a3c56eef3,University of New Hampshire,2026-06-23,608,1.3,,51.0,32.0,19.0,0.0,,,0.0,0.0,Maura Healey,Mike Minogue
MA-GOV,28aaca86-3405-459d-bde1-783a3c56eef3,University of New Hampshire,2026-06-23,608,1.3,,50.0,32.0,18.0,0.0,,,0.0,0.0,Maura Healey,Brian Shortsleeve
MA-SEN,29d3584e-4df8-5947-9540-b9433f7bb0a1,University of Massachusetts Department of Political Science/YouGov,2025-02-20,700,1.3,,35.0,33.0,2.0,0.0,,,0.0,0.0,Edward J. Markey,Charles D. Baker
MA-SEN,ca567a7a-3461-4a1f-b293-0446e1b77369,SurveyUSA,2025-03-04,775,2.4,,45.0,26.0,19.0,0.0,,,0.0,0.0,Edward J. Markey,John Deaton
MA-SEN,2c6268e3-dccd-438f-9b60-9f9ecdb3f9ae,Suffolk University,2025-11-23,500,1.3,,52.0,29.0,23.0,0.0,,,0.0,0.0,Seth Moulton,John Deaton
MA-SEN,2c6268e3-dccd-438f-9b60-9f9ecdb3f9ae,Suffolk University,2025-11-23,500,1.3,,54.0,31.0,23.0,0.0,,,0.0,0.0,Edward J. Markey,John Deaton
MA-SEN,32777793-8991-4605-8ee2-872a809cb7bd,Cygnal Political,2026-01-25,800,1.4,R,54.0,30.0,24.0,0.0,,,0.0,0.0,Edward J. Markey,John Deaton
MA-SEN,747b9db8-e140-45f5-b3ef-3ba1054bd8b1,University of New Hampshire,2026-02-16,611,1.3,,59.0,23.0,36.0,0.0,,,0.0,0.0,Seth Moulton,John Deaton
MA-SEN,747b9db8-e140-45f5-b3ef-3ba1054bd8b1,University of New Hampshire,2026-02-16,616,1.3,,56.0,27.0,29.0,0.0,,,0.0,0.0,Edward J. Markey,John Deaton
MA-SEN,d402ce3b-830d-4b62-a170-3c6f99f55879,University of New Hampshire,2026-04-20,603,1.3,,55.0,32.0,23.0,0.0,,,0.0,0.0,Edward J. Markey,John Deaton
MA-SEN,d402ce3b-830d-4b62-a170-3c6f99f55879,University of New Hampshire,2026-04-20,600,1.3,,56.0,25.0,31.0,0.0,,,0.0,0.0,Seth Moulton,John Deaton
MA-SEN,47a39d12-58de-4b2d-914b-9a03d338c607,Suffolk University,2026-06-12,500,1.3,,53.8,26.2,27.6,0.0,,,0.0,0.0,Seth Moulton,John Deaton
MA-SEN,47a39d12-58de-4b2d-914b-9a03d338c607,Suffolk University,2026-06-12,500,1.3,,55.0,29.8,25.2,0.0,,,0.0,0.0,Edward J. Markey,John Deaton
MA-SEN,28aaca86-3405-459d-bde1-783a3c56eef3,University of New Hampshire,2026-06-23,600,1.3,,50.0,30.0,20.0,0.0,,,0.0,0.0,Seth Moulton,John Deaton
MA-SEN,28aaca86-3405-459d-bde1-783a3c56eef3,University of New Hampshire,2026-06-23,618,1.3,,50.0,34.0,16.0,0.0,,,0.0,0.0,Edward J. Markey,John Deaton
MD-GOV,81b666da-7da3-4591-8c9c-592406ae6544,OpinionWorks,2025-10-10,928,1.3,,45.0,37.0,8.0,0.0,,,0.0,0.0,Wes Moore,Larry Hogan
MD-GOV,3b7ea0a7-3ca6-4ab2-b617-c317db644808,Gonzales Research,2026-01-06,808,1.3,,49.9,28.0,21.9,0.0,,,0.0,0.0,Wes Moore,Generic Republican
ME-02,fb7e172d-fdbc-4ef1-b4b9-de046036c933,Ragnar Research Partners,2025-04-15,400,1.3,R,43.0,48.0,-5.0,0.0,,,0.0,0.0,Jared Forrest Golden,Paul R. LePage
ME-02,61637f40-79d4-4b9a-9b0b-256aec63804e,Mellman Group,2025-06-10,400,1.3,D,44.0,43.0,1.0,0.0,,,0.0,0.0,Jared Forrest Golden,Paul R. LePage
