race_code,round,dem,rep,other,exhausted,eliminated
AK-GOV,1,40.98,51.02,8.0,0.0,
AK-GOV,2,44.34,54.06,0.0,1.6,Other
AK-SEN,1,44.12,47.88,8.0,0.0,
AK-SEN,2,47.48,50.92,0.0,1.6,Other
ME-SEN,1,47.16,47.84,5.0,0.0,
ME-SEN,2,49.26,49.74,0.0,1.0,Other
AK-01,1,41.29,50.71,8.0,0.0,
AK-01,2,44.89,53.51,0.0,1.6,Other
ME-01,1,61.38,33.62,5.0,0.0,
ME-01,2,63.48,35.52,0.0,1.0,Other
ME-02,1,44.05,50.95,5.0,0.0,
ME-02,2,46.15,52.85,0.0,1.0,Other
