race_code,round,dem,rep,other,exhausted,eliminated
AK-GOV,1,40.97,51.03,8.0,0.0,
AK-GOV,2,44.33,54.07,0.0,1.6,Other
AK-SEN,1,44.03,47.97,8.0,0.0,
AK-SEN,2,47.39,51.01,0.0,1.6,Other
ME-SEN,1,47.28,47.72,5.0,0.0,
ME-SEN,2,49.38,49.62,0.0,1.0,Other
AK-01,1,41.24,50.76,8.0,0.0,
AK-01,2,44.84,53.56,0.0,1.6,Other
ME-01,1,61.38,33.62,5.0,0.0,
ME-01,2,63.48,35.52,0.0,1.0,Other
ME-02,1,44.04,50.96,5.0,0.0,
ME-02,2,46.14,52.86,0.0,1.0,Other
