date,days_out,n_polls,gcb_naive_margin,gcb_quality_margin,gcb_correction,approve,disapprove,net_approval,approval_pred_margin,econ_pred_margin,fundamentals_blend,time_weight,gcb_margin,house_pv_dem,house_pv_rep,house_pv_oth,house_pv_margin
2026-02-22,254,356,4.43,4.22,-0.22,40.93,55.91,-14.98,5.81,0.34,2.67,0.425,3.32,56677064,51668663,68574,4.62
