race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
IA-GOV,governor,IA,GOV,Rob Sand,Zach Lahn,DEM,REP,,REP,1.15,54.4,45.6,Toss-up,-12.1,3.1,-13.45,14.6,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,50.58,49.42,0.0,588938,575516,0,0,1164454
ID-GOV,governor,ID,GOV,Terri Pickens,Brad Little,DEM,REP,REP,REP,-46.03,0.0,100.0,Safe R,-36.28,3.1,-37.52,-8.51,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,26.98,73.02,0.0,170954,462589,0,0,633543
IL-GOV,governor,IL,GOV,JB Pritzker,Darren Bailey,DEM,REP,DEM,DEM,16.64,94.4,5.6,Likely D,12.91,3.1,11.14,5.5,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.3,34.0,1,20.3,0.15,0,0,0,58.32,41.68,0.0,2306367,1648370,0,0,3954737
KS-GOV,governor,KS,GOV,Ethan Corson,Ty Masterson,DEM,REP,,DEM,-13.59,9.7,90.3,Likely R,-16.26,3.1,-16.41,2.82,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,0,0,0,43.2,56.8,0.0,401487,527827,0,0,929314
MA-GOV,governor,MA,GOV,Maura Healey,Mike Minogue,DEM,REP,DEM,DEM,30.59,99.8,0.2,Safe D,27.69,3.1,25.91,4.68,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,51.0,26.0,1,25.0,0.15,0,0,0,65.3,34.7,0.0,1587708,843860,0,0,2431568
MD-GOV,governor,MD,GOV,Wes Moore,Dan Cox,DEM,REP,DEM,DEM,34.61,100.0,0.0,Safe D,30.41,3.1,29.51,5.1,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.9,28.0,1,21.9,0.15,0,0,0,67.31,32.69,0.0,1431493,695341,0,0,2126834
ME-GOV,governor,ME,GOV,Hannah Pingree,Robert Charles,DEM,REP,,DEM,9.62,82.1,17.9,Likely D,7.49,3.1,7.09,2.54,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,0,0,0,54.81,45.19,0.0,318988,262975,0,0,581962
MI-GOV,governor,MI,GOV,Jocelyn Benson,John James,DEM,REP,,DEM,8.91,80.3,19.7,Likely D,-0.36,3.1,-1.44,10.35,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,38.89,39.88,9,-0.99,0.242,0,0,0,54.46,45.54,0.0,2158775,1805487,0,0,3964262
MN-GOV,governor,MN,GOV,Amy Klobuchar,Kendall Qualls,DEM,REP,,DEM,7.2,75.4,24.6,Likely D,4.94,3.1,4.34,2.85,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,0,0,0,53.6,46.4,0.0,1220825,1056919,0,0,2277744
NE-GOV,governor,NE,GOV,Lynne Walz,Jim Pillen,DEM,REP,REP,REP,-21.38,2.1,97.9,Safe R,-20.75,3.1,-20.84,-0.54,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,39.31,60.69,0.0,260644,402368,0,0,663011
NH-GOV,governor,NH,GOV,Cinde Warmington,Kelly Ayotte,DEM,REP,REP,REP,-11.81,13.0,87.0,Likely R,3.66,3.1,2.82,-14.63,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,40.0,43.0,1,0.0,0.15,0,0,0,44.1,55.9,0.0,255025,323308,0,0,578332
NM-GOV,governor,NM,GOV,Deb Haaland,Gregg Hull,DEM,REP,,DEM,5.29,69.3,30.7,Lean D,7.45,3.1,6.14,-0.86,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,52.64,47.36,0.0,340276,306101,0,0,646377
NV-GOV,governor,NV,GOV,Aaron Ford,Joe Lombardo,DEM,REP,REP,REP,2.3,58.7,41.3,Toss-up,-1.54,3.1,-3.15,5.45,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,40.36,40.9,2,-0.54,0.15,0,0,0,51.15,48.85,0.0,531487,507580,0,0,1039067
NY-GOV,governor,NY,GOV,Kathy Hochul,Bruce Blakeman,DEM,REP,DEM,DEM,11.66,86.7,13.3,Likely D,15.38,3.1,12.68,-1.02,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.75,35.49,4,14.27,0.175,0,0,0,55.83,44.17,0.0,3245695,2567804,0,0,5813499
OH-GOV,governor,OH,GOV,Amy Acton,Vivek Ramaswamy,DEM,REP,,REP,-6.16,27.8,72.2,Lean R,-10.26,3.1,-11.31,5.16,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,45.11,45.63,8,-0.59,0.233,0,0,0,46.92,53.08,0.0,1893539,2141973,0,0,4035512
OK-GOV,governor,OK,GOV,Cyndi Munson,Gentner Drummond,DEM,REP,,REP,-32.98,0.1,99.9,Safe R,-34.68,3.1,-34.95,1.97,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,33.51,66.49,0.0,367355,728868,0,0,1096222
OR-GOV,governor,OR,GOV,Tina Kotek,Christine Drazan,DEM,REP,DEM,DEM,4.69,67.3,32.7,Lean D,15.34,3.1,14.89,-10.2,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,52.35,47.65,0.0,822754,749020,0,0,1571774
PA-GOV,governor,PA,GOV,Josh Shapiro,Stacy Garrity,DEM,REP,DEM,DEM,13.76,90.5,9.5,Likely D,-0.87,3.1,-1.75,15.51,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.87,38.61,2,16.26,0.15,0,0,0,56.88,43.12,0.0,2800457,2123160,0,0,4923617
RI-GOV,governor,RI,GOV,Dan McKee,Aaron Guckian,DEM,REP,DEM,DEM,20.27,97.3,2.7,Safe D,15.7,3.1,14.16,6.11,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,60.13,39.87,0.0,216085,143263,0,0,359348
SC-GOV,governor,SC,GOV,Jermaine Johnson,Pamela Evette,DEM,REP,,REP,-13.84,9.3,90.7,Likely R,-16.63,3.1,-18.12,4.28,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,43.08,56.92,0.0,768379,1015319,0,0,1783698
SD-GOV,governor,SD,GOV,Dan Ahlers,Larry Rhoden,DEM,REP,REP,REP,-27.87,0.4,99.6,Safe R,-29.31,3.1,-29.98,2.11,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,36.07,63.93,0.0,107648,190825,0,0,298473
TN-GOV,governor,TN,GOV,Carnita Atwater,Marsha Blackburn,DEM,REP,,REP,-21.83,1.9,98.1,Safe R,-28.63,3.1,-30.12,8.29,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,32.0,51.0,1,-19.0,0.15,0,0,0,39.08,60.92,0.0,838252,1306507,0,0,2144759
TX-GOV,governor,TX,GOV,Gina Hinojosa,Greg Abbott,DEM,REP,REP,REP,-10.72,15.3,84.7,Likely R,-12.03,3.1,-13.88,3.16,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,42.31,50.19,2,-7.88,0.15,0,0,0,44.64,55.36,0.0,3563707,4419462,0,0,7983170
VT-GOV,governor,VT,GOV,Amanda Janoo,Phil Scott,DEM,REP,REP,REP,-26.93,0.5,99.5,Safe R,33.5,3.1,32.77,-59.7,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,36.54,63.46,0.0,94481,164114,0,0,258595
WI-GOV,governor,WI,GOV,Mandela Barnes,Tom Tiffany,DEM,REP,,DEM,6.75,74.0,26.0,Lean D,-0.25,3.1,-0.87,7.62,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,42.96,43.3,2,-1.22,0.15,0,0,0,53.37,46.63,0.0,1278869,1117174,0,0,2396043
WY-GOV,governor,WY,GOV,Gabriel Green,Megan Degenfelder,DEM,REP,,REP,-41.66,0.0,100.0,Safe R,-46.63,3.1,-46.96,5.3,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,29.17,70.83,0.0,54935,133399,0,0,188334
AK-SEN,senate,AK,SEN,Mary Peltola,Dan Sullivan,DEM,REP,REP,REP,-4.27,41.0,59.0,Toss-up,-12.47,3.1,-13.8,9.53,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,47.2,45.46,6,1.54,0.21,8661662,6500847,0,47.1,51.3,1.6,111365,121298,3783,0,236446
AL-SEN,senate,AL,SEN,Everett Wess,Barry Moore,DEM,REP,,REP,-26.37,0.6,99.4,Safe R,-27.52,3.1,-30.88,4.51,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,73770,2980325,0,36.82,63.18,0.0,583749,1001814,0,0,1585563
AR-SEN,senate,AR,SEN,Hallie Shoffner,Tom Cotton,DEM,REP,REP,REP,-29.59,0.2,99.8,Safe R,-29.61,3.1,-31.57,1.97,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,1589764,5406040,0,35.2,64.8,0.0,295517,543940,0,0,839457
CO-SEN,senate,CO,SEN,John Hickenlooper,Mark Baisley,DEM,REP,DEM,DEM,23.52,98.8,1.2,Safe D,13.55,3.1,11.29,12.22,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,,,0,,0.0,6818283,31866,0,61.76,38.24,0.0,1380244,854677,0,0,2234922
DE-SEN,senate,DE,SEN,Chris Coons,Michael Katz,DEM,REP,DEM,DEM,22.93,98.6,1.4,Safe D,15.61,3.1,14.84,8.09,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,3044649,20211,0,61.47,38.53,0.0,219770,137772,0,0,357542
FL-SEN,senate,FL,SEN,Alexander Vindman,Ashley Moody,DEM,REP,REP,REP,-7.32,24.2,75.8,Likely R,-9.24,3.1,-13.22,5.91,False,False,,,0.0,0.0,,,0.0,projected,confirmed,,,0,,0.0,8188392,8407064,0,46.34,53.66,0.0,3547413,4107413,0,0,7654826
GA-SEN,senate,GA,SEN,Jon Ossoff,Mike Collins,DEM,REP,DEM,DEM,9.38,81.5,18.5,Likely D,-0.84,3.1,-2.21,11.59,False,False,,,0.0,0.0,,,0.0,confirmed,projected,39.54,38.81,5,3.73,0.194,60439613,4880582,0,54.69,45.31,0.0,2009896,1665150,0,0,3675046
IA-SEN,senate,IA,SEN,Josh Turek,Ashley Hinson,DEM,REP,,REP,-3.61,36.5,63.5,Lean R,-8.45,3.1,-13.45,9.84,False,False,LIB,,0.0,0.0,,,0.0,presumptive,presumptive,41.0,44.0,1,-6.0,0.15,3463099,0,0,46.93,50.44,2.63,546475,587354,30625,0,1164454
ID-SEN,senate,ID,SEN,David Roth,Jim Risch,DEM,REP,REP,REP,-41.7,0.0,100.0,Safe R,-38.4,3.1,-37.52,-4.17,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,8642,2864280,0,29.15,70.85,0.0,184690,448853,0,0,633543
IL-SEN,senate,IL,SEN,Juliana Stratton,Don Tracy,DEM,REP,,DEM,17.92,95.6,4.4,Safe D,14.29,3.1,11.14,6.78,False,False,,,0.0,0.0,,,0.0,presumptive,projected,,,0,,0.0,4791273,2327334,0,58.96,41.04,0.0,2331721,1623016,0,0,3954737
KS-SEN,senate,KS,SEN,Adam Hamilton,Roger Marshall,DEM,REP,REP,REP,-17.14,5.1,94.9,Likely R,-15.56,3.1,-16.41,-0.73,False,False,,,0.0,0.0,,,0.0,projected,confirmed,,,0,,0.0,0,3331963,0,41.43,58.57,0.0,385028,544286,0,0,929314
KY-SEN,senate,KY,SEN,Charles Booker,Andy Barr,DEM,REP,,REP,-31.71,0.1,99.9,Safe R,-30.03,3.1,-31.03,-0.68,False,False,,,0.0,0.0,,,0.0,presumptive,projected,37.0,49.5,1,-15.5,0.15,508684,8403849,0,34.14,65.86,0.0,495825,956344,0,0,1452169
LA-SEN,senate,LA,SEN,Gary Crockett,Julia Letlow,DEM,REP,,REP,-27.56,0.4,99.6,Safe R,-21.33,3.1,-22.36,-5.2,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,350000,5356520,0,36.22,63.78,0.0,508834,896048,0,0,1404882
MA-SEN,senate,MA,SEN,Ed Markey,John Deaton,DEM,REP,DEM,DEM,32.36,99.9,0.1,Safe D,28.86,3.1,25.91,6.45,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,53.92,30.95,2,22.96,0.15,3804689,1400141,0,66.18,33.82,0.0,1609236,822331,0,0,2431568
ME-SEN,senate,ME,SEN,Graham Platner,Susan Collins,DEM,REP,REP,REP,-1.68,46.2,53.8,Toss-up,8.13,3.1,7.09,-8.77,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,44.86,42.88,5,1.63,0.194,16312222,12165046,0,48.67,50.33,1.0,283222,292921,5820,0,581962
MI-SEN,senate,MI,SEN,Abdul El-Sayed,Mike Rogers,DEM,REP,,DEM,3.08,61.6,38.4,Lean D,2.22,3.1,-1.44,4.52,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,39.47,46.04,4,-6.57,0.175,7646728,7676445,0,51.54,48.46,0.0,2043225,1921037,0,0,3964262
MN-SEN,senate,MN,SEN,Peggy Flanagan,Adam Schwarze,DEM,REP,,DEM,7.57,76.5,23.5,Likely D,5.65,3.1,4.34,3.23,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,46.0,44.0,1,-1.0,0.15,4646309,1102851,0,53.78,46.22,0.0,1225080,1052664,0,0,2277744
MS-SEN,senate,MS,SEN,Scott Colom,Cindy Hyde-Smith,DEM,REP,REP,REP,-16.69,5.6,94.4,Likely R,-21.5,3.1,-23.15,6.46,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,1619368,3394175,0,41.66,58.34,0.0,358070,501535,0,0,859605
MT-SEN,senate,MT,SEN,Alani Bankhead,Kurt Alme,DEM,REP,,REP,-24.88,0.4,87.8,Safe R,-19.79,3.1,-20.58,-4.3,False,True,IND,Seth Bodnar,29.09,11.8,,,0.0,projected,confirmed,,,0,,0.0,23884,1184127,2113231,13.28,53.97,3.66,56051,227784,15448,122791,422074
NC-SEN,senate,NC,SEN,Roy Cooper,Michael Whatley,DEM,REP,,REP,2.67,60.1,39.9,Lean D,-2.64,3.1,-3.27,5.94,False,False,GRN,,0.0,0.0,,,0.0,confirmed,confirmed,46.98,41.22,7,3.88,0.223,26822373,8410252,0,50.37,47.76,1.87,2008682,1904220,74566,0,3987467
NE-SEN,senate,NE,SEN,(no Democrat — backs Osborn),Pete Ricketts,DEM,REP,REP,REP,-10.32,30.0,70.0,Lean R,-20.88,3.1,-20.84,10.52,False,True,IND,Dan Osborn,44.84,30.0,,,0.0,,confirmed,,,0,,0.0,0,4866649,3856315,0.0,55.16,0.0,0,365704,0,297307,663011
NH-SEN,senate,NH,SEN,Chris Pappas,Scott Brown,DEM,REP,,DEM,8.89,80.2,19.8,Likely D,0.01,3.1,2.82,6.07,False,False,,,0.0,0.0,,,0.0,presumptive,projected,46.59,33.84,7,12.85,0.223,9860676,1664338,0,54.45,45.55,0.0,314887,263446,0,0,578332
NJ-SEN,senate,NJ,SEN,Cory Booker,Justin Murphy,DEM,REP,DEM,DEM,17.5,95.3,4.7,Safe D,8.13,3.1,5.63,11.88,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,17623907,15454,0,58.75,41.25,0.0,1711816,1201870,0,0,2913686
NM-SEN,senate,NM,SEN,Ben Ray Lujan,Larry Marker,DEM,REP,DEM,DEM,16.21,93.9,6.1,Likely D,7.24,3.1,6.14,10.07,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,5019140,32400,0,58.11,41.89,0.0,375593,270784,0,0,646377
OH-SEN,senate,OH,SEN,Sherrod Brown,Jon Husted,DEM,REP,REP,REP,-3.79,35.9,64.1,Lean R,-8.97,3.1,-11.31,7.52,False,False,LIB,,0.0,0.0,,,0.0,confirmed,confirmed,46.28,48.8,5,-2.52,0.194,25979968,10527814,0,47.35,51.08,1.57,1910721,2061433,63358,0,4035512
OK-SEN,senate,OK,SEN,Jim Priest,Kevin Hern,DEM,REP,,REP,-37.11,0.0,100.0,Safe R,-34.19,3.1,-34.95,-2.16,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,263329,9295139,0,31.44,68.56,0.0,344696,751527,0,0,1096222
OR-SEN,senate,OR,SEN,Jeff Merkley,David Brock Smith,DEM,REP,DEM,DEM,19.87,97.1,2.9,Safe D,12.79,3.1,14.89,4.98,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,,,0,,0.0,3944598,48166,0,59.94,40.06,0.0,942074,629700,0,0,1571774
RI-SEN,senate,RI,SEN,Jack Reed,Raymond McKay,DEM,REP,DEM,DEM,23.77,98.8,1.2,Safe D,17.23,3.1,14.16,9.61,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,,,0,,0.0,2602598,139875,0,61.89,38.11,0.0,222383,136965,0,0,359348
SC-SEN,senate,SC,SEN,Annie Andrews,Lindsey Graham,DEM,REP,REP,REP,-9.19,19.0,81.0,Likely R,-15.56,3.1,-18.12,8.94,False,False,LIB,,0.0,0.0,,,0.0,presumptive,confirmed,37.5,41.5,1,-7.0,0.15,8059705,6157141,0,44.56,53.57,1.87,794763,955579,33355,0,1783698
SD-SEN,senate,SD,SEN,Julian Beaudion,Mike Rounds,DEM,REP,REP,REP,-31.67,0.1,99.9,Safe R,-28.78,3.1,-29.98,-1.69,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,30.0,52.0,1,-25.0,0.15,209807,2646194,0,34.16,65.84,0.0,101972,196501,0,0,298473
TN-SEN,senate,TN,SEN,Marquita Bradshaw,Bill Hagerty,DEM,REP,REP,REP,-33.82,0.1,99.9,Safe R,-26.55,3.1,-30.12,-3.69,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,881,5880482,0,33.09,66.91,0.0,709751,1435008,0,0,2144759
TX-SEN,senate,TX,SEN,James Talarico,Ken Paxton,DEM,REP,,REP,-2.69,39.9,60.1,Lean R,-11.24,3.1,-13.88,11.19,False,False,LIB,,0.0,0.0,,,0.0,confirmed,confirmed,45.33,45.46,5,-0.13,0.194,40284109,7605209,0,47.68,50.31,2.01,3806225,4016483,160462,0,7983170
VA-SEN,senate,VA,SEN,Mark Warner,Bert Mizusawa,DEM,REP,DEM,DEM,15.9,93.6,6.4,Likely D,6.87,3.1,5.89,10.01,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,14719667,192041,0,57.95,42.05,0.0,1826787,1325515,0,0,3152302
WV-SEN,senate,WV,SEN,Rachel Anderson,Shelley Moore Capito,DEM,REP,REP,REP,-44.49,0.0,100.0,Safe R,-41.99,3.1,-42.69,-1.8,False,False,,,0.0,0.0,,,0.0,projected,confirmed,,,0,,0.0,22447,3906186,0,27.76,72.24,0.0,148123,385550,0,0,533673
WY-SEN,senate,WY,SEN,James Byrd,Harriet Hageman,DEM,REP,,REP,-45.31,0.0,100.0,Safe R,-45.3,3.1,-46.96,1.64,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,9653,1555543,0,27.34,72.66,0.0,51496,136837,0,0,188334
AK-01,house,AK,01,Matt Schultz,Nick Begich III,DEM,REP,REP,REP,-9.59,31.6,68.4,Lean R,-10.71,3.1,-13.8,4.21,True,False,,Bill Hill,0.0,0.0,,,0.0,confirmed,confirmed,38.0,48.0,1,-13.0,0.15,0,0,0,44.48,53.92,1.6,105180,127483,3783,0,236446
AL-01,house,AL,01,Clyde Jones,Rhett Marques,DEM,REP,,REP,-29.27,0.3,99.7,Safe R,-32.23,3.1,-36.34,7.08,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,37487,0,0,35.37,64.63,0.0,81218,148431,0,0,229648
AL-02,house,AL,02,Shomari Figures,Hampton Harris,DEM,REP,DEM,DEM,-4.24,34.3,65.7,Lean R,-10.44,3.1,-14.46,10.23,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,827549,214719,0,47.88,52.12,0.0,98263,106959,0,0,205222
AL-03,house,AL,03,Victor McInnis,Mike Rogers,DEM,REP,REP,REP,-44.45,0.0,100.0,Safe R,-42.98,3.1,-47.04,2.59,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,39858,1846490,0,27.78,72.22,0.0,61522,159965,0,0,221487
AL-04,house,AL,04,Amanda Pusczek,Robert Aderholt,DEM,REP,REP,REP,-64.39,0.0,100.0,Safe R,-63.18,3.1,-66.99,2.6,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,13797,832268,0,17.81,82.19,0.0,40370,186333,0,0,226703
AL-05,house,AL,05,Andrew Sneed,Dale Strong,DEM,REP,REP,REP,-26.5,0.6,99.4,Safe R,-26.65,3.1,-29.51,3.01,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,484501,1352249,0,36.75,63.25,0.0,90963,156557,0,0,247520
AL-06,house,AL,06,Elizabeth Anderson,Gary Palmer,DEM,REP,REP,REP,-32.22,0.1,99.9,Safe R,-32.16,3.1,-34.79,2.57,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,15899,783587,0,33.89,66.11,0.0,82901,161730,0,0,244631
AL-07,house,AL,07,Terri Sewell,Republican candidate (AL-07),DEM,REP,DEM,DEM,31.85,99.9,0.1,Safe D,21.95,3.1,17.99,13.86,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,1552149,0,0,65.92,34.08,0.0,138672,71680,0,0,210352
AR-01,house,AR,01,Terri Green,Eric Crawford,DEM,REP,REP,REP,-47.08,0.0,100.0,Safe R,-43.55,3.1,-46.4,-0.68,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,38601,762876,0,26.46,73.54,0.0,51820,144005,0,0,195826
AR-02,house,AR,02,Chris Jones,French Hill,DEM,REP,REP,REP,-13.99,9.1,90.9,Likely R,-14.32,3.1,-16.22,2.22,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,798208,3790112,0,43.0,57.0,0.0,96963,128513,0,0,225476
AR-03,house,AR,03,Robb Ryerse,Steve Womack,DEM,REP,REP,REP,-29.85,0.2,99.8,Safe R,-24.49,3.1,-25.81,-4.04,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,88315,1547665,0,35.07,64.93,0.0,77720,143878,0,0,221598
AR-04,house,AR,04,James Russell,Bruce Westerman,DEM,REP,REP,REP,-43.13,0.0,100.0,Safe R,-37.92,3.1,-40.73,-2.39,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,0,2197868,0,28.44,71.56,0.0,55893,140665,0,0,196558
AZ-01,house,AZ,01,Amish Shah,Gina Swoboda,DEM,REP,,REP,4.57,66.9,33.1,Lean D,0.7,3.1,-3.14,7.71,False,False,LIB,,0.0,0.0,,,0.0,presumptive,presumptive,43.47,41.41,2,1.35,0.15,1290456,222185,0,51.3,46.82,1.88,161866,147716,5932,0,315514
AZ-02,house,AZ,02,Jonathan Nez,Eli Crane,DEM,REP,REP,REP,-1.13,45.7,54.3,Toss-up,-10.52,3.1,-15.12,13.99,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,2341970,7449412,0,49.43,50.57,0.0,144118,147416,0,0,291534
AZ-03,house,AZ,03,Yassamin Ansari,Kirt Burgess,DEM,REP,DEM,DEM,60.27,100.0,0.0,Safe D,46.18,3.1,40.31,19.96,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,1217963,0,0,80.13,19.87,0.0,119605,29650,0,0,149255
