race_code,round,dem,rep,other,exhausted,eliminated
AK-GOV,1,40.97,51.03,8.0,0.0,
AK-GOV,2,44.33,54.07,0.0,1.6,Other
AK-SEN,1,44.06,47.94,8.0,0.0,
AK-SEN,2,47.42,50.98,0.0,1.6,Other
ME-SEN,1,47.15,47.85,5.0,0.0,
ME-SEN,2,49.25,49.75,0.0,1.0,Other
AK-01,1,41.25,50.75,8.0,0.0,
AK-01,2,44.85,53.55,0.0,1.6,Other
ME-01,1,61.34,33.66,5.0,0.0,
ME-01,2,63.44,35.56,0.0,1.0,Other
ME-02,1,44.01,50.99,5.0,0.0,
ME-02,2,46.11,52.89,0.0,1.0,Other
