race_code,poll_dem,poll_rep,poll_oth,poll_oth_party,poll_dem2,poll_rep2,poll_count,poll_recency
AK-01,37.0,41.0,0.0,,0.0,0.0,1,0.6598
AK-GOV,38.0,16.0,0.0,,0.0,21.0,1,0.6447
AK-SEN,48.06,46.46,0.0,,0.0,0.0,6,0.1302
AL-GOV,34.1,52.6,0.0,,0.0,0.0,1,0.0806
AR-SEN,36.0,58.0,0.0,,0.0,0.0,1,0.6156
AZ-01,42.71,42.94,0.0,,0.0,0.0,2,0.0777
AZ-06,42.0,41.0,0.0,,0.0,0.0,1,0.0412
AZ-GOV,43.33,37.08,0.0,,0.0,0.0,8,0.1471
CA-22,44.0,42.0,0.0,,0.0,0.0,1,0.0086
CO-05,40.0,43.0,5.0,IND,0.0,0.0,1,0.064
CO-GOV,50.1,37.8,0.0,,0.0,0.0,1,0.0094
FL-GOV,35.05,39.25,2.82,IND,0.0,0.0,7,0.3193
FL-SEN,38.0,46.0,0.0,,0.0,0.0,1,1.0
GA-SEN,47.68,43.29,0.0,,0.0,0.0,6,0.148
IA-01,43.0,39.0,0.0,,0.0,0.0,1,0.0027
IA-03,45.0,42.0,0.0,,0.0,0.0,1,0.0544
IA-SEN,41.0,44.0,0.0,,0.0,0.0,1,0.315
IL-GOV,54.3,34.0,0.0,,0.0,0.0,1,0.1039
KS-SEN,46.0,54.0,0.0,,0.0,0.0,1,0.4665
KY-SEN,38.0,49.0,0.0,,0.0,0.0,1,0.1851
MA-GOV,54.9,26.78,0.0,,0.0,0.0,2,0.3903
MA-SEN,55.41,27.95,0.0,,0.0,0.0,4,0.3152
MD-GOV,49.9,28.0,0.0,,0.0,0.0,1,0.2806
ME-02,46.0,47.0,0.0,,0.0,0.0,1,0.7236
ME-SEN,49.0,41.0,0.0,,0.0,0.0,1,0.0769
MI-04,42.0,44.0,0.0,,0.0,0.0,1,0.0969
MI-10,44.0,42.0,0.0,,0.0,0.0,1,0.3618
MI-GOV,37.13,36.0,16.15,IND,0.0,0.0,10,0.2605
MI-SEN,41.98,43.36,0.0,,0.0,0.0,5,0.1732
MN-01,41.0,44.0,0.0,,0.0,0.0,1,0.5359
MN-GOV,50.34,36.36,0.0,,0.0,0.0,2,0.545
MN-SEN,47.1,40.61,0.0,,0.0,0.0,3,0.2035
NC-01,42.0,39.0,9.0,LIB,0.0,0.0,1,0.5236
NC-SEN,48.53,36.72,0.0,,0.0,0.0,9,0.1464
NE-02,46.5,40.5,0.0,,0.0,0.0,1,0.0496
NE-SEN,47.0,48.0,0.0,,0.0,0.0,2,0.2808
NH-02,51.18,38.82,0.0,,0.0,0.0,4,0.1274
NH-GOV,40.0,43.0,0.0,,0.0,0.0,1,0.0394
NH-SEN,46.76,42.09,0.0,,0.0,0.0,10,0.143
NJ-02,36.0,46.0,0.0,,0.0,0.0,1,0.0014
NV-GOV,41.81,43.7,0.0,,0.0,0.0,3,0.2901
NY-01,38.0,41.0,0.0,,0.0,0.0,1,0.1539
NY-04,46.0,41.0,0.0,,0.0,0.0,1,0.7405
NY-17,44.0,39.0,0.0,,0.0,0.0,1,0.7405
NY-18,42.0,35.0,0.0,,0.0,0.0,1,0.7405
NY-GOV,50.21,32.6,1.55,LIB,0.0,0.0,8,0.3918
OH-GOV,49.69,44.11,0.0,,0.0,0.0,9,0.1335
OH-SEN,48.04,48.13,0.0,,0.0,0.0,6,0.1712
OR-GOV,45.0,40.0,0.0,,0.0,0.0,1,0.5484
PA-01,41.0,41.0,0.0,,0.0,0.0,1,0.0376
PA-08,45.0,43.0,0.0,,0.0,0.0,1,0.0136
PA-10,47.91,43.95,0.0,,0.0,0.0,2,0.0485
PA-GOV,53.58,35.25,0.0,,0.0,0.0,4,0.471
SD-SEN,34.53,46.64,0.0,,0.0,0.0,3,0.2825
TN-GOV,28.0,49.0,0.0,,0.0,0.0,1,0.0084
TX-15,38.0,41.0,0.0,,0.0,0.0,1,0.0188
TX-GOV,41.94,49.19,1.21,LIB,0.0,0.0,4,0.5474
TX-SEN,44.95,45.61,0.9,LIB,0.0,0.0,5,0.1932
VA-01,40.0,41.0,0.0,,0.0,0.0,1,0.0088
WI-03,48.71,47.65,0.0,,0.0,0.0,2,0.3909
WI-GOV,40.0,43.0,0.0,,0.0,0.0,1,0.0292
