code,level,state,partisan_lean,gcb,environment,demo_env_adj,pres_2024_margin,trump_approve,trump_disapprove,trump_net,demo_approval_adj,white_pct,black_pct,hispanic_pct,asian_pct,native_pct,pacific_pct
AK-01,district,AK,-13.18,4.74,-9.5,-1.06,-13.8,45.0,51.7,-6.7,0.5,61.0,4.2,6.0,7.8,18.9,2.0
AL-01,district,AL,-34.82,4.74,-30.64,-0.56,-36.34,55.2,41.6,13.6,2.5,67.1,24.7,3.3,1.9,2.9,0.1
AL-02,district,AL,-13.03,4.74,-8.57,-0.28,-14.46,46.0,50.7,-4.7,2.7,52.3,39.8,3.7,2.2,1.9,0.2
AL-03,district,AL,-45.58,4.74,-41.45,-0.61,-47.04,59.7,37.0,22.7,2.4,71.7,20.7,3.1,2.1,2.3,0.1
AL-04,district,AL,-65.77,4.74,-61.7,-0.67,-66.99,68.0,28.8,39.2,1.8,82.7,7.2,6.1,0.8,3.1,0.1
AL-05,district,AL,-29.24,4.74,-25.06,-0.56,-29.51,52.6,44.2,8.4,2.0,70.1,18.3,5.3,2.5,3.6,0.2
AL-06,district,AL,-34.75,4.74,-30.56,-0.54,-34.79,55.0,41.8,13.2,2.2,71.7,19.3,4.7,2.2,2.1,0.1
AL-07,district,AL,19.36,4.74,23.98,-0.12,17.99,32.4,64.4,-31.9,3.0,42.5,50.5,3.6,1.7,1.6,0.1
AR-01,district,AR,-44.65,4.74,-40.59,-0.68,-46.4,59.3,37.4,21.9,2.4,76.0,16.9,3.1,1.0,2.8,0.2
AR-02,district,AR,-15.42,4.74,-11.2,-0.52,-16.22,46.7,50.0,-3.3,2.1,69.1,20.3,5.1,2.3,3.0,0.1
AR-03,district,AR,-25.59,4.74,-21.19,-0.34,-25.81,50.1,46.6,3.5,0.2,71.5,3.6,13.9,4.2,5.6,1.3
AR-04,district,AR,-39.02,4.74,-34.77,-0.49,-40.73,56.7,40.0,16.7,2.0,69.7,19.8,6.0,1.1,3.3,0.2
AZ-01,district,AZ,-2.22,4.74,2.22,-0.3,-3.14,40.2,56.5,-16.3,0.3,73.4,4.0,13.8,5.5,3.1,0.3
AZ-02,district,AZ,-13.44,4.74,-9.37,-0.67,-15.12,44.7,52.0,-7.3,-0.3,59.7,2.7,14.6,2.0,20.7,0.3
AZ-03,district,AZ,43.26,4.74,50.1,2.1,40.31,18.0,78.7,-60.7,-5.5,23.0,11.5,56.4,3.7,5.0,0.4
AZ-04,district,AZ,7.35,4.74,12.3,0.21,6.76,35.5,61.3,-25.8,-1.1,58.6,6.5,22.8,7.2,4.3,0.6
AZ-05,district,AZ,-19.54,4.74,-15.0,-0.2,-20.19,47.5,49.3,-1.9,0.0,70.0,4.5,15.3,7.2,2.5,0.5
AZ-06,district,AZ,-0.62,4.74,4.23,0.11,-0.76,39.1,57.7,-18.6,-0.6,66.6,4.3,21.1,4.3,3.2,0.5
AZ-07,district,AZ,25.31,4.74,31.91,1.86,22.39,25.8,71.0,-45.2,-5.2,32.1,4.8,54.1,2.9,5.7,0.4
AZ-08,district,AZ,-16.0,4.74,-11.31,-0.05,-16.48,45.8,50.9,-5.1,-0.2,68.2,5.3,18.0,5.3,2.9,0.4
AZ-09,district,AZ,-30.21,4.74,-25.12,0.35,-31.34,51.4,45.4,6.0,-1.2,61.6,5.2,25.5,3.4,3.7,0.5
CA-01,district,CA,13.97,4.74,18.82,0.11,12.63,32.7,64.1,-31.4,-1.0,63.8,2.5,22.6,4.8,5.5,0.7
CA-02,district,CA,26.43,4.74,30.74,-0.42,25.45,28.1,68.7,-40.7,0.3,72.6,2.5,13.0,5.5,5.8,0.6
CA-03,district,CA,11.4,4.74,16.01,-0.13,10.55,34.0,62.7,-28.7,-0.5,60.3,6.6,16.3,12.4,3.4,1.1
CA-04,district,CA,16.77,4.74,21.9,0.39,14.96,31.0,65.8,-34.8,-2.0,53.7,3.1,27.0,11.4,4.0,0.7
CA-05,district,CA,-19.75,4.74,-14.73,0.28,-21.2,46.8,50.0,-3.2,-1.5,58.5,3.2,25.1,7.6,4.7,0.9
CA-06,district,CA,9.83,4.74,14.63,0.06,8.67,34.4,62.3,-27.9,-1.1,53.3,8.2,19.4,14.1,3.6,1.4
CA-07,district,CA,15.12,4.74,19.99,0.13,13.26,31.9,64.9,-33.0,-1.7,42.8,9.9,20.2,21.9,3.3,1.9
CA-08,district,CA,37.61,4.74,42.94,0.58,35.19,21.9,74.8,-52.9,-2.4,32.4,15.1,27.1,20.5,3.4,1.4
CA-09,district,CA,15.48,4.74,21.09,0.87,11.8,30.9,65.9,-35.0,-3.4,28.0,12.6,33.1,21.2,3.6,1.5
CA-10,district,CA,36.05,4.74,40.71,-0.07,34.75,23.1,73.6,-50.5,-1.4,52.0,5.0,17.7,22.1,2.3,0.9
CA-11,district,CA,72.6,4.74,77.03,-0.31,70.62,7.6,89.2,-81.7,-1.5,44.1,6.5,13.0,33.8,1.9,0.7
CA-12,district,CA,79.37,4.74,84.37,0.26,77.64,4.6,92.2,-87.6,-1.7,34.2,17.5,20.6,23.9,3.0,0.9
CA-13,district,CA,4.96,4.74,11.78,2.08,0.51,34.0,62.8,-28.8,-6.2,23.3,4.6,57.9,8.5,4.9,0.8
CA-14,district,CA,39.07,4.74,43.93,0.12,36.2,20.9,75.9,-55.0,-3.3,26.4,5.8,21.2,42.5,2.4,1.8
CA-15,district,CA,52.23,4.74,57.22,0.26,49.64,15.2,81.6,-66.4,-3.5,29.6,3.6,24.2,38.8,2.1,1.7
CA-16,district,CA,51.53,4.74,56.17,-0.1,49.91,16.2,80.6,-64.4,-2.1,44.7,2.7,17.9,32.0,2.0,0.7
CA-17,district,CA,43.61,4.74,48.1,-0.25,40.75,18.9,77.9,-59.0,-3.5,23.0,2.8,15.6,56.2,1.7,0.8
CA-18,district,CA,33.3,4.74,40.12,2.08,29.37,21.7,75.0,-53.3,-6.5,21.0,2.8,58.3,12.6,4.6,0.7
CA-19,district,CA,37.22,4.74,42.06,0.1,35.64,22.4,74.4,-52.0,-1.9,50.8,3.2,21.6,20.6,3.0,0.8
CA-20,district,CA,-31.84,4.74,-26.36,0.73,-32.98,51.4,45.4,6.0,-2.6,50.4,4.1,33.2,7.5,4.4,0.5
CA-21,district,CA,9.94,4.74,16.76,2.08,6.17,31.8,64.9,-33.1,-6.2,21.9,5.6,57.5,10.5,4.2,0.4
CA-22,district,CA,2.96,4.74,10.35,2.65,-1.86,34.3,62.5,-28.2,-7.2,16.5,5.9,67.5,5.9,3.9,0.3
CA-23,district,CA,-18.3,4.74,-12.49,1.07,-19.9,45.4,51.3,-5.9,-3.0,42.3,9.5,37.7,5.5,4.3,0.7
CA-24,district,CA,26.79,4.74,32.26,0.73,25.76,26.5,70.3,-43.8,-2.6,52.8,2.5,33.2,7.2,3.7,0.5
CA-25,district,CA,8.76,4.74,15.42,1.92,5.97,32.8,64.0,-31.3,-5.3,32.3,4.6,54.6,4.4,3.8,0.4
CA-26,district,CA,17.54,4.74,23.23,0.95,15.73,30.0,66.7,-36.7,-3.3,45.5,3.2,37.1,10.5,3.3,0.5
CA-27,district,CA,12.56,4.74,18.59,1.29,10.06,31.9,64.8,-32.9,-3.8,33.3,11.0,41.1,10.9,3.3,0.5
CA-28,district,CA,28.27,4.74,33.31,0.3,26.17,25.3,71.5,-46.1,-3.6,27.5,4.9,25.1,39.9,2.3,0.4
CA-29,district,CA,39.51,4.74,46.34,2.09,34.71,19.3,77.4,-58.1,-6.1,24.2,5.1,57.5,9.3,3.5,0.3
CA-30,district,CA,43.42,4.74,48.31,0.15,41.41,20.0,76.8,-56.8,-1.4,56.3,4.8,21.7,14.8,2.1,0.3
