race_code,round,dem,rep,other,exhausted,eliminated
AK-GOV,1,41.63,50.37,8.0,0.0,
AK-GOV,2,44.99,53.41,0.0,1.6,Other
AK-SEN,1,45.21,46.79,8.0,0.0,
AK-SEN,2,48.57,49.83,0.0,1.6,Other
ME-SEN,1,48.1,46.9,5.0,0.0,
ME-SEN,2,50.2,48.8,0.0,1.0,Other
AK-01,1,42.09,49.91,8.0,0.0,
AK-01,2,45.69,52.71,0.0,1.6,Other
ME-01,1,62.3,32.7,5.0,0.0,
ME-01,2,64.4,34.6,0.0,1.0,Other
ME-02,1,44.59,50.41,5.0,0.0,
ME-02,2,46.69,52.31,0.0,1.0,Other
