race_code,round,cand_id,name,party,slot,pct,votes,status,exhausted_pct
AK-GOV,1,C-0073,Jonathan Kreiss-Tomkins,DEM,dem,47.39,112057,active,0.0
AK-GOV,1,C-0074,Bernadette Wilson,REP,rep,20.71,48972,active,0.0
AK-GOV,1,C-1061,Dave Bronson,REP,,16.78,39667,active,0.0
AK-GOV,1,C-1068,Treg Taylor,REP,,15.12,35750,eliminated,0.0
AK-GOV,2,C-0073,Jonathan Kreiss-Tomkins,DEM,dem,50.01,118239,active,3.8
AK-GOV,2,C-0074,Bernadette Wilson,REP,rep,29.42,69552,active,3.8
AK-GOV,2,C-1061,Dave Bronson,REP,,16.78,39667,eliminated,3.8
AK-GOV,3,C-0073,Jonathan Kreiss-Tomkins,DEM,dem,52.91,125098,elected,8.02
AK-GOV,3,C-0074,Bernadette Wilson,REP,rep,39.07,92388,active,8.02
AK-SEN,1,C-0001,Mary Peltola,DEM,dem,48.2,113970,active,0.0
AK-SEN,1,C-0002,Dan S. Sullivan,REP,rep,48.14,113816,active,0.0
AK-SEN,1,C-1062,Daniel J. Sullivan Jr.,NPA,,2.5,5911,active,0.0
AK-SEN,1,C-1066,Gerald L. Heikes,REP,,1.16,2749,eliminated,0.0
AK-SEN,2,C-0001,Mary Peltola,DEM,dem,48.27,114130,active,0.53
AK-SEN,2,C-0002,Dan S. Sullivan,REP,rep,48.53,114751,active,0.53
AK-SEN,2,C-1062,Daniel J. Sullivan Jr.,NPA,,2.67,6312,eliminated,0.53
AK-SEN,3,C-0001,Mary Peltola,DEM,dem,48.99,115847,active,1.75
AK-SEN,3,C-0002,Dan S. Sullivan,REP,rep,49.26,116468,elected,1.75
AK-01,1,C-0145,Nick Begich III,REP,rep,49.77,117674,active,0.0
AK-01,1,C-1013,Bill Hill,IND,ind,45.23,106950,active,0.0
AK-01,1,C-1063,Eric Hafner,DEM,,3.8,8985,active,0.0
AK-01,1,C-1071,"James C. ""Jim"" McDermott",LIB,,1.2,2837,eliminated,0.0
AK-01,2,C-0145,Nick Begich III,REP,rep,50.21,118717,active,0.3
AK-01,2,C-1013,Bill Hill,IND,ind,45.59,107804,active,0.3
AK-01,2,C-1063,Eric Hafner,DEM,,3.9,9213,eliminated,0.3
AK-01,3,C-0145,Nick Begich III,REP,rep,50.73,119952,elected,1.28
AK-01,3,C-1013,Bill Hill,IND,ind,47.99,113465,active,1.28
