race_code,poll_dem,poll_rep,poll_oth,poll_oth_party,poll_dem2,poll_rep2,poll_count,poll_recency
AK-SEN,49.13,48.02,0.0,,25.58,25.58,14,0.1675
AL-SEN,32.0,47.0,0.0,,0.0,0.0,1,0.2939
AR-SEN,39.64,48.37,3.44,LIB,0.0,0.0,4,0.4344
FL-SEN,40.04,49.3,0.0,,0.0,0.0,4,0.1043
GA-SEN,53.62,42.98,0.0,,0.0,0.0,11,0.1259
IA-SEN,45.64,45.68,0.38,LIB,0.0,0.0,12,0.3793
ID-SEN,29.96,39.02,3.65,IND,0.0,0.0,5,0.3866
KS-SEN,43.2,47.03,0.0,,0.0,0.0,3,0.2919
KY-SEN,38.0,49.0,0.0,,0.0,0.0,1,0.0026
MA-SEN,50.61,30.23,1.93,PSL,0.0,0.0,9,0.2038
ME-SEN,47.26,44.4,0.0,,0.0,0.0,6,0.5341
MI-SEN,46.06,44.71,0.0,,0.0,0.0,26,0.3653
MN-SEN,46.18,41.09,0.95,IND,0.0,0.0,5,0.1612
MS-SEN,39.49,45.44,3.54,IND,0.0,0.0,2,0.4521
MT-SEN,29.54,44.7,15.91,IND,0.0,0.0,6,0.3342
NC-SEN,50.06,40.36,0.75,LIB,0.0,0.0,27,0.1844
NE-SEN,47.0,46.63,0.0,,0.0,0.0,4,0.1774
NH-SEN,44.77,42.57,0.09,IND,0.0,0.0,19,0.1669
OH-SEN,49.04,43.96,0.07,LIB,0.0,0.0,18,0.2241
OK-SEN,25.0,49.0,4.0,IND,0.0,0.0,1,0.5359
RI-SEN,51.21,31.81,3.15,IND,0.0,0.0,3,0.3501
SC-SEN,37.78,41.77,1.35,LIB,0.0,0.0,5,0.4665
SD-SEN,40.43,47.29,0.0,,0.0,0.0,6,0.1825
TX-SEN,46.46,44.62,0.89,LIB,0.0,0.0,28,0.2467
AL-GOV,40.99,49.01,0.0,,0.0,0.0,2,0.1475
AR-GOV,40.0,45.0,7.0,LIB,0.0,0.0,1,0.6156
AZ-GOV,46.33,37.27,1.28,IND,0.0,0.0,19,0.3028
CA-GOV,56.04,35.51,0.0,,0.0,0.0,5,0.2407
CO-GOV,50.1,37.8,0.0,,0.0,0.0,1,0.0001
CT-GOV,50.91,34.49,0.0,,0.0,0.0,3,0.4593
FL-GOV,39.39,43.16,0.43,NPA,0.0,0.0,17,0.1167
GA-GOV,49.9,45.89,0.0,,0.0,0.0,8,0.3
IA-GOV,49.47,44.28,0.0,,0.0,0.0,7,0.4103
ID-GOV,29.0,50.5,5.0,IND,0.0,0.0,1,0.4559
IL-GOV,54.3,34.0,0.0,,0.0,0.0,1,0.0015
KS-GOV,47.0,46.0,0.0,,0.0,0.0,1,0.6752
MA-GOV,53.37,31.99,0.0,,0.0,0.0,8,0.2366
MD-GOV,58.0,31.0,0.0,,0.0,0.0,1,0.5
ME-GOV,50.81,38.39,5.69,IND,0.0,0.0,4,0.3156
MI-GOV,49.21,42.16,0.42,IND,0.0,0.0,24,0.2133
MN-GOV,51.72,36.25,0.91,IND,0.0,0.0,4,0.2125
NE-GOV,33.0,38.0,12.0,LMN,0.0,0.0,1,0.0327
NH-GOV,38.47,47.97,0.0,,0.0,0.0,6,0.3304
NM-GOV,45.55,35.12,0.0,,0.0,0.0,3,0.5872
NV-GOV,43.14,49.05,0.0,,0.0,0.0,10,0.1954
NY-GOV,49.35,37.41,0.13,LIB,0.0,0.0,16,0.0848
OH-GOV,47.69,48.29,0.18,LIB,0.0,0.0,19,0.1296
OR-GOV,44.2,47.13,0.0,,0.0,0.0,3,0.0932
PA-GOV,54.09,36.01,0.11,GRE,0.0,0.0,14,0.2965
RI-GOV,42.0,20.0,18.0,IND,0.0,0.0,1,0.8123
SC-GOV,39.66,47.0,0.0,,0.0,0.0,2,0.4987
TN-GOV,32.65,46.29,7.54,IND,0.0,0.0,3,0.3009
