code,level,state,partisan_lean,gcb,environment,demo_env_adj,pres_2024_margin,trump_approve,trump_disapprove,trump_net,demo_approval_adj,white_pct,black_pct,hispanic_pct,asian_pct,native_pct,pacific_pct
AK-01,district,AK,-13.27,4.9,-9.43,-1.06,-13.8,45.0,51.8,-6.8,0.5,61.0,4.2,6.0,7.8,18.9,2.0
AL-01,district,AL,-34.82,4.9,-30.48,-0.56,-36.34,55.1,41.6,13.5,2.5,67.1,24.7,3.3,1.9,2.9,0.1
AL-02,district,AL,-13.04,4.9,-8.42,-0.28,-14.46,46.0,50.8,-4.8,2.7,52.3,39.8,3.7,2.2,1.9,0.2
AL-03,district,AL,-45.59,4.9,-41.3,-0.61,-47.04,59.7,37.1,22.6,2.4,71.7,20.7,3.1,2.1,2.3,0.1
AL-04,district,AL,-65.84,4.9,-61.61,-0.67,-66.99,67.9,28.8,39.1,1.8,82.7,7.2,6.1,0.8,3.1,0.1
AL-05,district,AL,-29.38,4.9,-25.04,-0.56,-29.51,52.5,44.2,8.3,2.0,70.1,18.3,5.3,2.5,3.6,0.2
AL-06,district,AL,-34.9,4.9,-30.55,-0.54,-34.79,55.0,41.8,13.2,2.2,71.7,19.3,4.7,2.2,2.1,0.1
AL-07,district,AL,19.33,4.9,24.11,-0.12,17.99,32.4,64.4,-32.0,3.0,42.5,50.5,3.6,1.7,1.6,0.1
AR-01,district,AR,-44.75,4.9,-40.53,-0.68,-46.4,59.3,37.5,21.8,2.4,76.0,16.9,3.1,1.0,2.8,0.2
AR-02,district,AR,-15.55,4.9,-11.17,-0.52,-16.22,46.7,50.0,-3.3,2.1,69.1,20.3,5.1,2.3,3.0,0.1
AR-03,district,AR,-25.74,4.9,-21.18,-0.34,-25.81,50.1,46.6,3.5,0.2,71.5,3.6,13.9,4.2,5.6,1.3
AR-04,district,AR,-39.11,4.9,-34.7,-0.49,-40.73,56.7,40.1,16.6,2.0,69.7,19.8,6.0,1.1,3.3,0.2
AZ-01,district,AZ,-2.26,4.9,2.34,-0.3,-3.14,40.2,56.6,-16.4,0.3,73.4,4.0,13.8,5.5,3.1,0.3
AZ-02,district,AZ,-13.39,4.9,-9.16,-0.67,-15.12,44.6,52.1,-7.5,-0.3,59.7,2.7,14.6,2.0,20.7,0.3
AZ-03,district,AZ,43.44,4.9,50.45,2.1,40.31,17.9,78.9,-61.0,-5.5,23.0,11.5,56.4,3.7,5.0,0.4
AZ-04,district,AZ,7.29,4.9,12.39,0.21,6.76,35.4,61.3,-25.9,-1.1,58.6,6.5,22.8,7.2,4.3,0.6
