race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_coh,rep_coh,ind_coh,dem_outside,rep_outside,dem_spent,rep_spent,ind_spent,dem_small,rep_small,ind_small,dem_pac,rep_pac,ind_pac,dem_self,rep_self,ind_self,dem_debt,rep_debt,ind_debt,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-GOV,governor,AK,GOV,Tom Begich,Bernadette Wilson,DEM,REP,,REP,-5.95,35.1,64.9,Lean R,-13.27,4.9,-9.43,0.0,0.0,-1.06,-13.8,7.85,True,False,,,0.0,0.0,,,0.0,presumptive,projected,46.99,37.94,3,8.06,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.87,49.13,8.0,101364,116166,18916,0,236446
AL-GOV,governor,AL,GOV,Doug Jones,Tommy Tuberville,DEM,REP,,REP,-20.91,2.1,97.9,Safe R,-29.66,4.9,-21.87,0.0,3.37,-0.48,-30.88,9.97,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.1,52.6,1,-15.5,0.15,0,13792994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.54,60.46,0.0,626983,958580,0,0,1585563
AR-GOV,governor,AR,GOV,Fredrick Love,Sarah Huckabee Sanders,DEM,REP,REP,REP,-26.35,0.5,99.5,Safe R,-30.62,4.9,-26.35,0.0,-0.13,-0.51,-31.57,5.21,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.82,63.18,0.0,309117,530339,0,0,839457
AZ-GOV,governor,AZ,GOV,Katie Hobbs,Andy Biggs,DEM,REP,DEM,DEM,7.6,76.9,23.1,Likely D,-4.25,4.9,7.92,0.9,6.01,0.36,-5.59,13.19,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,42.7,36.79,11,6.65,0.257,6534592,1923723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.8,46.2,0.0,1276390,1096133,0,0,2372523
CA-GOV,governor,CA,GOV,Xavier Becerra,Steve Hilton,DEM,REP,,DEM,28.15,99.7,0.3,Safe D,23.42,4.9,29.12,-0.1,0.0,0.89,20.82,7.33,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,57.29,33.73,4,23.57,0.175,11283904,12875324,0,5129836,1724547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.07,35.93,0.0,7111130,3987413,0,0,11098543
CO-GOV,governor,CO,GOV,Phil Weiser,Victor Marx,DEM,REP,,DEM,17.47,95.5,4.5,Safe D,11.48,4.9,17.0,0.64,0.0,-0.01,11.29,6.18,False,False,IND,Greg Lopez,3.6,0.0,,,0.0,confirmed,confirmed,50.1,37.8,1,12.3,0.15,6951032,2935521,84692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.62,39.78,0.0,1265412,889053,0,80457,2234922
CT-GOV,governor,CT,GOV,Ned Lamont,Ryan Fazio,DEM,REP,DEM,DEM,18.67,96.5,3.5,Safe D,15.88,4.9,19.67,0.0,-1.03,-0.09,14.76,3.91,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,49.0,36.0,1,13.0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.33,40.67,0.0,730476,500664,0,0,1231140
FL-GOV,governor,FL,GOV,David Jolly,Byron Donalds,DEM,REP,,REP,-6.84,25.4,74.6,Lean R,-10.43,4.9,-7.83,-2.35,-0.47,0.51,-13.22,6.39,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,39.47,43.33,15,-4.22,0.276,2814312,65627327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.58,53.42,0.0,3565792,4089034,0,0,7654826
GA-GOV,governor,GA,GOV,Keisha Lance Bottoms,Rick Jackson,DEM,REP,,REP,1.44,55.5,44.5,Toss-up,-1.84,4.9,0.47,-2.47,0.0,-0.12,-2.21,3.65,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,51.18,45.89,5,5.46,0.194,2665880,73526815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.72,49.28,0.0,1863978,1811068,0,0,3675046
HI-GOV,governor,HI,GOV,Josh Green,Gary Cordery,DEM,REP,DEM,DEM,31.83,99.9,0.1,Safe D,25.72,4.9,31.83,0.0,1.67,-0.46,23.56,8.27,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,,,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.91,34.09,0.0,238407,123284,0,0,361691
