race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_coh,rep_coh,ind_coh,dem_outside,rep_outside,dem_spent,rep_spent,ind_spent,dem_small,rep_small,ind_small,dem_pac,rep_pac,ind_pac,dem_self,rep_self,ind_self,dem_debt,rep_debt,ind_debt,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
IA-GOV,governor,IA,GOV,Rob Sand,Zach Lahn,DEM,REP,,REP,5.68,70.9,29.1,Lean D,-12.13,4.9,5.77,2.86,10.86,-0.71,-13.45,19.12,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.38,45.25,4,5.22,0.175,9572747,163603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.84,47.16,0.0,615273,549181,0,0,1164454
ID-GOV,governor,ID,GOV,Terri Pickens,Brad Little,DEM,REP,REP,REP,-46.05,0.0,100.0,Safe R,-36.27,4.9,-46.05,-1.82,-12.37,-0.49,-37.52,-8.52,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,136953,2057743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.98,73.02,0.0,170912,462631,0,0,633543
IL-GOV,governor,IL,GOV,JB Pritzker,Darren Bailey,DEM,REP,DEM,DEM,19.73,97.2,2.8,Safe D,12.91,4.9,19.63,1.84,-0.02,0.0,11.14,8.59,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.3,34.0,1,20.3,0.15,25619035,2166962,0,3141018,127990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.86,40.14,0.0,2367457,1587279,0,0,3954737
KS-GOV,governor,KS,GOV,Cindy Holscher,Ty Masterson,DEM,REP,,DEM,-11.95,12.3,87.7,Likely R,-16.42,4.9,-11.95,0.0,0.0,-0.43,-16.41,4.46,False,False,,,0.0,0.0,,,0.0,projected,presumptive,,,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.02,55.98,0.0,409114,520200,0,0,929314
MA-GOV,governor,MA,GOV,Maura Healey,Mike Minogue,DEM,REP,DEM,DEM,31.15,99.9,0.1,Safe D,27.8,4.9,33.48,0.0,1.13,-0.34,25.91,5.24,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,53.79,31.4,6,22.39,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.58,34.42,0.0,1594538,837030,0,0,2431568
MD-GOV,governor,MD,GOV,Wes Moore,Dan Cox,DEM,REP,DEM,DEM,36.11,100.0,0.0,Safe D,30.37,4.9,38.62,0.0,3.43,-0.08,29.51,6.6,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.9,28.0,1,21.9,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.05,31.95,0.0,1447401,679433,0,0,2126834
ME-GOV,governor,ME,GOV,Hannah Pingree,Robert Charles,DEM,REP,,DEM,11.7,87.1,12.9,Likely D,7.36,4.9,11.29,0.0,0.0,-0.97,7.09,4.61,False,False,IND,Rick Bennett,1.14,0.0,,,0.0,confirmed,confirmed,53.25,39.65,3,13.6,0.199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.21,43.65,0.0,321311,254017,0,6634,581962
MI-GOV,governor,MI,GOV,Jocelyn Benson,John James,DEM,REP,,DEM,12.96,89.5,10.5,Likely D,-0.43,4.9,14.03,0.21,9.97,-0.63,-1.44,14.4,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,44.9,35.32,17,10.28,0.283,5958887,4492470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.48,43.52,0.0,2239097,1725164,0,0,3964262
MN-GOV,governor,MN,GOV,Amy Klobuchar,Mike Lindell,DEM,REP,,DEM,11.47,86.7,13.3,Likely D,4.83,4.9,10.32,1.43,-0.12,-0.72,4.34,7.13,False,False,,,0.0,0.0,,,0.0,presumptive,projected,52.96,34.99,2,17.97,0.15,7053950,1001473,0,3859683,11704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.74,44.26,0.0,1269506,1008238,0,0,2277744
NE-GOV,governor,NE,GOV,Lynne Walz,Jim Pillen,DEM,REP,REP,REP,-14.08,8.6,91.4,Likely R,-20.91,4.9,-19.74,0.0,-3.25,-0.48,-20.84,6.76,False,False,IND,Brett Lindstrom,12.0,0.0,,,0.0,confirmed,confirmed,33.0,38.0,1,-8.0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.81,50.19,0.0,250655,332795,0,79561,663011
NH-GOV,governor,NH,GOV,Cinde Warmington,Kelly Ayotte,DEM,REP,REP,REP,-12.09,12.1,87.9,Likely R,3.63,4.9,-13.43,-1.31,-19.79,-0.86,2.82,-14.91,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,38.17,44.73,5,-6.56,0.194,606192,3694856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,56.05,0.0,254200,324133,0,0,578332
NM-GOV,governor,NM,GOV,Deb Haaland,Gregg Hull,DEM,REP,,DEM,8.99,80.8,19.2,Likely D,7.41,4.9,8.99,1.95,-6.39,1.12,6.14,2.85,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,13910580,987856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.5,45.5,0.0,352253,294124,0,0,646377
NV-GOV,governor,NV,GOV,Aaron Ford,Joe Lombardo,DEM,REP,REP,REP,3.32,62.6,37.4,Lean D,-1.57,4.9,5.05,0.47,0.85,0.4,-3.15,6.47,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,45.35,48.12,6,-3.19,0.21,4285307,2275075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.66,48.34,0.0,536765,502302,0,0,1039067
NY-GOV,governor,NY,GOV,Kathy Hochul,Bruce Blakeman,DEM,REP,DEM,DEM,14.33,91.7,8.3,Likely D,15.56,4.9,13.25,0.16,-7.5,0.13,12.68,1.65,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.54,33.77,14,17.24,0.272,16594119,13445025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.17,42.83,0.0,3323377,2490122,0,0,5813499
OH-GOV,governor,OH,GOV,Amy Acton,Vivek Ramaswamy,DEM,REP,,REP,-4.78,32.2,67.8,Lean R,-10.38,4.9,-6.83,-0.66,0.0,-0.69,-11.31,6.53,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,47.65,47.15,16,0.48,0.28,10552470,25555956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.61,52.39,0.0,1921261,2114251,0,0,4035512
OK-GOV,governor,OK,GOV,Cyndi Munson,Gentner Drummond,DEM,REP,,REP,-31.36,0.1,99.9,Safe R,-34.86,4.9,-31.36,0.0,-0.7,-0.7,-34.95,3.59,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.32,65.68,0.0,376220,720003,0,0,1096222
OR-GOV,governor,OR,GOV,Tina Kotek,Christine Drazan,DEM,REP,DEM,DEM,5.37,69.8,30.2,Lean D,15.18,4.9,6.33,0.0,-13.29,-0.46,14.89,-9.52,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,44.2,47.13,3,-0.1,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.68,47.32,0.0,828077,743697,0,0,1571774
PA-GOV,governor,PA,GOV,Josh Shapiro,Stacy Garrity,DEM,REP,DEM,DEM,16.62,94.6,5.4,Likely D,-0.99,4.9,16.95,1.95,11.61,-0.53,-1.75,18.38,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,52.66,37.0,10,15.66,0.25,34960533,2545436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.31,41.69,0.0,2871082,2052535,0,0,4923617
RI-GOV,governor,RI,GOV,Helena Foulkes,Elaine Pelino,DEM,REP,,DEM,19.99,97.4,2.6,Safe D,15.75,4.9,20.45,0.0,0.0,-0.2,14.16,5.83,False,False,,,0.0,0.0,,,0.0,presumptive,projected,38.59,21.21,2,17.38,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,40.0,0.0,215591,143757,0,0,359348
SC-GOV,governor,SC,GOV,Jermaine Johnson,Alan Wilson,DEM,REP,,REP,-10.55,15.3,84.7,Likely R,-16.61,4.9,-10.55,1.47,0.07,-0.39,-18.12,7.57,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,753609,62585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.72,55.28,0.0,797723,985975,0,0,1783698
SD-GOV,governor,SD,GOV,Dan Ahlers,Toby Doeden,DEM,REP,,REP,-25.53,0.7,99.3,Safe R,-29.41,4.9,-25.53,0.0,0.0,-1.02,-29.98,4.45,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.24,62.76,0.0,111139,187334,0,0,298473
TN-GOV,governor,TN,GOV,Jerri Green,Marsha Blackburn,DEM,REP,,REP,-21.03,2.1,97.9,Safe R,-28.6,4.9,-20.51,0.0,3.73,-0.54,-30.12,9.09,False,False,,,0.0,0.0,,,0.0,projected,presumptive,27.01,51.0,3,-23.99,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.49,60.51,0.0,846870,1297889,0,0,2144759
TX-GOV,governor,TX,GOV,Gina Hinojosa,Greg Abbott,DEM,REP,REP,REP,-9.68,17.4,82.6,Likely R,-11.93,4.9,-10.91,-1.58,-3.33,1.04,-13.88,4.2,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,42.26,48.75,15,-6.45,0.276,8589462,71434049,0,3002416,67461299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.16,54.84,0.0,3605304,4377866,0,0,7983170
VT-GOV,governor,VT,GOV,Amanda Janoo,Phil Scott,DEM,REP,REP,REP,-22.75,1.4,98.6,Safe R,33.44,4.9,-25.19,0.0,-62.58,-0.95,32.77,-55.52,False,False,,,0.0,0.0,,,0.0,projected,confirmed,30.95,43.32,2,-12.37,0.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.62,61.38,0.0,99882,158713,0,0,258595
WI-GOV,governor,WI,GOV,Francesca Hong,Tom Tiffany,DEM,REP,,DEM,3.94,64.9,35.1,Lean D,-0.43,4.9,4.27,0.18,0.28,-0.66,-0.87,4.82,False,False,,,0.0,0.0,,,0.0,projected,presumptive,46.04,43.87,5,2.57,0.194,13951,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.97,48.03,0.0,1245260,1150783,0,0,2396043
WY-GOV,governor,WY,GOV,Kenneth Casner,Megan Degenfelder,DEM,REP,,REP,-40.0,0.0,100.0,Safe R,-46.77,4.9,-40.0,0.0,2.51,-0.64,-46.96,6.96,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,,,0,,0.0,0,5226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,70.0,0.0,56499,131835,0,0,188334
AK-SEN,senate,AK,SEN,Mary Peltola,Dan Sullivan,DEM,REP,REP,REP,-1.83,45.8,54.2,Toss-up,-11.31,4.9,-2.99,0.37,4.11,-1.06,-13.8,11.97,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,46.31,46.61,12,-0.31,0.262,15575539,8501665,0,6094872,8303687,0,15476,3017435,9480668,2288882,0,5719757,470900,0,561746,1875800,0,0,0,0,0,0,0,44.95,47.05,8.0,106282,111248,18916,0,236446
AL-SEN,senate,AL,SEN,Everett Wess,Barry Moore,DEM,REP,,REP,-25.02,0.8,99.2,Safe R,-27.17,4.9,-25.02,-3.2,0.93,-0.48,-30.88,5.86,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,83341,3787330,0,-10011,627788,0,3019,17094132,94747,3284673,0,4247,346554,0,0,881598,0,70643,50000,0,0,360928,0,37.49,62.51,0.0,594429,991134,0,0,1585563
AR-SEN,senate,AR,SEN,Hallie Shoffner,Tom Cotton,DEM,REP,REP,REP,-26.17,0.6,99.4,Safe R,-29.31,4.9,-27.43,-0.84,-1.67,-0.51,-31.57,5.4,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,36.0,58.0,1,-19.0,0.15,2269114,6233117,0,863578,9931885,0,0,2510176,1405536,3752101,0,807707,552197,0,20060,1191500,0,0,0,0,0,73959,0,36.92,63.08,0.0,309898,529559,0,0,839457
CO-SEN,senate,CO,SEN,John Hickenlooper,Mark Baisley,DEM,REP,DEM,DEM,24.31,99.1,0.9,Safe D,13.02,4.9,24.31,2.84,3.55,-0.01,11.29,13.01,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,8119380,138597,0,2083870,50021,0,510004,0,7471143,88913,0,1302169,28371,0,958273,999,0,0,2200,0,0,0,0,62.15,37.85,0.0,1389065,845857,0,0,2234922
DE-SEN,senate,DE,SEN,Chris Coons,Michael Katz,DEM,REP,DEM,DEM,24.48,99.1,0.9,Safe D,15.57,4.9,24.48,2.63,1.67,-0.28,14.84,9.64,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,,,0,,0.0,3940137,70152,0,4705684,38004,0,0,0,1419652,32148,0,52510,3182,0,1310377,300,0,0,54260,0,0,54250,0,62.24,37.76,0.0,222537,135006,0,0,357542
FL-SEN,senate,FL,SEN,Alexander Vindman,Ashley Moody,DEM,REP,REP,REP,-5.38,30.1,69.9,Lean R,-8.83,4.9,-4.87,0.21,-1.67,0.51,-13.22,7.84,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,41.56,47.23,11,-6.85,0.257,14595387,10802230,0,7307305,8421236,0,26675,545860,7288082,2380993,0,8963209,1383579,0,215105,2039500,0,20,0,0,2517,0,0,47.31,52.69,0.0,3621440,4033386,0,0,7654826
GA-SEN,senate,GA,SEN,Jon Ossoff,Mike Collins,DEM,REP,DEM,DEM,12.21,88.2,11.8,Likely D,-0.92,4.9,12.29,1.71,6.73,-0.12,-2.21,14.42,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.7,43.03,9,11.96,0.242,77279766,7409350,0,42587451,2079981,0,886293,1568662,39682882,5932539,0,39110515,2087144,0,931316,495632,0,0,65000,0,0,461916,0,56.1,43.9,0.0,2061870,1613177,0,0,3675046
IA-SEN,senate,IA,SEN,Josh Turek,Ashley Hinson,DEM,REP,,REP,-2.67,39.8,60.2,Lean R,-7.35,4.9,-4.19,-0.1,-0.93,-0.71,-13.45,10.78,False,False,LIB,,0.0,0.0,,,0.0,confirmed,confirmed,47.49,47.08,8,0.1,0.233,6276527,10217845,0,2362314,6749491,0,11513181,3883175,3914213,5396429,0,2726556,1052135,0,440127,2232367,0,0,0,0,0,0,0,47.39,49.98,2.63,551803,582026,30625,0,1164454
ID-SEN,senate,ID,SEN,David Roth,Jim Risch,DEM,REP,REP,REP,-39.91,0.0,100.0,Safe R,-38.4,4.9,-40.01,-3.05,-2.97,-0.49,-37.52,-2.39,False,False,IND,Todd Achilles,7.0,0.0,,,0.0,confirmed,confirmed,15.0,55.0,1,-37.0,0.15,8642,3357516,692245,1051,3535956,194226,0,0,8186,2241925,506311,1936,139910,115721,1400,959329,10000,3156,0,10500,10846,0,0,27.94,65.06,0.0,177022,412172,0,44348,633543
IL-SEN,senate,IL,SEN,Juliana Stratton,Don Tracy,DEM,REP,,DEM,20.27,97.5,2.5,Safe D,15.06,4.9,20.27,0.32,0.0,0.0,11.14,9.14,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,5906599,2459890,0,1107958,1512424,0,10437456,11068156,4798641,947466,0,1182892,27050,0,426634,12325,0,0,2000000,0,0,2000000,0,60.14,39.86,0.0,2378228,1576509,0,0,3954737
KS-SEN,senate,KS,SEN,Adam Hamilton,Roger Marshall,DEM,REP,REP,REP,-11.39,13.5,86.5,Likely R,-15.31,4.9,-11.99,-0.07,-1.09,-0.43,-16.41,5.02,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,46.0,54.0,1,-8.0,0.15,3678710,3943411,0,2597698,5326447,0,0,227327,1081012,321983,0,631218,147889,0,15000,1532750,0,50050,0,0,50000,0,0,44.3,55.7,0.0,411723,517591,0,0,929314
KY-SEN,senate,KY,SEN,Charles Booker,Andy Barr,DEM,REP,,REP,-29.22,0.2,99.8,Safe R,-30.07,4.9,-31.64,-0.86,-4.86,-0.75,-31.03,1.81,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,37.0,49.5,1,-15.5,0.15,1099509,9981055,0,309623,2305546,0,8306596,6980575,789887,11368587,0,654554,729552,0,24750,1995311,0,0,0,0,89868,0,0,35.39,64.61,0.0,513938,938231,0,0,1452169
LA-SEN,senate,LA,SEN,Jamie Davis,Julia Letlow,DEM,REP,,REP,-24.36,0.9,99.1,Safe R,-21.43,4.9,-24.36,-0.45,-7.1,-0.28,-22.36,-2.0,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1983548,6210122,0,479104,1427072,0,10861766,12093658,1504444,4783049,0,1699034,127995,0,0,824000,0,10000,0,0,10000,0,0,37.82,62.18,0.0,531321,873561,0,0,1404882
MA-SEN,senate,MA,SEN,Ed Markey,John Deaton,DEM,REP,DEM,DEM,32.53,99.9,0.1,Safe D,29.11,4.9,35.99,0.66,1.67,-0.34,25.91,6.62,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,52.51,32.08,7,20.45,0.223,4848657,1498561,0,2227617,726604,0,0,1482275,4431727,771958,0,757410,61944,0,548650,425,0,0,1053414,0,0,1005000,0,66.26,33.74,0.0,1611250,820318,0,0,2431568
ME-SEN,senate,ME,SEN,Troy Jackson,Susan Collins,DEM,REP,REP,REP,0.0,50.0,50.0,Toss-up,8.52,4.9,-1.11,0.0,-13.55,-0.97,7.09,-7.09,False,False,,,0.0,0.0,,,0.0,projected,confirmed,49.99,44.89,5,4.57,0.196,0,16169827,0,0,11038115,0,86250,2629499,0,7708021,0,0,1425763,0,0,1263550,0,0,0,0,0,0,0,50.0,50.0,0.0,290991,290971,0,0,581962
MI-SEN,senate,MI,SEN,Abdul El-Sayed,Mike Rogers,DEM,REP,,DEM,6.19,72.6,27.4,Lean D,3.17,4.9,7.61,-0.28,0.44,-0.63,-1.44,7.63,False,False,,,0.0,0.0,,,0.0,projected,presumptive,45.51,43.03,14,2.42,0.272,12222407,10582463,0,2730129,5723827,0,1174412,23044602,9492277,5114340,0,3236075,2129550,0,67845,844227,0,14000,0,0,0,0,0,53.1,46.9,0.0,2104902,1859360,0,0,3964262
MN-SEN,senate,MN,SEN,Peggy Flanagan,Michele Tafoya,DEM,REP,,DEM,9.97,83.3,16.7,Likely D,6.61,4.9,10.74,-0.05,0.0,-0.72,4.34,5.62,False,False,,,0.0,0.0,,,0.0,projected,presumptive,49.03,41.46,6,7.05,0.21,6044163,4669609,0,1565604,2080632,0,86106,5514766,4478560,2588978,0,2701933,2064245,0,169917,224000,0,7000,7878,0,0,331512,0,54.98,45.02,0.0,1252377,1025367,0,0,2277744
MS-SEN,senate,MS,SEN,Scott Colom,Cindy Hyde-Smith,DEM,REP,REP,REP,-13.64,9.3,90.7,Likely R,-21.48,4.9,-14.64,-0.31,2.62,-0.37,-23.15,9.5,False,False,IND,Ty Pinkins,6.0,0.0,,,0.0,confirmed,confirmed,39.0,42.0,1,-6.0,0.15,2384921,3825455,90225,847046,2535896,632,471544,98645,1537875,1759323,95208,351461,98642,57151,312330,1182050,0,25193,0,0,61083,60000,0,40.59,53.41,0.0,348889,459140,0,51576,859605
MT-SEN,senate,MT,SEN,Alani Bankhead,Kurt Alme,DEM,REP,,REP,-19.69,10.7,89.3,Likely R,-19.86,4.9,-16.38,-0.4,0.0,-1.01,-20.58,0.89,False,True,IND,Seth Bodnar,10.05,0.0,,,0.0,confirmed,confirmed,33.42,46.39,4,-13.28,0.175,58829,1984861,3238151,21485,1450719,977779,4700046,2483229,37011,534142,2260371,18727,88310,369366,6627,639500,93050,6522,0,0,0,0,0,33.3,52.99,3.66,140546,223658,15448,42423,422074
NC-SEN,senate,NC,SEN,Roy Cooper,Michael Whatley,DEM,REP,,REP,5.11,69.0,31.0,Lean D,-2.8,4.9,4.4,0.7,1.9,-0.3,-3.27,8.38,False,False,GRN,,0.0,0.0,,,0.0,confirmed,confirmed,49.17,40.43,21,8.4,0.294,34975789,11272504,0,20717567,3461698,0,46380,7097104,14258222,7810806,0,4748620,1775437,0,820563,936330,0,0,0,0,0,46928,0,51.57,46.56,1.87,2056448,1856454,74566,0,3987467
NE-SEN,senate,NE,SEN,(No Democrat),Pete Ricketts,DEM,REP,REP,REP,-6.35,34.0,66.0,Lean R,-19.22,4.9,-16.42,0.0,-1.62,-0.48,-20.84,14.49,False,True,IND,Dan Osborn,46.82,34.0,,,0.0,,confirmed,42.0,49.0,1,-7.0,0.15,0,11233507,5751951,0,6910970,2421487,201261,1732682,0,4809506,3393630,0,232136,2195423,0,1701815,139868,0,5295888,0,0,0,0,0.0,53.18,0.0,0,352569,0,310442,663011
NH-SEN,senate,NH,SEN,Chris Pappas,John E. Sununu,DEM,REP,,DEM,7.58,76.9,23.1,Likely D,-0.1,4.9,8.9,0.75,4.2,-0.86,2.82,4.76,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,46.63,42.63,16,4.2,0.28,13371607,3662252,0,5183321,2672646,0,130636,3645658,8595871,989605,0,4138690,395965,0,1045873,462000,0,0,0,0,0,0,0,53.79,46.21,0.0,311093,267239,0,0,578332
