date,days_out,n_polls,gcb_naive_margin,gcb_quality_margin,gcb_correction,approve,disapprove,net_approval,approval_pred_margin,econ_pred_margin,fundamentals_blend,time_weight,gcb_margin,house_pv_dem,house_pv_rep,house_pv_oth,house_pv_margin
2026-02-27,249,357,4.2,4.09,-0.11,41.04,55.86,-14.82,5.79,0.34,2.67,0.427,3.28,56772239,51573490,68574,4.8
