race_code,round,dem,rep,other,exhausted,eliminated
AK-GOV,1,41.14,50.86,8.0,0.0,
AK-GOV,2,44.5,53.9,0.0,1.6,Other
AK-SEN,1,44.54,47.46,8.0,0.0,
AK-SEN,2,47.9,50.5,0.0,1.6,Other
ME-SEN,1,47.59,47.41,5.0,0.0,
ME-SEN,2,49.69,49.31,0.0,1.0,Other
AK-01,1,41.49,50.51,8.0,0.0,
AK-01,2,45.09,53.31,0.0,1.6,Other
ME-01,1,61.63,33.37,5.0,0.0,
ME-01,2,63.73,35.27,0.0,1.0,Other
ME-02,1,44.26,50.74,5.0,0.0,
ME-02,2,46.36,52.64,0.0,1.0,Other
