race_code,poll_dem,poll_rep,poll_oth,poll_oth_party,poll_dem2,poll_rep2,poll_count,poll_recency
AK-01,37.0,41.0,0.0,,0.0,0.0,1,0.2806
AK-GOV,38.0,16.0,0.0,,0.0,21.0,1,0.2742
AK-SEN,51.2,47.29,0.0,,0.0,0.0,7,0.1439
AL-GOV,34.1,52.6,0.0,,0.0,0.0,1,0.0343
AR-SEN,36.0,58.0,0.0,,0.0,0.0,1,0.2618
AZ-01,42.71,42.94,0.0,,0.0,0.0,2,0.033
AZ-06,46.66,43.8,0.0,,0.0,0.0,2,0.2894
AZ-GOV,43.33,37.08,0.0,,0.0,0.0,8,0.0626
CA-22,44.0,42.0,0.0,,0.0,0.0,1,0.0036
CO-03,37.0,47.0,0.0,,0.0,0.0,1,0.5359
CO-05,40.0,43.0,5.0,IND,0.0,0.0,1,0.0272
CO-GOV,50.1,37.8,0.0,,0.0,0.0,1,0.004
FL-27,43.0,46.0,0.0,,0.0,0.0,1,0.4886
FL-28,41.0,45.0,0.0,,0.0,0.0,1,0.4774
FL-GOV,39.04,42.81,0.4,IND,0.0,0.0,9,0.2809
FL-SEN,36.47,47.17,0.0,,0.0,0.0,2,0.6283
GA-SEN,47.68,43.29,0.0,,0.0,0.0,6,0.0629
IA-01,43.0,39.0,0.0,,0.0,0.0,1,0.0011
IA-03,42.0,48.0,0.0,,0.0,0.0,1,0.5612
IA-SEN,42.64,46.46,0.0,,0.0,0.0,2,0.3609
ID-SEN,34.0,48.0,0.0,,0.0,0.0,1,0.6015
IL-GOV,54.3,34.0,0.0,,0.0,0.0,1,0.0442
KS-SEN,46.0,54.0,0.0,,0.0,0.0,1,0.1984
KY-SEN,38.0,49.0,0.0,,0.0,0.0,1,0.0787
MA-GOV,54.9,26.78,0.0,,0.0,0.0,2,0.166
MA-SEN,55.41,27.95,0.0,,0.0,0.0,4,0.1341
MD-GOV,49.9,28.0,0.0,,0.0,0.0,1,0.1194
ME-02,46.0,47.0,0.0,,0.0,0.0,1,0.3078
ME-SEN,49.0,41.0,0.0,,0.0,0.0,1,0.0327
MI-04,42.0,47.43,0.0,,0.0,0.0,2,0.3012
MI-10,44.0,42.0,0.0,,0.0,0.0,1,0.1539
MI-GOV,35.12,31.3,18.11,IND,0.0,0.0,12,0.1908
MI-SEN,41.98,43.36,0.0,,0.0,0.0,5,0.0737
MN-01,41.49,47.93,0.0,,0.0,0.0,2,0.3946
MN-GOV,50.34,36.36,0.0,,0.0,0.0,2,0.2318
MN-SEN,47.1,40.61,0.0,,0.0,0.0,3,0.0866
NC-01,42.0,39.0,9.0,LIB,0.0,0.0,1,0.2227
NC-10,37.0,52.0,0.0,,0.0,0.0,1,0.5359
NC-14,40.0,48.0,0.0,,0.0,0.0,1,0.5359
NC-SEN,48.98,39.13,0.86,LIB,0.0,0.0,14,0.3459
NE-02,46.5,40.5,0.0,,0.0,0.0,1,0.0211
NE-GOV,33.0,38.0,12.0,LMN,0.0,0.0,1,0.9772
NE-SEN,47.0,48.0,0.0,,0.0,0.0,2,0.1194
NH-02,48.94,36.84,0.0,,0.0,0.0,5,0.1665
NH-GOV,39.0,46.0,0.0,,0.0,0.0,1,0.6156
NH-SEN,45.7,43.34,0.0,,0.0,0.0,12,0.1596
NJ-02,36.0,46.0,0.0,,0.0,0.0,1,0.0006
NV-GOV,39.0,40.23,0.0,,0.0,0.0,4,0.2297
NY-01,38.0,41.0,0.0,,0.0,0.0,1,0.0655
NY-04,46.0,41.0,0.0,,0.0,0.0,1,0.315
NY-17,44.0,39.0,0.0,,0.0,0.0,1,0.315
NY-18,42.0,35.0,0.0,,0.0,0.0,1,0.315
NY-GOV,50.24,33.9,1.08,LIB,0.0,0.0,11,0.2891
OH-GOV,49.2,44.21,0.0,,0.0,0.0,10,0.1072
OH-SEN,47.21,47.02,0.0,,0.0,0.0,8,0.1858
OR-GOV,45.0,40.0,0.0,,0.0,0.0,1,0.2333
PA-01,41.97,47.81,0.0,,0.0,0.0,2,0.3456
PA-08,45.0,43.0,0.0,,0.0,0.0,1,0.0058
PA-10,47.91,43.95,0.0,,0.0,0.0,2,0.0206
PA-GOV,54.74,35.45,0.0,,0.0,0.0,5,0.319
SD-SEN,34.53,46.64,0.0,,0.0,0.0,3,0.1201
TN-GOV,28.0,49.0,0.0,,0.0,0.0,1,0.0036
TX-15,38.0,41.0,0.0,,0.0,0.0,1,0.008
TX-23,40.0,42.0,0.0,,0.0,0.0,1,0.5236
TX-GOV,41.94,49.19,1.21,LIB,0.0,0.0,4,0.2328
TX-SEN,45.03,44.84,1.82,LIB,0.0,0.0,7,0.2097
VA-01,41.97,45.92,0.0,,0.0,0.0,2,0.2698
WI-01,41.0,50.0,0.0,,0.0,0.0,1,0.5878
WI-03,48.71,47.65,0.0,,0.0,0.0,2,0.1663
WI-GOV,40.71,39.42,0.0,,0.0,0.0,1,0.63
