race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-SEN,senate,AK,SEN,Mary Peltola,Dan Sullivan,DEM,REP,REP,REP,-4.02,41.3,58.7,Toss-up,-12.39,3.19,-5.94,0.21,4.11,-1.06,-13.8,9.77,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,47.65,45.85,7,0.9,0.223,8661662,6500847,0,47.22,51.18,1.6,111651,121012,3783,0,236446
AL-SEN,senate,AL,SEN,Everett Wess,Barry Moore,DEM,REP,,REP,-26.26,0.6,99.4,Safe R,-27.5,3.19,-26.26,-2.4,0.93,-0.48,-30.88,4.62,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,73770,2980325,0,36.87,63.13,0.0,584622,1000941,0,0,1585563
AR-SEN,senate,AR,SEN,Hallie Shoffner,Tom Cotton,DEM,REP,REP,REP,-29.48,0.2,99.8,Safe R,-29.59,3.19,-29.48,-0.9,-1.67,-0.51,-31.57,2.08,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,1589764,5406040,0,35.26,64.74,0.0,295989,543467,0,0,839457
CO-SEN,senate,CO,SEN,John Hickenlooper,Mark Baisley,DEM,REP,DEM,DEM,23.63,98.8,1.2,Safe D,13.57,3.19,23.63,3.32,3.55,-0.01,11.29,12.33,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,,,0,,0.0,6818283,31866,0,61.81,38.19,0.0,1381473,853448,0,0,2234922
DE-SEN,senate,DE,SEN,Chris Coons,Michael Katz,DEM,REP,DEM,DEM,23.02,98.6,1.4,Safe D,15.61,3.19,23.02,2.84,1.67,-0.28,14.84,8.18,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,3044649,20211,0,61.51,38.49,0.0,219931,137611,0,0,357542
FL-SEN,senate,FL,SEN,Alexander Vindman,Ashley Moody,DEM,REP,REP,REP,-7.21,24.6,75.4,Likely R,-9.22,3.19,-7.21,-0.02,-1.67,0.51,-13.22,6.01,False,False,,,0.0,0.0,,,0.0,projected,confirmed,,,0,,0.0,8188392,8407064,0,46.4,53.6,0.0,3551527,4103299,0,0,7654826
GA-SEN,senate,GA,SEN,Jon Ossoff,Mike Collins,DEM,REP,DEM,DEM,9.47,81.7,18.3,Likely D,-0.82,3.19,10.86,1.88,6.73,-0.12,-2.21,11.68,False,False,,,0.0,0.0,,,0.0,confirmed,projected,39.54,38.81,5,3.73,0.194,60439613,4880582,0,54.74,45.26,0.0,2011561,1663485,0,0,3675046
IA-SEN,senate,IA,SEN,Josh Turek,Ashley Hinson,DEM,REP,,REP,-3.51,36.9,63.1,Lean R,-8.42,3.19,-3.69,3.19,-0.93,-0.71,-13.45,9.94,False,False,LIB,,0.0,0.0,,,0.0,presumptive,presumptive,41.0,44.0,1,-6.0,0.15,3463099,0,0,46.98,50.39,2.63,547017,586812,30625,0,1164454
ID-SEN,senate,ID,SEN,David Roth,Jim Risch,DEM,REP,REP,REP,-41.58,0.0,100.0,Safe R,-38.38,3.19,-41.58,-2.93,-2.97,-0.49,-37.52,-4.06,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,8642,2864280,0,29.21,70.79,0.0,185047,448496,0,0,633543
IL-SEN,senate,IL,SEN,Juliana Stratton,Don Tracy,DEM,REP,,DEM,18.03,95.7,4.3,Safe D,14.31,3.19,18.03,0.53,0.0,0.0,11.14,6.89,False,False,,,0.0,0.0,,,0.0,presumptive,projected,,,0,,0.0,4791273,2327334,0,59.02,40.98,0.0,2333896,1620841,0,0,3954737
