code,level,state,partisan_lean,gcb,environment,demo_env_adj,pres_2024_margin,trump_approve,trump_disapprove,trump_net,demo_approval_adj,white_pct,black_pct,hispanic_pct,asian_pct,native_pct,pacific_pct
CA-45,district,CA,6.76,4.34,12.3,1.2,4.07,34.3,62.4,-28.1,-4.6,21.5,3.1,30.9,41.4,2.3,0.8
CA-46,district,CA,20.26,4.34,28.66,4.05,16.7,27.6,69.1,-41.5,-6.6,19.3,2.6,57.4,16.0,4.1,0.6
CA-47,district,CA,11.79,4.34,15.8,-0.33,10.47,33.6,63.1,-29.5,-1.8,48.9,2.7,16.6,29.7,1.6,0.5
CA-48,district,CA,4.15,4.34,10.2,1.72,3.52,36.3,60.5,-24.2,-2.9,46.1,5.1,35.0,9.1,3.9,0.9
CA-49,district,CA,13.11,4.34,17.47,0.02,12.48,33.4,63.4,-30.0,-1.1,59.5,3.2,19.4,14.7,2.3,0.9
CA-50,district,CA,19.36,4.34,23.42,-0.28,18.83,30.8,66.0,-35.2,-1.0,56.9,4.0,16.6,19.5,2.2,0.8
CA-51,district,CA,19.95,4.34,24.93,0.64,18.79,30.3,66.4,-36.1,-1.5,52.8,8.1,23.9,11.3,2.9,1.0
CA-52,district,CA,22.64,4.34,31.0,4.01,18.06,26.8,69.9,-43.1,-6.1,16.8,8.3,55.0,15.7,3.3,1.0
CO-01,district,CO,58.82,4.34,63.83,0.68,57.61,14.0,82.7,-68.7,-1.0,57.7,9.5,24.0,5.1,3.3,0.4
CO-02,district,CO,40.74,4.34,44.28,-0.8,40.92,22.5,74.3,-51.8,0.6,78.8,1.6,12.3,4.8,2.3,0.3
CO-03,district,CO,-9.78,4.34,-5.22,0.22,-9.98,43.3,53.4,-10.1,-0.8,69.5,1.5,22.6,1.4,4.8,0.3
CO-04,district,CO,-19.22,4.34,-15.72,-0.84,-18.71,48.0,48.7,-0.7,0.6,78.3,2.5,11.8,4.5,2.7,0.3
CO-05,district,CO,-10.24,4.34,-6.24,-0.33,-9.34,44.0,52.8,-8.8,0.2,68.2,7.6,15.2,4.9,3.4,0.8
CO-06,district,CO,20.85,4.34,25.39,0.21,20.36,30.4,66.3,-35.8,-0.4,58.9,11.2,19.1,7.2,3.0,0.5
CO-07,district,CO,14.76,4.34,18.38,-0.72,15.41,33.5,63.3,-29.8,0.4,77.2,2.0,13.3,4.1,3.2,0.2
CO-08,district,CO,-0.6,4.34,5.26,1.52,-1.88,38.5,58.2,-19.7,-2.5,55.1,2.5,33.9,4.3,3.9,0.3
CT-01,district,CT,24.46,4.34,28.82,0.02,23.27,29.3,67.4,-38.1,0.4,60.2,16.7,15.3,6.2,1.5,0.1
CT-02,district,CT,8.44,4.34,11.6,-1.18,7.86,36.6,60.2,-23.6,1.3,80.5,5.1,7.7,4.4,2.1,0.2
CT-03,district,CT,15.51,4.34,19.69,-0.16,14.34,33.2,63.5,-30.3,0.6,64.1,14.8,14.2,5.3,1.5,0.1
CT-04,district,CT,25.33,4.34,30.08,0.42,23.73,28.6,68.1,-39.5,-0.3,59.4,13.4,19.8,6.1,1.2,0.1
CT-05,district,CT,6.68,4.34,11.1,0.08,5.68,36.7,60.1,-23.4,-0.0,67.4,8.8,18.0,4.2,1.5,0.1
DE-01,district,DE,15.61,4.34,19.39,-0.56,14.84,33.6,63.1,-29.5,1.5,61.9,22.6,8.6,4.8,2.0,0.1
FL-01,district,FL,-36.7,4.34,-33.45,-1.09,-37.53,55.9,40.8,15.1,1.6,72.0,13.5,6.7,4.2,3.2,0.4
FL-02,district,FL,-16.49,4.34,-12.94,-0.8,-18.33,47.5,49.2,-1.7,1.9,65.3,23.0,6.4,2.8,2.3,0.2
FL-03,district,FL,-19.45,4.34,-15.65,-0.54,-21.26,48.4,48.4,-0.0,1.2,67.6,15.8,10.6,3.9,1.9,0.2
FL-04,district,FL,-10.78,4.34,-6.83,-0.39,-11.96,45.0,51.7,-6.7,1.9,54.9,31.4,7.8,3.6,2.1,0.3
FL-05,district,FL,-20.63,4.34,-16.89,-0.61,-21.69,48.7,48.0,0.7,0.8,67.3,12.8,10.8,7.0,1.8,0.3
FL-06,district,FL,-28.57,4.34,-25.0,-0.77,-30.31,52.3,44.4,7.9,1.3,74.7,11.2,9.8,2.1,2.1,0.2
FL-07,district,FL,-10.92,4.34,-6.38,0.19,-12.62,44.1,52.7,-8.6,-0.2,64.0,10.4,18.8,4.7,1.9,0.2
FL-08,district,FL,-15.06,4.34,-11.02,-0.3,-16.4,46.2,50.6,-4.4,0.5,68.2,10.8,14.2,4.5,2.1,0.2
FL-09,district,FL,-14.81,4.34,-8.42,2.06,-17.93,44.6,52.1,-7.5,-2.4,48.3,10.5,35.7,3.5,1.8,0.2
FL-10,district,FL,26.8,4.34,33.07,1.94,24.29,27.4,69.3,-41.9,-1.4,35.3,27.4,30.0,5.2,1.8,0.3
FL-11,district,FL,-14.37,4.34,-9.69,0.33,-15.84,45.5,51.3,-5.8,-0.3,62.1,10.8,19.9,5.3,1.7,0.2
FL-12,district,FL,-12.99,4.34,-7.82,0.83,-15.55,44.6,52.2,-7.6,-0.9,58.2,10.6,24.5,4.6,1.9,0.2
FL-13,district,FL,-12.0,4.34,-8.51,-0.85,-13.46,45.1,51.6,-6.5,1.0,76.9,6.4,10.3,4.4,1.9,0.2
FL-14,district,FL,-8.79,4.34,-3.44,1.02,-10.62,42.7,54.0,-11.3,-1.1,54.3,13.2,25.6,4.6,2.0,0.2
FL-15,district,FL,-17.66,4.34,-13.42,-0.1,-20.09,47.3,49.5,-2.2,0.5,63.4,14.9,14.8,4.7,1.9,0.2
FL-16,district,FL,-11.67,4.34,-7.72,-0.39,-13.81,44.9,51.8,-6.9,0.9,70.7,12.0,12.9,2.7,1.6,0.1
FL-17,district,FL,-20.19,4.34,-16.59,-0.74,-22.24,48.6,48.1,0.5,1.1,78.3,7.0,11.0,2.1,1.5,0.1
FL-18,district,FL,-15.19,4.34,-9.88,0.96,-17.1,45.6,51.1,-5.5,-0.7,55.5,15.1,24.6,2.5,2.1,0.2
FL-19,district,FL,-28.43,4.34,-24.01,0.08,-30.42,51.6,45.2,6.4,-0.1,72.6,5.1,18.9,2.1,1.2,0.1
FL-20,district,FL,40.58,4.34,46.57,1.65,37.5,22.3,74.5,-52.2,-0.0,30.0,41.9,23.2,3.7,1.1,0.2
FL-21,district,FL,-14.46,4.34,-10.24,-0.12,-16.36,46.0,50.8,-4.8,0.6,67.4,13.1,15.0,2.8,1.5,0.2
FL-22,district,FL,-7.03,4.34,-1.04,1.65,-10.6,41.6,55.1,-13.5,-1.8,49.0,13.6,31.0,4.9,1.3,0.2
FL-23,district,FL,17.41,4.34,23.07,1.32,13.94,31.8,65.0,-33.2,-0.7,46.9,22.8,25.5,2.9,1.6,0.2
FL-24,district,FL,44.37,4.34,52.28,3.57,39.08,19.6,77.1,-57.5,-2.1,11.2,46.0,39.5,2.1,1.1,0.1
FL-25,district,FL,-5.24,4.34,0.28,1.18,-9.22,41.1,55.7,-14.6,-1.4,59.9,7.5,28.2,3.3,1.0,0.1
FL-26,district,FL,-12.73,4.34,-2.25,6.13,-18.5,41.1,55.6,-14.5,-7.6,12.3,10.4,72.7,3.8,0.7,0.1
FL-27,district,FL,-9.78,4.34,0.63,6.07,-14.7,39.9,56.9,-17.0,-7.6,16.5,6.9,73.0,2.6,0.8,0.1
FL-28,district,FL,-19.43,4.34,-9.1,5.99,-25.63,44.1,52.6,-8.5,-7.3,15.0,10.1,71.6,2.2,1.1,0.1
GA-01,district,GA,-15.28,4.34,-11.53,-0.59,-15.92,47.0,49.7,-2.7,2.0,60.0,28.0,6.7,3.0,2.0,0.3
GA-02,district,GA,8.57,4.34,12.79,-0.12,7.66,37.2,59.5,-22.2,2.7,42.4,48.9,5.1,1.9,1.5,0.2
GA-03,district,GA,-30.08,4.34,-26.63,-0.9,-29.88,53.4,43.4,10.0,2.1,66.7,23.3,5.3,2.5,2.1,0.1
GA-04,district,GA,54.47,4.34,59.93,1.12,53.04,16.6,80.1,-63.5,0.5,21.3,49.6,16.7,10.4,1.9,0.1
GA-05,district,GA,73.04,4.34,77.66,0.28,72.33,9.5,87.3,-77.8,2.0,33.2,50.4,8.5,6.2,1.5,0.1
GA-06,district,GA,50.2,4.34,55.07,0.52,50.34,19.1,77.6,-58.5,1.9,32.4,51.1,10.5,4.3,1.6,0.1
GA-07,district,GA,-22.22,4.34,-18.81,-0.94,-22.27,49.3,47.5,1.8,0.6,66.8,8.9,9.1,13.2,1.8,0.1
GA-08,district,GA,-30.02,4.34,-26.27,-0.59,-30.76,53.4,43.4,10.0,2.2,60.2,29.9,6.1,2.0,1.6,0.1
GA-09,district,GA,-34.31,4.34,-30.31,-0.33,-34.33,54.3,42.4,11.9,0.4,64.1,12.6,13.6,7.3,2.3,0.1
GA-10,district,GA,-21.15,4.34,-17.57,-0.76,-20.93,49.5,47.2,2.3,2.0,65.1,23.6,6.4,2.8,1.9,0.1
GA-11,district,GA,-23.67,4.34,-20.0,-0.67,-23.52,50.1,46.6,3.5,1.0,69.5,12.8,10.4,4.8,2.4,0.1
GA-12,district,GA,-13.21,4.34,-9.4,-0.53,-14.2,46.4,50.4,-4.0,2.5,54.3,36.5,4.8,2.5,1.7,0.2
GA-13,district,GA,41.87,4.34,46.91,0.7,42.65,22.4,74.3,-51.9,1.3,27.4,50.6,12.4,7.6,1.8,0.2
GA-14,district,GA,-37.49,4.34,-33.89,-0.74,-37.03,56.1,40.6,15.5,1.3,72.8,12.5,10.0,1.9,2.7,0.1
HI-01,district,HI,26.98,4.34,30.16,-1.16,25.17,26.6,70.2,-43.6,-3.0,14.1,2.7,5.8,59.9,1.6,15.8
HI-02,district,HI,24.56,4.34,28.21,-0.69,22.06,28.1,68.7,-40.6,-2.0,26.9,2.0,8.1,36.7,2.5,23.7
IA-01,district,IA,-7.01,4.34,-4.17,-1.5,-8.59,43.4,53.3,-9.9,1.9,86.1,4.7,4.7,2.7,1.6,0.1
IA-02,district,IA,-8.56,4.34,-5.88,-1.67,-10.13,44.2,52.5,-8.3,2.2,88.6,4.8,3.0,1.8,1.5,0.3
IA-03,district,IA,-3.41,4.34,-0.35,-1.28,-4.46,41.7,55.0,-13.3,1.5,82.3,5.2,6.6,4.2,1.6,0.2
IA-04,district,IA,-30.53,4.34,-27.44,-1.24,-31.9,53.2,43.5,9.7,1.4,85.4,2.4,7.6,2.5,1.7,0.5
ID-01,district,ID,-44.68,4.34,-41.47,-1.13,-46.2,59.0,37.7,21.3,1.0,83.1,0.9,9.9,2.1,3.6,0.4
ID-02,district,ID,-26.75,4.34,-23.25,-0.84,-27.56,51.2,45.5,5.7,0.7,80.3,1.4,12.2,2.6,3.0,0.4
IL-01,district,IL,35.49,4.34,40.09,0.25,32.27,25.6,71.1,-45.5,2.4,36.6,51.5,7.8,2.6,1.4,0.1
IL-02,district,IL,35.77,4.34,40.82,0.71,33.6,25.1,71.6,-46.5,1.6,35.8,47.8,13.2,1.3,1.8,0.1
IL-03,district,IL,34.84,4.34,41.74,2.55,31.81,22.8,73.9,-51.1,-3.8,41.3,5.8,42.3,7.1,3.3,0.2
IL-04,district,IL,33.61,4.34,42.41,4.46,28.79,22.2,74.6,-52.4,-6.2,25.0,5.5,60.3,4.5,4.6,0.1
IL-05,district,IL,38.64,4.34,42.08,-0.9,37.55,23.3,73.4,-50.2,0.4,73.0,3.3,10.6,11.7,1.2,0.1
IL-06,district,IL,7.05,4.34,10.7,-0.69,5.67,36.8,59.9,-23.1,0.6,74.4,5.9,11.8,6.5,1.3,0.1
IL-07,district,IL,68.64,4.34,73.58,0.6,66.13,10.8,86.0,-75.2,0.8,32.3,42.4,13.7,10.1,1.5,0.1
IL-08,district,IL,9.34,4.34,13.85,0.17,7.01,34.9,61.8,-26.9,-1.2,57.7,4.7,20.5,15.0,2.1,0.1
IL-09,district,IL,38.75,4.34,42.46,-0.63,37.04,23.1,73.7,-50.6,0.1,61.2,9.6,11.6,15.9,1.5,0.1
IL-10,district,IL,23.46,4.34,28.11,0.31,22.34,29.1,67.6,-38.5,-0.8,61.0,7.1,21.0,8.6,2.2,0.2
IL-11,district,IL,12.54,4.34,16.68,-0.2,11.6,34.1,62.6,-28.5,-0.2,66.3,6.6,16.4,8.9,1.8,0.1
IL-12,district,IL,-43.71,4.34,-41.11,-1.75,-44.13,59.2,37.5,21.7,2.3,88.5,5.6,2.4,1.4,2.0,0.1
IL-13,district,IL,11.02,4.34,14.26,-1.1,10.63,35.8,60.9,-25.0,2.0,67.8,20.3,4.3,5.4,2.1,0.1
IL-14,district,IL,6.84,4.34,11.47,0.29,5.26,36.4,60.3,-23.9,-0.4,62.1,10.1,19.9,5.6,2.2,0.1
IL-15,district,IL,-40.0,4.34,-37.45,-1.79,-40.5,57.6,39.1,18.6,2.3,91.3,3.4,2.4,1.0,1.8,0.1
IL-16,district,IL,-22.73,4.34,-19.89,-1.51,-23.07,50.0,46.7,3.4,1.7,87.6,2.7,5.3,2.5,1.8,0.1
IL-17,district,IL,5.83,4.34,9.45,-0.72,4.81,37.7,59.0,-21.3,1.4,71.8,14.1,9.4,2.6,2.0,0.1
IN-01,district,IN,2.84,4.34,7.13,-0.06,0.4,38.7,58.0,-19.3,0.8,62.9,18.8,14.2,1.8,2.1,0.1
IN-02,district,IN,-25.97,4.34,-22.59,-0.95,-26.92,51.2,45.5,5.7,1.3,79.4,7.2,9.2,1.9,2.2,0.1
IN-03,district,IN,-31.51,4.34,-28.55,-1.37,-31.73,53.8,42.9,10.9,1.8,83.2,6.6,5.5,2.8,1.9,0.1
IN-04,district,IN,-29.97,4.34,-27.03,-1.4,-29.88,53.0,43.7,9.3,1.5,83.3,4.0,5.9,4.3,1.9,0.6
IN-05,district,IN,-17.22,4.34,-14.44,-1.55,-17.13,47.8,48.9,-1.1,1.9,83.7,6.7,3.8,3.9,1.8,0.1
IN-06,district,IN,-33.14,4.34,-30.38,-1.58,-33.1,54.5,42.3,12.2,1.7,84.2,4.5,4.2,5.1,1.9,0.1
IN-07,district,IN,42.38,4.34,46.86,0.14,42.16,22.2,74.5,-52.4,1.4,50.0,33.1,12.1,2.7,2.0,0.1
IN-08,district,IN,-35.64,4.34,-33.05,-1.75,-36.49,55.8,40.9,14.8,2.3,89.5,4.7,2.5,1.3,1.8,0.2
IN-09,district,IN,-29.6,4.34,-26.98,-1.71,-30.39,53.1,43.6,9.5,2.0,88.7,3.4,3.3,2.3,2.1,0.1
KS-01,district,KS,-31.58,4.34,-27.93,-0.69,-31.85,53.3,43.5,9.8,0.6,77.4,3.7,13.0,2.5,3.2,0.2
KS-02,district,KS,-19.21,4.34,-15.68,-0.81,-20.06,48.2,48.5,-0.3,1.1,73.0,9.8,10.6,2.2,4.1,0.3
KS-03,district,KS,3.85,4.34,7.08,-1.11,4.17,38.4,58.3,-19.9,1.1,78.0,5.4,8.5,5.4,2.5,0.1
KS-04,district,KS,-23.53,4.34,-20.03,-0.83,-23.7,49.9,46.8,3.1,0.8,72.9,7.7,11.1,4.0,4.1,0.2
KY-01,district,KY,-46.75,4.34,-44.02,-1.6,-47.91,60.5,36.2,24.3,2.3,86.0,7.9,3.0,1.0,2.0,0.1
KY-02,district,KY,-40.88,4.34,-38.16,-1.62,-41.93,57.9,38.8,19.1,2.1,85.8,6.3,3.4,2.3,2.1,0.2
KY-03,district,KY,19.91,4.34,23.49,-0.76,19.27,32.0,64.8,-32.8,1.8,65.4,22.0,6.8,3.7,1.9,0.2
KY-04,district,KY,-35.58,4.34,-32.92,-1.68,-36.16,55.7,41.1,14.6,2.1,88.8,4.0,3.4,1.5,2.1,0.2
KY-05,district,KY,-63.42,4.34,-61.05,-1.96,-64.67,67.7,29.1,38.6,2.4,94.3,2.0,1.3,0.5,1.8,0.1
KY-06,district,KY,-14.62,4.34,-11.63,-1.35,-15.31,46.7,50.1,-3.4,1.9,80.9,9.1,5.0,2.8,2.0,0.2
LA-01,district,LA,-39.2,4.34,-35.55,-0.69,-39.08,56.8,40.0,16.8,1.2,70.3,13.3,10.3,3.0,3.0,0.1
LA-02,district,LA,50.05,4.34,54.85,0.47,48.71,19.4,77.3,-57.9,2.4,29.3,57.5,8.2,3.3,1.5,0.1
LA-03,district,LA,-35.51,4.34,-31.99,-0.82,-36.65,55.8,40.9,14.9,2.4,63.9,27.7,4.6,2.0,1.7,0.1
LA-04,district,LA,-33.25,4.34,-29.72,-0.82,-34.59,54.9,41.9,13.0,2.5,61.0,30.3,4.3,1.5,2.6,0.2
LA-05,district,LA,-32.9,4.34,-29.34,-0.78,-34.39,54.8,41.9,12.9,2.7,59.9,33.2,3.6,1.3,2.0,0.1
LA-06,district,LA,-32.23,4.34,-28.62,-0.74,-32.4,54.2,42.5,11.7,2.0,64.6,24.5,6.3,2.7,1.8,0.1
MA-01,district,MA,15.81,4.34,19.91,-0.24,13.91,33.0,63.8,-30.8,0.4,72.5,7.2,15.6,2.7,1.7,0.2
MA-02,district,MA,25.78,4.34,29.22,-0.91,24.29,29.0,67.8,-38.8,0.8,74.4,6.5,9.7,7.8,1.4,0.1
MA-03,district,MA,21.24,4.34,25.73,0.15,19.39,30.2,66.5,-36.3,-0.6,64.2,6.3,19.4,8.5,1.4,0.2
MA-04,district,MA,22.05,4.34,24.95,-1.44,20.13,30.9,65.8,-34.9,1.5,81.8,4.7,5.2,7.3,1.0,0.1
MA-05,district,MA,47.53,4.34,50.96,-0.91,46.35,19.5,77.2,-57.7,0.4,68.7,6.4,9.6,14.2,0.9,0.1
MA-06,district,MA,22.31,4.34,25.65,-1.0,21.09,30.6,66.2,-35.6,1.1,80.0,4.4,9.2,5.3,1.1,0.1
MA-07,district,MA,67.47,4.34,72.45,0.64,65.14,10.6,86.2,-75.6,-0.5,41.7,24.0,19.1,13.7,1.4,0.2
MA-08,district,MA,28.81,4.34,32.04,-1.11,26.99,27.9,68.8,-40.9,1.3,70.0,12.5,6.1,10.4,0.9,0.1
MA-09,district,MA,12.33,4.34,15.21,-1.46,10.94,35.2,61.5,-26.3,1.9,87.2,4.6,5.0,1.7,1.4,0.1
