race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-GOV,governor,AK,GOV,Tom Begich,Click Bishop,DEM,REP,,REP,-8.24,31.9,68.1,Lean R,-13.18,5.3,-13.8,5.55,True,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,45.14,53.26,1.6,106740,125922,3783,0,236446
AL-GOV,governor,AL,GOV,Doug Jones,Tommy Tuberville,DEM,REP,,REP,-20.55,2.4,97.6,Safe R,-29.63,5.3,-30.88,10.33,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.1,52.6,1,-15.5,0.15,0,0,0,39.73,60.27,0.0,629895,955668,0,0,1585563
AR-GOV,governor,AR,GOV,Fredrick Love,Sarah Huckabee Sanders,DEM,REP,REP,REP,-25.83,0.6,99.4,Safe R,-30.5,5.3,-31.57,5.73,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,37.08,62.92,0.0,311295,528161,0,0,839457
AZ-GOV,governor,AZ,GOV,Katie Hobbs,Andy Biggs,DEM,REP,DEM,DEM,7.22,75.7,24.3,Likely D,-4.25,5.3,-5.59,12.81,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,42.7,36.79,11,6.65,0.257,0,0,0,53.61,46.39,0.0,1271899,1100624,0,0,2372523
CA-GOV,governor,CA,GOV,Xavier Becerra,Steve Hilton,DEM,REP,,DEM,28.32,99.7,0.3,Safe D,23.32,5.3,20.82,7.5,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,53.72,32.15,2,21.57,0.15,0,0,0,64.16,35.84,0.0,7120865,3977679,0,0,11098543
CO-GOV,governor,CO,GOV,Michael Bennet,Barbara Kirkmeyer,DEM,REP,,DEM,21.03,97.9,2.1,Safe D,11.58,5.3,11.29,9.74,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.1,37.8,1,12.3,0.15,0,0,0,60.52,39.48,0.0,1352487,882435,0,0,2234922
CT-GOV,governor,CT,GOV,Ned Lamont,Ryan Fazio,DEM,REP,DEM,DEM,20.06,97.3,2.7,Safe D,15.88,5.3,14.76,5.3,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,60.03,39.97,0.0,739075,492065,0,0,1231140
FL-GOV,governor,FL,GOV,David Jolly,Byron Donalds,DEM,REP,,REP,-4.82,32.1,67.9,Lean R,-10.56,5.3,-13.22,8.41,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,37.78,41.34,14,-3.73,0.272,0,0,0,47.59,52.41,0.0,3643118,4011708,0,0,7654826
GA-GOV,governor,GA,GOV,Keisha Lance Bottoms,Rick Jackson,DEM,REP,,REP,4.58,67.1,32.9,Lean D,-1.71,5.3,-2.21,6.79,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,51.49,39.89,2,10.87,0.15,0,0,0,52.29,47.71,0.0,1921646,1753400,0,0,3675046
HI-GOV,governor,HI,GOV,Josh Green,Gary Cordery,DEM,REP,DEM,DEM,32.23,99.9,0.1,Safe D,25.73,5.3,23.56,8.67,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,66.12,33.88,0.0,239141,122550,0,0,361691
IA-GOV,governor,IA,GOV,Rob Sand,Zach Lahn,DEM,REP,,REP,3.75,64.1,35.9,Lean D,-12.1,5.3,-13.45,17.2,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.0,41.0,1,6.0,0.15,0,0,0,51.87,48.13,0.0,604059,560395,0,0,1164454
ID-GOV,governor,ID,GOV,Terri Pickens,Brad Little,DEM,REP,REP,REP,-43.83,0.0,100.0,Safe R,-36.28,5.3,-37.52,-6.31,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,28.08,71.92,0.0,177923,455620,0,0,633543
IL-GOV,governor,IL,GOV,JB Pritzker,Darren Bailey,DEM,REP,DEM,DEM,18.51,96.3,3.7,Safe D,12.91,5.3,11.14,7.37,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.3,34.0,1,20.3,0.15,0,0,0,59.25,40.75,0.0,2343344,1611393,0,0,3954737
KS-GOV,governor,KS,GOV,Ethan Corson,Ty Masterson,DEM,REP,,DEM,-11.39,13.6,86.4,Likely R,-16.26,5.3,-16.41,5.02,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,0,0,0,44.3,55.7,0.0,411710,517604,0,0,929314
MA-GOV,governor,MA,GOV,Maura Healey,Mike Minogue,DEM,REP,DEM,DEM,32.06,99.9,0.1,Safe D,27.69,5.3,25.91,6.14,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,55.88,30.95,5,24.92,0.194,0,0,0,66.03,33.97,0.0,1605511,826057,0,0,2431568
MD-GOV,governor,MD,GOV,Wes Moore,Dan Cox,DEM,REP,DEM,DEM,36.48,100.0,0.0,Safe D,30.41,5.3,29.51,6.97,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.9,28.0,1,21.9,0.15,0,0,0,68.24,31.76,0.0,1451379,675455,0,0,2126834
ME-GOV,governor,ME,GOV,Hannah Pingree,Robert Charles,DEM,REP,,DEM,11.82,87.3,12.7,Likely D,7.49,5.3,7.09,4.74,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,0,0,0,55.91,44.09,0.0,325389,256573,0,0,581962
MI-GOV,governor,MI,GOV,Jocelyn Benson,John James,DEM,REP,,DEM,13.04,89.6,10.4,Likely D,-0.36,5.3,-1.44,14.48,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,41.4,32.63,16,9.86,0.28,0,0,0,56.52,43.48,0.0,2240626,1723636,0,0,3964262
MN-GOV,governor,MN,GOV,Amy Klobuchar,Kendall Qualls,DEM,REP,,DEM,9.64,82.4,17.6,Likely D,4.94,5.3,4.34,5.29,False,False,,,0.0,0.0,,,0.0,confirmed,projected,48.0,37.0,1,11.0,0.15,0,0,0,54.82,45.18,0.0,1248621,1029123,0,0,2277744
NE-GOV,governor,NE,GOV,Lynne Walz,Jim Pillen,DEM,REP,REP,REP,-17.5,4.6,95.4,Safe R,-20.75,5.3,-20.84,3.34,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,33.0,38.0,1,-8.0,0.15,0,0,0,41.25,58.75,0.0,273494,389517,0,0,663011
NH-GOV,governor,NH,GOV,Cinde Warmington,Kelly Ayotte,DEM,REP,REP,REP,-11.08,14.3,85.7,Likely R,3.66,5.3,2.82,-13.9,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,39.0,46.65,3,-7.64,0.15,0,0,0,44.46,55.54,0.0,257118,321214,0,0,578332
NM-GOV,governor,NM,GOV,Deb Haaland,Gregg Hull,DEM,REP,,DEM,7.49,76.5,23.5,Likely D,7.45,5.3,6.14,1.34,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,53.74,46.26,0.0,347386,298991,0,0,646377
NV-GOV,governor,NV,GOV,Aaron Ford,Joe Lombardo,DEM,REP,REP,REP,3.3,62.5,37.5,Lean D,-1.54,5.3,-3.15,6.45,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,40.44,42.52,5,-3.74,0.194,0,0,0,51.65,48.35,0.0,536690,502377,0,0,1039067
NY-GOV,governor,NY,GOV,Kathy Hochul,Bruce Blakeman,DEM,REP,DEM,DEM,14.13,91.3,8.7,Likely D,15.38,5.3,12.68,1.45,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.87,33.71,12,16.45,0.262,0,0,0,57.07,42.93,0.0,3317535,2495964,0,0,5813499
OH-GOV,governor,OH,GOV,Amy Acton,Vivek Ramaswamy,DEM,REP,,REP,-3.86,35.5,64.5,Lean R,-10.26,5.3,-11.31,7.45,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.37,48.39,14,0.91,0.272,0,0,0,48.07,51.93,0.0,1939782,2095730,0,0,4035512
OK-GOV,governor,OK,GOV,Cyndi Munson,Gentner Drummond,DEM,REP,,REP,-30.78,0.2,99.8,Safe R,-34.68,5.3,-34.95,4.17,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,34.61,65.39,0.0,379413,716809,0,0,1096222
OR-GOV,governor,OR,GOV,Tina Kotek,Christine Drazan,DEM,REP,DEM,DEM,6.39,73.1,26.9,Lean D,15.34,5.3,14.89,-8.5,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,45.0,43.56,2,3.58,0.15,0,0,0,53.2,46.8,0.0,836140,735634,0,0,1571774
PA-GOV,governor,PA,GOV,Josh Shapiro,Stacy Garrity,DEM,REP,DEM,DEM,16.85,94.8,5.2,Likely D,-0.87,5.3,-1.75,18.6,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.09,32.23,6,21.86,0.21,0,0,0,58.42,41.58,0.0,2876545,2047072,0,0,4923617
RI-GOV,governor,RI,GOV,Dan McKee,Aaron Guckian,DEM,REP,DEM,DEM,20.66,97.7,2.3,Safe D,15.7,5.3,14.16,6.5,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,32.1,21.69,2,10.41,0.15,0,0,0,60.33,39.67,0.0,216789,142559,0,0,359348
SC-GOV,governor,SC,GOV,Jermaine Johnson,Pamela Evette,DEM,REP,,REP,-11.64,13.1,86.9,Likely R,-16.63,5.3,-18.12,6.48,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,44.18,55.82,0.0,788000,995698,0,0,1783698
SD-GOV,governor,SD,GOV,Dan Ahlers,Larry Rhoden,DEM,REP,REP,REP,-25.67,0.7,99.3,Safe R,-29.31,5.3,-29.98,4.31,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,37.17,62.83,0.0,110931,187542,0,0,298473
TN-GOV,governor,TN,GOV,Carnita Atwater,Marsha Blackburn,DEM,REP,,REP,-19.96,2.7,97.3,Safe R,-28.63,5.3,-30.12,10.16,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,32.0,51.0,1,-19.0,0.15,0,0,0,40.02,59.98,0.0,858306,1286454,0,0,2144759
TX-GOV,governor,TX,GOV,Gina Hinojosa,Greg Abbott,DEM,REP,REP,REP,-8.19,21.5,78.5,Likely R,-12.03,5.3,-13.88,5.68,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,41.31,47.02,12,-5.87,0.262,0,0,0,45.9,54.1,0.0,3664532,4318637,0,0,7983170
VT-GOV,governor,VT,GOV,Amanda Janoo,Phil Scott,DEM,REP,REP,REP,-24.73,0.9,99.1,Safe R,33.5,5.3,32.77,-57.5,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,37.64,62.36,0.0,97326,161269,0,0,258595
