race_code,poll_dem,poll_rep,poll_oth,poll_oth_party,poll_dem2,poll_rep2,poll_count,poll_recency
AK-01,46.17,50.17,0.0,,0.0,0.0,2,0.328
AK-GOV,41.86,23.31,0.0,,0.0,15.9,2,0.1516
AK-SEN,49.44,44.3,0.0,,0.0,6.1,10,0.1698
AL-GOV,34.1,52.6,0.0,,0.0,0.0,1,0.0066
AR-02,46.5,42.0,0.0,,0.0,0.0,1,0.3878
AR-SEN,36.0,58.0,0.0,,0.0,0.0,1,0.0508
AZ-01,42.71,42.94,0.0,,0.0,0.0,2,0.0064
AZ-02,41.0,44.0,7.0,LIB,0.0,0.0,1,0.933
AZ-06,46.96,44.87,0.0,,0.0,0.0,3,0.321
AZ-GOV,42.71,36.77,2.97,IND,0.0,0.0,10,0.0943
CA-22,44.0,42.0,0.0,,0.0,0.0,1,0.0007
CA-GOV,55.2,32.44,0.0,,0.0,0.0,3,0.7087
CO-03,37.0,47.0,0.0,,0.0,0.0,1,0.1039
CO-05,40.0,43.0,5.0,IND,0.0,0.0,1,0.0053
CO-GOV,50.1,37.8,0.0,,0.0,0.0,1,0.0008
FL-13,39.0,41.0,0.0,,0.0,0.0,1,0.5117
FL-25,42.9,32.7,0.0,,0.0,0.0,1,0.3376
FL-27,43.0,46.0,0.0,,0.0,0.0,1,0.0947
FL-28,41.0,45.0,0.0,,0.0,0.0,1,0.0926
FL-GOV,38.23,41.57,1.8,NPA,0.0,0.0,14,0.1939
FL-SEN,36.73,47.8,0.0,,0.0,0.0,3,0.1538
GA-GOV,51.49,39.89,0.0,,0.0,0.0,2,0.4447
GA-SEN,48.53,43.47,0.0,,0.0,0.0,7,0.0355
IA-01,43.0,39.0,0.0,,0.0,0.0,1,0.0002
IA-02,36.0,33.0,0.0,,0.0,0.0,1,0.2227
IA-03,42.0,48.0,0.0,,0.0,0.0,1,0.1088
IA-GOV,50.0,41.0,0.0,,0.0,0.0,1,0.3078
IA-SEN,46.24,45.44,0.0,,0.0,0.0,5,0.3825
ID-SEN,35.63,41.47,0.0,,0.0,0.0,2,0.3959
IL-GOV,54.3,34.0,0.0,,0.0,0.0,1,0.0086
