race_code,round,dem,rep,other,exhausted,eliminated
AK-GOV,1,40.87,51.13,8.0,0.0,
AK-GOV,2,44.23,54.17,0.0,1.6,Other
AK-SEN,1,44.08,47.92,8.0,0.0,
AK-SEN,2,47.44,50.96,0.0,1.6,Other
ME-SEN,1,46.47,48.53,5.0,0.0,
ME-SEN,2,48.57,50.43,0.0,1.0,Other
AK-01,1,41.23,50.77,8.0,0.0,
AK-01,2,44.83,53.57,0.0,1.6,Other
ME-01,1,61.15,33.85,5.0,0.0,
ME-01,2,63.25,35.75,0.0,1.0,Other
ME-02,1,43.29,51.71,5.0,0.0,
ME-02,2,45.39,53.61,0.0,1.0,Other
