race_code,poll_dem,poll_rep,poll_oth,poll_oth_party,poll_dem2,poll_rep2,poll_count,poll_recency
AK-SEN,47.71,46.26,0.0,,0.0,0.0,5,0.2544
AL-GOV,34.1,52.6,0.0,,0.0,0.0,1,0.2443
AZ-01,42.71,42.94,0.0,,0.0,0.0,2,0.2355
AZ-06,42.0,41.0,0.0,,0.0,0.0,1,0.125
AZ-GOV,47.43,37.32,0.0,,0.0,0.0,7,0.1147
CA-22,44.0,42.0,0.0,,0.0,0.0,1,0.026
CO-05,40.0,43.0,5.0,IND,0.0,0.0,1,0.1939
CO-GOV,50.1,37.8,0.0,,0.0,0.0,1,0.0285
FL-GOV,34.02,40.01,1.95,IND,0.0,0.0,5,0.0652
GA-SEN,42.94,41.33,0.0,,0.0,0.0,5,0.0182
IA-01,43.0,39.0,0.0,,0.0,0.0,1,0.0082
IA-03,45.0,42.0,0.0,,0.0,0.0,1,0.1649
IA-SEN,41.0,44.0,0.0,,0.0,0.0,1,0.9548
IL-GOV,54.3,34.0,0.0,,0.0,0.0,1,0.315
KY-SEN,38.0,49.0,0.0,,0.0,0.0,1,0.5612
MA-GOV,51.0,26.0,0.0,,0.0,0.0,1,0.1727
MA-SEN,53.92,30.95,0.0,,0.0,0.0,2,0.1542
MD-GOV,49.9,28.0,0.0,,0.0,0.0,1,0.8507
ME-SEN,49.0,41.0,0.0,,0.0,0.0,1,0.2333
MI-04,42.0,44.0,0.0,,0.0,0.0,1,0.2939
MI-GOV,37.07,38.14,15.2,IND,0.0,0.01,8,0.2792
MI-SEN,39.47,46.04,0.0,,0.0,0.0,4,0.3263
MN-SEN,48.0,45.0,0.0,,0.0,0.0,2,0.0136
NC-SEN,46.98,41.22,0.0,,0.0,0.0,7,0.1835
NE-02,46.5,40.5,0.0,,0.0,0.0,1,0.1504
NE-SEN,45.0,46.0,0.0,,0.0,0.0,1,0.0013
NH-02,42.41,35.16,0.0,,0.0,0.0,3,0.132
NH-GOV,40.0,43.0,0.0,,0.0,0.0,1,0.1194
NH-SEN,43.95,39.12,0.0,,0.0,0.0,8,0.2175
NJ-02,36.0,46.0,0.0,,0.0,0.0,1,0.0043
NV-GOV,40.36,40.9,0.0,,0.0,0.0,2,0.1968
NY-01,38.0,41.0,0.0,,0.0,0.0,1,0.4665
NY-GOV,50.19,34.06,2.61,LIB,0.0,0.0,4,0.4994
OH-GOV,45.11,45.63,0.0,,0.0,0.0,8,0.1403
OH-SEN,46.28,48.8,0.0,,0.0,0.0,5,0.1187
PA-01,41.0,41.0,0.0,,0.0,0.0,1,0.114
PA-08,45.0,43.0,0.0,,0.0,0.0,1,0.0412
PA-10,47.91,43.95,0.0,,0.0,0.0,2,0.1471
PA-GOV,54.87,38.61,0.0,,0.0,0.0,2,0.0854
SD-SEN,30.8,43.8,0.0,,0.0,0.0,2,0.1358
TN-GOV,28.0,49.0,0.0,,0.0,0.0,1,0.0254
TX-15,38.0,41.0,0.0,,0.0,0.0,1,0.057
TX-GOV,42.3,50.2,0.0,,0.0,0.0,1,0.9772
TX-SEN,45.36,45.44,0.0,,0.0,0.0,4,0.3531
VA-01,40.0,41.0,0.0,,0.0,0.0,1,0.0266
WI-03,44.0,42.0,0.0,,0.0,0.0,1,0.125
WI-GOV,40.0,43.0,0.0,,0.0,0.0,1,0.0884
