race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-GOV,governor,AK,GOV,Tom Begich,Click Bishop,DEM,REP,,REP,-10.93,30.1,69.9,Lean R,-13.18,3.08,-11.16,0.0,0.0,-1.06,-13.8,2.86,True,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,43.82,54.58,1.6,103615,129048,3783,0,236446
AL-GOV,governor,AL,GOV,Doug Jones,Tommy Tuberville,DEM,REP,,REP,-22.43,1.6,98.4,Safe R,-29.63,3.08,-23.66,0.0,3.37,-0.48,-30.88,8.45,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.1,52.6,1,-15.5,0.15,0,0,0,38.78,61.22,0.0,614935,970628,0,0,1585563
AR-GOV,governor,AR,GOV,Fredrick Love,Sarah Huckabee Sanders,DEM,REP,REP,REP,-28.05,0.4,99.6,Safe R,-30.5,3.08,-28.05,0.0,-0.13,-0.51,-31.57,3.51,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,35.97,64.03,0.0,301977,537479,0,0,839457
AZ-GOV,governor,AZ,GOV,Katie Hobbs,Andy Biggs,DEM,REP,DEM,DEM,6.09,71.9,28.1,Lean D,-4.25,3.08,5.2,0.0,6.01,0.36,-5.59,11.67,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,46.85,37.84,8,9.01,0.233,0,0,0,53.04,46.96,0.0,1258453,1114070,0,0,2372523
CA-GOV,governor,CA,GOV,Xavier Becerra,Steve Hilton,DEM,REP,,DEM,27.29,99.5,0.5,Safe D,23.32,3.08,27.29,0.0,0.0,0.89,20.82,6.48,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,63.65,36.35,0.0,7063780,4034764,0,0,11098543
CO-GOV,governor,CO,GOV,Michael Bennet,Barbara Kirkmeyer,DEM,REP,,DEM,19.15,96.6,3.4,Safe D,11.58,3.08,20.35,0.0,5.7,-0.01,11.29,7.85,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.1,37.8,1,12.3,0.15,0,0,0,59.57,40.43,0.0,1331400,903521,0,0,2234922
CT-GOV,governor,CT,GOV,Ned Lamont,Ryan Fazio,DEM,REP,DEM,DEM,17.84,95.6,4.4,Safe D,15.88,3.08,17.84,0.0,-1.03,-0.09,14.76,3.08,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,58.92,41.08,0.0,725409,505731,0,0,1231140
FL-GOV,governor,FL,GOV,David Jolly,Byron Donalds,DEM,REP,,REP,-7.94,22.4,77.6,Likely R,-10.56,3.08,-7.44,0.0,-0.47,0.51,-13.22,5.29,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,36.31,45.03,5,-9.99,0.194,0,0,0,46.03,53.97,0.0,3523645,4131181,0,0,7654826
GA-GOV,governor,GA,GOV,Keisha Lance Bottoms,Rick Jackson,DEM,REP,,REP,1.25,54.7,45.3,Toss-up,-1.71,3.08,1.25,0.0,0.0,-0.12,-2.21,3.46,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,50.62,49.38,0.0,1860451,1814595,0,0,3675046
HI-GOV,governor,HI,GOV,Josh Green,Gary Cordery,DEM,REP,DEM,DEM,30.01,99.8,0.2,Safe D,25.73,3.08,30.01,0.0,1.67,-0.46,23.56,6.45,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,65.01,34.99,0.0,235126,126565,0,0,361691
IA-GOV,governor,IA,GOV,Rob Sand,Zach Lahn,DEM,REP,,REP,1.13,54.3,45.7,Toss-up,-12.1,3.08,1.13,0.0,10.86,-0.71,-13.45,14.58,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,50.57,49.43,0.0,588821,575633,0,0,1164454
ID-GOV,governor,ID,GOV,Terri Pickens,Brad Little,DEM,REP,REP,REP,-46.05,0.0,100.0,Safe R,-36.28,3.08,-46.05,0.0,-12.37,-0.49,-37.52,-8.53,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,26.97,73.03,0.0,170890,462652,0,0,633543
IL-GOV,governor,IL,GOV,JB Pritzker,Darren Bailey,DEM,REP,DEM,DEM,16.62,94.4,5.6,Likely D,12.91,3.08,15.97,0.0,-0.02,0.0,11.14,5.49,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.3,34.0,1,20.3,0.15,0,0,0,58.31,41.69,0.0,2306031,1648706,0,0,3954737
KS-GOV,governor,KS,GOV,Ethan Corson,Ty Masterson,DEM,REP,,DEM,-13.61,9.7,90.3,Likely R,-16.26,3.08,-13.61,0.0,0.0,-0.43,-16.41,2.8,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,0,0,0,43.19,56.81,0.0,401394,527920,0,0,929314
MA-GOV,governor,MA,GOV,Maura Healey,Mike Minogue,DEM,REP,DEM,DEM,30.57,99.8,0.2,Safe D,27.69,3.08,31.56,0.0,1.13,-0.34,25.91,4.66,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,51.0,26.0,1,25.0,0.15,0,0,0,65.29,34.71,0.0,1587501,844067,0,0,2431568
MD-GOV,governor,MD,GOV,Wes Moore,Dan Cox,DEM,REP,DEM,DEM,34.6,100.0,0.0,Safe D,30.41,3.08,36.84,0.0,3.43,-0.08,29.51,5.09,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.9,28.0,1,21.9,0.15,0,0,0,67.3,32.7,0.0,1431312,695522,0,0,2126834
ME-GOV,governor,ME,GOV,Hannah Pingree,Robert Charles,DEM,REP,,DEM,9.6,82.0,18.0,Likely D,7.49,3.08,9.6,0.0,0.0,-0.97,7.09,2.52,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,0,0,0,54.8,45.2,0.0,318929,263033,0,0,581962
MI-GOV,governor,MI,GOV,Jocelyn Benson,John James,DEM,REP,,DEM,8.9,80.2,19.8,Likely D,-0.36,3.08,12.06,0.0,9.97,-0.63,-1.44,10.34,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,38.89,39.88,9,-0.99,0.242,0,0,0,54.45,45.55,0.0,2158475,1805787,0,0,3964262
MN-GOV,governor,MN,GOV,Amy Klobuchar,Kendall Qualls,DEM,REP,,DEM,7.18,75.3,24.7,Likely D,4.94,3.08,7.18,0.0,-0.12,-0.72,4.34,2.83,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,0,0,0,53.59,46.41,0.0,1220598,1057146,0,0,2277744
NE-GOV,governor,NE,GOV,Lynne Walz,Jim Pillen,DEM,REP,REP,REP,-21.4,2.1,97.9,Safe R,-20.75,3.08,-21.4,0.0,-3.25,-0.48,-20.84,-0.56,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,39.3,60.7,0.0,260577,402434,0,0,663011
NH-GOV,governor,NH,GOV,Cinde Warmington,Kelly Ayotte,DEM,REP,REP,REP,-11.82,12.9,87.1,Likely R,3.66,3.08,-13.91,0.0,-19.79,-0.86,2.82,-14.65,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,40.0,43.0,1,0.0,0.15,0,0,0,44.09,55.91,0.0,254975,323357,0,0,578332
NM-GOV,governor,NM,GOV,Deb Haaland,Gregg Hull,DEM,REP,,DEM,5.27,69.2,30.8,Lean D,7.45,3.08,5.27,0.0,-6.39,1.12,6.14,-0.88,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,52.63,47.37,0.0,340211,306166,0,0,646377
NV-GOV,governor,NV,GOV,Aaron Ford,Joe Lombardo,DEM,REP,REP,REP,2.28,58.6,41.4,Toss-up,-1.54,3.08,2.78,0.0,0.85,0.4,-3.15,5.44,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,40.36,40.9,2,-0.54,0.15,0,0,0,51.14,48.86,0.0,531399,507669,0,0,1039067
NY-GOV,governor,NY,GOV,Kathy Hochul,Bruce Blakeman,DEM,REP,DEM,DEM,11.59,86.6,13.4,Likely D,15.38,3.08,11.09,0.0,-7.5,0.13,12.68,-1.09,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,47.61,33.16,3,14.44,0.15,0,0,0,55.8,44.2,0.0,3243643,2569855,0,0,5813499
OH-GOV,governor,OH,GOV,Amy Acton,Vivek Ramaswamy,DEM,REP,,REP,-6.17,27.8,72.2,Lean R,-10.26,3.08,-7.87,0.0,0.0,-0.69,-11.31,5.14,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,45.11,45.63,8,-0.59,0.233,0,0,0,46.91,53.09,0.0,1893229,2142282,0,0,4035512
OK-GOV,governor,OK,GOV,Cyndi Munson,Gentner Drummond,DEM,REP,,REP,-33.0,0.1,99.9,Safe R,-34.68,3.08,-33.0,0.0,-0.7,-0.7,-34.95,1.95,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,33.5,66.5,0.0,367245,728977,0,0,1096222
OR-GOV,governor,OR,GOV,Tina Kotek,Christine Drazan,DEM,REP,DEM,DEM,4.67,67.2,32.8,Lean D,15.34,3.08,4.67,0.0,-13.29,-0.46,14.89,-10.22,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,52.34,47.66,0.0,822597,749177,0,0,1571774
PA-GOV,governor,PA,GOV,Josh Shapiro,Stacy Garrity,DEM,REP,DEM,DEM,13.74,90.5,9.5,Likely D,-0.87,3.08,13.29,0.0,11.61,-0.53,-1.75,15.49,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.87,38.61,2,16.26,0.15,0,0,0,56.87,43.13,0.0,2800038,2123579,0,0,4923617
RI-GOV,governor,RI,GOV,Dan McKee,Aaron Guckian,DEM,REP,DEM,DEM,20.25,97.3,2.7,Safe D,15.7,3.08,20.25,0.0,1.67,-0.2,14.16,6.09,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,60.12,39.88,0.0,216049,143299,0,0,359348
SC-GOV,governor,SC,GOV,Jermaine Johnson,Pamela Evette,DEM,REP,,REP,-13.86,9.3,90.7,Likely R,-16.63,3.08,-13.86,0.0,0.07,-0.39,-18.12,4.26,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,43.07,56.93,0.0,768201,1015497,0,0,1783698
SD-GOV,governor,SD,GOV,Dan Ahlers,Larry Rhoden,DEM,REP,REP,REP,-27.89,0.4,99.6,Safe R,-29.31,3.08,-27.89,0.0,-0.64,-1.02,-29.98,2.09,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,36.06,63.94,0.0,107618,190855,0,0,298473
TN-GOV,governor,TN,GOV,Carnita Atwater,Marsha Blackburn,DEM,REP,,REP,-21.85,1.8,98.2,Safe R,-28.63,3.08,-22.35,0.0,3.73,-0.54,-30.12,8.27,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,32.0,51.0,1,-19.0,0.15,0,0,0,39.08,60.92,0.0,838070,1306689,0,0,2144759
TX-GOV,governor,TX,GOV,Gina Hinojosa,Greg Abbott,DEM,REP,REP,REP,-10.45,15.9,84.1,Likely R,-12.03,3.08,-11.24,0.0,-3.33,1.04,-13.88,3.42,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,43.0,49.0,1,-6.0,0.15,0,0,0,44.77,55.23,0.0,3574285,4408885,0,0,7983170
VT-GOV,governor,VT,GOV,Amanda Janoo,Phil Scott,DEM,REP,REP,REP,-26.95,0.5,99.5,Safe R,33.5,3.08,-26.95,0.0,-62.58,-0.95,32.77,-59.72,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,36.53,63.47,0.0,94455,164140,0,0,258595
