race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-GOV,governor,AK,GOV,Tom Begich,Click Bishop,DEM,REP,,REP,-9.98,30.1,69.9,Lean R,-13.18,3.71,-13.8,3.81,True,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,44.29,54.11,1.6,104719,127944,3783,0,236446
AL-GOV,governor,AL,GOV,Doug Jones,Tommy Tuberville,DEM,REP,,REP,-21.9,1.8,98.2,Safe R,-29.63,3.71,-30.88,8.98,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.1,52.6,1,-15.5,0.15,39.05,60.95,0.0,619180,966383,0,0,1585563
AR-GOV,governor,AR,GOV,Fredrick Love,Sarah Huckabee Sanders,DEM,REP,REP,REP,-27.42,0.4,99.6,Safe R,-30.5,3.71,-31.57,4.14,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,36.29,63.71,0.0,304622,534835,0,0,839457
AZ-GOV,governor,AZ,GOV,Katie Hobbs,Andy Biggs,DEM,REP,DEM,DEM,5.88,71.3,28.7,Lean D,-4.25,3.71,-5.59,11.47,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,43.26,37.22,9,6.04,0.242,52.94,47.06,0.0,1255985,1116539,0,0,2372523
CA-GOV,governor,CA,GOV,Xavier Becerra,Steve Hilton,DEM,REP,,DEM,27.92,99.6,0.4,Safe D,23.32,3.71,20.82,7.11,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,63.96,36.04,0.0,7098740,3999803,0,0,11098543
CO-GOV,governor,CO,GOV,Michael Bennet,Barbara Kirkmeyer,DEM,REP,,DEM,19.68,97.0,3.0,Safe D,11.58,3.71,11.29,8.39,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.1,37.8,1,12.3,0.15,59.84,40.16,0.0,1337384,897537,0,0,2234922
CT-GOV,governor,CT,GOV,Ned Lamont,Ryan Fazio,DEM,REP,DEM,DEM,18.47,96.2,3.8,Safe D,15.88,3.71,14.76,3.71,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,59.24,40.76,0.0,729287,501853,0,0,1231140
FL-GOV,governor,FL,GOV,David Jolly,Byron Donalds,DEM,REP,,REP,-6.2,27.6,72.4,Lean R,-10.56,3.71,-13.22,7.02,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,38.35,42.63,9,-4.29,0.242,46.9,53.1,0.0,3590108,4064718,0,0,7654826
GA-GOV,governor,GA,GOV,Keisha Lance Bottoms,Rick Jackson,DEM,REP,,REP,1.88,57.1,42.9,Toss-up,-1.71,3.71,-2.21,4.09,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,50.94,49.06,0.0,1872027,1803019,0,0,3675046
HI-GOV,governor,HI,GOV,Josh Green,Gary Cordery,DEM,REP,DEM,DEM,30.64,99.8,0.2,Safe D,25.73,3.71,23.56,7.08,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,65.32,34.68,0.0,236265,125425,0,0,361691
IA-GOV,governor,IA,GOV,Rob Sand,Zach Lahn,DEM,REP,,REP,1.76,56.7,43.3,Toss-up,-12.1,3.71,-13.45,15.21,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,50.88,49.12,0.0,592489,571965,0,0,1164454
ID-GOV,governor,ID,GOV,Terri Pickens,Brad Little,DEM,REP,REP,REP,-45.42,0.0,100.0,Safe R,-36.28,3.71,-37.52,-7.9,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,27.29,72.71,0.0,172886,460657,0,0,633543
IL-GOV,governor,IL,GOV,JB Pritzker,Darren Bailey,DEM,REP,DEM,DEM,17.16,95.0,5.0,Likely D,12.91,3.71,11.14,6.02,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.3,34.0,1,20.3,0.15,58.58,41.42,0.0,2316620,1638117,0,0,3954737
KS-GOV,governor,KS,GOV,Ethan Corson,Ty Masterson,DEM,REP,,DEM,-12.98,10.7,89.3,Likely R,-16.26,3.71,-16.41,3.43,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,43.51,56.49,0.0,404321,524992,0,0,929314
MA-GOV,governor,MA,GOV,Maura Healey,Mike Minogue,DEM,REP,DEM,DEM,31.58,99.9,0.1,Safe D,27.69,3.71,25.91,5.67,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.9,26.78,2,28.12,0.15,65.79,34.21,0.0,1599701,831866,0,0,2431568
MD-GOV,governor,MD,GOV,Wes Moore,Dan Cox,DEM,REP,DEM,DEM,35.13,100.0,0.0,Safe D,30.41,3.71,29.51,5.62,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.9,28.0,1,21.9,0.15,67.57,32.43,0.0,1437007,689827,0,0,2126834
ME-GOV,governor,ME,GOV,Hannah Pingree,Robert Charles,DEM,REP,,DEM,10.23,83.7,16.3,Likely D,7.49,3.71,7.09,3.15,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,55.12,44.88,0.0,320763,261200,0,0,581962
MI-GOV,governor,MI,GOV,Jocelyn Benson,John James,DEM,REP,,DEM,10.34,83.9,16.1,Likely D,-0.36,3.71,-1.44,11.78,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,35.14,30.51,13,3.9,0.268,55.17,44.83,0.0,2187008,1777254,0,0,3964262
MN-GOV,governor,MN,GOV,Amy Klobuchar,Kendall Qualls,DEM,REP,,DEM,7.81,77.3,22.7,Likely D,4.94,3.71,4.34,3.46,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,53.9,46.1,0.0,1227772,1049972,0,0,2277744
NE-GOV,governor,NE,GOV,Lynne Walz,Jim Pillen,DEM,REP,REP,REP,-20.77,2.3,97.7,Safe R,-20.75,3.71,-20.84,0.07,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,39.62,60.38,0.0,262666,400345,0,0,663011
NH-GOV,governor,NH,GOV,Cinde Warmington,Kelly Ayotte,DEM,REP,REP,REP,-12.33,11.9,88.1,Likely R,3.66,3.71,2.82,-15.16,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,39.0,45.99,2,-6.97,0.15,43.83,56.17,0.0,253501,324832,0,0,578332
NM-GOV,governor,NM,GOV,Deb Haaland,Gregg Hull,DEM,REP,,DEM,5.9,71.4,28.6,Lean D,7.45,3.71,6.14,-0.25,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,52.95,47.05,0.0,342247,304130,0,0,646377
NV-GOV,governor,NV,GOV,Aaron Ford,Joe Lombardo,DEM,REP,REP,REP,2.52,59.5,40.5,Toss-up,-1.54,3.71,-3.15,5.67,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,39.0,40.23,4,-1.67,0.175,51.26,48.74,0.0,532640,506427,0,0,1039067
NY-GOV,governor,NY,GOV,Kathy Hochul,Bruce Blakeman,DEM,REP,DEM,DEM,12.98,89.3,10.7,Likely D,15.38,3.71,12.68,0.29,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.21,33.99,11,16.63,0.257,56.49,43.51,0.0,3283990,2529508,0,0,5813499
OH-GOV,governor,OH,GOV,Amy Acton,Vivek Ramaswamy,DEM,REP,,REP,-4.09,34.8,65.2,Lean R,-10.26,3.71,-11.31,7.22,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.2,44.2,10,5.36,0.25,47.95,52.05,0.0,1935226,2100286,0,0,4035512
OK-GOV,governor,OK,GOV,Cyndi Munson,Gentner Drummond,DEM,REP,,REP,-32.37,0.1,99.9,Safe R,-34.68,3.71,-34.95,2.58,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,33.82,66.18,0.0,370698,725524,0,0,1096222
OR-GOV,governor,OR,GOV,Tina Kotek,Christine Drazan,DEM,REP,DEM,DEM,5.26,69.3,30.7,Lean D,15.34,3.71,14.89,-9.64,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,45.0,40.0,1,5.0,0.15,52.63,47.37,0.0,827193,744581,0,0,1571774
PA-GOV,governor,PA,GOV,Josh Shapiro,Stacy Garrity,DEM,REP,DEM,DEM,14.97,92.4,7.6,Likely D,-0.87,3.71,-1.75,16.72,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.74,35.45,5,19.29,0.194,57.48,42.52,0.0,2830281,2093336,0,0,4923617
