race_code,round,dem,rep,other,exhausted,eliminated
AK-GOV,1,41.1,50.9,8.0,0.0,
AK-GOV,2,44.46,53.94,0.0,1.6,Other
AK-SEN,1,44.48,47.52,8.0,0.0,
AK-SEN,2,47.84,50.56,0.0,1.6,Other
ME-SEN,1,47.48,47.52,5.0,0.0,
ME-SEN,2,49.58,49.42,0.0,1.0,Other
AK-01,1,41.46,50.54,8.0,0.0,
AK-01,2,45.06,53.34,0.0,1.6,Other
ME-01,1,61.58,33.42,5.0,0.0,
ME-01,2,63.68,35.32,0.0,1.0,Other
ME-02,1,44.22,50.78,5.0,0.0,
ME-02,2,46.32,52.68,0.0,1.0,Other
