race_code,poll_dem,poll_rep,poll_oth,poll_oth_party,poll_dem2,poll_rep2,poll_count,poll_recency
AK-SEN,49.45,44.36,0.0,,0.0,5.82,10,0.1947
AR-SEN,36.0,58.0,0.0,,0.0,0.0,1,0.1063
FL-SEN,41.25,45.83,0.0,,0.0,0.0,8,0.4892
GA-SEN,48.54,43.48,0.0,,0.0,0.0,7,0.0846
IA-SEN,44.41,45.69,0.0,,0.0,0.0,3,0.2362
KS-SEN,46.0,54.0,0.0,,0.0,0.0,1,0.0806
KY-SEN,37.0,49.5,0.0,,0.0,0.0,1,0.032
MA-SEN,55.1,30.99,0.0,,0.0,0.0,5,0.1507
ME-SEN,47.81,40.77,0.0,,0.0,0.0,13,0.144
MI-SEN,40.79,43.28,0.0,,0.0,0.0,7,0.2335
MN-SEN,46.0,44.0,0.0,,0.0,0.0,1,0.0036
MS-SEN,39.0,42.0,6.0,IND,0.0,0.0,1,0.4454
NC-SEN,49.38,39.79,0.52,LIB,0.0,0.0,18,0.2613
NE-SEN,42.0,49.0,0.0,,0.0,0.0,1,0.8706
NH-SEN,48.95,38.67,0.0,,0.0,0.0,11,0.1039
OH-SEN,47.04,49.19,0.0,,0.0,0.0,10,0.1486
SC-SEN,40.74,45.46,0.0,,0.0,0.0,2,0.0677
SD-SEN,31.79,49.32,0.0,,0.0,0.0,2,0.0726
TX-SEN,43.7,39.08,0.65,LIB,0.0,0.0,11,0.2224
AL-GOV,34.1,52.6,0.0,,0.0,0.0,1,0.0139
AZ-GOV,42.7,36.79,2.96,IND,0.0,0.0,11,0.1818
CO-GOV,50.1,37.8,0.0,,0.0,0.0,1,0.0016
FL-GOV,40.77,43.75,0.22,IND,0.0,0.0,13,0.2728
GA-GOV,49.0,43.0,0.0,,0.0,0.0,1,0.4156
IA-GOV,50.0,41.0,0.0,,0.0,0.0,1,0.6447
IL-GOV,54.3,34.0,0.0,,0.0,0.0,1,0.0179
MA-GOV,55.52,30.9,0.0,,0.0,0.0,4,0.3661
MD-GOV,49.9,28.0,0.0,,0.0,0.0,1,0.0485
MI-GOV,37.29,29.92,16.98,IND,0.0,0.0,15,0.151
NE-GOV,33.0,38.0,12.0,LMN,0.0,0.0,1,0.3969
NH-GOV,39.0,46.65,0.0,,0.0,0.0,3,0.2684
NV-GOV,40.44,42.52,0.0,,0.0,0.0,5,0.2487
NY-GOV,49.87,33.71,0.64,OTH,0.0,0.0,12,0.1574
OH-GOV,47.06,46.99,0.0,,0.0,0.0,12,0.1098
OR-GOV,45.0,43.56,0.0,,0.0,0.0,2,0.4928
PA-GOV,54.74,35.45,0.0,,0.0,0.0,5,0.1296
RI-GOV,32.1,21.69,21.87,IND,0.0,0.0,2,0.7329
TN-GOV,32.0,51.0,0.0,,0.0,0.0,1,0.0013
TX-GOV,40.42,46.45,0.85,LIB,0.0,0.0,8,0.2785
WI-GOV,44.24,40.63,0.0,,0.0,0.0,4,0.1979
AK-01,38.0,48.0,0.0,,0.0,0.0,1,0.0011
AZ-01,43.47,41.41,0.0,,0.0,0.0,2,0.0134
AZ-06,43.0,42.0,0.0,,0.0,0.0,1,0.2279
CA-22,44.0,42.0,0.0,,0.0,0.0,1,0.0015
CO-03,39.0,46.67,0.0,,0.0,0.0,2,0.1637
CO-05,40.0,43.0,5.0,IND,0.0,0.0,1,0.011
FL-27,34.0,45.0,0.0,,0.0,0.0,1,0.0011
FL-28,41.0,45.0,0.0,,0.0,0.0,1,0.1939
IA-01,42.5,42.0,0.0,,0.0,0.0,1,0.0005
IA-02,36.0,33.0,0.0,,0.0,0.0,1,0.4665
IA-03,43.03,45.59,0.0,,0.0,0.0,2,0.1187
KY-06,37.0,37.0,0.0,,0.0,0.0,1,0.6015
ME-02,41.93,48.48,0.0,,0.0,0.0,2,0.4715
MI-04,42.0,45.38,0.0,,0.0,0.0,2,0.1575
MI-07,45.98,44.93,0.0,,0.0,0.0,2,0.3056
MN-01,41.0,46.96,0.0,,0.0,0.0,2,0.1828
MT-01,43.0,48.0,0.0,,0.0,0.0,1,0.7579
NC-01,41.65,43.42,0.68,LIB,0.0,0.0,2,0.3751
NC-10,37.5,51.5,0.0,,0.0,0.0,1,0.2176
