race_code,round,dem,rep,other,exhausted,eliminated
AK-GOV,1,41.59,50.41,8.0,0.0,
AK-GOV,2,44.95,53.45,0.0,1.6,Other
AK-SEN,1,45.14,46.86,8.0,0.0,
AK-SEN,2,48.5,49.9,0.0,1.6,Other
ME-SEN,1,48.06,46.94,5.0,0.0,
ME-SEN,2,50.16,48.84,0.0,1.0,Other
AK-01,1,42.0,50.0,8.0,0.0,
AK-01,2,45.6,52.8,0.0,1.6,Other
ME-01,1,62.27,32.73,5.0,0.0,
ME-01,2,64.37,34.63,0.0,1.0,Other
ME-02,1,44.56,50.44,5.0,0.0,
ME-02,2,46.66,52.34,0.0,1.0,Other
