code,level,state,partisan_lean,gcb,environment,demo_env_adj,pres_2024_margin,trump_approve,trump_disapprove,trump_net,demo_approval_adj,white_pct,black_pct,hispanic_pct,asian_pct,native_pct,pacific_pct
AK-01,district,AK,-13.18,4.66,-9.58,-1.06,-13.8,45.2,51.7,-6.5,0.5,61.0,4.2,6.0,7.8,18.9,2.0
AL-01,district,AL,-34.82,4.66,-30.72,-0.56,-36.34,55.4,41.5,13.9,2.5,67.1,24.7,3.3,1.9,2.9,0.1
AL-02,district,AL,-13.03,4.66,-8.65,-0.28,-14.46,46.2,50.6,-4.4,2.7,52.3,39.8,3.7,2.2,1.9,0.2
AL-03,district,AL,-45.58,4.66,-41.53,-0.61,-47.04,59.9,37.0,23.0,2.4,71.7,20.7,3.1,2.1,2.3,0.1
AL-04,district,AL,-65.77,4.66,-61.78,-0.67,-66.99,68.2,28.7,39.5,1.8,82.7,7.2,6.1,0.8,3.1,0.1
AL-05,district,AL,-29.24,4.66,-25.14,-0.56,-29.51,52.7,44.1,8.6,2.0,70.1,18.3,5.3,2.5,3.6,0.2
AL-06,district,AL,-34.75,4.66,-30.64,-0.54,-34.79,55.2,41.7,13.5,2.2,71.7,19.3,4.7,2.2,2.1,0.1
AL-07,district,AL,19.36,4.66,23.9,-0.12,17.99,32.6,64.3,-31.7,3.0,42.5,50.5,3.6,1.7,1.6,0.1
AR-01,district,AR,-44.65,4.66,-40.67,-0.68,-46.4,59.5,37.4,22.1,2.4,76.0,16.9,3.1,1.0,2.8,0.2
AR-02,district,AR,-15.42,4.66,-11.28,-0.52,-16.22,46.9,49.9,-3.0,2.1,69.1,20.3,5.1,2.3,3.0,0.1
AR-03,district,AR,-25.59,4.66,-21.27,-0.34,-25.81,50.3,46.5,3.8,0.2,71.5,3.6,13.9,4.2,5.6,1.3
AR-04,district,AR,-39.02,4.66,-34.85,-0.49,-40.73,56.9,39.9,17.0,2.0,69.7,19.8,6.0,1.1,3.3,0.2
AZ-01,district,AZ,-2.22,4.66,2.14,-0.3,-3.14,40.4,56.4,-16.0,0.3,73.4,4.0,13.8,5.5,3.1,0.3
AZ-02,district,AZ,-13.44,4.66,-9.45,-0.67,-15.12,44.9,52.0,-7.1,-0.3,59.7,2.7,14.6,2.0,20.7,0.3
AZ-03,district,AZ,43.26,4.66,50.02,2.1,40.31,18.2,78.6,-60.4,-5.5,23.0,11.5,56.4,3.7,5.0,0.4
AZ-04,district,AZ,7.35,4.66,12.22,0.21,6.76,35.7,61.2,-25.5,-1.1,58.6,6.5,22.8,7.2,4.3,0.6
AZ-05,district,AZ,-19.54,4.66,-15.08,-0.2,-20.19,47.6,49.2,-1.6,0.0,70.0,4.5,15.3,7.2,2.5,0.5
AZ-06,district,AZ,-0.62,4.66,4.15,0.11,-0.76,39.3,57.6,-18.3,-0.6,66.6,4.3,21.1,4.3,3.2,0.5
