race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_coh,rep_coh,ind_coh,dem_outside,rep_outside,dem_spent,rep_spent,ind_spent,dem_small,rep_small,ind_small,dem_pac,rep_pac,ind_pac,dem_self,rep_self,ind_self,dem_debt,rep_debt,ind_debt,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
TX-GOV,governor,TX,GOV,Gina Hinojosa,Greg Abbott,DEM,REP,REP,REP,-8.52,20.3,79.7,Likely R,-11.93,5.38,-10.43,-1.58,-3.33,1.04,-13.88,5.36,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,44.88,48.73,22,-3.97,0.296,8589462,71434049,0,3002416,67461299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.74,54.26,0.0,3651637,4331532,0,0,7983170
VT-GOV,governor,VT,GOV,Amanda Janoo,Phil Scott,DEM,REP,REP,REP,-22.64,1.4,98.6,Safe R,33.44,5.38,-24.71,0.0,-62.58,-0.95,32.77,-55.41,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,30.95,43.32,2,-12.37,0.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.68,61.32,0.0,100029,158566,0,0,258595
WI-GOV,governor,WI,GOV,David Crowley,Tom Tiffany,DEM,REP,,DEM,3.05,61.7,38.3,Lean D,-0.43,5.38,2.81,-1.76,0.28,-0.66,-0.87,3.92,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,47.71,43.88,6,3.88,0.222,1426778,15315779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.53,48.47,0.0,1234563,1161480,0,0,2396043
WY-GOV,governor,WY,GOV,Kenneth Casner,Eric Barlow,DEM,REP,,REP,-42.03,0.0,100.0,Safe R,-46.77,5.38,-42.03,0.0,0.0,-0.64,-46.96,4.93,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,1673103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.99,71.01,0.0,54590,133743,0,0,188334
AK-SEN,senate,AK,SEN,Mary Peltola,Dan Sullivan,DEM,REP,REP,REP,-1.72,43.9,56.1,Toss-up,-11.22,5.38,-2.37,0.42,4.11,-1.06,-13.8,12.08,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,48.47,47.39,14,0.67,0.272,18545132,9136967,0,4636755,7295069,0,4125533,6756499,13908377,3932803,0,6750626,558386,0,603646,1998758,0,0,0,0,0,0,0,45.29,46.71,8.0,107086,110444,18916,0,236446
AL-SEN,senate,AL,SEN,Everett Wess,Barry Moore,DEM,REP,,REP,-22.78,1.3,98.7,Safe R,-26.79,5.38,-24.16,-3.2,0.93,-0.48,-30.88,8.1,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,32.0,47.0,1,-15.0,0.15,83341,3787330,0,-10011,627788,0,3019,17107589,94747,3284673,0,4247,346554,0,0,881598,0,70643,50000,0,0,360928,0,38.61,61.39,0.0,612154,973409,0,0,1585563
AR-SEN,senate,AR,SEN,Hallie Shoffner,Tom Cotton,DEM,REP,REP,REP,-23.26,1.2,98.8,Safe R,-27.91,5.38,-25.57,-0.87,-1.67,-0.51,-31.57,8.3,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,35.66,50.6,3,-15.18,0.222,2269114,6233117,0,863578,9931885,0,0,3244245,1405536,3752101,0,807603,552197,0,20060,1191500,0,0,0,0,0,73959,0,38.37,61.63,0.0,322082,517375,0,0,839457
CO-SEN,senate,CO,SEN,John Hickenlooper,Mark Baisley,DEM,REP,DEM,DEM,24.89,99.2,0.8,Safe D,13.12,5.38,24.89,2.84,3.55,-0.01,11.29,13.59,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,8119380,138147,0,2083870,50021,0,510004,0,7471143,88913,0,1302169,28371,0,958273,999,0,0,2200,0,0,0,0,62.44,37.56,0.0,1395566,839356,0,0,2234922
DE-SEN,senate,DE,SEN,Chris Coons,Michael Katz,DEM,REP,DEM,DEM,24.96,99.3,0.7,Safe D,15.57,5.38,24.96,2.63,1.67,-0.28,14.84,10.12,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,,,0,,0.0,3940137,70152,0,4705684,38004,0,0,0,1419652,32148,0,52510,3182,0,1310377,300,0,0,54260,0,0,54250,0,62.48,37.52,0.0,223395,134148,0,0,357542
FL-SEN,senate,FL,SEN,Angie Nixon,Ashley Moody,DEM,REP,REP,REP,-6.81,25.3,74.7,Lean R,-8.72,5.38,-6.29,-1.8,-1.67,0.51,-13.22,6.41,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,40.04,49.3,4,-9.25,0.175,974845,11259074,0,264978,8482821,0,52168,569106,709866,2776253,0,576840,1520356,0,0,2083000,0,0,0,0,0,0,0,46.59,53.41,0.0,3566751,4088076,0,0,7654826
GA-SEN,senate,GA,SEN,Jon Ossoff,Mike Collins,DEM,REP,DEM,DEM,12.44,88.8,11.2,Likely D,-0.78,5.38,12.91,1.7,6.73,-0.12,-2.21,14.65,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,53.62,42.98,12,11.11,0.262,77279766,7409350,0,42587451,2079981,0,906052,1627073,39682882,5932539,0,39110515,2085895,0,931316,495632,0,0,65000,0,0,461916,0,56.22,43.78,0.0,2066060,1608987,0,0,3675046
IA-SEN,senate,IA,SEN,Josh Turek,Ashley Hinson,DEM,REP,,REP,-2.57,40.0,60.0,Toss-up,-7.41,5.38,-3.75,-0.08,-0.93,-0.71,-13.45,10.87,False,False,LIB,,0.0,0.0,,,0.0,confirmed,confirmed,46.39,47.27,9,-1.05,0.242,6276527,10217845,0,2362314,6749491,0,12820151,4676055,3914213,5396429,0,2726556,1052135,0,440127,2232367,0,0,0,0,0,0,0,47.43,49.94,2.63,552330,581499,30625,0,1164454
ID-SEN,senate,ID,SEN,(No Democrat),Jim Risch,DEM,REP,REP,REP,-26.05,0.6,99.4,Safe R,-31.25,5.38,-29.17,-1.14,-1.67,-0.49,-37.52,11.47,False,True,IND,Todd Achilles,36.97,0.6,,,0.0,,confirmed,26.17,41.86,5,-16.48,0.245,0,3357516,692245,0,3535956,194226,0,0,0,2241925,506311,0,139910,115721,0,959329,10000,0,0,10500,0,0,0,0.0,63.03,0.0,0,399306,0,234237,633543
IL-SEN,senate,IL,SEN,Juliana Stratton,Don Tracy,DEM,REP,,DEM,20.85,97.9,2.1,Safe D,15.16,5.38,20.85,0.32,0.0,0.0,11.14,9.72,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,5906599,2459890,0,1107958,1512424,0,10437456,11068156,4798641,947466,0,1182892,27050,0,426634,12325,0,0,2000000,0,0,2000000,0,60.43,39.57,0.0,2389746,1564991,0,0,3954737
KS-SEN,senate,KS,SEN,Adam Hamilton,Roger Marshall,DEM,REP,REP,REP,-10.61,15.0,85.0,Likely R,-15.19,5.38,-11.38,-0.05,-1.09,-0.43,-16.41,5.8,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,43.24,47.13,3,-6.89,0.172,4169078,4009075,0,1730621,5388078,0,0,1432299,2438457,326015,0,767189,151384,0,17500,1555250,0,50050,0,0,50000,0,0,44.7,55.3,0.0,415372,513942,0,0,929314
KY-SEN,senate,KY,SEN,Charles Booker,Andy Barr,DEM,REP,,REP,-28.81,0.2,99.8,Safe R,-30.07,5.38,-31.16,-0.86,-4.86,-0.75,-31.03,2.22,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,37.0,49.5,1,-15.5,0.15,1099509,9981055,0,309623,2305546,0,8306596,6980575,789887,11368587,0,654554,729356,0,24750,1995311,0,0,0,0,89868,0,0,35.6,64.4,0.0,516901,935268,0,0,1452169
LA-SEN,senate,LA,SEN,Jamie Davis,Julia Letlow,DEM,REP,,REP,-23.88,1.0,99.0,Safe R,-21.43,5.38,-23.88,-0.45,-7.1,-0.28,-22.36,-1.52,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1983548,6210122,0,479104,1427072,0,10861766,12093658,1504444,4783049,0,1699034,127995,0,0,824000,0,10000,0,0,10000,0,0,38.06,61.94,0.0,534693,870190,0,0,1404882
MA-SEN,senate,MA,SEN,Ed Markey,John Deaton,DEM,REP,DEM,DEM,32.76,99.9,0.1,Safe D,29.05,5.38,36.37,0.61,1.67,-0.34,25.91,6.85,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,51.23,30.31,8,20.92,0.233,4848657,1498561,0,2227617,726604,0,17917,1884605,4431727,771958,0,757410,61944,0,548650,425,0,0,1053414,0,0,1005000,0,66.38,33.62,0.0,1614128,817439,0,0,2431568
ME-SEN,senate,ME,SEN,Troy Jackson,Susan Collins,DEM,REP,REP,REP,0.08,50.4,49.6,Toss-up,8.5,5.38,-0.64,0.0,-13.55,-0.97,7.09,-7.01,False,False,,,0.0,0.0,,,0.0,projected,confirmed,48.39,45.64,7,2.28,0.246,0,16169827,0,0,11038115,0,2612666,11148196,0,7708021,0,0,1425763,0,0,1263550,0,0,0,0,0,0,0,50.04,49.96,0.0,291204,290758,0,0,581962
MI-SEN,senate,MI,SEN,Abdul El-Sayed,Mike Rogers,DEM,REP,,DEM,5.24,69.6,30.4,Lean D,3.04,5.38,7.93,-0.31,0.44,-0.63,-1.44,6.68,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,45.47,46.93,21,-1.22,0.294,14514336,10898177,0,2552763,4473237,0,5511180,41127475,11961573,6680643,0,4142626,2220167,0,71845,849227,0,0,0,0,0,0,0,52.62,47.38,0.0,2085942,1878320,0,0,3964262
MN-SEN,senate,MN,SEN,Peggy Flanagan,Michele Tafoya,DEM,REP,,DEM,10.11,83.8,16.2,Likely D,6.43,5.38,11.03,-0.07,0.0,-0.72,4.34,5.76,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.3,41.8,6,6.64,0.21,6516273,5337942,0,1058604,1372728,0,1746564,7248554,5457669,3965545,0,2913200,2464154,0,176917,229000,0,7000,7878,0,0,294847,0,55.05,44.95,0.0,1253966,1023778,0,0,2277744
MS-SEN,senate,MS,SEN,Scott Colom,Cindy Hyde-Smith,DEM,REP,REP,REP,-13.16,10.0,90.0,Likely R,-21.48,5.38,-14.07,-0.21,2.62,-0.37,-23.15,9.99,False,False,IND,Ty Pinkins,6.0,0.0,,,0.0,confirmed,confirmed,39.0,42.0,1,-6.0,0.15,2384921,3825455,98038,847046,2535896,5352,1519854,98645,1537875,1759323,98301,351461,98642,64618,312330,1182050,0,25193,0,0,61083,60000,0,40.82,53.18,0.0,350863,457166,0,51576,859605
MT-SEN,senate,MT,SEN,Alani Bankhead,Kurt Alme,DEM,REP,,REP,-25.83,0.7,99.3,Safe R,-13.86,5.38,-9.13,0.36,0.0,-1.01,-20.58,-5.25,False,True,IND,Seth Bodnar,14.67,0.0,,,0.0,confirmed,confirmed,29.68,44.81,7,-16.14,0.25,58829,1984861,3238151,21485,1450719,977779,5394980,3314938,37011,534142,2260371,18727,88310,369366,6627,639500,93050,6522,0,0,0,0,0,27.92,53.75,3.66,117842,226847,15448,61936,422074
NC-SEN,senate,NC,SEN,Roy Cooper,Michael Whatley,DEM,REP,,REP,6.16,72.6,27.4,Lean D,-2.8,5.38,4.77,0.59,1.9,-0.3,-3.27,9.42,False,False,GRN,,0.0,0.0,,,0.0,confirmed,confirmed,50.51,39.32,26,10.88,0.303,34975789,11272504,0,20717567,3461698,0,5632169,16238109,14258222,7810806,0,4748620,1775437,0,820563,936330,0,0,0,0,0,46928,0,52.09,46.04,1.87,2076912,1835989,74566,0,3987467
NE-SEN,senate,NE,SEN,(No Democrat),Pete Ricketts,DEM,REP,REP,REP,-4.99,31.3,68.7,Lean R,-19.12,5.38,-6.09,-0.5,8.63,-0.48,-20.84,15.85,False,True,IND,Dan Osborn,47.5,31.3,,,0.0,,confirmed,47.0,42.8,3,1.2,0.15,0,11233507,5751951,0,6910970,2421487,871629,1732682,0,4809506,3393630,0,232136,2195423,0,1701815,139868,0,5295888,0,0,0,0,0.0,52.5,0.0,0,348059,0,314952,663011
