race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-GOV,governor,AK,GOV,Tom Begich,Click Bishop,DEM,REP,,REP,-8.21,31.5,68.5,Lean R,-13.18,5.32,-8.92,0.0,0.0,-1.06,-13.8,5.59,True,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,45.16,53.24,1.6,106779,125883,3783,0,236446
AL-GOV,governor,AL,GOV,Doug Jones,Tommy Tuberville,DEM,REP,,REP,-20.53,2.4,97.6,Safe R,-29.63,5.32,-21.42,0.0,3.37,-0.48,-30.88,10.35,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.1,52.6,1,-15.5,0.15,0,0,0,39.74,60.26,0.0,630030,955533,0,0,1585563
AR-GOV,governor,AR,GOV,Fredrick Love,Sarah Huckabee Sanders,DEM,REP,REP,REP,-25.81,0.6,99.4,Safe R,-30.5,5.32,-25.81,0.0,-0.13,-0.51,-31.57,5.75,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,37.09,62.91,0.0,311379,528078,0,0,839457
AZ-GOV,governor,AZ,GOV,Katie Hobbs,Andy Biggs,DEM,REP,DEM,DEM,7.23,75.7,24.3,Likely D,-4.25,5.32,7.44,0.0,6.01,0.36,-5.59,12.82,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,42.7,36.79,11,6.65,0.257,0,0,0,53.62,46.38,0.0,1272075,1100448,0,0,2372523
CA-GOV,governor,CA,GOV,Xavier Becerra,Steve Hilton,DEM,REP,,DEM,28.34,99.7,0.3,Safe D,23.32,5.32,29.53,0.0,0.0,0.89,20.82,7.52,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,53.72,32.15,2,21.57,0.15,0,0,0,64.17,35.83,0.0,7121808,3976735,0,0,11098543
CO-GOV,governor,CO,GOV,Michael Bennet,Barbara Kirkmeyer,DEM,REP,,DEM,21.05,97.9,2.1,Safe D,11.58,5.32,22.59,0.0,5.7,-0.01,11.29,9.76,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.1,37.8,1,12.3,0.15,0,0,0,60.52,39.48,0.0,1352676,882245,0,0,2234922
CT-GOV,governor,CT,GOV,Ned Lamont,Ryan Fazio,DEM,REP,DEM,DEM,20.08,97.4,2.6,Safe D,15.88,5.32,20.08,0.0,-1.03,-0.09,14.76,5.32,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,60.04,39.96,0.0,739198,491942,0,0,1231140
FL-GOV,governor,FL,GOV,David Jolly,Byron Donalds,DEM,REP,,REP,-4.8,32.2,67.8,Lean R,-10.56,5.32,-5.2,0.0,-0.47,0.51,-13.22,8.42,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,37.78,41.34,14,-3.73,0.272,0,0,0,47.6,52.4,0.0,3643676,4011151,0,0,7654826
GA-GOV,governor,GA,GOV,Keisha Lance Bottoms,Rick Jackson,DEM,REP,,REP,4.6,67.1,32.9,Lean D,-1.71,5.32,3.49,0.0,0.0,-0.12,-2.21,6.8,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,51.49,39.89,2,10.87,0.15,0,0,0,52.3,47.7,0.0,1921959,1753087,0,0,3675046
HI-GOV,governor,HI,GOV,Josh Green,Gary Cordery,DEM,REP,DEM,DEM,32.25,99.9,0.1,Safe D,25.73,5.32,32.25,0.0,1.67,-0.46,23.56,8.69,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,66.13,33.87,0.0,239177,122514,0,0,361691
