race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-SEN,senate,AK,SEN,Mary Peltola,Dan Sullivan,DEM,REP,REP,REP,-3.68,42.7,57.3,Toss-up,-12.34,3.11,-5.96,0.21,4.11,-1.06,-13.8,10.12,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,47.2,45.46,6,1.54,0.21,8661662,6500847,0,47.39,51.01,1.6,112052,120611,3783,0,236446
AL-SEN,senate,AL,SEN,Everett Wess,Barry Moore,DEM,REP,,REP,-26.35,0.6,99.4,Safe R,-27.51,3.11,-26.35,-2.4,0.93,-0.48,-30.88,4.53,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,73770,2980325,0,36.82,63.18,0.0,583849,1001714,0,0,1585563
AR-SEN,senate,AR,SEN,Hallie Shoffner,Tom Cotton,DEM,REP,REP,REP,-29.58,0.2,99.8,Safe R,-29.61,3.11,-29.58,-0.9,-1.67,-0.51,-31.57,1.98,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,1589764,5406040,0,35.21,64.79,0.0,295570,543887,0,0,839457
CO-SEN,senate,CO,SEN,John Hickenlooper,Mark Baisley,DEM,REP,DEM,DEM,23.53,98.8,1.2,Safe D,13.55,3.11,23.53,3.32,3.55,-0.01,11.29,12.24,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,,,0,,0.0,6818283,31866,0,61.76,38.24,0.0,1380384,854538,0,0,2234922
DE-SEN,senate,DE,SEN,Chris Coons,Michael Katz,DEM,REP,DEM,DEM,22.94,98.6,1.4,Safe D,15.61,3.11,22.94,2.84,1.67,-0.28,14.84,8.1,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,3044649,20211,0,61.47,38.53,0.0,219788,137754,0,0,357542
FL-SEN,senate,FL,SEN,Alexander Vindman,Ashley Moody,DEM,REP,REP,REP,-7.3,24.3,75.7,Likely R,-9.24,3.11,-7.3,-0.02,-1.67,0.51,-13.22,5.92,False,False,,,0.0,0.0,,,0.0,projected,confirmed,,,0,,0.0,8188392,8407064,0,46.35,53.65,0.0,3547891,4106935,0,0,7654826
GA-SEN,senate,GA,SEN,Jon Ossoff,Mike Collins,DEM,REP,DEM,DEM,9.39,81.5,18.5,Likely D,-0.84,3.11,10.76,1.88,6.73,-0.12,-2.21,11.6,False,False,,,0.0,0.0,,,0.0,confirmed,projected,39.54,38.81,5,3.73,0.194,60439613,4880582,0,54.7,45.3,0.0,2010081,1664965,0,0,3675046
IA-SEN,senate,IA,SEN,Josh Turek,Ashley Hinson,DEM,REP,,REP,-3.59,36.6,63.4,Lean R,-8.44,3.11,-3.79,3.19,-0.93,-0.71,-13.45,9.85,False,False,LIB,,0.0,0.0,,,0.0,presumptive,presumptive,41.0,44.0,1,-6.0,0.15,3463099,0,0,46.93,50.44,2.63,546536,587293,30625,0,1164454
ID-SEN,senate,ID,SEN,David Roth,Jim Risch,DEM,REP,REP,REP,-41.68,0.0,100.0,Safe R,-38.4,3.11,-41.68,-2.93,-2.97,-0.49,-37.52,-4.16,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,8642,2864280,0,29.16,70.84,0.0,184730,448813,0,0,633543
IL-SEN,senate,IL,SEN,Juliana Stratton,Don Tracy,DEM,REP,,DEM,17.93,95.7,4.3,Safe D,14.29,3.11,17.93,0.53,0.0,0.0,11.14,6.8,False,False,,,0.0,0.0,,,0.0,presumptive,projected,,,0,,0.0,4791273,2327334,0,58.97,41.03,0.0,2331968,1622769,0,0,3954737
KS-SEN,senate,KS,SEN,Adam Hamilton,Roger Marshall,DEM,REP,REP,REP,-17.12,5.1,94.9,Likely R,-15.56,3.11,-17.12,-3.16,-1.09,-0.43,-16.41,-0.71,False,False,,,0.0,0.0,,,0.0,projected,confirmed,,,0,,0.0,0,3331963,0,41.44,58.56,0.0,385086,544228,0,0,929314
KY-SEN,senate,KY,SEN,Charles Booker,Andy Barr,DEM,REP,,REP,-31.7,0.1,99.9,Safe R,-30.03,3.11,-34.56,-2.04,-4.86,-0.75,-31.03,-0.68,False,False,,,0.0,0.0,,,0.0,presumptive,projected,37.0,49.5,1,-15.5,0.15,508684,8403849,0,34.15,65.85,0.0,495887,956282,0,0,1452169
LA-SEN,senate,LA,SEN,Gary Crockett,Julia Letlow,DEM,REP,,REP,-27.55,0.4,99.6,Safe R,-21.33,3.11,-27.55,-1.95,-7.1,-0.28,-22.36,-5.19,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,350000,5356520,0,36.22,63.78,0.0,508905,895978,0,0,1404882
MA-SEN,senate,MA,SEN,Ed Markey,John Deaton,DEM,REP,DEM,DEM,32.37,99.9,0.1,Safe D,28.86,3.11,34.03,0.73,1.67,-0.34,25.91,6.46,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,53.92,30.95,2,22.96,0.15,3804689,1400141,0,66.19,33.81,0.0,1609365,822202,0,0,2431568
ME-SEN,senate,ME,SEN,Graham Platner,Susan Collins,DEM,REP,REP,REP,-1.79,45.6,54.4,Toss-up,8.13,3.11,-3.06,0.22,-13.55,-0.97,7.09,-8.88,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,44.86,42.88,5,1.63,0.194,16312222,12165046,0,48.62,50.38,1.0,282924,293219,5820,0,581962
MI-SEN,senate,MI,SEN,Abdul El-Sayed,Mike Rogers,DEM,REP,,DEM,3.09,61.6,38.4,Lean D,2.23,3.11,5.14,-0.0,0.44,-0.63,-1.44,4.53,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,39.47,46.04,4,-6.57,0.175,7646728,7676445,0,51.55,48.45,0.0,2043429,1920832,0,0,3964262
MN-SEN,senate,MN,SEN,Peggy Flanagan,Adam Schwarze,DEM,REP,,DEM,7.58,76.5,23.5,Likely D,5.65,3.11,9.09,1.05,0.0,-0.72,4.34,3.24,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,46.0,44.0,1,-1.0,0.15,4646309,1102851,0,53.79,46.21,0.0,1225201,1052543,0,0,2277744
MS-SEN,senate,MS,SEN,Scott Colom,Cindy Hyde-Smith,DEM,REP,REP,REP,-16.68,5.6,94.4,Likely R,-21.5,3.11,-16.68,-0.54,2.62,-0.37,-23.15,6.47,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,1619368,3394175,0,41.66,58.34,0.0,358113,501492,0,0,859605
MT-SEN,senate,MT,SEN,Alani Bankhead,Kurt Alme,DEM,REP,,REP,-24.26,0.5,88.7,Safe R,-19.79,3.11,-19.8,-2.11,0.0,-1.01,-20.58,-3.68,False,True,IND,Seth Bodnar,29.75,10.8,,,0.0,projected,confirmed,,,0,,0.0,23884,1184127,2113231,12.59,54.0,3.66,53153,227926,15448,125547,422074
NC-SEN,senate,NC,SEN,Roy Cooper,Michael Whatley,DEM,REP,,REP,4.84,67.8,32.2,Lean D,-2.64,3.11,2.93,0.87,1.9,-0.3,-3.27,8.1,False,False,GRN,,0.0,0.0,,,0.0,confirmed,confirmed,47.54,34.49,8,13.09,0.233,26822373,8410252,0,51.44,46.69,1.87,2051074,1861827,74566,0,3987467
NE-SEN,senate,NE,SEN,(no Democrat — backs Osborn),Pete Ricketts,DEM,REP,REP,REP,-10.54,31.4,68.6,Lean R,-20.88,3.11,-23.31,-3.44,-1.62,-0.48,-20.84,10.3,False,True,IND,Dan Osborn,44.73,31.4,,,0.0,,confirmed,,,0,,0.0,0,4866649,3856315,0.0,55.27,0.0,0,366446,0,296565,663011
NH-SEN,senate,NH,SEN,Chris Pappas,Scott Brown,DEM,REP,,DEM,8.9,80.2,19.8,Likely D,0.01,3.11,7.77,1.32,4.2,-0.86,2.82,6.08,False,False,,,0.0,0.0,,,0.0,presumptive,projected,46.59,33.84,7,12.85,0.223,9860676,1664338,0,54.45,45.55,0.0,314915,263418,0,0,578332
NJ-SEN,senate,NJ,SEN,Cory Booker,Justin Murphy,DEM,REP,DEM,DEM,17.51,95.3,4.7,Safe D,8.13,3.11,17.51,4.2,1.88,0.19,5.63,11.89,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,17623907,15454,0,58.76,41.24,0.0,1711962,1201724,0,0,2913686
NM-SEN,senate,NM,SEN,Ben Ray Lujan,Larry Marker,DEM,REP,DEM,DEM,16.23,93.9,6.1,Likely D,7.24,3.11,16.23,3.09,1.67,1.12,6.14,10.08,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,5019140,32400,0,58.11,41.89,0.0,375634,270743,0,0,646377
OH-SEN,senate,OH,SEN,Sherrod Brown,Jon Husted,DEM,REP,REP,REP,-3.79,35.9,64.1,Lean R,-8.97,3.11,-4.48,0.68,1.39,-0.69,-11.31,7.53,False,False,LIB,,0.0,0.0,,,0.0,confirmed,confirmed,46.28,48.8,5,-2.52,0.194,25979968,10527814,0,47.35,51.08,1.57,1910881,2061273,63358,0,4035512
OK-SEN,senate,OK,SEN,Jim Priest,Kevin Hern,DEM,REP,,REP,-37.1,0.0,100.0,Safe R,-34.18,3.11,-37.1,-2.55,-2.78,-0.7,-34.95,-2.15,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,263329,9295139,0,31.45,68.55,0.0,344764,751458,0,0,1096222
OR-SEN,senate,OR,SEN,Jeff Merkley,David Brock Smith,DEM,REP,DEM,DEM,19.89,97.1,2.9,Safe D,12.79,3.11,19.89,2.78,1.67,-0.46,14.89,4.99,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,,,0,,0.0,3944598,48166,0,59.94,40.06,0.0,942173,629602,0,0,1571774
RI-SEN,senate,RI,SEN,Jack Reed,Raymond McKay,DEM,REP,DEM,DEM,23.78,98.8,1.2,Safe D,17.23,3.11,23.78,1.98,1.67,-0.2,14.16,9.62,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,,,0,,0.0,2602598,139875,0,61.89,38.11,0.0,222405,136942,0,0,359348
SC-SEN,senate,SC,SEN,Annie Andrews,Lindsey Graham,DEM,REP,REP,REP,-9.18,19.0,81.0,Likely R,-15.56,3.11,-10.0,0.2,2.63,-0.39,-18.12,8.95,False,False,LIB,,0.0,0.0,,,0.0,presumptive,confirmed,37.5,41.5,1,-7.0,0.15,8059705,6157141,0,44.56,53.57,1.87,794856,955486,33355,0,1783698
SD-SEN,senate,SD,SEN,Julian Beaudion,Mike Rounds,DEM,REP,REP,REP,-31.66,0.1,99.9,Safe R,-28.78,3.11,-32.84,-1.75,-4.39,-1.02,-29.98,-1.68,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,30.0,52.0,1,-25.0,0.15,209807,2646194,0,34.17,65.83,0.0,101987,196486,0,0,298473
TN-SEN,senate,TN,SEN,Marquita Bradshaw,Bill Hagerty,DEM,REP,REP,REP,-33.8,0.1,99.9,Safe R,-26.55,3.11,-33.8,-3.57,-6.25,-0.54,-30.12,-3.68,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,881,5880482,0,33.1,66.9,0.0,709885,1434874,0,0,2144759
TX-SEN,senate,TX,SEN,James Talarico,Ken Paxton,DEM,REP,,REP,-2.68,39.9,60.1,Lean R,-11.23,3.11,-3.79,1.25,2.05,1.04,-13.88,11.2,False,False,LIB,,0.0,0.0,,,0.0,confirmed,confirmed,45.33,45.46,5,-0.13,0.194,40284109,7605209,0,47.68,50.31,2.01,3806619,4016089,160462,0,7983170
VA-SEN,senate,VA,SEN,Mark Warner,Bert Mizusawa,DEM,REP,DEM,DEM,15.91,93.6,6.4,Likely D,6.87,3.11,15.91,3.08,3.15,-0.3,5.89,10.02,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,14719667,192041,0,57.96,42.04,0.0,1826944,1325357,0,0,3152302
WV-SEN,senate,WV,SEN,Rachel Anderson,Shelley Moore Capito,DEM,REP,REP,REP,-44.48,0.0,100.0,Safe R,-41.99,3.11,-44.48,-3.0,-1.67,-0.93,-42.69,-1.79,False,False,,,0.0,0.0,,,0.0,projected,confirmed,,,0,,0.0,22447,3906186,0,27.76,72.24,0.0,148150,385523,0,0,533673
WY-SEN,senate,WY,SEN,James Byrd,Harriet Hageman,DEM,REP,,REP,-45.3,0.0,100.0,Safe R,-45.3,3.11,-45.3,-2.47,0.0,-0.64,-46.96,1.66,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,9653,1555543,0,27.35,72.65,0.0,51508,136825,0,0,188334
AK-01,house,AK,01,Matt Schultz,Nick Begich III,DEM,REP,REP,REP,-9.25,32.1,67.8,Lean R,-10.48,3.11,-10.1,0.0,-1.67,-1.06,-13.8,4.54,True,False,,Bill Hill,0.0,0.0,,,0.0,confirmed,confirmed,38.0,48.0,1,-13.0,0.15,0,0,0,44.65,53.75,1.6,105566,127097,3783,0,236446
AL-01,house,AL,01,Clyde Jones,Rhett Marques,DEM,REP,,REP,-29.25,0.3,99.7,Safe R,-32.22,3.11,-29.25,0.42,0.0,-0.56,-36.34,7.09,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,37487,0,0,35.37,64.63,0.0,81236,148412,0,0,229648
AL-02,house,AL,02,Shomari Figures,Hampton Harris,DEM,REP,DEM,DEM,-4.22,34.3,65.7,Lean R,-10.43,3.11,-4.22,0.9,2.48,-0.28,-14.46,10.24,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,827549,214719,0,47.89,52.11,0.0,98279,106942,0,0,205222
AL-03,house,AL,03,Victor McInnis,Mike Rogers,DEM,REP,REP,REP,-44.43,0.0,100.0,Safe R,-42.98,3.11,-44.43,-2.29,-1.67,-0.61,-47.04,2.61,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,39858,1846490,0,27.78,72.22,0.0,61540,159947,0,0,221487
AL-04,house,AL,04,Amanda Pusczek,Robert Aderholt,DEM,REP,REP,REP,-64.37,0.0,100.0,Safe R,-63.17,3.11,-64.37,-1.97,-1.67,-0.67,-66.99,2.62,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,13797,832268,0,17.82,82.18,0.0,40388,186315,0,0,226703
AL-05,house,AL,05,Andrew Sneed,Dale Strong,DEM,REP,REP,REP,-26.48,0.6,99.4,Safe R,-26.64,3.11,-26.48,-0.72,-1.67,-0.56,-29.51,3.03,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,484501,1352249,0,36.76,63.24,0.0,90983,156537,0,0,247520
AL-06,house,AL,06,Elizabeth Anderson,Gary Palmer,DEM,REP,REP,REP,-32.21,0.1,99.9,Safe R,-32.15,3.11,-32.21,-1.9,-0.72,-0.54,-34.79,2.58,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,15899,783587,0,33.9,66.1,0.0,82921,161710,0,0,244631
AL-07,house,AL,07,Terri Sewell,Republican candidate (AL-07),DEM,REP,DEM,DEM,31.86,99.9,0.1,Safe D,21.96,3.11,31.86,2.6,4.31,-0.12,17.99,13.87,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,1552149,0,0,65.93,34.07,0.0,138689,71663,0,0,210352
AR-01,house,AR,01,Terri Green,Eric Crawford,DEM,REP,REP,REP,-47.06,0.0,100.0,Safe R,-43.55,3.11,-47.06,-1.66,-4.28,-0.68,-46.4,-0.66,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,38601,762876,0,26.47,73.53,0.0,51834,143992,0,0,195826
AR-02,house,AR,02,Chris Jones,French Hill,DEM,REP,REP,REP,-13.98,9.1,90.9,Likely R,-14.32,3.11,-13.98,-1.13,-1.12,-0.52,-16.22,2.24,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,798208,3790112,0,43.01,56.99,0.0,96978,128497,0,0,225476
AR-03,house,AR,03,Robb Ryerse,Steve Womack,DEM,REP,REP,REP,-29.84,0.2,99.8,Safe R,-24.48,3.11,-29.84,-1.84,-6.29,-0.34,-25.81,-4.03,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,88315,1547665,0,35.08,64.92,0.0,77736,143862,0,0,221598
AR-04,house,AR,04,James Russell,Bruce Westerman,DEM,REP,REP,REP,-43.11,0.0,100.0,Safe R,-37.92,3.11,-43.11,-2.85,-4.96,-0.49,-40.73,-2.38,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,0,2197868,0,28.44,71.56,0.0,55906,140651,0,0,196558
AZ-01,house,AZ,01,Amish Shah,Gina Swoboda,DEM,REP,,REP,4.58,66.9,33.1,Lean D,0.7,3.11,4.71,1.2,0.0,-0.3,-3.14,7.72,False,False,LIB,,0.0,0.0,,,0.0,presumptive,presumptive,43.47,41.41,2,1.35,0.15,1290456,222185,0,51.31,46.81,1.88,161882,147700,5932,0,315514
AZ-02,house,AZ,02,Jonathan Nez,Eli Crane,DEM,REP,REP,REP,-1.12,45.7,54.3,Toss-up,-10.52,3.11,-1.12,-0.86,7.81,-0.67,-15.12,14.0,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,2341970,7449412,0,49.44,50.56,0.0,144136,147398,0,0,291534
AZ-03,house,AZ,03,Yassamin Ansari,Kirt Burgess,DEM,REP,DEM,DEM,60.28,100.0,0.0,Safe D,46.18,3.11,60.28,2.42,6.47,2.1,40.31,19.97,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,1217963,0,0,80.14,19.86,0.0,119615,29641,0,0,149255
AZ-04,house,AZ,04,Greg Stanton,Zuhdi Jasser,DEM,REP,DEM,DEM,17.54,95.3,4.7,Safe D,10.28,3.11,17.54,0.92,3.02,0.21,6.76,10.78,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,1663223,450109,0,58.77,41.23,0.0,142960,100294,0,0,243254
AZ-05,house,AZ,05,Christopher James,Daniel Keenan,DEM,REP,,REP,-15.38,7.1,92.9,Likely R,-16.61,3.11,-15.38,-1.67,0.0,-0.2,-20.19,4.82,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,124665,1578351,0,42.31,57.69,0.0,131807,179711,0,0,311518
AZ-06,house,AZ,06,JoAnna Mendoza,Juan Ciscomani,DEM,REP,REP,REP,4.08,65.2,34.8,Lean D,2.31,3.11,3.66,0.04,-1.91,0.11,-0.76,4.84,False,False,LIB,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,5341038,5083547,0,50.94,46.94,2.12,156947,144643,6532,0,308122
AZ-07,house,AZ,07,Adelita Grijalva,Daniel Butierez,DEM,REP,DEM,DEM,36.81,100.0,0.0,Safe D,28.24,3.11,36.81,1.54,2.05,1.86,22.39,14.42,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,2094207,223537,0,68.4,31.6,0.0,134876,62304,0,0,197180
AZ-08,house,AZ,08,Bernadette Greene Placentia,Abraham Hamadeh,DEM,REP,REP,REP,-12.02,12.6,87.4,Likely R,-13.07,3.11,-12.02,-1.06,-0.95,-0.05,-16.48,4.46,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,209358,1013076,0,43.99,56.01,0.0,120718,153698,0,0,274416
AZ-09,house,AZ,09,Danielle Sterbinsky,Paul Gosar,DEM,REP,REP,REP,-25.24,0.8,99.2,Safe R,-27.29,3.11,-25.24,-0.2,-1.21,0.35,-31.34,6.1,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,260572,357756,0,37.38,62.62,0.0,105314,176417,0,0,281730
CA-01,house,CA,01,Mike McGuire,James Gallagher,DEM,REP,,DEM,19.06,96.6,3.4,Safe D,15.59,3.11,19.06,0.24,0.0,0.11,12.63,6.43,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,1467649,1047240,0,59.53,40.47,0.0,142364,96787,0,0,239151
CA-02,house,CA,02,Jared Huffman,Robin Littau,DEM,REP,DEM,DEM,33.7,99.9,0.1,Safe D,28.05,3.11,33.7,2.18,0.77,-0.42,25.45,8.25,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,868510,0,0,66.85,33.15,0.0,182180,90341,0,0,272520
CA-03,house,CA,03,Amerish Bera,Robb Tucker,DEM,REP,DEM,DEM,19.26,96.7,3.3,Safe D,13.03,3.11,19.26,1.03,2.23,-0.13,10.55,8.71,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,1038702,227060,0,59.63,40.37,0.0,153038,103606,0,0,256644
CA-04,house,CA,04,Mike Thompson,Ray Riehle,DEM,REP,DEM,DEM,26.95,99.5,0.5,Safe D,18.4,3.11,26.95,2.31,2.74,0.39,14.96,11.99,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,3482591,112696,0,63.47,36.53,0.0,152815,87939,0,0,240754
