race_code,round,dem,rep,other,exhausted,eliminated
AK-GOV,1,40.96,51.04,8.0,0.0,
AK-GOV,2,44.32,54.08,0.0,1.6,Other
AK-SEN,1,44.07,47.93,8.0,0.0,
AK-SEN,2,47.43,50.97,0.0,1.6,Other
ME-SEN,1,47.26,47.74,5.0,0.0,
ME-SEN,2,49.36,49.64,0.0,1.0,Other
AK-01,1,41.23,50.77,8.0,0.0,
AK-01,2,44.83,53.57,0.0,1.6,Other
ME-01,1,61.38,33.62,5.0,0.0,
ME-01,2,63.48,35.52,0.0,1.0,Other
ME-02,1,44.04,50.96,5.0,0.0,
ME-02,2,46.14,52.86,0.0,1.0,Other
