race_code,round,dem,rep,other,exhausted,eliminated
AK-GOV,1,40.93,51.07,8.0,0.0,
AK-GOV,2,44.29,54.11,0.0,1.6,Other
AK-SEN,1,43.99,48.01,8.0,0.0,
AK-SEN,2,47.35,51.05,0.0,1.6,Other
ME-SEN,1,47.24,47.76,5.0,0.0,
ME-SEN,2,49.34,49.66,0.0,1.0,Other
AK-01,1,41.16,50.84,8.0,0.0,
AK-01,2,44.76,53.64,0.0,1.6,Other
ME-01,1,61.32,33.68,5.0,0.0,
ME-01,2,63.42,35.58,0.0,1.0,Other
ME-02,1,43.99,51.01,5.0,0.0,
ME-02,2,46.09,52.91,0.0,1.0,Other
