race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-GOV,governor,AK,GOV,Tom Begich,Click Bishop,DEM,REP,,REP,-9.61,31.0,69.0,Lean R,-13.18,3.25,-13.8,4.19,True,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,44.47,53.93,1.6,105152,127511,3783,0,236446
AL-GOV,governor,AL,GOV,Doug Jones,Tommy Tuberville,DEM,REP,,REP,-22.29,1.7,98.3,Safe R,-29.63,3.25,-30.88,8.59,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.1,52.6,1,-15.5,0.15,38.86,61.14,0.0,616081,969482,0,0,1585563
AR-GOV,governor,AR,GOV,Fredrick Love,Sarah Huckabee Sanders,DEM,REP,REP,REP,-27.88,0.4,99.6,Safe R,-30.5,3.25,-31.57,3.68,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,36.06,63.94,0.0,302691,536766,0,0,839457
AZ-GOV,governor,AZ,GOV,Katie Hobbs,Andy Biggs,DEM,REP,DEM,DEM,6.22,72.4,27.6,Lean D,-4.25,3.25,-5.59,11.8,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,46.85,37.84,8,9.01,0.233,53.11,46.89,0.0,1259999,1112524,0,0,2372523
CA-GOV,governor,CA,GOV,Xavier Becerra,Steve Hilton,DEM,REP,,DEM,27.46,99.6,0.4,Safe D,23.32,3.25,20.82,6.65,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,63.73,36.27,0.0,7073213,4025330,0,0,11098543
CO-GOV,governor,CO,GOV,Michael Bennet,Barbara Kirkmeyer,DEM,REP,,DEM,19.29,96.7,3.3,Safe D,11.58,3.25,11.29,8.0,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.1,37.8,1,12.3,0.15,59.64,40.36,0.0,1333015,901907,0,0,2234922
CT-GOV,governor,CT,GOV,Ned Lamont,Ryan Fazio,DEM,REP,DEM,DEM,18.01,95.7,4.3,Safe D,15.88,3.25,14.76,3.25,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,59.01,40.99,0.0,726455,504684,0,0,1231140
FL-GOV,governor,FL,GOV,David Jolly,Byron Donalds,DEM,REP,,REP,-6.24,27.5,72.5,Lean R,-10.56,3.25,-13.22,6.98,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.14,36.47,6,-2.38,0.21,46.88,53.12,0.0,3588433,4066393,0,0,7654826
GA-GOV,governor,GA,GOV,Keisha Lance Bottoms,Rick Jackson,DEM,REP,,REP,1.42,55.4,44.6,Toss-up,-1.71,3.25,-2.21,3.63,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,50.71,49.29,0.0,1863575,1811472,0,0,3675046
HI-GOV,governor,HI,GOV,Josh Green,Gary Cordery,DEM,REP,DEM,DEM,30.18,99.8,0.2,Safe D,25.73,3.25,23.56,6.62,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,65.09,34.91,0.0,235433,126257,0,0,361691
IA-GOV,governor,IA,GOV,Rob Sand,Zach Lahn,DEM,REP,,REP,1.3,55.0,45.0,Toss-up,-12.1,3.25,-13.45,14.75,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,50.65,49.35,0.0,589811,574643,0,0,1164454
ID-GOV,governor,ID,GOV,Terri Pickens,Brad Little,DEM,REP,REP,REP,-45.88,0.0,100.0,Safe R,-36.28,3.25,-37.52,-8.36,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,27.06,72.94,0.0,171429,462114,0,0,633543
IL-GOV,governor,IL,GOV,JB Pritzker,Darren Bailey,DEM,REP,DEM,DEM,16.77,94.5,5.5,Likely D,12.91,3.25,11.14,5.63,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.3,34.0,1,20.3,0.15,58.38,41.62,0.0,2308888,1645848,0,0,3954737
