race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-GOV,governor,AK,GOV,Tom Begich,Click Bishop,DEM,REP,,REP,-4.24,41.0,59.0,Toss-up,-13.18,3.25,-13.8,9.55,True,False,,,0.0,0.0,,,0.0,confirmed,confirmed,58.81,41.14,4,17.67,0.175,47.11,51.29,1.6,111394,121269,3783,0,236446
AL-GOV,governor,AL,GOV,Doug Jones,Tommy Tuberville,DEM,REP,,REP,-22.33,1.6,98.4,Safe R,-29.63,3.25,-30.88,8.55,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.1,52.6,1,-18.5,0.15,38.83,61.17,0.0,615748,969815,0,0,1585563
AR-GOV,governor,AR,GOV,Fredrick Love,Sarah Huckabee Sanders,DEM,REP,REP,REP,-27.37,0.4,99.6,Safe R,-30.5,3.25,-31.57,4.19,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,36.31,63.69,0.0,304831,534625,0,0,839457
AZ-GOV,governor,AZ,GOV,Katie Hobbs,Andy Biggs,DEM,REP,DEM,DEM,5.43,69.8,30.2,Lean D,-4.25,3.25,-5.59,11.01,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,45.37,38.56,8,6.809999999999995,0.233,52.71,47.29,0.0,1250635,1121888,0,0,2372523
CA-GOV,governor,CA,GOV,Xavier Becerra,Steve Hilton,DEM,REP,,DEM,26.57,99.4,0.6,Safe D,23.32,3.25,20.82,5.76,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,63.29,36.71,0.0,7023825,4074719,0,0,11098543
CO-GOV,governor,CO,GOV,Michael Bennet,Barbara Kirkmeyer,DEM,REP,,DEM,19.3,96.7,3.3,Safe D,11.58,3.25,11.29,8.0,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.1,37.8,1,12.300000000000004,0.15,59.65,40.35,0.0,1333110,901812,0,0,2234922
CT-GOV,governor,CT,GOV,Ned Lamont,Ryan Fazio,DEM,REP,DEM,DEM,16.59,94.3,5.7,Likely D,15.88,3.25,14.76,1.83,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.0,42.0,1,8.0,0.15,58.29,41.71,0.0,717680,513459,0,0,1231140
FL-GOV,governor,FL,GOV,David Jolly,Byron Donalds,DEM,REP,,REP,-7.89,22.5,77.5,Likely R,-10.56,3.25,-13.22,5.33,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.95,43.24,7,-8.29,0.223,46.05,53.95,0.0,3525263,4129563,0,0,7654826
GA-GOV,governor,GA,GOV,Keisha Lance Bottoms,Burt Jones,DEM,REP,,REP,-4.32,34.0,66.0,Lean R,-1.71,3.25,-2.21,-2.11,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,47.84,52.16,0.0,1758223,1916823,0,0,3675046
HI-GOV,governor,HI,GOV,Josh Green,Gary Cordery,DEM,REP,DEM,DEM,30.64,99.8,0.2,Safe D,25.73,3.25,23.56,7.08,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,65.32,34.68,0.0,236265,125425,0,0,361691
IA-GOV,governor,IA,GOV,Rob Sand,Zach Lahn,DEM,REP,,REP,2.01,57.6,42.4,Toss-up,-12.1,3.25,-13.45,15.46,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,51.01,48.99,0.0,593945,570509,0,0,1164454
ID-GOV,governor,ID,GOV,Terri Pickens,Brad Little,DEM,REP,REP,REP,-45.39,0.0,100.0,Safe R,-36.28,3.25,-37.52,-7.87,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,27.3,72.7,0.0,172981,460562,0,0,633543
IL-GOV,governor,IL,GOV,JB Pritzker,Darren Bailey,DEM,REP,DEM,DEM,16.77,94.5,5.5,Likely D,12.91,3.25,11.14,5.63,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.3,34.0,1,20.299999999999997,0.15,58.38,41.62,0.0,2308888,1645848,0,0,3954737
KS-GOV,governor,KS,GOV,Ethan Corson,Vicki Schmidt,DEM,REP,,DEM,-14.86,7.8,92.2,Likely R,-16.26,3.25,-16.41,1.55,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,42.57,57.43,0.0,395601,533712,0,0,929314
MA-GOV,governor,MA,GOV,Maura Healey,Mike Minogue,DEM,REP,DEM,DEM,30.53,99.8,0.2,Safe D,27.69,3.25,25.91,4.62,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,48.96,27.15,3,21.810000000000002,0.15,65.26,34.74,0.0,1586954,844614,0,0,2431568
MD-GOV,governor,MD,GOV,Wes Moore,Dan Cox,DEM,REP,DEM,DEM,34.57,100.0,0.0,Safe D,30.41,3.25,29.51,5.06,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.33,29.04,2,20.29,0.15,67.28,32.72,0.0,1431004,695830,0,0,2126834
ME-GOV,governor,ME,GOV,Shenna Bellows,Jonathan Bush,DEM,REP,,DEM,10.74,84.8,15.2,Likely D,7.49,3.25,7.09,3.66,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,55.37,44.63,0.0,322247,259716,0,0,581962
MI-GOV,governor,MI,GOV,Jocelyn Benson,John James,DEM,REP,,DEM,10.04,83.1,16.9,Likely D,-0.36,3.25,-1.44,11.48,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,39.67,38.08,10,1.5900000000000034,0.25,55.02,44.98,0.0,2181163,1783099,0,0,3964262
MN-GOV,governor,MN,GOV,Amy Klobuchar,Lisa Demuth,DEM,REP,,DEM,7.83,77.3,22.7,Likely D,4.94,3.25,4.34,3.49,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,46.66,40.17,2,6.489999999999995,0.15,53.91,46.09,0.0,1228041,1049703,0,0,2277744
NE-GOV,governor,NE,GOV,Lynne Walz,Jim Pillen,DEM,REP,REP,REP,-20.75,2.4,97.6,Safe R,-20.75,3.25,-20.84,0.09,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,39.63,60.37,0.0,262732,400279,0,0,663011
NH-GOV,governor,NH,GOV,Cinde Warmington,Kelly Ayotte,DEM,REP,REP,REP,-12.4,11.8,88.2,Likely R,3.66,3.25,2.82,-15.22,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,38.85,48.5,3,-9.649999999999999,0.15,43.8,56.2,0.0,253321,325011,0,0,578332
NM-GOV,governor,NM,GOV,Deb Haaland,Gregg Hull,DEM,REP,,DEM,4.32,66.0,34.0,Lean D,7.45,3.25,6.14,-1.83,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,52.16,47.84,0.0,337141,309236,0,0,646377
NV-GOV,governor,NV,GOV,Aaron Ford,Joe Lombardo,DEM,REP,REP,REP,2.09,57.9,42.1,Toss-up,-1.54,3.25,-3.15,5.24,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,40.35,40.9,2,-0.5499999999999972,0.15,51.04,48.96,0.0,530375,508692,0,0,1039067
