race_code,round,dem,rep,other,exhausted,eliminated
AK-GOV,1,41.2,50.8,8.0,0.0,
AK-GOV,2,44.56,53.84,0.0,1.6,Other
AK-SEN,1,44.85,47.15,8.0,0.0,
AK-SEN,2,48.21,50.19,0.0,1.6,Other
ME-SEN,1,47.69,47.31,5.0,0.0,
ME-SEN,2,49.79,49.21,0.0,1.0,Other
AK-01,1,41.63,50.37,8.0,0.0,
AK-01,2,45.23,53.17,0.0,1.6,Other
ME-01,1,61.78,33.22,5.0,0.0,
ME-01,2,63.88,35.12,0.0,1.0,Other
ME-02,1,44.38,50.62,5.0,0.0,
ME-02,2,46.48,52.52,0.0,1.0,Other
