race_code,poll_dem,poll_rep,poll_oth,poll_oth_party,poll_dem2,poll_rep2,poll_count,poll_recency
AK-SEN,47.71,46.26,0.0,,0.0,0.0,5,0.2429
AL-GOV,34.1,52.6,0.0,,0.0,0.0,1,0.2333
AZ-01,42.71,42.94,0.0,,0.0,0.0,2,0.2249
AZ-06,42.0,41.0,0.0,,0.0,0.0,1,0.1194
AZ-GOV,47.43,37.32,0.0,,0.0,0.0,7,0.1095
CA-22,44.0,42.0,0.0,,0.0,0.0,1,0.0248
CO-05,40.0,43.0,5.0,IND,0.0,0.0,1,0.1851
CO-GOV,50.1,37.8,0.0,,0.0,0.0,1,0.0272
FL-GOV,34.02,40.01,1.95,IND,0.0,0.0,5,0.0622
GA-SEN,42.94,41.33,0.0,,0.0,0.0,5,0.0173
IA-01,43.0,39.0,0.0,,0.0,0.0,1,0.0078
IA-03,45.0,42.0,0.0,,0.0,0.0,1,0.1575
IA-SEN,41.0,44.0,0.0,,0.0,0.0,1,0.9117
IL-GOV,54.3,34.0,0.0,,0.0,0.0,1,0.3008
KY-SEN,38.0,49.0,0.0,,0.0,0.0,1,0.5359
MA-GOV,51.0,26.0,0.0,,0.0,0.0,1,0.1649
MA-SEN,53.92,30.95,0.0,,0.0,0.0,2,0.1473
MD-GOV,49.9,28.0,0.0,,0.0,0.0,1,0.8123
ME-SEN,49.0,41.0,0.0,,0.0,0.0,1,0.2227
MI-04,42.0,44.0,0.0,,0.0,0.0,1,0.2806
MI-GOV,37.07,38.14,15.2,IND,0.0,0.01,8,0.2666
MI-SEN,39.47,46.04,0.0,,0.0,0.0,4,0.3116
MN-SEN,48.0,45.0,0.0,,0.0,0.0,2,0.013
NC-SEN,47.54,34.49,0.0,,0.0,0.0,8,0.2784
NE-02,46.5,40.5,0.0,,0.0,0.0,1,0.1436
NE-SEN,45.0,46.0,0.0,,0.0,0.0,1,0.0013
NH-02,42.41,35.16,0.0,,0.0,0.0,3,0.1261
NH-GOV,40.0,43.0,0.0,,0.0,0.0,1,0.114
NH-SEN,43.95,39.12,0.0,,0.0,0.0,8,0.2077
NJ-02,36.0,46.0,0.0,,0.0,0.0,1,0.0041
NV-GOV,40.36,40.9,0.0,,0.0,0.0,2,0.1879
NY-01,38.0,41.0,0.0,,0.0,0.0,1,0.4454
NY-GOV,50.19,34.06,2.61,LIB,0.0,0.0,4,0.4768
OH-GOV,45.11,45.63,0.0,,0.0,0.0,8,0.134
OH-SEN,46.28,48.8,0.0,,0.0,0.0,5,0.1134
PA-01,41.0,41.0,0.0,,0.0,0.0,1,0.1088
PA-08,45.0,43.0,0.0,,0.0,0.0,1,0.0394
PA-10,47.91,43.95,0.0,,0.0,0.0,2,0.1405
PA-GOV,54.87,38.61,0.0,,0.0,0.0,2,0.0815
SD-SEN,30.8,43.8,0.0,,0.0,0.0,2,0.1297
TN-GOV,28.0,49.0,0.0,,0.0,0.0,1,0.0242
TX-15,38.0,41.0,0.0,,0.0,0.0,1,0.0544
TX-GOV,42.3,50.2,0.0,,0.0,0.0,1,0.933
TX-SEN,45.36,45.44,0.0,,0.0,0.0,4,0.3372
VA-01,40.0,41.0,0.0,,0.0,0.0,1,0.0254
WI-03,44.0,42.0,0.0,,0.0,0.0,1,0.1194
WI-GOV,40.0,43.0,0.0,,0.0,0.0,1,0.0844
